Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
978000	-2320.066	-2357.341	37.27595	1	0.9216299	0.0445583	0.132323	0.298195	0.0441548	0.0533726	0.301857	0.141908	0.165207	0.0551126	0.019114	0.0722629	0.0113451	0.0504832	0.0128875	0.139054	0.0166112	0.0246528	0.149635	0.166361	0.0746851	0.0792572	0.00782568	0.00566752	0.0208822	0.106997	0.0219435	0.0794042	0.0696227	0.0202114	0.0311216	0.00364498	0.0804823	0.0254961	0.0196168	0.00276321	0.00800883	0.130704	0.266635	0.00128875	0.053914	0.0864415	0.0526695	0.0905382	0.00568534	0.0641961	0.0167074	8.54177e-05	0.046841	0.0362747	0.0695354	0.00627954	0.0924994	0.0470253	0.0287131	0.0259509	0.128171	0.0490546	0.0244827	0.0777479	0.242678	0.0832227	0.0304443	0.062081	0.216802	0.0365195	0.156754	0.135923	0.0869541	0.124543	0.00945821	0.0897869	0.057182	0.155463	0.176169	0.020968	0.0356899	0.123686	0.0658842	0.155881	0.0354847	0.377726	0.0371567	0.0228042	0.630551	0.115634	0.196795	0.0039038	0.119505	0.153478	0.000509823	0.131402	0.00566349	0.0553776	0.0739246	0.0317299	0.0271317	0.596379	0.376549	0.116607	0.100305	0.188698	0.104476	0.0391188	0.0014444	0.114712	0.0270304	0.265119	0.0845331	0.182512	0.228233	0.00444512	0.145179	0.0464325	0.0315886	0.072336	0.0824429	0.190962	0.0319568	0.173938	0.0553348	0.0393712	0.00795093	0.0764651	0.0826539	0.0951004	0.0218546	0.0128749	0.0627537	0.107459	0.0616396	0.0275394	0.121064	0.451858	0.985695	2.44138	3	11.89903
979000	-2295.479	-2316.944	21.46579	1	0.7461716	0.04848	0.112143	0.0562597	0.0979569	0.063965	0.0922622	0.215586	0.154049	0.0168472	0.00655957	0.0669089	0.0199648	0.0212386	0.00737756	0.0829445	0.0168522	0.0219171	0.189745	0.367798	0.111717	0.0257636	0.0123547	0.0249039	0.0118108	0.257479	0.0183773	0.0449992	0.0468316	0.0224749	0.0142208	0.00889451	0.169984	0.0340304	0.017085	0.017418	0.00544825	0.11361	0.248074	0.0016911	0.0679702	0.096436	0.0944024	0.116393	0.00128809	0.0403699	0.0365966	3.27239e-05	0.0251159	0.0365588	0.0382596	0.0277805	0.115541	0.0503933	0.0421054	0.00978938	0.381127	0.184863	0.222836	0.0284857	0.071719	0.0499178	0.0360227	0.0910197	0.114586	0.025306	0.131995	0.15564	0.0769991	0.049966	0.018157	0.0987302	0.11034	0.206137	0.178402	0.0493897	0.0297643	0.0741935	0.064619	0.175433	0.0250088	0.896527	0.0562613	0.0301519	0.714458	0.0476948	0.176571	0.00345096	0.117929	0.105999	0.00165702	0.242624	0.00613868	0.0576173	0.175728	0.102506	0.0265494	0.888192	0.232138	0.193502	0.0582263	0.204415	0.0951203	0.0548351	0.00134914	0.0901587	0.0415091	0.249413	0.189329	0.161532	0.105926	0.0108818	0.0893559	0.0241729	0.0150692	0.107132	0.173853	0.267137	0.0302129	0.415401	0.0990062	0.0591631	0.0198664	0.061285	0.0422053	0.13067	0.0788549	0.0107132	0.0396941	0.124502	0.0311757	0.0240153	0.0840654	0.384525	0.940846	2.59056	3	13.49759
980000	-2295.129	-2325.607	30.47825	1	0.8425945	0.0303188	0.180843	0.0428791	0.0289144	0.0390359	0.186892	0.233602	0.157225	0.0410489	0.0236725	0.0613332	0.0437305	0.0205789	0.0176357	0.149042	0.0456431	0.0321063	0.212566	0.338916	0.119623	0.0340617	0.0273806	0.0345316	0.0183505	0.0758009	0.0303035	0.0788037	0.109756	0.0185566	0.0341901	0.017672	0.147551	0.0594559	0.0357325	0.0116104	0.00931915	0.118394	0.251291	0.00184389	0.155867	0.0542406	0.159098	0.104382	0.00137009	0.0276761	0.0391455	9.37213e-05	0.0255212	0.0590468	0.0148829	0.0267407	0.122491	0.101398	0.0348486	0.013059	0.189222	0.26491	0.0854428	0.0607816	0.0866948	0.0476926	0.12956	0.086619	0.214426	0.0118676	0.104288	0.198291	0.0809826	0.11079	0.0143749	0.0191705	0.0764483	0.147501	0.138982	0.087478	0.106495	0.0735787	0.0100418	0.133177	0.00685394	0.630806	0.104848	0.0828194	0.641717	0.0234365	0.066311	0.00516725	0.0423705	0.151954	0.0196772	0.114772	0.00851993	0.0677295	0.0397339	0.0629355	0.01728	0.703283	0.297489	0.0755257	0.0337304	0.167513	0.14914	0.0853787	0.000832801	0.0462699	0.0168914	0.272272	0.17153	0.110604	0.0698884	0.00904624	0.172813	0.0128383	0.00636814	0.0455168	0.158806	0.142433	0.0178316	0.345646	0.0794936	0.0377508	0.0417741	0.144881	0.0283693	0.118471	0.0313288	0.0120425	0.157813	0.0604777	0.111952	0.024882	0.104585	0.423734	0.968093	2.50359	3	12.5867
981000	-2292.752	-2329.981	37.22866	1	0.8643076	0.037019	0.205648	0.0588882	0.0255996	0.0577747	0.10991	0.146065	0.112433	0.0833788	0.019684	0.0448225	0.0419283	0.0317951	0.0460725	0.0406293	0.0257151	0.0481763	0.146139	0.411629	0.104283	0.0340617	0.0276586	0.0155661	0.0123134	0.0758009	0.0304274	0.0384587	0.140042	0.0364984	0.017373	0.0286302	0.0910299	0.0420473	0.045246	0.0189971	0.00668464	0.159266	0.0809224	0.00225428	0.103227	0.085276	0.193802	0.16881	0.0010941	0.0256352	0.0250404	0.000169005	0.0231326	0.140027	0.0351655	0.0313075	0.128424	0.114904	0.0242556	0.00991034	0.0816893	0.181729	0.045206	0.105367	0.111961	0.0717355	0.0833025	0.0858551	0.121855	0.00873186	0.102139	0.114088	0.0593858	0.0797984	0.0211599	0.0429827	0.0656612	0.159596	0.189375	0.114301	0.110708	0.0828228	0.0183709	0.0953315	0.00408518	0.630806	0.0917973	0.0659244	0.997187	0.0219948	0.0344463	0.00405257	0.0321814	0.0939525	0.0189063	0.101861	0.0159264	0.0418964	0.0479472	0.130873	0.0390257	0.629199	0.229867	0.0502311	0.0196436	0.11525	0.122994	0.087447	0.000748105	0.0628743	0.0305543	0.272272	0.17153	0.088325	0.0946102	0.0130209	0.131109	0.0120466	0.0109579	0.0481696	0.0819046	0.0946756	0.037018	0.417117	0.0562958	0.0429574	0.0417741	0.115161	0.0307432	0.068556	0.0291472	0.00976852	0.114587	0.0899419	0.111952	0.0399808	0.109151	0.431792	0.973296	2.48576	3	11.90949
982000	-2281.907	-2316.825	34.91825	1	0.6672783	0.0251094	0.0485049	0.206973	0.0437258	0.126219	0.107085	0.117882	0.125469	0.157639	0.0198565	0.0709286	0.020023	0.0293386	0.04661	0.0873703	0.0224279	0.0604087	0.12354	0.398332	0.0845377	0.0238525	0.0257531	0.00957325	0.00508602	0.221367	0.0116699	0.0459037	0.0615038	0.0516219	0.0203834	0.0459555	0.185766	0.0512635	0.0352847	0.0212453	0.00654412	0.115191	0.111355	0.00323433	0.159438	0.114216	0.226145	0.13964	0.00102248	0.0373922	0.022701	0.000142475	0.0277328	0.108867	0.0597212	0.0159906	0.161442	0.183028	0.102334	0.0252967	0.128964	0.119588	0.0449551	0.115767	0.09111	0.0840473	0.0812818	0.145215	0.083828	0.0134822	0.0707615	0.168334	0.0555137	0.107229	0.0733576	0.0446727	0.0525035	0.229812	0.233132	0.131584	0.133052	0.115765	0.0412063	0.0674876	0.000652292	0.523063	0.0705746	0.0477843	0.618483	0.0174875	0.0217441	0.00655523	0.0250844	0.0525865	0.00921589	0.231124	0.0125027	0.0114099	0.0754183	0.12846	0.0636509	0.629199	0.24275	0.0502311	0.0171581	0.0823198	0.0558965	0.0749803	0.000679247	0.0772999	0.0271685	0.167614	0.101907	0.165921	0.129309	0.0153377	0.131264	0.0174824	0.02332	0.0476135	0.106621	0.213328	0.0372492	0.243547	0.0589373	0.0618692	0.0288872	0.0833284	0.0671959	0.0566256	0.0607276	0.0183746	0.0813592	0.137721	0.067705	0.0712203	0.0672173	0.347673	0.912112	2.673	3	12.16023
983000	-2281.898	-2316.816	34.91825	1	0.6672783	0.0251094	0.0485049	0.206973	0.0437258	0.126219	0.107085	0.117882	0.125469	0.157639	0.0198565	0.0709286	0.020023	0.0293386	0.04661	0.0873703	0.0224279	0.0604087	0.12354	0.398332	0.0845377	0.0238525	0.0257531	0.00957325	0.00508602	0.221367	0.0116699	0.0459037	0.0615038	0.0516219	0.0203834	0.0459555	0.185766	0.0512635	0.0352847	0.0212453	0.00654412	0.115191	0.111355	0.00323433	0.159438	0.114216	0.226145	0.13964	0.00102248	0.0373922	0.022701	0.000142475	0.0277328	0.108867	0.0597212	0.0159906	0.161442	0.183028	0.102334	0.0252967	0.128964	0.119588	0.0449551	0.115767	0.09111	0.0840473	0.0812818	0.145215	0.083828	0.0134822	0.0707615	0.168334	0.0555137	0.107229	0.0733576	0.0446727	0.0525035	0.229812	0.233132	0.131584	0.133052	0.115765	0.0412063	0.0674876	0.000652292	0.523063	0.0705746	0.0477843	0.618483	0.0174875	0.0217441	0.00655523	0.0250844	0.0525865	0.00921589	0.231124	0.0125027	0.0114099	0.0754183	0.12846	0.0636509	0.629199	0.24275	0.0502311	0.0171581	0.0823198	0.0558965	0.0749803	0.000679247	0.0772999	0.0271685	0.167614	0.101907	0.165921	0.129309	0.0153377	0.131264	0.0174824	0.02332	0.0476135	0.106621	0.213328	0.0372492	0.243547	0.0589373	0.0618692	0.0288872	0.0833284	0.0671959	0.0566256	0.0607276	0.0183746	0.0813592	0.137721	0.067705	0.0712203	0.0672173	0.347673	0.912112	2.673	3	12.16023
984000	-2286.909	-2321.828	34.91825	1	0.6672783	0.0251094	0.0485049	0.206973	0.0437258	0.126219	0.107085	0.117882	0.125469	0.157639	0.0198565	0.0709286	0.020023	0.0293386	0.04661	0.0873703	0.0224279	0.0604087	0.12354	0.398332	0.0845377	0.0238525	0.0257531	0.00957325	0.00508602	0.221367	0.0116699	0.0459037	0.0615038	0.0516219	0.0203834	0.0459555	0.185766	0.0512635	0.0352847	0.0212453	0.00654412	0.115191	0.111355	0.00323433	0.159438	0.114216	0.226145	0.13964	0.00102248	0.0373922	0.022701	0.000142475	0.0277328	0.108867	0.0597212	0.0159906	0.161442	0.183028	0.102334	0.0252967	0.128964	0.119588	0.0449551	0.115767	0.09111	0.0840473	0.0812818	0.145215	0.083828	0.0134822	0.0707615	0.168334	0.0555137	0.107229	0.0733576	0.0446727	0.0525035	0.229812	0.233132	0.131584	0.133052	0.115765	0.0412063	0.0674876	0.000652292	0.523063	0.0705746	0.0477843	0.618483	0.0174875	0.0217441	0.00655523	0.0250844	0.0525865	0.00921589	0.231124	0.0125027	0.0114099	0.0754183	0.12846	0.0636509	0.629199	0.24275	0.0502311	0.0171581	0.0823198	0.0558965	0.0749803	0.000679247	0.0772999	0.0271685	0.167614	0.101907	0.165921	0.129309	0.0153377	0.131264	0.0174824	0.02332	0.0476135	0.106621	0.213328	0.0372492	0.243547	0.0589373	0.0618692	0.0288872	0.0833284	0.0671959	0.0566256	0.0607276	0.0183746	0.0813592	0.137721	0.067705	0.0712203	0.0672173	0.347673	0.912112	2.673	3	12.16023
985000	-2294.825	-2329.681	34.85585	1	0.6891912	0.012951	0.046445	0.206973	0.0580146	0.120221	0.0780969	0.157131	0.137206	0.0689683	0.0508714	0.0496387	0.0308436	0.0306171	0.0292559	0.0824598	0.0168835	0.0604087	0.152356	0.278529	0.0826475	0.0356136	0.0231146	0.00972667	0.00896874	0.222479	0.0103534	0.0249427	0.112799	0.0177483	0.023557	0.0240534	0.185766	0.0192748	0.021574	0.0164612	0.00807195	0.135054	0.195214	0.00727658	0.125366	0.108537	0.186033	0.104034	0.00101345	0.0446781	0.019451	0.000226626	0.05742	0.108867	0.0320059	0.00609865	0.19396	0.18988	0.064416	0.0205028	0.151369	0.090267	0.0700299	0.0875965	0.115038	0.0840473	0.0812818	0.0507881	0.134983	0.0127909	0.115632	0.168381	0.0534367	0.0581347	0.0846907	0.0649303	0.0365374	0.171723	0.242814	0.0461905	0.0995932	0.120533	0.0638261	0.0562368	0.000894714	0.480512	0.0478681	0.0318713	0.623213	0.0305414	0.0286334	0.00992084	0.0288742	0.0751632	0.00999027	0.119009	0.038975	0.0101009	0.066966	0.084119	0.118094	0.6095	0.381465	0.0706565	0.0087797	0.0613302	0.0505796	0.082479	0.000817694	0.0688905	0.0620042	0.204671	0.0991818	0.216134	0.188223	0.0215931	0.175023	0.0232626	0.022735	0.0361838	0.106621	0.174428	0.0301679	0.518689	0.0464799	0.0714956	0.0339004	0.0661224	0.0296697	0.0698167	0.0572481	0.014277	0.0695859	0.195085	0.0599534	0.0565766	0.0718811	0.358385	0.920796	2.64894	3	12.16428
986000	-2285.471	-2315.271	29.79971	1	0.6216811	0.0183184	0.0605178	0.275542	0.0581164	0.159127	0.0780969	0.211099	0.15198	0.0370183	0.0452091	0.0700798	0.0467566	0.0502177	0.0292559	0.0890917	0.0182467	0.0941965	0.129661	0.251691	0.056858	0.049028	0.0167422	0.0116968	0.00896874	0.244486	0.00827496	0.0288687	0.0609941	0.0171843	0.023557	0.0442486	0.171971	0.0237984	0.0164273	0.0241104	0.00648491	0.135054	0.195214	0.00894763	0.0842532	0.115604	0.186033	0.104034	0.00101345	0.0424753	0.0204533	0.000226626	0.0695682	0.0821495	0.0587148	0.00735602	0.19396	0.231119	0.064416	0.0205028	0.126337	0.0362062	0.0507496	0.114856	0.0619164	0.0840473	0.0812818	0.0625825	0.168452	0.0111627	0.115632	0.229154	0.0356464	0.091831	0.101429	0.0434836	0.0301149	0.156356	0.147299	0.0376014	0.135997	0.120533	0.0795891	0.0562368	0.00124254	0.480512	0.0631765	0.0207522	0.746755	0.036486	0.0364515	0.00726068	0.0268965	0.0393881	0.00891718	0.080544	0.0550402	0.00920479	0.0852434	0.138178	0.138354	0.731844	0.385021	0.068092	0.0085149	0.0613302	0.0601894	0.0742891	0.00162522	0.0682216	0.077118	0.133117	0.0959732	0.255734	0.20161	0.0816423	0.193716	0.0166156	0.022735	0.0630755	0.106621	0.230811	0.0323355	0.463652	0.0464799	0.060679	0.0491218	0.0767906	0.0532122	0.0827269	0.0939476	0.00539411	0.0791875	0.150153	0.0370233	0.0461337	0.0576083	0.324111	0.891989	2.72629	3	12.67665
987000	-2298.536	-2328.029	29.49242	1	0.6216811	0.0183184	0.0605178	0.275542	0.0581164	0.159127	0.0780969	0.151202	0.15198	0.0370183	0.0452091	0.0896399	0.0467566	0.0822917	0.0292559	0.0890917	0.0182467	0.0941965	0.173561	0.251691	0.056858	0.049028	0.0167422	0.0116968	0.00896874	0.244486	0.00582295	0.0288687	0.0609941	0.0139959	0.023557	0.0442486	0.171971	0.0237984	0.0140865	0.0276922	0.00648491	0.135054	0.195214	0.00894763	0.0842532	0.115604	0.186033	0.104034	0.00101345	0.0424753	0.0204533	0.000226626	0.0695682	0.0821495	0.0587148	0.00735602	0.19396	0.175881	0.064416	0.0205028	0.126337	0.0362062	0.0507496	0.104716	0.0619164	0.0840473	0.0812818	0.0625825	0.168452	0.0111627	0.115632	0.229154	0.0356464	0.091831	0.101429	0.0434836	0.0301149	0.156356	0.147299	0.0443399	0.135997	0.120533	0.0795891	0.0562368	0.00124254	0.480512	0.0933299	0.0207522	0.746755	0.036486	0.0364515	0.00726068	0.0268965	0.0393881	0.00891718	0.080544	0.0550402	0.00920479	0.0852434	0.138178	0.138354	0.731844	0.385021	0.068092	0.00637681	0.0613302	0.0601894	0.0742891	0.00236647	0.0869259	0.077118	0.133117	0.0959732	0.255734	0.20161	0.0816423	0.193716	0.0166156	0.022735	0.0683768	0.106621	0.230811	0.0323355	0.463652	0.0481807	0.060679	0.0491218	0.0804598	0.0532122	0.0827269	0.0939476	0.00539411	0.0791875	0.150153	0.0370233	0.0461337	0.0576083	0.324111	0.891989	2.72629	3	12.70738
988000	-2281.326	-2323.282	41.95597	1	0.8522741	0.00375827	0.0536472	0.209546	0.070989	0.0951457	0.0536418	0.202924	0.115395	0.021938	0.0320334	0.094208	0.0576222	0.159778	0.0221262	0.0890917	0.0256582	0.112596	0.285285	0.282133	0.0528286	0.0495199	0.0141985	0.0179245	0.00852943	0.177941	0.0109525	0.0196715	0.0535548	0.0305971	0.0333796	0.033072	0.152168	0.086738	0.00842488	0.0389249	0.0204637	0.0742161	0.104281	0.00339134	0.0664308	0.0750404	0.100468	0.132443	0.000658336	0.0545669	0.0398318	0.000242088	0.0465662	0.0551111	0.0735876	0.00386251	0.159935	0.148767	0.0421891	0.015011	0.139675	0.0362062	0.0415843	0.0954235	0.0794267	0.110204	0.0503036	0.0717887	0.172242	0.0127777	0.0610914	0.111424	0.0317393	0.0561359	0.101429	0.0442377	0.025071	0.156356	0.115224	0.0378639	0.107756	0.121493	0.0338273	0.0726452	0.00162383	0.383769	0.0350153	0.0241775	0.409381	0.031214	0.0274075	0.0114684	0.0307842	0.0742639	0.0146641	0.0730289	0.0628737	0.0141876	0.0963238	0.0848936	0.159566	0.604958	0.164406	0.0502015	0.0146678	0.0688239	0.106806	0.154585	0.00187436	0.0958197	0.138601	0.105759	0.137865	0.255734	0.134354	0.135598	0.119561	0.022831	0.0292687	0.0417556	0.230536	0.164204	0.0478004	0.30523	0.0596112	0.0603664	0.0594769	0.0569367	0.134548	0.0827269	0.0883457	0.0145269	0.121346	0.148458	0.0171786	0.0496277	0.106624	0.427358	0.97045	2.49557	3	11.43796
989000	-2287.302	-2328.718	41.41645	1	0.9523977	0.00309703	0.0549204	0.273899	0.0720807	0.128103	0.0630651	0.30727	0.0691938	0.0265864	0.0157773	0.0948598	0.049899	0.127075	0.0337136	0.113081	0.0256582	0.112596	0.190716	0.280175	0.049905	0.0673377	0.0141985	0.0156192	0.00852943	0.177941	0.0146729	0.0270742	0.0391191	0.0446246	0.0329584	0.047007	0.139862	0.086738	0.00354006	0.0389249	0.0166275	0.0811915	0.104281	0.00339134	0.147523	0.067341	0.0761047	0.132443	0.00103772	0.0515643	0.0552866	0.000242088	0.0539414	0.0484608	0.0735876	0.00386251	0.144357	0.0644533	0.0615918	0.015011	0.181511	0.0424074	0.0415843	0.0605108	0.0359386	0.110204	0.0442122	0.0717887	0.214819	0.016026	0.0705766	0.111424	0.0290202	0.0547706	0.126483	0.0346331	0.025071	0.156356	0.115224	0.0191536	0.107756	0.0965767	0.0341149	0.0726452	0.000928208	0.383769	0.0335745	0.0252243	0.409381	0.0428362	0.0274075	0.0114684	0.0249341	0.100461	0.0146641	0.0726682	0.0737829	0.0212833	0.0963238	0.0708057	0.159566	0.769588	0.164406	0.0959785	0.0137831	0.0548015	0.072337	0.0967475	0.00187436	0.139594	0.138601	0.133833	0.119606	0.191192	0.134354	0.135598	0.104036	0.022831	0.0292687	0.0279827	0.230536	0.149358	0.101507	0.224335	0.0767715	0.0603664	0.0531841	0.0482523	0.088493	0.0827269	0.0883457	0.0169283	0.0997437	0.151906	0.0194038	0.0496277	0.127361	0.461961	0.991642	2.41904	3	11.4819
990000	-2286.211	-2327.627	41.41645	1	0.9523977	0.00309703	0.0549204	0.273899	0.0720807	0.128103	0.0630651	0.30727	0.0691938	0.0265864	0.0157773	0.0948598	0.049899	0.127075	0.0337136	0.113081	0.0256582	0.112596	0.190716	0.280175	0.049905	0.0673377	0.0141985	0.0156192	0.00852943	0.177941	0.0146729	0.0270742	0.0391191	0.0446246	0.0329584	0.047007	0.139862	0.086738	0.00354006	0.0389249	0.0166275	0.0811915	0.104281	0.00339134	0.147523	0.067341	0.0761047	0.132443	0.00103772	0.0515643	0.0552866	0.000242088	0.0539414	0.0484608	0.0735876	0.00386251	0.144357	0.0644533	0.0615918	0.015011	0.181511	0.0424074	0.0415843	0.0605108	0.0359386	0.110204	0.0442122	0.0717887	0.214819	0.016026	0.0705766	0.111424	0.0290202	0.0547706	0.126483	0.0346331	0.025071	0.156356	0.115224	0.0191536	0.107756	0.0965767	0.0341149	0.0726452	0.000928208	0.383769	0.0335745	0.0252243	0.409381	0.0428362	0.0274075	0.0114684	0.0249341	0.100461	0.0146641	0.0726682	0.0737829	0.0212833	0.0963238	0.0708057	0.159566	0.769588	0.164406	0.0959785	0.0137831	0.0548015	0.072337	0.0967475	0.00187436	0.139594	0.138601	0.133833	0.119606	0.191192	0.134354	0.135598	0.104036	0.022831	0.0292687	0.0279827	0.230536	0.149358	0.101507	0.224335	0.0767715	0.0603664	0.0531841	0.0482523	0.088493	0.0827269	0.0883457	0.0169283	0.0997437	0.151906	0.0194038	0.0496277	0.127361	0.461961	0.991642	2.41904	3	11.4819
991000	-2301.832	-2343.248	41.41645	1	0.9523977	0.00309703	0.0549204	0.273899	0.0720807	0.128103	0.0630651	0.30727	0.0691938	0.0265864	0.0157773	0.0948598	0.049899	0.127075	0.0337136	0.113081	0.0256582	0.112596	0.190716	0.280175	0.049905	0.0673377	0.0141985	0.0156192	0.00852943	0.177941	0.0146729	0.0270742	0.0391191	0.0446246	0.0329584	0.047007	0.139862	0.086738	0.00354006	0.0389249	0.0166275	0.0811915	0.104281	0.00339134	0.147523	0.067341	0.0761047	0.132443	0.00103772	0.0515643	0.0552866	0.000242088	0.0539414	0.0484608	0.0735876	0.00386251	0.144357	0.0644533	0.0615918	0.015011	0.181511	0.0424074	0.0415843	0.0605108	0.0359386	0.110204	0.0442122	0.0717887	0.214819	0.016026	0.0705766	0.111424	0.0290202	0.0547706	0.126483	0.0346331	0.025071	0.156356	0.115224	0.0191536	0.107756	0.0965767	0.0341149	0.0726452	0.000928208	0.383769	0.0335745	0.0252243	0.409381	0.0428362	0.0274075	0.0114684	0.0249341	0.100461	0.0146641	0.0726682	0.0737829	0.0212833	0.0963238	0.0708057	0.159566	0.769588	0.164406	0.0959785	0.0137831	0.0548015	0.072337	0.0967475	0.00187436	0.139594	0.138601	0.133833	0.119606	0.191192	0.134354	0.135598	0.104036	0.022831	0.0292687	0.0279827	0.230536	0.149358	0.101507	0.224335	0.0767715	0.0603664	0.0531841	0.0482523	0.088493	0.0827269	0.0883457	0.0169283	0.0997437	0.151906	0.0194038	0.0496277	0.127361	0.461961	0.991642	2.41904	3	11.4819
992000	-2301.718	-2335.302	33.58445	1	0.6329311	0.00375674	0.0461779	0.335836	0.082384	0.171015	0.0630651	0.186573	0.1404	0.0249075	0.00913808	0.0760164	0.110358	0.121723	0.0353986	0.0997673	0.0559266	0.0981747	0.203651	0.205843	0.0543586	0.0581564	0.0327525	0.00706371	0.00852943	0.103497	0.0114047	0.0985423	0.0531859	0.0446246	0.0272508	0.0314915	0.139862	0.140028	0.00292207	0.0776507	0.0118447	0.0520652	0.0820876	0.00325193	0.197433	0.105737	0.0672912	0.132443	0.00095905	0.0515643	0.0660993	0.000176636	0.0297258	0.0484608	0.0707348	0.00973575	0.170499	0.0918075	0.0875413	0.0100861	0.121646	0.0383125	0.058319	0.0715125	0.101935	0.0977848	0.103354	0.124124	0.136522	0.0169566	0.101159	0.157498	0.0256918	0.0656881	0.126483	0.0179763	0.0288605	0.147664	0.143826	0.0208927	0.129034	0.165668	0.0273864	0.0759187	0.000928208	0.619319	0.0201102	0.0559212	0.448914	0.0579524	0.0203257	0.0187982	0.0222643	0.0641018	0.0126262	0.166769	0.0626249	0.0682089	0.107667	0.0693146	0.114166	0.769588	0.179547	0.0998756	0.00723977	0.0413398	0.0743613	0.0843158	0.00231918	0.180082	0.0813642	0.154655	0.09058	0.171824	0.160962	0.0619841	0.104036	0.030941	0.012894	0.0222862	0.212726	0.198611	0.0369378	0.190481	0.0917018	0.0819984	0.0794785	0.0967457	0.0806342	0.103197	0.133979	0.0234178	0.0737085	0.170357	0.0269295	0.0807514	0.0599634	0.33009	0.897232	2.71271	3	12.29705
993000	-2313.289	-2346.873	33.58445	1	0.6329311	0.00375674	0.0461779	0.335836	0.082384	0.171015	0.0630651	0.186573	0.1404	0.0249075	0.00913808	0.0760164	0.110358	0.121723	0.0353986	0.0997673	0.0559266	0.0981747	0.203651	0.205843	0.0543586	0.0581564	0.0327525	0.00706371	0.00852943	0.103497	0.0114047	0.0985423	0.0531859	0.0446246	0.0272508	0.0314915	0.139862	0.140028	0.00292207	0.0776507	0.0118447	0.0520652	0.0820876	0.00325193	0.197433	0.105737	0.0672912	0.132443	0.00095905	0.0515643	0.0660993	0.000176636	0.0297258	0.0484608	0.0707348	0.00973575	0.170499	0.0918075	0.0875413	0.0100861	0.121646	0.0383125	0.058319	0.0715125	0.101935	0.0977848	0.103354	0.124124	0.136522	0.0169566	0.101159	0.157498	0.0256918	0.0656881	0.126483	0.0179763	0.0288605	0.147664	0.143826	0.0208927	0.129034	0.165668	0.0273864	0.0759187	0.000928208	0.619319	0.0201102	0.0559212	0.448914	0.0579524	0.0203257	0.0187982	0.0222643	0.0641018	0.0126262	0.166769	0.0626249	0.0682089	0.107667	0.0693146	0.114166	0.769588	0.179547	0.0998756	0.00723977	0.0413398	0.0743613	0.0843158	0.00231918	0.180082	0.0813642	0.154655	0.09058	0.171824	0.160962	0.0619841	0.104036	0.030941	0.012894	0.0222862	0.212726	0.198611	0.0369378	0.190481	0.0917018	0.0819984	0.0794785	0.0967457	0.0806342	0.103197	0.133979	0.0234178	0.0737085	0.170357	0.0269295	0.0807514	0.0599634	0.33009	0.897232	2.71271	3	12.29705
