Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1063000	-1144.574	-1193.817	49.24296	2	1.92686	0.0245282	0.0662918	0.0233679	0.00107722	0.0262665	0.0169954	0.0388037	0.0151938	0.00359183	0.079207	0.00268184	0.0214334	0.0403304	0.0410646	0.0118926	0.0116412	0.0324485	0.0286614	0.0202232	0.211949	0.0197938	0.00909448	0.0179414	0.00414096	0.047105	0.13214	0.00425363	0.00898156	0.0372159	0.0209153	0.0191629	0.06839	0.0220938	0.00977585	0.000323231	0.0351474	0.209237	0.00959554	0.0485887	0.00325632	0.00522997	5.84068e-05	0.015481	0.0116499	0.00210369	0.0207816	0.0134979	0.00380893	0.0757782	0.00214899	0.00346858	0.00595824	0.0317514	0.00447798	0.0501509	0.253483	0.0440573	0.00154985	0.00288443	0.045317	0.0900147	0.00961183	0.0233937	0.044464	0.00141807	0.0179468	0.0164866	0.0349208	0.017249	0.208768	0.146633	0.0147415	0.0072677	0.0229375	0.373492	0.132867	0.0196762	0.0287239	0.0123576	0.010816	0.0133118	0.135212	0.266807	0.0201192	0.0162847	0.0587784	0.0369861	0.0193338	0.0142931	0.0216649	0.155595	0.0102706	0.0469616	0.0203238	0.306931	0.0100176	0.0680284	0.0329983	0.162275	0.215739	0.169614	0.0707207	0.0103822	0.284385	0.647004	1.06805	2.00056	4	5.154874
1064000	-1166.333	-1218.342	52.00877	2	3.60252	0.168996	0.0159413	0.0538808	0.00185595	0.0213682	0.02164	0.0245003	0.0238719	0.00722601	0.0487631	0.0354808	0.00707876	0.118316	0.0120627	0.0265601	0.0247731	0.0162533	0.00720194	0.024125	0.106134	0.0169108	0.000282981	0.00764887	0.035585	0.0850742	0.03272	0.00146218	0.0409229	0.0467237	0.0256666	0.0414727	0.0237506	0.0174669	0.00786015	0.000196203	0.0066701	0.0879744	0.0156963	0.00910069	0.00163092	0.0162637	0.0067125	0.0458167	0.00143213	0.0271308	0.0118783	0.00487712	0.000171804	0.0555464	0.0288306	0.00740485	0.00194627	0.0121997	0.0278556	0.0228138	0.0423573	0.0185087	0.0203383	0.0334564	0.0408639	0.068073	0.0102119	0.180773	0.0623298	0.00819481	0.0567925	0.0254222	0.0857475	0.00144701	0.00270339	0.0574139	0.00452321	0.0193436	0.172032	0.259325	0.0145791	0.0216066	0.0394113	0.00188363	0.165102	0.0474551	0.119502	0.11005	0.0923328	0.0253825	0.0234647	0.0201558	0.0237257	0.00424304	0.0659279	0.165934	0.0784413	0.0465179	0.146767	0.087459	0.00693591	0.0434386	0.00353403	0.165084	0.0656793	0.162998	0.0608928	0.00393989	0.431098	0.760235	1.08422	1.72445	4	4.524028
1065000	-1137.315	-1198.301	60.98617	2	1.940807	0.00165508	0.0633259	0.0398942	0.00757972	0.0270997	0.00295981	0.0157078	0.0232435	0.00875898	0.0396792	0.0243216	0.0289909	0.0129014	0.0129252	0.0146121	0.00173843	0.00242751	0.00336271	0.00938798	0.209714	0.0836276	0.0202296	0.00312786	0.00473573	0.0446311	0.0310733	0.010632	0.0126327	0.0186244	0.021138	0.0278095	0.0222587	0.0114278	0.00515163	0.0173482	0.0424064	0.0577146	0.0275041	0.0114224	0.0164909	0.0240918	0.00168688	0.0108473	0.00118255	0.00985119	0.00960867	0.0230929	0.0144691	0.0646581	0.0221127	0.00288735	0.0119979	0.0300144	0.0116791	0.0417797	0.236704	0.0927128	0.0219317	0.014107	0.00490987	0.0553215	0.00859411	0.0338554	0.0428595	0.0288325	0.0104321	0.0174637	0.058335	0.0429101	0.00289092	0.00177406	0.0115414	0.186202	0.0851	0.237217	0.0129154	0.0435673	0.0276777	0.0041083	0.0207821	0.00276439	0.207542	0.0136776	0.00977092	0.0659743	0.0356886	0.0279904	0.00349976	0.101065	0.0917653	0.162199	0.161189	0.0199112	0.219774	0.155005	0.116496	0.0495577	0.0224414	0.0332308	0.0169607	0.0938469	0.00514466	0.0330408	0.286105	0.648568	1.06844	1.99689	4	4.271513
1066000	-1148.029	-1200.234	52.20534	2	4.379124	0.264612	0.149517	0.0150842	0.00439556	0.0158085	0.00787234	0.00702494	0.00593514	0.000573903	0.0165206	0.0406606	0.0425215	0.0274115	0.00436406	0.0187631	0.0132485	0.021672	0.016454	0.0271995	0.162429	0.0524738	0.0338503	0.0118394	0.003806	0.0349282	0.0508056	0.00165561	0.00177934	0.0154231	0.0024486	0.0283419	0.0175129	0.000207752	0.00627543	0.00636836	0.0132105	0.138454	0.0142412	0.00811604	0.0177343	0.00959694	0.00696144	0.0175301	0.0159659	0.00861148	0.00567143	0.00487299	0.0100475	0.0174948	0.0115361	0.00404152	0.000620888	0.0240673	0.00552032	0.00858481	0.42479	0.0402079	0.00966128	0.114348	0.0192799	0.0485411	0.00743825	0.0181713	0.00282285	0.0242369	0.0193152	0.0459804	0.0110747	0.0472268	0.00931732	0.064178	0.0191249	0.00673237	0.062858	0.284307	0.00754089	0.0223982	0.00892777	0.117363	0.057343	0.0185985	0.0161145	0.030885	0.0525573	0.0361199	0.0184327	0.0338791	0.0203825	0.0143638	0.00190786	0.120292	0.196813	0.0277332	0.460192	0.00422784	0.0480581	0.00852428	0.000915043	0.134733	0.0382973	0.114029	0.0316053	0.0525154	0.47405	0.787377	1.08417	1.6544	4	4.447026
1067000	-1162.782	-1210.278	47.49583	1	2.432816	0.0498289	0.0161921	0.00679952	0.0183673	0.0278185	0.00782682	0.0296442	0.00791226	0.0126804	0.0194888	0.0133919	0.0365081	0.0112693	0.013568	0.0217221	0.00705034	0.0226525	0.0120837	0.0241597	0.249871	0.0215703	0.00307412	0.0409709	0.00802778	0.0563056	0.0619924	0.000447977	0.00773758	0.0447254	0.0110315	0.047648	0.00632408	0.0125455	0.00749633	0.00552905	0.0086168	0.136446	0.00317133	0.00920516	0.00248604	0.00697722	0.00441469	0.00207769	0.00197462	0.00552879	0.0228646	0.00810007	0.0264246	0.00552646	0.00151547	0.034417	0.00401064	0.0462668	0.00113971	0.0242979	0.177873	0.00947938	0.0600908	0.207013	0.0176327	0.0353712	0.00337064	0.0671921	0.0315012	0.037069	0.0349893	0.0241694	0.12758	0.0443664	0.113223	0.00364011	0.00799577	0.0365443	0.141881	0.279777	0.0324428	0.0200182	0.0179091	0.121062	0.0144722	0.0177379	0.0117253	0.0229585	0.0575097	0.100746	0.0334849	0.0550377	0.00253357	0.00121716	0.0283487	0.176857	0.199731	0.000497714	0.199203	0.0119367	0.00308994	0.0596927	0.175166	0.125821	0.197957	0.102044	0.0304214	0.00675875	0.339993	0.694345	1.07782	1.88784	3	4.586863
1068000	-1154.704	-1203.513	48.80864	2	1.879539	0.176023	0.0799369	0.0193137	0.0206334	0.00873299	0.0157658	0.0307801	0.0789369	0.00476368	0.0272711	0.015583	0.00401407	0.0364914	0.0018559	0.0316073	0.0207407	0.0105517	0.0186625	0.00606072	0.28258	0.0254199	0.0955721	0.00516034	0.0382332	0.0296979	0.0483207	0.00678827	0.000849131	0.0711112	0.0249665	0.0125569	0.0284951	0.00498443	0.0439897	0.000343807	0.0096667	0.0154348	0.0154337	0.0198811	0.00062949	0.0144403	0.00891927	0.0152542	0.00312757	0.0114088	0.03218	0.00124778	0.0283579	0.018302	0.012379	0.0276455	0.000565734	0.0694146	0.0465207	0.0317909	0.110021	0.0994157	0.0115411	0.196	0.0151819	0.00042829	0.0534092	0.0775525	0.033571	0.0534676	0.0476746	0.00936334	0.0202544	0.0186488	0.0374474	0.0230862	0.00336638	0.0712858	0.0756175	0.486738	0.0181822	0.0360946	0.0162319	0.00199755	0.238644	0.017371	0.0130751	0.0237376	0.00305506	0.0187576	0.0205343	0.0688677	0.000214494	0.0403164	0.0790957	0.111929	0.131877	0.0284464	0.12793	0.0586197	0.0121991	0.0302176	0.0348995	0.197097	0.0560545	0.212166	0.0118208	0.174535	0.278458	0.641561	1.06666	2.01332	4	4.937433
1069000	-1133.166	-1184.357	51.19155	2	2.574374	0.0412914	0.0195596	0.00900053	0.0198957	0.0430495	0.00257203	0.024062	0.0305403	0.00347254	0.0370123	0.00578105	0.00898318	0.0337735	0.0210179	0.00998301	0.0043673	0.0135013	0.0242878	0.00297826	0.162721	0.034525	0.0401323	0.00663266	0.0608317	0.0459375	0.0767056	0.00183814	0.0166222	0.0391085	0.0033696	0.0316245	0.0515916	0.00700898	0.0115044	0.0106051	0.000207669	0.0881948	0.0536386	0.0167227	0.00058309	0.0118455	0.0283949	0.0126551	0.0397241	1.92871e-06	0.00602134	0.00311261	0.000259403	0.00565713	0.000788956	0.0123756	0.0135504	0.0397088	0.21129	0.0911135	0.133993	0.00381506	0.0230874	0.147157	0.0340686	0.0226399	0.0252074	0.0411115	0.0228152	0.0115685	0.0164641	0.170639	0.0264145	0.0760483	0.0175199	0.037723	0.0345161	0.00722353	0.104605	0.547996	0.0107508	0.0246545	0.0382885	0.0103437	0.0564698	0.0243792	0.00656452	0.0499026	0.0397873	0.0382888	0.0733449	0.014414	0.0260534	0.171135	0.00313519	0.120152	0.199808	0.0463042	0.343496	0.000269093	0.0483475	0.0344813	0.0920342	0.161313	0.128026	0.129554	0.0211637	0.00439214	0.353396	0.704859	1.07942	1.86232	4	5.013199
1070000	-1155.956	-1206.106	50.15053	2	1.76346	0.016175	0.00893093	0.0677214	0.013817	0.0125723	0.000371924	0.0570471	0.00516525	0.0024971	0.0510631	0.00256884	0.00790462	0.0439698	0.0132606	0.0145998	0.0322839	0.00588833	0.0319459	0.00404714	0.2583	0.00841649	0.00613163	0.00180882	0.0226805	0.0250313	0.0426383	0.00146639	0.0106539	0.0207227	0.0327747	0.0177857	0.0196484	0.0193435	0.04752	0.0151068	0.0586708	0.160578	0.00260452	0.00534076	0.00441567	0.0559153	0.00641296	0.0236662	0.0111403	0.0140179	0.0420177	0.00284203	0.0340825	0.00567554	0.00782961	0.01192	0.0539726	0.103195	0.00844479	0.210927	0.156612	0.046801	0.084506	0.161751	0.0109876	0.0875818	0.0130284	0.01104	0.0131291	0.0169754	0.0417345	0.123633	0.151673	0.00439321	0.00620565	0.0405379	0.0297602	0.0453268	0.141227	0.309653	0.028708	0.0262902	0.0400814	0.15625	0.0254478	0.0170522	0.00501464	0.00860966	0.124593	0.00707653	0.0609935	0.01519	0.0117821	0.026541	0.0143252	0.148965	0.0895439	0.0484599	0.291028	0.0360211	0.00897332	0.00814193	0.00150498	0.223495	0.284091	0.178907	0.0329276	0.150398	0.263306	0.627247	1.06276	2.04668	4	5.332498
1071000	-1157.092	-1203.442	46.35067	2	2.496851	0.101988	0.0201226	0.0215488	0.00835985	0.020383	0.0567152	0.0355342	0.0640175	0.00532049	0.033178	0.0242897	3.43959e-05	0.0661736	0.0081821	0.000817152	0.00818043	0.0794123	0.0122176	0.0151846	0.26668	0.00654433	0.00458527	0.034175	0.0716856	0.115096	0.0969756	0.0226093	0.000189773	0.01592	0.000275691	0.0250241	0.0268103	0.0033733	0.0280624	0.0131246	0.0287792	0.152328	0.017209	0.0250334	0.00382126	0.00301438	0.00556732	0.0131677	0.00557278	0.0295268	0.0284489	0.0100673	0.0584335	0.00778749	0.0216733	0.0202988	0.00357003	0.0231238	0.0345732	0.105606	0.143987	0.0520314	0.0166021	0.114491	0.00182075	0.0356814	0.00655881	0.0297634	0.0828423	0.0178656	0.0126334	0.056794	0.0833715	0.0465898	0.000889367	0.0446591	0.0147414	0.156505	0.226864	0.350008	0.0159788	0.00696344	0.0125134	0.0284295	0.0363008	0.0280943	0.0297015	0.206597	0.0301859	0.00681728	0.0233185	0.0240928	0.0439496	0.0018226	0.00361109	0.0790747	0.146749	0.0360852	0.242455	0.0380848	0.0171496	0.00490821	0.0583552	0.108694	0.30594	0.111567	0.0266021	0.0518154	0.346158	0.69922	1.07859	1.87603	4	5.13095
1072000	-1144.562	-1196.967	52.40532	2	1.53404	0.0554688	0.00500567	0.028848	0.00668629	0.0650121	0.0178159	0.0260386	0.0631452	0.0171756	0.0596012	0.0168065	0.00532568	0.0776552	0.0394251	0.0218685	0.0463977	0.000911185	0.00257772	0.00435769	0.328354	0.004932	0.00669803	0.0155959	0.0242227	0.0688054	0.0380144	0.0167783	0.0265342	0.00831489	0.0480655	0.0259303	0.0181991	0.0391986	0.0210174	0.00725	0.014579	0.0538936	0.0275418	0.0362742	0.0173587	0.0294977	0.000817405	0.0199863	0.00985196	0.00368849	0.00429187	0.0127886	0.0032385	0.00145153	0.0285867	0.00823587	0.0130738	0.045997	0.11262	7.1847e-05	0.0113411	0.0259299	0.00418692	0.16528	0.0811778	0.00276886	0.022056	0.00602289	0.00412165	0.00570274	0.0149566	0.0369789	0.322335	0.000633042	0.0351407	0.0293549	0.0180274	0.196158	0.0919267	0.401977	0.0242605	0.0646772	0.0366928	0.0136792	0.0144743	0.134591	0.0433594	0.103634	0.0222432	0.0285506	0.029791	0.0432097	0.0642525	0.011995	0.0229805	0.15686	0.179384	0.036869	0.237088	0.00778763	0.0296954	0.00674328	0.00517118	0.184612	0.197741	0.18005	0.0602082	0.0180062	0.230533	0.594126	1.05236	2.12298	4	5.136561
1073000	-1142.051	-1198.363	56.31203	2	3.149654	0.0149594	0.0212765	0.014328	0.0300884	0.0140923	0.00500434	0.0359597	0.0162232	0.00351742	0.0162282	0.000825905	0.00194151	0.0413031	0.0128701	0.0243616	0.000621568	0.00859644	0.0239476	0.0181525	0.0924579	0.00869688	0.0150165	0.000471052	0.0166799	0.0588594	0.13779	0.00482854	0.0131401	0.0185392	0.00463449	0.0662768	0.0455803	0.0045007	0.0360218	0.0218525	0.0906954	0.0685938	0.0669327	0.0361891	0.0020651	0.00812429	0.00295893	0.0176779	0.0367953	0.014327	0.0132861	0.016205	0.0647028	0.0139946	0.030129	0.00122853	0.0112561	0.0363143	0.0564992	0.0310739	0.0947144	0.157148	0.0318661	0.249002	0.0121612	0.0170939	0.0214385	0.0352419	0.00478616	0.00333783	0.00756002	0.113099	0.132321	0.0201703	0.000522476	0.0722193	0.185372	0.0277958	0.0435666	0.315048	0.126806	0.0128156	0.0183291	0.00893188	0.0921507	0.000868123	0.0490105	0.0126778	0.00349172	0.0338047	0.0290476	0.0173837	0.0198287	0.0183976	0.00295786	0.00595384	0.0189811	0.0859084	0.198904	0.0461977	0.00447089	0.0639607	0.0459789	0.0745032	0.0467735	0.173816	0.10013	0.00886353	0.400518	0.739491	1.08316	1.77683	4	4.334102
1074000	-1155.223	-1205.196	49.97315	2	3.680047	0.0219572	0.0382732	0.010883	0.0013471	0.0218024	0.036265	0.0321593	0.026167	0.0104417	0.0224497	0.00773917	0.0471531	0.0466334	0.0031694	0.0184281	0.00979504	0.00344846	0.01771	0.000712086	0.150992	0.0169766	0.0194717	0.00491435	0.00748362	0.0392702	0.15238	0.0123985	0.0116775	0.0755001	0.0155469	0.0480769	0.0145196	0.0107209	0.069037	0.00421761	0.0128084	0.0829099	0.0589222	0.0157163	0.0124011	0.00280614	0.000769028	0.0214641	0.000733429	0.0309254	0.0507683	0.00313987	0.0121284	0.000947562	0.010502	0.0143528	0.00743975	0.0868162	0.0504235	0.0317247	0.17378	0.0974748	0.0201658	0.163314	0.0284772	0.00453239	0.0072009	0.105162	0.0145123	0.0809232	0.0485494	0.241229	0.0486954	0.0300216	0.0155372	0.0497151	0.187449	0.00214378	0.0717972	0.34265	0.00934032	0.0657537	0.0308018	0.0342085	0.0267265	0.0122659	0.0058773	0.0620439	0.0283539	0.0443729	0.0190421	0.0594581	0.0174749	0.00196831	0.220758	0.0104267	0.0663296	0.0603054	0.273677	0.02311	0.033684	0.0364909	0.0239084	0.198212	0.213685	0.130456	0.028191	0.0533689	0.435873	0.763363	1.0843	1.71647	4	5.061037
1075000	-1151.623	-1201.011	49.38786	2	3.696129	0.113148	0.0130687	0.00395289	0.000652967	0.0257996	0.000570836	0.0202478	0.0130227	0.00163391	0.0124104	0.0129776	0.00568153	0.0441846	0.0220172	0.00440317	0.0092674	0.00204792	0.0477957	0.0171256	0.175718	0.0063501	0.0139098	0.022811	0.00123013	0.0166943	0.0567964	0.00142084	0.00738262	0.062162	0.0429872	0.0326473	0.0407992	0.0291527	0.00426423	0.0187002	0.0614736	0.120986	0.0459139	0.0499987	0.00340995	0.00663217	0.0030494	0.0213275	0.00314424	0.0131748	0.0205471	0.00719492	0.0107389	0.031109	0.0319419	0.0195929	0.00830776	0.0247128	0.0465701	0.0805558	0.263848	0.102565	0.0243184	0.200257	0.00779268	0.0118323	0.0461161	0.0246352	0.0592929	0.0130916	0.0225599	0.232958	0.138279	0.0251389	0.00383723	0.000192655	0.0177141	0.00488188	0.0966823	0.300069	0.01104	0.00195836	0.0050684	0.000572565	0.00213105	0.0304731	0.0247698	0.192971	0.0677159	0.0973418	0.00200071	0.0261365	0.00736509	0.0238804	0.00630354	0.105182	0.0385882	0.0462018	0.0742532	0.0362857	0.0157347	0.0219431	0.146241	0.376139	0.0296502	0.0955907	0.0448173	0.0358829	0.436848	0.763999	1.08431	1.71484	4	4.675716
1076000	-1145.712	-1200.218	54.50536	2	1.49937	0.0124762	0.0339531	0.0430131	0.00769981	0.0548277	0.00501817	0.0117053	0.0141314	0.025184	0.0665982	0.00497636	0.00731318	0.0746006	0.00459057	0.0397761	0.00340016	0.0177809	0.00300921	0.0287263	0.102755	0.0298534	0.00640112	0.017928	0.0178824	0.128599	0.0540844	0.00910539	0.0101659	0.00647914	0.0173452	0.021645	0.0116374	0.00194511	0.0356443	0.00484356	0.0317545	0.00354845	0.000516954	0.0255193	0.00152576	0.0116304	0.00441695	0.0525047	0.00132689	0.0123	0.0189776	0.00379855	0.0164478	0.028975	0.0220554	0.00107649	0.0100291	0.0255371	0.0240182	0.0458853	0.189291	0.0189174	0.0411717	0.125343	0.0712893	0.00500674	0.00278674	0.0428839	0.0196529	0.0629223	0.00983309	0.129879	0.220362	0.0568493	0.0277037	0.00165731	0.0160984	0.0181732	0.116811	0.277697	0.0245804	0.00251146	0.00108586	0.121343	0.0296767	0.0129066	0.0427732	0.00887626	0.0324172	0.0119248	0.027391	0.113165	0.0306089	0.0438432	0.0855948	0.209164	0.348118	0.0350698	0.179605	0.0875514	0.022916	0.0025951	0.149187	0.201594	0.0436225	0.302124	0.0128613	0.0221926	0.225225	0.588451	1.05038	2.13594	4	4.936566
1077000	-1131.357	-1194.178	62.82042	2	1.964896	0.0356428	0.0243145	0.0255075	0.0149162	0.00886022	0.000293794	0.0293624	0.0275758	0.0125488	0.00844601	0.0252628	0.000198952	0.0185629	0.00739414	0.0197582	0.00291906	0.00452506	0.0232297	0.0121974	0.161003	0.00152238	0.025554	0.010165	0.00365089	0.0495327	0.0438989	0.00396892	0.025135	0.0149412	0.00371448	0.0106764	0.0132763	0.00251032	0.0232206	0.00200408	0.0235906	0.102407	0.0143369	0.00614545	0.0160054	0.0186279	0.00680333	0.00555306	0.0140533	0.057204	0.04713	0.0104906	0.0156871	0.00431095	0.00389487	0.00040855	0.0212942	0.0260408	0.0401731	0.0194861	0.0984498	0.0262191	0.0229566	0.0994349	0.0530195	0.00368927	0.0298004	0.0941385	0.0503331	0.00901787	0.0129069	0.0431128	0.0969488	0.0176188	0.14073	0.0293308	0.00745764	0.00467645	0.0940874	0.382188	0.0230224	0.0180208	0.0193632	0.105796	0.00948779	0.00574965	0.081895	0.022993	0.0498062	0.00362395	0.011602	0.0755436	0.018825	0.0314861	0.00699773	0.0706282	0.19245	0.030218	0.190177	0.0344259	0.0522735	0.00194593	0.118351	0.0531757	0.0187619	0.162917	0.0317825	0.00897043	0.289048	0.651228	1.06909	1.99064	4	3.91634
1078000	-1138.739	-1194.387	55.64763	2	6.554267	0.144941	0.00967535	0.021905	0.0182286	0.00786099	0.00122437	0.0337014	0.0195184	0.00227873	0.0211072	0.00500954	0.00541183	0.0369674	0.00637383	0.0186771	0.0119873	0.00193557	0.00312763	0.000442373	0.170286	0.00978062	0.00392399	0.00402874	0.0649909	0.0820108	0.0461859	0.000839987	0.00668642	0.0640549	0.0553128	0.0293181	0.0044861	0.0307604	0.0196083	0.0135021	0.0696034	0.0209723	0.0792226	0.0221445	0.00767812	0.000436715	0.00568387	0.0252999	0.0114263	0.0286362	0.0127936	0.00152217	0.0234115	0.0281262	0.00379907	0.000482035	0.00959569	0.0403116	0.0117432	0.0118322	0.102979	0.0138961	0.0393862	0.19895	0.0458626	0.0188999	0.0910808	0.0607898	0.0488365	0.0231308	0.0516926	0.118133	0.189081	0.0304244	0.031276	0.00522882	0.0199047	0.000848436	0.0948159	0.250841	0.0212416	0.00827053	0.0212158	0.224162	0.0253351	0.0486207	0.0570633	0.00231724	0.0849461	0.00184639	0.00869537	0.0333214	0.0146965	0.0379226	0.0146169	0.131411	0.0836665	0.0855121	0.0284472	0.0109668	0.0527308	0.00522617	0.192551	0.0601615	0.0393397	0.186479	0.010275	0.0923582	0.556121	0.833706	1.07999	1.53018	4	4.410326
1079000	-1130.927	-1190.192	59.26449	2	2.488092	0.0395831	0.0825851	0.0334955	0.000959361	0.00598305	0.0111544	0.0553993	0.0250793	0.00539395	0.0143074	0.012726	0.00100167	0.0198139	0.0200242	0.018237	0.0177616	0.00474359	0.0351195	0.0312802	0.056911	0.0145133	0.00321822	6.12928e-05	0.0118539	0.0175728	0.166344	0.011701	0.025353	0.0343878	0.000231272	0.0206356	0.0175569	0.0170311	0.0161078	0.0192175	0.00550825	0.0835396	0.0076213	0.00306725	0.000207137	0.0149394	0.0112931	0.00796185	0.00187943	0.0089211	0.00715967	0.00529468	0.0212266	0.0232858	0.0016551	0.0182065	0.00775953	0.0286845	0.0144532	0.0135246	0.126517	0.0047388	0.00948439	0.172444	0.0243232	0.00119463	0.0897442	0.055316	0.0102324	0.0454765	0.00133174	0.0511012	0.0672039	0.0136917	0.00364073	0.0122111	0.021727	0.00726628	0.151396	0.36516	0.0175602	0.00783439	0.0118286	0.0514695	0.0413043	0.0442979	0.0143962	0.0417485	0.00714121	0.0300946	0.000114552	0.0263757	0.00806162	0.011918	0.0356261	0.127734	0.223218	0.0671761	0.238204	0.0266751	0.036997	0.0118169	0.0944715	0.0577559	0.271479	0.114343	0.0615122	0.00108822	0.345325	0.698565	1.07849	1.87762	4	4.069977
1080000	-1153.987	-1203.735	49.74873	2	2.288571	0.0522488	0.0290747	0.064862	0.00890019	0.00782703	0.0151203	0.00867505	0.0574298	0.0276537	0.0124018	0.0132643	0.00863231	0.0510592	0.025368	0.0141301	0.0242877	0.00576658	0.00092602	0.0308474	0.0754104	0.0206587	0.0319012	0.00438789	0.0165609	0.0563766	0.0316787	0.00473761	0.0086509	0.0142623	0.0166764	0.00986685	0.0184859	0.0175397	0.0192124	0.0107415	0.0121369	0.046858	0.0205845	0.0675143	0.00640911	0.0222441	0.0271089	0.0112016	0.00146429	0.0240319	0.029708	0.00149436	0.0625391	0.00616095	0.0168369	0.030729	0.00554496	0.0234158	0.0331087	0.0699939	0.266567	0.0106948	0.0216714	0.12531	0.00529489	0.00404772	0.105713	0.022979	0.0502576	0.0559623	0.027884	0.0269704	0.138858	0.0323162	0.0431457	0.152489	0.0142744	0.0882719	0.104956	0.557011	0.00447839	0.200473	0.0380888	0.0169178	0.0190721	0.030876	0.0211651	0.0134561	0.0185974	0.0135194	0.03887	0.0238135	0.00328475	0.0241398	0.0311382	0.186948	0.0638717	0.0146294	0.417518	0.00344801	0.0376154	0.0177097	0.13782	0.0866789	0.204572	0.345846	0.0244863	0.0244504	0.325449	0.682566	1.07578	1.91621	4	5.252867
1081000	-1139.904	-1195.838	55.9337	2	3.2186	0.120942	0.00677693	0.0304417	0.00416829	0.0109404	0.012869	0.00933354	0.00447831	0.0120236	0.014765	0.0316214	0.0201403	0.043533	0.0129546	0.0227922	0.0108199	0.00049619	0.00590007	0.00828867	0.333724	0.020548	0.0347441	0.00243536	0.0110538	0.0605294	0.0555403	0.0100531	0.000703192	0.0140201	0.00948921	0.0268572	0.0328933	0.0122476	0.00374045	0.013148	0.0416048	0.0619781	0.0213835	0.037799	0.00426285	0.0359686	0.00547553	0.00404596	0.00409449	0.0176035	0.0187877	0.00549108	0.00841461	0.00234142	0.00411577	0.0281769	0.0163937	0.018182	0.0324746	0.0950165	0.0386677	0.110578	0.00765142	0.257605	0.00985111	0.0102467	0.0272111	0.149929	0.0343752	0.0517428	0.00725014	0.0153232	0.216439	0.036905	0.00767848	0.0053609	0.0404516	0.0214045	0.0954399	0.353966	0.000126485	0.018702	0.0019892	0.0117592	0.00556257	0.0255468	0.00382969	0.13367	0.0434941	0.00917258	0.0820888	0.00832849	0.0240818	0.0318466	0.0169411	0.124042	0.37289	0.00556753	0.0340302	0.176127	0.0367568	0.0116247	0.0379537	0.11942	0.224853	0.127321	0.0508205	0.0755344	0.405497	0.742956	1.0834	1.76815	4	4.800779
1082000	-1155.675	-1212.599	56.92338	2	4.529542	0.0127472	0.00596624	0.00139041	0.00656285	0.00556871	0.000336159	0.055457	0.031682	0.00802988	0.0291335	0.00395464	0.00852211	0.0165785	0.00248845	0.00808534	0.0190248	0.000850424	0.00997605	0.0246755	0.239728	0.0206474	0.102552	0.0350449	0.0582559	0.0153711	0.0409882	0.0233189	0.00404601	0.0234331	0.0156804	0.0668973	0.0330459	0.0031148	0.000805659	0.00773966	0.0315507	0.203917	0.02345	0.0157998	0.00291476	0.00405047	0.00223895	0.0251268	0.00275851	0.0216578	0.0344583	0.0111507	0.00581518	0.0136121	0.0136424	0.0212004	0.0153707	0.023809	0.00314344	0.0560863	0.0995873	0.174044	0.00230594	0.128509	0.0284122	0.0181699	0.00251288	0.0345317	0.0871944	0.0195843	0.0270986	0.0342312	0.231665	0.000552664	0.0208386	0.0339916	0.00130251	0.0126102	0.00363606	0.304173	0.217827	0.0119655	0.04556	0.00544092	0.00535049	0.0225505	0.0338001	0.0276772	0.00111882	0.036142	0.127775	0.0105244	0.0169654	0.0295103	0.0176301	0.142766	0.150744	0.0161935	0.120957	0.00492608	0.0108411	0.0406311	0.0342103	0.271301	0.036392	0.0643289	0.00955991	0.00112027	0.481281	0.791737	1.08401	1.64297	4	4.252212
