Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2807000	-2470.926	-2619.691	148.7648	10	1.291839	0.217883	0.0420411	0.0395446	0.0752856	0.350937	0.00434072	0.031872	0.0317195	0.016336	0.0196767	0.0221965	0.0330682	0.0279951	0.064916	0.0281275	0.00718043	0.015342	0.120142	0.00575423	0.00205752	0.0137882	0.125487	0.15313	0.0388458	0.0136069	0.0222335	0.000689953	0.00775478	0.0302464	0.0111242	0.00982689	0.04657	0.0438346	0.0100461	0.0405196	0.0424385	0.10157	0.0238943	0.0324408	0.062266	0.168268	0.0142207	0.00570377	0.089734	0.000537246	0.0632029	0.0103523	0.0118658	0.0099646	0.0282918	0.0328829	0.0705212	8.29886e-05	0.0529645	0.0166022	0.0520742	0.0284438	0.268213	0.0257504	0.00981748	0.0103702	0.0116591	0.112866	0.0831624	0.0266836	0.0807314	0.0419227	0.0497731	0.00969471	0.0209175	0.00371551	0.0822394	0.00126468	0.0161919	0.324525	0.00480334	0.357276	0.421463	0.192635	0.0131627	0.0943434	0.0394164	0.0305269	0.178271	0.0963413	0.209246	0.387606	0.075937	0.112771	0.0963467	0.0617065	0.00226657	0.00435539	0.0041005	0.0176774	0.735877	0.040407	0.0172943	0.0891397	0.410903	0.00633336	0.0529352	0.0508983	0.116704	0.729951	0.0223349	0.224924	0.0434099	0.0103971	0.0482571	0.319848	0.132751	0.0353552	0.191303	0.549794	1.03544	2.22347	5	9.309913
2808000	-2472.776	-2621.632	148.8558	10	0.7265445	0.300238	0.073059	0.0540046	0.113946	0.0917453	0.0138801	0.00747795	0.0506937	0.0367423	0.0120871	0.00495981	0.0154412	0.00250923	0.0468666	6.7871e-05	0.0352322	0.00494665	0.00988253	0.306212	0.00199234	0.0163678	0.127567	0.128307	0.115497	0.0228462	0.00395335	0.0168358	0.00886105	0.0302691	0.0160783	0.00364417	0.0540868	0.0296765	0.00768536	0.0180758	0.000179433	0.0487339	0.0175613	0.0735679	0.0146416	0.21684	0.0439972	0.0177574	0.0513419	0.0480383	0.0336428	0.0546504	0.0165532	0.0503778	0.00380436	0.0258722	0.00790167	0.0492247	0.00443151	0.134419	0.0211012	0.0701318	0.066721	0.120705	0.0386207	0.018149	0.290871	0.0673279	0.0253503	0.0255868	0.0882255	0.0052273	0.00588537	0.0829579	0.00225651	0.0617639	0.0392792	0.0255293	0.00295044	0.0357032	0.00793078	0.480553	0.00492217	0.1404	0.35071	0.686449	0.141826	0.000284519	0.0273708	0.0618167	0.132459	0.312179	0.0020385	0.166865	0.00331512	0.147945	0.0138853	0.0534574	0.00296165	0.00300884	0.583006	0.0297836	0.00725874	0.20941	0.240404	0.0448782	0.182363	0.142116	0.185309	0.0881087	0.0555215	0.260319	0.23312	0.00693699	0.0105007	0.107281	0.12968	0.00328191	0.0798648	0.37579	0.934321	2.61002	5	9.04927
2809000	-2450.557	-2604.223	153.6656	10	0.6382766	0.0507954	0.169833	0.0109135	0.19262	0.292736	0.00638204	0.00688369	0.0645138	0.0572414	0.0397238	0.00449221	0.0288379	0.00150989	0.022458	0.00496617	0.00688314	0.0253891	0.187522	0.015712	0.00389329	0.0041724	0.0889452	0.221359	0.0315494	0.0131754	0.00557812	0.0142193	0.000552397	0.0105073	0.0109326	0.0102896	0.00240911	0.0129444	0.00181778	0.0391296	0.0192577	0.0282451	0.0513884	0.0613924	0.0298356	0.198787	0.0332822	0.00203535	0.0289209	0.0583675	0.0364898	0.0406589	0.00491582	0.0253409	0.0011723	0.0356561	0.0402512	0.0399807	0.0872008	0.000806074	0.0317473	0.0855487	0.284826	0.183839	0.080738	0.0171866	0.161665	0.0918947	0.193289	0.126026	0.00250434	0.0815962	0.0258286	0.232467	0.0182244	0.151315	0.0674866	0.00231555	0.000814532	0.0229592	0.0376219	0.00957794	0.066792	0.154482	0.0291873	0.0384293	0.0599232	0.0196004	0.201942	0.115906	0.13921	0.00668092	0.0328859	0.529238	0.180663	0.0237251	0.0695522	0.203539	0.189329	0.00985333	0.601637	0.349618	0.0680316	0.0503704	0.235338	0.104036	0.0143627	0.0298549	0.0121464	0.0556514	0.0755305	0.122847	0.00578315	0.0106314	0.0238023	0.053564	0.0403807	0.0108474	0.0610864	0.332892	0.899657	2.70636	5	8.329714
2810000	-2448.071	-2612.347	164.2761	10	1.055469	0.0974338	0.0634956	0.0232219	0.0657204	0.107574	0.00504577	0.00274546	0.0363748	0.0108042	0.0706706	0.00227054	0.0272347	0.00290843	0.0244845	0.00543471	0.0268137	0.00467898	0.189566	0.0855577	0.0132204	0.00793512	0.0569764	0.244653	0.115344	0.00918223	0.00607103	0.0188351	0.00609017	0.0225198	0.00881844	0.0220228	0.00378829	0.0401174	0.0190005	0.0284303	0.00308571	0.0294095	0.029805	0.0483857	0.052459	0.016166	0.0426363	0.00277319	0.0633207	0.0878051	0.0524622	0.00666565	0.00485078	0.00719957	0.0103331	0.0473427	0.00714927	0.00774527	0.0246735	0.0642262	0.0402785	0.03376	0.128208	0.0316046	0.139987	0.0253219	0.00838353	0.0693135	0.159099	0.0667836	0.0064092	0.0619271	0.0209993	0.00697065	0.10987	0.00791497	0.0582664	0.0159269	0.0341383	0.0192457	0.0662972	0.0573474	0.0122497	0.218462	0.0938237	0.00753848	0.0326051	0.0234835	0.00747023	0.238776	0.101512	0.00397852	0.0259749	0.929189	0.146947	0.0437901	0.147457	0.0184005	0.0978812	0.0152479	0.469486	0.358152	0.16952	0.0623696	0.347477	0.0715913	0.0191944	0.00722984	0.0292567	0.0716281	0.0535182	0.114269	0.135782	0.0176666	0.0180395	0.0244665	0.0156817	0.00709346	0.147887	0.492812	1.00862	2.35069	5	7.408794
2811000	-2454.824	-2617.615	162.7907	10	1.006879	0.0813552	0.131851	0.105744	0.163069	0.195473	0.000219263	0.0322401	0.0300202	0.0297095	0.042008	0.0185154	0.0255033	0.00477228	0.0639217	0.0108241	0.0307684	0.00600378	0.0700175	0.0315994	0.00333152	0.0108667	0.108636	0.0314232	0.033988	0.000926013	0.00541083	0.000198764	0.00126161	0.0295126	0.00183202	0.0144756	0.0331164	0.0364315	0.0462762	0.0652009	0.0212108	0.0567525	0.0219614	0.00714727	0.0147321	0.05591	0.0278001	0.00893772	0.0276088	0.110953	0.00641546	0.0637054	0.039744	0.0401761	0.00906995	0.0413178	0.0666946	0.0475883	0.012728	0.0720868	0.0463044	0.0400511	0.0338693	0.101336	0.0230606	0.00936383	0.0793942	0.327932	0.0688319	0.0426041	9.18884e-05	0.271891	0.00067754	0.0399323	0.091722	0.0125733	0.0740227	0.0102499	0.0721007	0.0227953	0.0940757	0.0275742	0.148094	0.12433	0.0240933	0.0439528	0.191468	0.107612	0.00224558	0.163236	0.116626	0.0190559	0.0163496	0.281454	0.00710773	0.0272827	0.107208	0.0124372	0.0546995	0.0287725	0.584189	0.0459416	0.154629	0.00273306	0.274794	0.177817	0.262189	0.0111742	0.188287	0.00663463	0.103737	0.113795	0.040376	0.0567754	0.135983	0.0820094	0.0796213	0.0201892	0.138324	0.47881	1.00113	2.38174	5	7.556398
2812000	-2483.076	-2622.898	139.8224	10	0.740064	0.137381	0.098474	0.00863893	0.161429	0.103494	0.013347	0.00762525	0.0452672	0.00772332	0.024548	0.00501029	0.0359614	0.0165108	0.0202762	0.00901419	0.0412029	0.00366343	0.0188284	0.0569837	0.00137511	0.0163674	0.0647607	0.153353	0.0979811	0.0253917	0.00119544	0.018156	0.0246915	0.0141969	0.0256157	0.020944	0.0165262	0.0264454	0.00679521	0.0459026	0.109746	0.108747	0.0589784	0.0386475	0.0377807	0.102258	0.038959	0.00296902	0.0159168	0.049499	0.0393849	0.0331227	0.0348237	0.00917367	0.0333332	0.0463741	0.0755361	0.0984113	0.0314077	0.0448198	0.0374238	0.0183052	0.107149	0.103473	0.00735656	0.0127549	0.0130178	0.0331232	0.0181808	0.157637	0.01171	0.0754387	0.0169805	0.162819	0.0386079	0.100359	0.0594041	0.001202	0.00472538	0.0432103	0.00951949	0.00265667	0.354333	0.238155	0.420605	0.0480935	0.141202	0.0495963	0.131923	0.101847	0.0357761	0.00424895	0.0749291	0.720264	0.00433208	0.0236482	0.0504868	0.119521	0.939759	0.00573392	0.0298561	0.00907202	0.259724	0.324335	0.489299	0.0271216	0.163934	0.00149412	0.0959153	0.0187412	0.159343	0.0769286	0.0964894	0.0984574	0.00917705	0.0303937	0.256436	0.215776	0.0827583	0.381836	0.938856	2.59655	5	9.246966
2813000	-2443.854	-2598.515	154.6608	10	0.9183681	0.142823	0.0526493	0.134702	0.0516299	0.101185	0.00520742	0.00443618	0.0187238	0.0523952	0.0325097	0.011258	0.0403477	0.0225239	0.0944077	0.00413741	0.0302189	0.0038242	0.00505854	0.124897	0.00466958	0.0104085	0.220653	0.106358	0.209202	0.00238583	0.00621135	0.00305327	0.0165809	0.024341	0.0117745	0.00113724	0.013058	0.0947735	0.000624597	0.0299355	0.0350685	0.0864669	0.0586791	0.0635037	0.0554275	0.145765	0.0124282	0.0091454	0.0491335	0.179852	0.0379053	0.0304106	0.00787082	0.0209274	0.023254	0.0395265	0.0186441	0.0264751	0.0326705	0.0142493	0.059695	0.0171537	0.0940562	0.00324213	0.0590667	0.0462808	0.105045	0.0172837	0.0698534	0.0832731	0.0158041	0.103787	0.0242846	0.209476	0.0473292	0.00435847	0.00209327	0.00569311	0.122042	0.0287952	0.0354998	0.0165786	0.105387	0.056477	0.145383	0.0245301	0.132173	0.115816	0.0819094	0.0155112	0.00235725	0.151279	0.151628	0.544526	0.00190384	0.142559	0.00607117	0.0247867	0.559229	0.0191116	0.146187	0.00368815	0.00682275	0.0257061	0.399702	0.0357498	0.0019135	0.00558871	0.374537	0.0581572	0.0245466	0.0187073	0.0261344	0.0685642	0.00269927	0.00932027	0.0386737	0.191371	0.120392	0.450761	0.985037	2.44381	5	7.524904
2814000	-2440.125	-2612.351	172.2261	10	1.007737	0.163196	0.0335472	0.0326993	0.016042	0.147891	0.00461562	0.0210901	0.037282	0.0428993	0.0128193	0.000407123	0.0395143	0.00700603	0.0282403	0.00511402	0.0726332	0.00301127	0.0295086	0.261435	0.0276563	0.0161336	0.0623838	0.117572	0.0857765	0.0214054	0.0200813	0.00180519	0.0223809	0.0191123	0.00150728	0.00457956	0.0245144	0.0977574	0.0032937	0.0167257	0.0462275	0.0577065	0.0271719	0.0125887	0.0104956	0.0837745	0.0152371	0.0241523	0.0169929	0.146881	0.0268629	0.0699726	0.028027	0.0210057	0.0304869	0.00459917	0.00233196	0.0127198	0.00489134	0.042839	0.0644248	0.0189961	0.0227345	0.0356113	0.191531	0.0223975	0.0531335	0.0196573	0.0184081	0.0788234	0.00316534	0.181018	0.102697	0.0214086	0.229648	0.0337913	0.00729091	0.0145845	0.0336655	0.00649425	0.016412	0.0057477	0.0140988	0.237293	0.00922497	0.00953569	0.191811	0.0819239	0.0308764	0.010957	0.0172399	0.124173	0.168962	0.00920063	0.0409969	0.128373	0.0140291	0.0099034	0.560814	0.0275234	0.1722	0.00898611	0.0749942	0.0196611	0.419208	0.0309525	0.246178	0.0264312	0.413535	0.0972237	0.0666744	0.0381888	0.108437	0.0942589	0.487534	0.060093	0.065702	0.0747093	0.138495	0.479065	1.00127	2.38117	5	7.560145
2815000	-2462.475	-2614.719	152.2441	10	0.9348714	0.101294	0.115991	0.0328855	0.0999389	0.163322	0.00128113	0.0153688	0.0224476	0.0219237	0.0679456	0.000121112	0.0130041	0.010321	0.067243	0.00243051	0.0132679	0.0219893	0.0471519	0.0452387	0.0113417	0.0148098	0.106924	0.0649843	0.10163	0.0196134	0.00111661	0.00105338	0.00414367	0.035106	0.0266023	0.00225255	0.075298	0.0563046	0.00172847	0.0497472	0.0847277	0.022229	0.0234131	0.141285	0.0400269	0.262771	0.0673282	0.0156367	0.0356408	0.0596042	0.0149575	0.0670947	0.00583272	0.0370941	0.0108813	0.061143	0.0720689	0.00609793	0.0700112	0.133733	0.0581753	0.0427957	0.102428	0.0720631	0.136143	0.0153759	0.00328681	0.0776789	0.111823	0.0550847	0.0101945	0.104504	0.0728678	0.0145705	0.0542423	0.0865581	0.00871107	0.0116041	0.000873588	0.000524183	0.0262105	0.00102827	0.179944	0.163437	0.00154221	0.19898	0.204197	0.331563	0.0045009	0.0160999	0.27708	0.0989904	0.00308224	0.0140382	0.0992103	0.0309614	0.0167111	0.00408414	0.317819	0.0222051	0.0401358	0.0206175	0.0800868	0.159133	0.332986	0.0327633	0.176987	0.00662966	0.140094	0.0276325	0.0154969	0.125207	0.154024	0.113273	0.336174	0.625529	0.117679	0.144527	0.123783	0.456261	0.98831	2.43165	5	8.367563
2816000	-2438.981	-2616.775	177.7941	10	0.7545489	0.0709452	0.0954468	0.018697	0.13211	0.0983171	0.0022906	0.0283425	0.0161491	0.00472487	0.0258044	0.00448221	0.0359852	0.00195023	0.0460483	0.0164595	0.0242775	0.0178986	0.0138544	0.0448296	0.0106755	0.0220701	0.0380454	0.104588	0.0458299	0.0272945	0.0044721	0.000373045	0.00381832	0.0226399	0.0148443	0.0142742	0.0336222	0.0611317	0.036105	0.0515907	0.0214039	0.0882578	0.0095658	0.0177959	0.112751	0.152717	0.0437883	0.00876813	0.0429286	0.00169915	0.00251313	0.0371523	0.0287076	0.0235891	0.00954365	0.0203385	0.00681787	0.0121574	0.00165222	0.0137522	0.0393443	0.0229396	0.0331463	0.0457627	0.202684	0.104811	0.0546016	0.00512706	0.0317221	0.113736	0.00978883	0.0451146	0.0747322	0.184875	0.0685194	0.0150123	0.00208276	0.0240485	0.143437	0.101251	0.0066248	0.203456	0.0727407	0.0109645	0.0192313	0.0452842	0.0752392	0.0103421	0.00978736	0.324829	0.00084465	0.0237453	0.00310702	0.154404	0.0380145	0.0618356	0.0360609	0.0748871	0.0177617	0.0368947	0.00028298	0.0417694	0.27114	0.253914	0.302363	0.178433	0.105374	0.0222635	0.0295779	0.010491	0.183152	0.152131	0.0665144	0.0219536	0.334825	0.636677	0.0793885	0.0675924	0.0858577	0.38817	0.943519	2.58245	5	7.152521
2817000	-2460.52	-2607.983	147.4624	10	0.8017121	0.120507	0.118744	0.0299704	0.0874986	0.163071	0.00793178	0.00755496	0.0269037	0.0652471	0.0364699	0.00328506	0.0505149	0.00251453	0.0373385	0.00379533	0.00950765	0.01937	0.00506214	0.15011	0.0141398	0.0198671	0.048623	0.14274	0.0516794	0.00356525	0.0378795	0.00179763	0.00870688	0.0228873	0.0248881	0.0411894	0.0115743	0.0849203	0.0130354	0.0819285	0.0567127	0.0323461	0.072087	0.0581311	0.135743	0.104782	0.00875733	0.00063899	0.105109	0.0932757	0.001487	0.0225247	0.00527353	0.0130821	0.0113925	0.0163965	0.0107733	0.0430829	0.0354167	0.0173027	0.0562308	0.0513418	0.0341726	0.0259906	0.00765216	0.00505421	0.116394	0.0643505	0.00918383	0.420313	0.131371	0.0877614	0.0787778	0.210673	0.00232776	0.00968684	0.00115435	0.0680296	0.0119594	0.164546	0.0870272	0.256144	0.241225	0.0027909	0.00298984	0.00455544	0.00107516	0.0391571	0.0724504	0.250846	0.00546436	0.00445724	0.00740261	0.0701078	0.0233019	0.00255295	0.05127	0.0232197	0.0718069	0.00492417	0.10922	0.00373754	0.109676	0.407692	0.133375	0.269249	0.115178	0.0609838	0.191309	0.0213013	0.0842542	0.2116	0.0867823	0.0463236	0.324561	0.46098	0.00597375	0.302938	0.095923	0.407822	0.957428	2.53883	5	8.124009
2818000	-2453.797	-2607.943	154.1457	10	0.7910569	0.114715	0.0617153	0.031534	0.0790993	0.0892134	0.00502927	0.00694194	0.0179225	0.04698	0.0529495	0.020754	0.0342362	0.0111865	0.0438228	0.0422168	0.0197526	0.00415489	0.0657093	0.0957603	0.00745246	0.0224741	0.0315269	0.127309	0.134359	0.00533703	0.0104695	0.00153743	0.00121334	0.0173744	0.0126428	0.0113225	0.0454285	0.0441376	0.00156992	0.0193981	0.00225664	0.0260351	0.0113559	0.0134067	0.00734391	0.162851	0.0314638	0.0179084	0.0146281	0.0452916	0.0496571	0.0713795	0.00829833	0.00308216	0.0185412	0.112677	0.100378	0.114516	0.0368646	0.0721317	0.0721954	0.00536417	0.0156433	0.0427557	0.271257	0.011996	0.105578	0.230701	0.0328103	0.674895	0.0302491	0.0398638	0.0537259	0.278475	0.00639093	0.122713	0.0396795	0.202462	0.169478	0.122109	0.00845397	0.036902	0.145584	0.121514	0.0584158	0.0833934	0.00598435	0.140354	0.102652	0.00310815	0.0379116	0.0094167	0.0181691	0.0597466	0.032525	0.0137897	0.0117196	0.136185	0.00104961	0.0132242	0.268971	0.00481139	0.034457	0.0532927	0.0779287	0.00597856	0.334445	0.166413	0.0811605	0.0127446	0.0208473	0.172161	0.00787824	0.0039478	0.487207	0.904093	0.0264056	0.000697709	0.0936543	0.403508	0.954446	2.54839	5	8.489195
2819000	-2456.804	-2617.843	161.0389	10	0.840991	0.0396898	0.193773	0.0303607	0.0403234	0.153659	0.00376177	0.0296645	0.0383406	0.0429542	0.0136615	0.00632478	0.0652585	0.0140137	0.0209582	0.0191271	0.0426452	0.00799555	0.1546	0.138231	0.0181902	0.00285683	0.0268146	0.0807882	0.0757175	0.00288836	0.00828934	0.00151346	0.00318236	0.0431647	0.00595301	0.00918922	0.050503	0.0325098	0.00917476	0.0260625	0.00232602	0.0186536	0.016045	0.174037	0.00538831	0.163772	0.0366875	0.0138305	0.0573863	0.0524193	0.148207	0.0230533	0.0413438	0.0217399	0.0113137	0.0142985	0.057193	0.0517468	0.0054445	0.0211376	0.045492	0.0428358	0.00747867	0.0980328	0.0744039	0.00509176	0.183739	0.0141829	0.000842481	0.492834	0.171038	0.0326863	0.0189296	0.272401	0.0460803	0.00549867	0.109037	0.0516201	0.105459	0.00787355	0.111061	0.029131	0.196142	0.021752	0.0924306	0.166284	0.0236171	0.114196	0.150716	0.0402606	0.094756	0.0117737	0.00215562	0.034595	0.00276859	0.12213	0.000571469	0.108782	0.385138	0.00962059	0.239565	0.0330668	0.0329226	0.0535295	0.101344	0.0102591	0.000733792	0.0171626	0.159284	0.00114646	0.140966	0.165582	0.0134374	0.0954533	0.632567	0.36903	0.0215289	0.0137891	0.104246	0.423128	0.967696	2.50493	5	7.992968
2820000	-2470.598	-2621.122	150.5238	10	0.8159677	0.0501709	0.250088	0.0096852	0.0958348	0.191391	0.0316355	0.0023719	0.00832695	0.0249284	0.0369241	0.0158853	0.0303861	0.000825441	0.0633103	0.0225964	0.040621	0.0055482	0.0441419	0.150035	0.0106492	0.00749693	0.0151891	0.0622267	0.0412224	0.0533732	0.0240137	0.0130725	0.0145405	0.0270737	0.00905475	0.0158962	0.0246878	0.177268	0.024832	0.0651117	0.0416582	0.0576664	0.1366	0.0834067	0.0333245	0.151254	0.0362116	0.00210499	0.0373954	0.0520145	0.022537	0.030811	0.0581698	0.0210836	0.0168605	0.0268547	0.00460069	0.0102116	0.0121531	0.0465847	0.0330106	0.00413328	0.0609003	0.0333318	0.13185	0.0657209	0.172473	0.00238981	0.0226926	0.330456	0.0246725	0.065632	0.0440511	0.240527	0.0238905	0.0098881	0.0196656	0.0350611	0.0778758	0.00309689	0.0670088	0.000117526	0.0121246	0.141652	0.211984	0.0757694	0.00339919	0.147863	0.0110714	0.104713	0.0834322	0.0521203	0.00446943	0.0486517	0.204037	0.00975967	0.0113905	0.0074951	0.0240203	0.0162638	0.0616819	0.0450945	0.361669	0.0931587	0.0942952	0.0104912	0.0130137	0.00638739	0.430317	0.0078465	0.0703145	0.140898	0.0249468	0.0469422	0.674727	0.400146	0.157305	0.0294371	0.0989517	0.413484	0.961283	2.52628	5	7.849251
2821000	-2454.368	-2613.365	158.9971	10	1.279163	0.0290221	0.168043	0.0619683	0.0550868	0.055524	0.00324704	0.00686822	0.00964666	0.0425081	0.0671995	0.00930429	0.0254657	0.000855463	0.0810693	0.00869898	0.0690102	0.00979479	0.0448823	0.0316557	0.00118596	0.00659315	0.0858782	0.194109	0.127778	0.011263	0.0087337	0.00487652	0.00574501	0.0103036	0.00550686	0.0142382	0.0372451	0.046141	0.0105899	0.0373872	0.0209133	0.115231	0.00501058	0.0923871	0.0593674	0.170362	0.0333247	0.0020533	0.080954	0.0799511	0.0172035	0.0176788	0.0316101	0.000499576	0.033693	0.0848129	0.030469	1.32226e-05	0.00283266	0.0624105	0.0542069	0.0410604	0.122727	0.0176948	0.291355	0.244495	0.00538791	0.0113473	0.0126648	0.455419	0.0276965	0.18164	0.0451607	0.262948	0.147991	0.0387289	0.0940415	0.0324451	0.0416977	0.00233615	0.0928916	0.119823	0.0173616	0.0163775	0.00290265	0.091521	0.0278545	0.00617249	0.0889472	0.0188268	0.138927	0.0204065	0.00882394	0.000730232	0.110931	0.0139282	0.000994995	0.104195	0.0396088	0.272016	0.172573	0.000449884	0.00785169	0.0200361	0.13007	0.015043	0.107007	0.120728	0.133438	0.052921	0.244785	0.15209	0.00783556	0.00772496	0.734113	0.611516	0.105324	0.00108452	0.189106	0.547133	1.03431	2.22945	5	8.277078
2822000	-2447.292	-2600.068	152.7754	10	1.036934	0.120835	0.105892	0.036416	0.0402612	0.179228	0.019114	0.0198509	0.0277603	0.0103351	0.0470982	0.025228	0.0381752	0.00286263	0.0441435	0.0255936	0.0551078	0.0431706	0.0115499	0.239017	0.000540586	0.0120713	0.197682	0.107817	0.0270067	0.00517236	0.00122113	0.00556935	0.010318	0.0224037	0.0200917	0.00320545	0.0424156	0.0394851	0.00230171	0.0458441	0.0328034	0.00820819	0.0204957	0.072443	0.0851341	0.0968042	0.0577483	0.00142466	0.048388	0.0137487	0.0695827	0.0561177	0.0299539	0.0204005	0.00494229	0.040921	0.0204072	0.0376668	0.00273806	0.150884	0.0788974	0.00797816	0.124377	0.413732	0.0584779	0.680093	0.000578465	0.000559746	0.0119505	0.16601	0.00531885	0.0115814	0.0651028	0.00434071	0.0485663	0.0431424	0.0587696	0.0242862	0.0579134	0.157793	0.119415	0.0217522	0.00357723	0.00674372	0.000773664	0.175652	0.290257	0.0452641	0.0972059	0.0143212	0.0130575	0.108199	0.0186991	0.0376791	0.0838233	0.176125	0.227828	0.0428267	0.145549	0.051716	0.0679692	0.0171926	0.0205101	0.00692539	0.0476345	0.277385	0.00164074	0.121986	0.113301	0.0227443	0.106333	0.294514	0.00715687	0.0111482	0.709082	0.0565794	0.0341249	0.033435	0.144264	0.487579	1.00586	2.3623	5	8.155191
2823000	-2473.407	-2626.787	153.3803	10	1.367578	0.0502054	0.182335	0.0321675	0.0614139	0.281187	0.0119522	0.00891869	0.0170051	0.0374463	0.0768482	0.0176511	0.0168603	0.00152282	0.0283487	0.0198476	0.104032	0.0190455	0.012259	0.0547855	0.00223427	0.000136108	0.0858551	0.202903	0.0242651	0.00464818	0.00093816	0.0215325	0.000402492	0.0103921	0.00819674	0.0242297	0.0192607	0.00493313	0.00842521	0.0404073	0.00676658	0.0792649	0.00644562	0.156139	0.00223433	0.151519	0.0414845	0.0214144	0.0201707	0.0139943	0.0423401	0.0239282	0.00264482	0.0374614	0.000701369	0.0114788	0.0351041	0.0236256	0.0370285	0.0113227	0.0329541	0.0550503	0.0732708	0.224559	0.0909478	0.537064	0.0340541	0.0572483	0.0566301	0.0530992	0.00707353	0.0243098	0.0591304	0.0851365	0.0164763	0.0247165	0.00890861	0.319642	0.00382356	0.192817	0.000644424	0.0263223	0.00166455	0.00985517	0.132052	0.0261771	0.135876	0.0379052	0.0645205	0.0395118	0.00406553	0.115833	0.0210911	0.0252116	0.130683	0.153525	0.256319	0.263067	0.00620697	0.0359617	0.0505678	0.0402844	0.029439	0.0166905	0.0839777	0.137357	0.156269	0.00189536	0.159086	0.0610494	0.25977	0.333229	0.159666	0.0382017	0.552158	0.0153606	0.00704289	0.0302305	0.204122	0.56492	1.0416	2.18936	5	7.793338
2824000	-2455.06	-2608.924	153.8634	10	0.8892793	0.114653	0.159114	0.074805	0.0891533	0.142005	0.0034247	0.0152178	0.0450303	0.0439501	0.0478225	0.00147032	0.0625964	0.00443987	0.0101089	0.0235362	0.0229673	0.00218667	0.0251276	0.157372	0.00628579	0.0290816	0.189336	0.106629	0.0308345	0.0222766	0.0127474	0.0214517	0.000194644	0.0319591	0.00144921	0.00791974	0.0358246	0.0569115	0.007753	0.0409592	0.00289288	0.0567924	0.110529	0.0615245	0.0648316	0.127285	0.0343758	0.00347894	0.0534046	0.0897959	0.0176119	0.0266527	0.00257145	0.0145619	0.00787941	0.0518525	0.0114999	0.180123	0.00227791	0.0941342	0.111085	0.0098643	0.0964878	0.272743	0.0200137	0.608439	0.015772	0.19741	0.0780142	0.0766364	0.000882062	0.00422595	0.0581084	0.0690419	0.0528765	0.106458	0.0178623	0.137002	0.00372201	0.111294	0.0257936	0.111633	0.0824474	0.0182508	0.0950546	0.0178272	0.0136767	0.115312	0.112767	0.00981178	0.314298	0.0480188	0.00923006	0.00667068	0.000656439	0.098626	0.0365691	0.0313517	0.0197339	0.075436	0.134049	0.0480384	0.0180792	0.0223987	0.202734	0.138441	0.219289	0.00539304	0.112042	0.0144972	0.1714	0.301544	0.0882713	0.0221193	0.366107	0.0476602	0.022311	0.000202765	0.114368	0.440741	0.978924	2.46597	5	7.886356
