Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
49000	-238.8059	-257.2039	18.39801	10	0.7261796	0.0213616	0.17667	0.169114	0.052898	0.0602053	0.0511038	0.0153153	0.00388095	0.0493358	0.0485377	0.0230991	0.108999	0.0476349	0.249362	0.0287462	0.0421498	0.00759143	0.0882708	0.0225299	0.0991715	0.237747	0.0797867	0.375625	0.934196	2.61039	5	1.603724
50000	-247.0347	-255.9252	8.890561	10	0.9288355	0.0692034	0.289077	0.41345	0.134477	0.0216854	0.174789	0.0146025	0.0641734	0.0422713	0.0284167	0.179853	0.0280457	0.385035	0.0111899	0.0663558	0.197449	0.201713	0.141851	0.0654824	0.0442028	0.0286282	0.122545	0.454264	0.987129	2.43606	5	2.601952
51000	-250.8832	-253.2482	2.365014	2	0.18007	0.392441	0.122697	0.0838342	0.075503	0.004274	0.0414702	0.0597864	0.0189571	0.0486427	0.13915	0.0894788	0.0547648	0.0176653	0.00804151	0.0586859	0.0855715	0.381694	0.875454	0.104751	0.300033	0.150362	0.000247327	0.0231266	0.329684	3.64694	4	3.113258
52000	-245.7396	-254.5038	8.764247	1	0.1761345	0.0165427	0.0993466	0.332735	0.0887007	0.0969387	0.00931571	0.0321392	0.0101392	0.010093	0.0598362	0.0994546	0.0157327	0.0594716	0.585025	0.059708	0.27025	0.158727	0.196889	0.0302394	0.0426547	0.0705518	0.000208357	0.0212403	0.318583	3.65997	3	2.344491
53000	-254.3587	-255.3427	0.9840029	2	1.418836	0.338806	0.111452	0.277727	0.327793	0.0140261	0.00763422	0.0689851	0.0996983	0.102637	0.0282208	0.0856947	0.0309279	0.0325813	0.0263589	0.200223	0.194531	0.346867	0.00706064	0.5233	0.0665359	0.189566	0.212508	0.574464	1.04528	2.16775	4	3.080627
54000	-236.8099	-256.3451	19.53518	10	0.3519493	0.00475574	0.0866876	0.20686	0.0473383	0.0483561	0.0210758	0.132925	0.0344301	0.0201161	0.00296115	0.0770994	0.00953655	0.211359	0.183674	0.163808	0.1577	0.0273041	0.0317433	0.0774958	0.0206201	0.127706	0.0104358	0.14507	0.673574	3.17092	5	1.693553
55000	-247.83	-260.4727	12.64269	2	0.1844136	0.0521398	0.0883155	0.467646	0.0287795	0.00491986	0.0118353	0.0353913	0.0177301	0.0665615	0.0440981	0.010316	0.07278	0.0571498	0.228458	0.00849144	0.249435	0.0444288	0.106474	0.0423168	0.158566	0.26544	0.000296318	0.0252953	0.341773	3.63264	4	2.061273
56000	-239.012	-260.3703	21.35828	1000	1.768754	0.0305543	0.303794	0.300529	0.160499	0.0511188	0.0021223	0.216269	0.157594	0.00061145	0.0468684	0.0637552	0.0723195	0.0108597	0.0348579	0.205903	0.0275538	0.231486	0.123178	0.362345	0.0714812	0.077793	0.264016	0.627932	1.06296	2.04509	6	2.551493
57000	-246.6447	-259.2408	12.59608	2	0.8437943	0.0933878	0.178914	0.296449	0.122498	0.0127003	0.0847275	0.0514177	0.0903719	0.0431823	0.216719	0.0062568	0.0191388	0.263518	0.054249	0.0403861	0.0233503	0.00645506	0.229072	0.0446333	0.120773	0.00666563	0.104838	0.424186	0.968388	2.50259	4	2.004865
58000	-250.8652	-258.0389	7.173676	2	0.1879333	0.0232927	0.114622	0.340316	0.0227725	0.0648095	0.0232778	0.086565	0.0146647	0.179877	0.0143182	0.000415237	0.0120975	0.0310726	0.0403546	0.00340151	0.228809	0.413715	0.0572347	0.102587	0.087122	0.715185	0.000340948	0.0271171	0.351439	3.6211	4	2.576508
59000	-238.1073	-252.1111	14.00382	2	0.5262189	0.217712	0.205393	0.18877	0.0140579	0.00263591	0.0576342	0.0351143	0.0431965	0.031612	0.0614207	0.0968673	0.0354898	0.475961	0.00647319	0.0821959	0.0476887	0.0140698	0.0505101	0.118495	0.129094	0.00856019	0.0383442	0.268688	0.838447	2.85452	4	1.922952
60000	-230.1698	-253.663	23.49316	10	0.2618906	0.0619451	0.061851	0.0866202	0.130085	0.0191044	0.0400849	0.0319122	0.0902424	0.000330798	0.00336371	0.0653406	0.0298527	0.118054	0.0393256	0.155003	0.0510262	0.115896	0.0498291	0.000201587	0.0568068	0.0644744	0.00271286	0.0754015	0.525899	3.39599	5	1.27135
61000	-249.4479	-260.8385	11.39052	2	0.8621965	0.044757	0.0699355	0.222308	0.0804735	0.0206826	0.0219185	0.232502	0.158441	0.0280306	0.0488354	0.0976341	0.0404956	0.149857	0.306748	0.143339	0.131896	0.0390781	0.0331028	0.0412239	0.0474136	0.0907673	0.108708	0.43102	0.972803	2.48747	4	2.049439
62000	-248.5892	-262.1699	13.58071	10	0.395224	0.064105	0.180082	0.102536	0.123022	0.0162861	0.0248291	0.0981314	0.0752268	0.0844687	0.042411	0.123156	0.0830858	0.198507	0.222398	0.191025	0.14908	0.0251895	0.0154435	0.124804	0.00824781	0.242985	0.0160315	0.178179	0.72606	3.07973	5	2.195019
