Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
55000	-738.9848	-766.2004	27.21563	10	0.7039654	0.294819	0.024765	0.118243	0.0439596	0.0134509	0.092461	0.0252703	0.00697179	0.00155273	0.0205546	0.0603459	0.012324	0.240553	0.309953	0.00538457	0.314999	0.00965235	0.487471	0.430376	0.0266261	0.0413118	0.0750355	0.365395	0.926329	2.63324	5	2.581045
56000	-745.9413	-773.0886	27.14728	10	0.5285245	0.197385	0.0748776	0.0891649	0.0833681	0.1046	0.0976708	0.063815	0.0148011	0.00135971	0.0427052	0.0752576	0.0483121	0.0214196	0.157296	0.0470605	0.159733	0.000655341	0.783885	0.333444	0.00983625	0.319428	0.0387887	0.27013	0.839963	2.85112	5	2.726075
57000	-745.1261	-768.9569	23.83077	10	0.864817	0.294114	0.0275797	0.0132039	0.186976	0.0423744	0.0801731	0.0516676	0.000782545	0.00479379	0.0150125	0.050834	0.0568219	0.00945164	0.617031	0.338088	0.351402	0.0303962	0.278442	0.126562	0.0357396	0.0201926	0.109258	0.431977	0.973415	2.48535	5	2.631639
58000	-745.6959	-769.8719	24.17598	10	0.3698897	0.266688	0.0764307	0.0196041	0.180558	0.0473561	0.105899	0.0552498	0.00495453	0.00772413	0.0181655	0.0389762	0.00698292	0.0017266	0.557662	0.00798686	0.221154	0.0835628	0.73453	0.0568751	0.00654471	0.267933	0.0126209	0.158932	0.696528	3.13192	5	2.766563
59000	-740.2197	-771.1625	30.94282	10	0.1910045	0.213092	0.00414613	0.0960785	0.0649586	0.0493704	0.0321553	0.0346309	5.51604e-05	0.000510119	0.0210013	0.0164876	0.0375938	0.148245	0.322405	0.0042414	0.155079	0.0316371	0.182808	0.332161	0.00119547	0.00857005	0.000383721	0.0287525	0.359775	3.61109	5	1.756422
60000	-738.5858	-764.0676	25.48176	10	0.276993	0.224289	0.043084	0.0715986	0.0676594	0.0504759	0.185697	0.032447	0.000648302	0.00537852	0.0342456	0.0211314	0.00700443	0.00761955	0.637167	0.0155062	0.293201	0.00354433	0.220374	0.589661	0.0267334	0.0106083	0.00361499	0.0867636	0.555064	3.35456	5	2.548073
61000	-744.9581	-772.8265	27.8684	10	1.333011	0.231845	0.0686901	0.0721671	0.072956	0.0578821	0.435469	0.0186529	0.00236807	0.00190291	0.0342318	0.0449593	0.0019201	0.0485481	0.0199976	0.021882	0.387057	0.384969	0.309832	0.138183	0.0525695	0.0457621	0.198336	0.558176	1.0389	2.20459	5	2.451846
62000	-729.8166	-763.6683	33.85171	10	0.3641358	0.14619	0.0506057	0.0178464	0.0182013	0.045397	0.145812	0.00590677	0.0083076	0.00247776	0.0330172	0.0368138	0.0338753	0.0147433	0.000959469	0.0286901	0.249466	0.202325	0.404412	0.417836	0.00661919	0.0245181	0.0118985	0.154504	0.68936	3.14424	5	1.894019
63000	-742.989	-770.5187	27.52967	10	0.6333083	0.233111	0.0587827	0.0466421	0.0796325	0.0349957	0.100829	0.0312813	0.000420317	0.011496	0.0357817	0.013752	0.0404439	0.0159545	0.0248026	0.227561	0.24662	0.524438	0.197316	0.496039	0.0593337	0.0047292	0.0600425	0.330288	0.897405	2.71226	5	2.483963
64000	-729.0622	-766.0247	36.96252	10	0.2408735	0.183826	0.0144707	0.028397	0.146234	0.0714501	0.0874526	0.0335897	0.00210159	0.00351201	0.0146785	0.0328679	0.0280029	0.0162464	0.000571261	0.170217	0.170805	0.442778	0.0319605	0.165703	0.07059	0.0153987	0.00171336	0.0601828	0.48184	3.45626	5	1.730854
