Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
10000	-1687.077	-1702.752	15.67541	10	0.7297084	0.00878939	0.0295551	0.322052	0.0077256	0.000205783	0.000944901	0.136291	0.0113194	0.0392378	0.0534086	0.0339162	0.0150136	0.00641697	0.0662709	0.016338	0.0124843	0.0104382	0.0787342	0.0150006	0.0393323	0.0550728	0.0183423	0.00870382	0.0163163	0.00157681	0.0286483	0.0464549	0.0272799	0.0390707	0.0603934	0.0287286	0.21209	0.176588	0.00778003	0.0358908	0.0152758	0.016073	0.167314	0.0106735	0.0123114	0.0192761	0.0135524	0.075066	0.155621	0.051911	0.0062462	0.00363155	0.0207504	0.0147548	0.027728	0.0112713	0.0643109	0.0573498	0.0656662	0.0766336	0.0476443	0.0343552	0.00569329	0.0019069	0.0360319	0.00824913	0.0197925	0.00479137	0.174806	0.0239784	0.00930168	0.0336097	0.0255859	0.0700645	0.158926	0.0571696	0.108077	0.0330254	0.127423	0.130392	0.00530533	0.0226689	0.0296806	0.0173981	0.0918413	0.0129214	0.0859984	0.0660344	0.0419331	0.105505	0.244132	0.00138904	0.0331013	0.0221295	0.0363722	0.0117092	0.0499545	0.0291603	0.187252	0.0347082	0.0443297	0.022795	0.000397134	0.077786	0.100031	0.157508	0.116907	0.00529415	0.0470671	0.0131582	0.0339003	0.00575755	0.0133743	0.455927	0.0278874	0.0715087	0.0535059	0.00469247	0.0165498	0.107589	0.329708	0.094101	0.014693	0.0483532	0.130774	0.0792416	0.00815487	0.0602691	0.176314	0.0407627	0.127201	0.038079	0.00119366	0.0841536	0.0334057	0.0809032	0.00969566	0.0206293	0.0805419	0.377217	0.935399	2.60684	5	7.545446
11000	-1706.22	-1724.604	18.38346	10	0.9831196	0.00540218	0.0166141	0.0481009	0.00814635	0.02985	0.0296356	0.120219	0.00965809	0.15328	0.0930869	0.0391958	0.10423	0.0188955	0.047982	0.0579606	0.00504194	0.0618223	0.0108664	0.0212754	0.00961572	0.00921213	0.0110943	0.0185881	0.00668566	0.00532997	0.0297567	0.0273708	0.0012326	0.0296987	0.00277838	2.32769e-05	0.025382	0.0894983	0.0320966	0.0422445	0.00811256	0.00362821	0.0622284	0.0422184	0.00754134	0.0276962	0.0598544	0.103285	0.129896	0.0324497	0.0194817	0.00621547	0.116863	0.0369561	0.0202541	0.0650055	0.0178635	0.0285943	0.0551231	0.030073	0.00474536	0.122524	0.000424836	0.00131666	0.0674336	0.0114988	0.0281384	0.00927432	0.115875	0.0137459	0.00131528	0.00278698	0.0277812	0.0739742	0.0100175	0.0225221	0.000257242	0.0700811	0.11269	0.0806291	0.071895	0.0339667	0.0699331	0.0316105	0.0123833	0.0466986	0.0735691	0.00364712	0.164823	0.116574	0.141965	0.0398838	0.0100331	0.299222	0.0466035	0.119659	0.0336047	0.0386345	0.0580734	0.0538444	0.102379	0.165827	0.0297313	0.0115512	0.0209136	0.138372	0.0419726	0.125859	0.01296	0.00558784	0.199086	0.0419949	0.0431339	0.153939	0.0123417	0.0510518	0.0277152	0.0163109	0.0289002	0.385387	0.569188	0.0948617	0.0153083	0.0142633	0.0910137	0.0910974	0.0280231	0.0464129	0.0631307	0.0551247	0.0328252	0.0751675	0.216278	0.0763642	0.0202681	0.00993883	0.0427823	0.105787	0.133574	0.471619	0.997146	2.39766	5	7.601715
12000	-1738.146	-1720.064	-18.08267	1	0.664818	0.0216472	0.0184399	0.197557	0.0278557	0.052722	0.0432465	0.118867	0.0543651	0.0760053	0.00667401	0.021601	0.0136826	0.00131313	0.0697039	0.0121438	0.0161641	0.0360002	0.0133048	0.0467068	0.136257	0.0862082	0.05165	2.987e-05	0.0146104	0.0154102	0.00893226	0.00337839	0.0186985	0.0753418	0.0804621	0.00427829	0.000802818	0.0615129	0.0553295	0.0177029	0.0323439	0.0298736	0.096467	0.00532651	0.0406657	0.0427193	0.0107164	0.0153486	0.109846	0.0141784	0.00658984	0.0681464	0.00294153	0.00593759	0.0215274	0.0179559	0.0193476	0.0232245	0.0587994	0.124959	0.179784	0.0555977	0.00416679	0.000999185	0.0192581	0.00394685	0.0385586	0.108969	0.143864	0.0120351	0.00804079	0.00240795	0.0285832	0.215131	0.211969	0.00524407	0.0552654	0.253746	0.113041	0.113521	0.0137834	0.217463	0.063632	0.000584317	0.0266741	0.0220636	0.014291	0.0503989	0.0227541	0.0588472	0.0283586	0.0917379	0.0723266	0.283761	0.0959586	0.00278691	0.14449	0.232141	0.178049	0.0411471	0.0605526	0.186767	0.101015	0.0373362	0.154102	0.199904	0.102918	0.127397	0.0677158	0.101626	0.0388265	0.0159137	0.00493674	0.0849807	0.0345166	0.00865311	0.0640362	0.124517	0.207298	0.491415	0.381585	0.0198975	0.197093	0.0209267	0.175836	0.0218243	0.0242618	0.11179	0.0336145	0.0415975	0.0526561	0.00718673	0.20087	0.087489	0.0245864	0.0932484	0.00904094	0.0304626	0.0666951	0.346446	0.911099	2.67576	3	9.209294
13000	-1707.137	-1721.79	14.65367	10	1.11046	0.0248368	0.0200438	0.0739567	0.00226045	0.055805	0.0171649	0.157247	0.0300288	0.0632021	0.056142	0.211748	0.031562	0.0183422	0.048973	0.00727686	0.000282014	0.0435969	0.00838993	0.00189817	0.0279564	0.0191667	0.0506221	0.00123924	0.0160564	0.0013662	0.0412323	0.0767459	0.0188858	0.014769	0.031865	0.0246842	0.146301	0.0399752	0.0719443	0.0192479	0.0142201	0.00329962	0.162115	0.111607	0.0230352	0.0314101	0.00292515	0.0275188	0.195155	0.0455857	0.0169695	0.00385454	0.0117943	0.102805	0.0741967	0.0308601	0.0369324	0.0748743	0.0358244	0.0303244	0.157739	0.0383625	0.0158566	0.0007076	0.0629017	0.060868	0.0152498	0.226441	0.203476	0.00574383	0.0323978	0.0397875	0.0377765	0.00254545	0.196289	0.00903369	0.0639133	0.0537442	0.107295	0.0580373	0.0905582	0.426022	0.0168952	0.0125605	0.0146417	0.0240625	0.0210517	0.0295364	0.0406301	0.112186	0.0195362	0.132563	0.0150478	0.291077	0.0322917	0.109605	0.0741021	0.400295	0.0544275	0.126334	0.0184284	0.0106474	0.0457208	0.0426943	0.199811	0.243144	0.182113	0.0526939	0.045551	0.0992361	0.0255484	0.00654189	0.00141976	0.208679	0.00622675	0.055041	0.0603264	0.207982	0.0491883	0.0799166	0.043076	0.0609655	0.324455	0.000850201	0.0177201	0.0172046	0.00251184	0.00399237	0.0435108	0.0254659	0.0131789	0.0995642	0.115198	0.083365	0.0248642	0.0627033	0.0443176	0.0475012	0.158452	0.507609	1.01614	2.3178	5	8.613065
14000	-1727.81	-1711.629	-16.18125	2	0.7430963	0.000432515	0.00461081	0.322697	0.00235818	0.0278148	0.0084166	0.320765	0.191844	0.0933588	0.142934	0.00191497	0.197528	0.0175742	0.0411315	0.00646405	0.00273645	0.00688875	0.0181313	0.11223	0.0167147	0.000358716	0.0598908	0.0565744	0.02511	0.00781736	0.00775011	0.0550623	0.0174814	0.191382	0.121434	0.037119	0.111069	0.0135136	0.156164	0.041646	0.0168528	0.0606988	0.0145052	0.00430883	0.00733948	0.0174532	0.0022556	0.0450942	0.264965	0.0148957	0.0189134	0.000443086	0.182234	0.0540547	0.0396691	0.0334699	0.0712895	0.0155826	0.0364793	0.0426303	0.000783614	0.0405795	0.0063078	0.0313194	0.0589004	0.0147022	0.017592	0.224432	0.118333	0.0114242	0.00871608	0.0190765	0.0193577	0.00221994	0.155045	0.089738	0.0137496	0.0374732	0.0195795	0.0895096	0.0531325	0.425446	0.011355	0.124307	0.114594	0.0286701	0.0518851	0.128481	0.0332402	0.232379	0.229237	0.028016	0.0658418	0.000493994	0.0645977	0.0424846	0.0251463	0.41922	0.199971	0.0898288	0.136094	0.0152333	0.114576	0.0188076	0.0260428	0.0883686	0.063847	0.0481418	0.147691	0.212893	0.0141777	0.0020603	0.0374632	0.0916309	0.0218461	0.00155138	0.000205934	0.00869121	0.0175119	0.195833	0.042256	0.060185	0.014476	0.0759288	0.122575	0.0228202	0.0582508	0.0495816	0.0169585	0.164753	0.0999956	0.140616	0.0314727	0.020797	0.0139656	0.228147	0.0230119	0.014448	0.0834073	0.383174	0.939849	2.59357	4	9.192124
15000	-1742.484	-1732.661	-9.823524	2	0.7474293	0.0159613	0.0139831	0.126768	0.0203183	0.112379	0.00129244	0.128746	0.0705543	0.0475226	0.0653247	0.0558219	0.107881	0.0168797	0.096753	0.00421422	0.00574975	0.00950075	0.0399465	0.0639774	0.0620468	0.0764894	0.0414023	0.00810577	0.000346981	0.0371091	0.00906608	0.0678909	0.000214603	0.0858616	0.00863699	0.0119469	0.0211927	0.0725774	0.0416327	0.028937	0.056411	0.050772	0.0793504	0.0842928	0.0392434	0.0268174	0.00301175	0.0531625	0.0712537	0.0381688	0.0294987	0.0124008	0.050178	0.0070415	0.037746	0.0423377	0.000471759	0.0795501	0.0760861	0.0394621	0.0124905	0.0144627	0.000211011	0.0288049	0.0155151	0.00431101	0.0189788	0.0319943	0.0178139	0.0094342	0.004679	0.00699585	0.0207452	0.000768708	0.199024	0.10467	0.082056	0.0917674	0.0735614	0.09713	0.0347716	0.490943	0.0173494	0.00643785	0.127854	0.0728741	0.00345908	0.00205445	0.0425997	0.0355938	0.185761	0.0332741	0.108111	0.0166581	0.00651594	0.0538915	0.0929169	0.416989	0.154892	0.0476536	0.011068	0.0238128	0.158143	0.0863193	0.0818161	0.135098	0.0699268	0.0925049	0.284729	0.227198	0.0136508	0.00386793	0.0187754	0.00460239	0.103577	0.0486304	0.1713	0.180907	0.0539271	0.187759	0.0937475	0.0116057	0.18223	0.0104281	0.00266128	0.0116948	0.17475	0.0157534	0.0746531	0.274295	0.256144	0.0139242	0.0483563	0.222558	0.0309812	0.0919462	0.030735	0.0280296	0.0843345	0.385075	0.941252	2.58934	4	8.772409
16000	-1705.493	-1704.949	-0.543853	2	0.9339848	0.018985	0.00762856	0.00529394	0.00674224	0.0679578	0.01394	0.0946585	0.017334	0.120089	0.138839	0.0173211	0.0643062	0.000314373	0.0179129	0.0360848	0.0110888	0.0068428	0.00575751	0.0683744	0.0358541	0.0189798	0.0165297	0.0106486	0.01334	0.0226657	0.0141852	0.0379935	0.0198302	0.0648059	0.00736293	0.0124184	0.0313655	0.12249	0.16365	0.0177464	0.0192763	0.0557455	0.11218	0.00242523	0.00753691	0.0512641	0.0038027	0.0509249	0.105056	0.000891429	0.001454	0.00195522	0.0849955	0.0790991	0.00932279	0.0131532	0.0487452	0.0192161	0.0405569	0.0505853	0.0345283	0.0605016	0.000688254	0.0101277	0.0469664	0.00715665	0.0303273	0.0889314	0.0381725	0.0048511	0.00284913	0.00189891	0.0178985	0.0198539	0.0472511	0.124359	0.0401561	0.025948	0.0359177	0.00684342	0.0192148	0.4845	0.0373702	0.0467723	0.192049	0.0123608	0.0897505	0.122516	0.0882339	0.0456151	0.101671	0.0775593	0.0246965	0.00204618	0.00571582	0.0437428	0.396671	0.0139932	0.0483588	0.0286513	0.0485044	0.0272439	0.0292967	0.136086	0.0393623	0.188092	0.0801403	0.00810041	0.164839	0.0295213	0.0721674	0.0138399	0.0197602	0.298513	0.0250452	0.0443407	0.0298696	0.232605	0.00893618	0.0100518	0.205466	0.000237282	0.0297703	0.102462	0.00469854	0.0185939	0.139793	0.0930557	0.205323	0.153191	0.0228175	0.03877	0.0273162	0.0468118	0.189964	0.0330697	0.0123212	0.0810525	0.123601	0.455969	0.988138	2.43229	4	7.525269
17000	-1744.758	-1722.353	-22.40489	2	0.7309546	0.00717859	0.00176996	0.285403	0.0104785	0.0192729	0.0409999	0.184326	0.00256236	0.0447901	0.237019	0.0318886	0.366298	0.00617486	0.0342512	0.00894699	0.015974	0.014628	0.0408129	0.0900622	0.0355136	0.00571464	0.00816067	0.00526407	0.0106576	0.0236944	0.003204	0.0918718	0.0287213	0.019806	0.0216334	0.0516301	0.0489651	0.0562107	0.151102	0.0489969	0.00652526	0.0143829	0.211547	0.0177869	0.0393056	0.0282721	0.00752086	0.1538	0.0668272	0.0054307	0.0181041	0.00409844	0.066223	0.0998496	0.0771023	0.0642002	0.0263521	0.026889	0.0650932	0.0319252	0.0269058	0.0126085	0.00729156	0.0141678	0.111005	0.0117243	0.0277684	0.245407	0.182559	0.00896215	0.0539466	0.0334916	0.00160846	0.127368	0.0439366	0.1621	0.0592254	0.0407875	0.00151186	0.0268459	0.0125668	0.498982	0.120473	0.214097	0.280855	0.16467	0.127262	0.0163856	0.0805862	0.0243268	0.27187	0.224033	0.00692505	0.0361953	0.0165477	0.0813808	0.293283	0.0924019	0.00137703	0.0753091	0.0445789	0.00624674	0.0724218	0.0499324	0.200964	0.0909797	0.0864334	0.0605728	0.0484137	0.104698	0.131782	0.135359	0.0258741	0.227306	0.0411542	0.0506106	0.0570667	0.0960169	0.0337703	0.12176	0.00770372	0.00348416	0.178706	0.0549969	0.0744424	0.0143583	0.16413	0.109845	0.0073333	0.0759332	0.000126357	0.0056667	0.0455673	0.0268759	0.0017503	0.0204509	0.26189	0.00561507	0.0808086	0.377776	0.93582	2.60559	4	9.668783
18000	-1706.711	-1708.899	2.187438	2	0.928826	0.00281416	0.0236981	0.236268	0.035052	0.0215079	0.0184604	0.292424	0.00742875	0.0476989	0.0955884	0.0101548	0.0200316	0.0560731	0.0599232	0.00760016	0.00157215	0.0172922	0.0290378	0.0513689	0.00710223	0.0179153	0.0294712	0.00261822	0.0245211	0.0376796	8.54968e-06	0.0299383	0.00955009	0.0169257	0.0228724	0.00144883	0.024121	0.190664	0.0506861	0.0369044	0.0516911	0.00710239	0.0249945	0.033545	0.00304653	0.0494641	0.00163123	0.115814	0.0349758	0.0568565	0.000978903	0.000317974	0.186572	0.0961901	0.0187074	0.0346923	0.00540487	0.0220431	0.0299585	0.0625789	7.06989e-05	0.00617463	0.00210182	0.00485224	0.0476748	0.0395067	0.0449687	0.108779	0.231183	0.00888509	0.00746129	0.00970924	0.0189292	0.271954	0.0350049	0.0172246	0.0174126	0.0351049	0.00923241	0.0037813	0.00494287	0.210967	0.00304272	0.0200257	0.103885	0.0888458	0.0757939	0.0630021	0.0458222	0.0181421	0.177476	0.146605	0.0389229	0.0403096	0.00783246	0.00434039	0.239342	0.0129519	0.0036716	0.0258977	0.00593991	0.0989526	0.0483616	0.0434613	0.122071	0.119941	0.142306	0.142227	0.0367898	0.0107597	0.109986	0.0251573	0.00130304	0.384776	0.0996367	0.0775895	0.0604519	0.10501	0.014778	0.00785448	0.0868384	0.0278516	0.239222	0.0161324	0.0804598	0.15276	0.0151378	0.0518088	0.00886488	0.192828	0.0978	0.0487864	0.0231034	0.0194167	0.0326929	0.0960409	0.00802662	0.115524	0.122543	0.454261	0.987127	2.43607	4	7.595463
19000	-1724.532	-1709.214	-15.31894	2	0.8283074	0.0219327	0.0119856	0.264142	0.0141766	0.0375996	0.0721436	0.129298	0.0328647	0.25721	0.016715	0.00380295	0.00848456	0.00142665	0.0382527	0.0182889	0.00846065	0.0227869	0.0033511	0.0834553	0.0111107	0.0529856	0.00936402	0.00179007	0.0130805	0.0136362	0.00510271	0.0731958	0.00159988	0.00606379	0.0596315	0.0381419	0.0726274	0.0888425	0.0275333	0.0769737	0.00493849	0.0998611	0.134203	0.0103061	0.0275396	0.0297457	0.0209301	0.0258633	0.188334	0.0292563	0.0186174	0.0100335	0.0465615	0.0494158	0.129401	0.0210234	0.0286406	0.0679055	0.00312029	0.0361358	0.0339066	0.0118995	0.00161726	0.0063176	0.0192099	0.0253165	0.0281602	0.0149818	0.122521	0.0103774	0.0100911	0.00708102	0.022925	0.0961771	0.0972385	0.054419	0.00871976	0.0824945	0.0269185	0.0691387	0.00376914	0.973444	0.0292121	0.0873187	0.223584	0.103127	0.0339359	0.0506961	0.061168	0.101437	0.120033	0.0427333	0.06586	0.0226914	0.105898	0.0421084	0.421656	0.0193467	0.0270701	0.0519797	0.0130812	0.010107	0.0842208	0.0414401	0.202199	0.0241252	0.200058	0.0355748	0.0634297	0.0151134	0.0501863	0.130576	0.250764	0.0263272	0.0092933	0.181734	0.0484219	0.119063	0.0446362	0.192895	0.0796999	0.0689706	0.214024	0.124922	0.0824773	0.0217732	0.0533899	0.0338898	0.0749213	0.0845596	0.131879	0.173712	0.0851633	0.0460922	0.0382539	0.0581314	0.0974667	0.0836405	0.101566	0.418286	0.9645	2.51565	4	9.212681
20000	-1715.6	-1708.142	-7.458601	2	0.7922652	0.0111063	0.0182278	0.0690132	0.0360857	0.0636092	0.0188919	0.144405	0.0434679	0.0774467	0.0500605	0.0106632	0.0202948	0.010912	0.0394401	0.00542514	0.00327734	0.01663	0.0127316	0.0503306	0.0139115	0.00606869	0.000609434	0.161704	0.0241446	0.0261091	0.0152435	0.0342558	0.00617414	0.0222442	0.0155746	0.143485	0.0580052	0.0267639	0.0143854	0.0780694	0.00757471	0.0146579	0.153747	0.0161881	0.0674327	0.00234933	0.009776	0.0186217	0.0517674	0.00498549	0.0515692	0.0217008	0.106691	0.0648419	0.0350036	0.0194855	0.042117	0.000446775	0.0713704	0.0658732	0.163787	0.0299209	0.0113076	0.00534596	0.0345557	0.0163801	0.0253577	0.0189354	0.350337	0.00406483	0.0183491	0.00232035	0.0104044	0.00598065	0.0654443	0.0495533	0.0150083	0.484845	0.0271957	0.0153542	0.0510101	0.335861	0.0988997	0.00801307	0.179505	0.12393	0.0531246	0.109005	0.0481358	0.156683	0.0236232	0.0855932	0.185358	0.31854	0.130358	0.0994455	0.206067	0.00911623	0.0843176	0.00484495	0.0856764	0.00043629	0.0190724	0.00232369	0.236071	0.0455304	0.0542617	0.026674	0.0415005	0.0246143	0.017607	0.173546	0.00831429	0.128687	0.0589197	0.0156576	0.0417048	0.0452397	0.0621843	0.165174	0.105032	0.0902262	0.0795045	0.0042179	0.0906912	0.0301601	0.0733576	0.112809	0.0223355	0.06555	0.0133415	0.0469629	0.190856	0.164954	0.0208467	0.0152075	0.13546	0.00857031	0.0939118	0.404001	0.954788	2.5473	4	8.364124
21000	-1723.236	-1722.75	-0.4860877	2	0.6260396	0.00700003	0.0397329	0.0817321	0.0218869	0.155069	0.0124473	0.0803822	0.103603	0.0586324	0.0534307	0.10825	0.00617899	0.00206477	0.0363127	0.00394154	0.0354228	0.00790014	0.0338583	0.0792075	0.0476974	0.0878227	0.0037481	0.0090983	0.0119799	0.00655535	0.00718838	0.113289	0.00613542	0.0716814	0.0232853	0.0335727	0.0144665	0.0283036	0.0279048	0.0442864	0.0262572	0.0360265	0.0513884	0.00759636	0.0214722	0.0182826	0.0605717	0.0426687	0.0707135	0.000595366	0.00879023	8.92255e-05	0.0532981	0.1452	0.0233832	0.0477571	0.0237499	0.0294784	0.0870831	0.0720028	0.000446674	0.0274028	0.00934273	0.000530822	0.0310924	0.0377933	0.0912456	0.0518471	0.140571	0.0417638	0.00616752	0.00546197	0.0148057	0.12783	0.00039477	0.0142354	0.0130236	0.0236363	0.0181004	0.0912936	0.0378029	0.123019	0.132487	0.316472	0.222999	0.142362	0.0808425	0.024951	0.0986915	0.0847604	0.336013	0.0154382	0.0904975	0.0522239	0.0150989	0.0358526	0.0396416	0.39858	0.07732	0.0109937	0.00721863	0.0847909	0.0056021	0.0462646	0.0364197	0.225995	0.0212701	0.00751664	0.00314781	0.0621051	0.0129917	0.016342	0.115307	0.211182	0.100182	0.0702029	0.017871	0.000573999	0.0121466	0.0129497	0.0125381	0.0689305	0.133201	0.0915857	0.0202983	0.0358279	0.106391	0.0339577	0.157294	0.0749042	0.137643	0.0699491	0.0162351	0.0170065	0.0213747	0.213929	0.00185559	0.00619726	0.0585193	0.32644	0.894044	2.721	4	7.662704
22000	-1681.565	-1686.8	5.235122	2	1.452704	0.00273834	0.000153299	0.0802018	0.0131265	0.016374	0.0304088	0.197407	0.005033	0.149598	0.0996369	0.0154483	0.0597555	0.00166737	0.0536547	0.0160656	0.0132829	0.00408018	0.0499687	0.0120671	0.0337723	6.41683e-05	0.0278227	0.0103152	0.00460501	0.0332791	0.00690641	0.0101641	0.0148751	0.0271175	0.0109967	0.0073883	0.0251408	0.0721223	0.00595804	0.0386255	0.00227252	0.0361977	0.111795	0.00499591	0.00611264	0.0154395	0.0140498	0.00918772	0.109981	0.0347869	0.0282185	0.00795188	0.143649	0.0699871	0.0082877	0.0151406	0.0224435	0.0114451	0.00280396	0.1069	0.0754747	0.0326541	0.00571247	0.00186688	0.0667669	0.0247128	0.0444402	8.07938e-05	0.184946	0.0146167	0.0219606	0.00598293	0.0412066	0.0879573	0.270034	0.0153517	0.158373	0.0757501	0.058366	0.0864352	0.0139029	0.232492	0.117676	0.0580386	0.0058074	0.0754567	0.0872643	0.0602507	0.0541937	0.0200417	0.105048	0.0613505	0.0859485	0.0634155	0.0206007	0.000999937	0.0250652	0.248725	0.118182	0.0185224	0.125987	0.0361412	0.107726	0.00165451	0.018877	0.0244955	0.0189322	0.0837304	0.0144614	0.0280421	0.0470834	0.0734331	0.115329	0.129151	0.0490184	0.0280829	0.0297163	0.0541229	0.0188833	0.0157348	0.028434	0.452612	0.0244876	0.00418185	0.00891421	0.123104	0.291862	0.0378247	0.172533	0.0268336	0.00600721	0.00480205	0.0216236	0.035483	0.0113877	0.0479414	0.0119467	0.0898013	0.217923	0.58049	1.04752	2.15407	4	7.07752
23000	-1742.402	-1725.561	-16.84025	1	0.5994486	0.0121989	0.00948631	0.194535	0.00578563	0.0044309	0.0197391	0.134216	0.126703	0.065537	0.0239131	0.00246655	0.0425854	0.00973645	0.0011988	0.0942106	0.00244075	0.0290019	0.0193492	0.00718518	0.0951174	0.0248197	0.0366262	0.0907593	0.0890738	0.0308995	0.0100137	0.0415939	0.0086149	0.0619758	0.0183281	0.00293578	0.0786633	0.193415	0.0542383	0.019709	0.00185098	0.0281316	0.0937376	0.010868	0.0401782	0.0572865	0.00305491	0.151636	0.212311	0.0106148	0.0108848	0.00564662	0.137828	0.0926143	0.0210026	0.0468674	0.0195069	0.0168166	0.228447	0.0644662	0.0567255	0.00276333	0.00357663	0.00491986	0.0310218	0.0121717	0.0105642	0.0471691	0.457534	0.00238681	0.0111361	0.0389182	0.0108262	0.0133167	0.0363957	0.0380744	0.00403787	0.0997962	0.0272158	0.15763	0.00897789	0.317405	0.0895445	0.00873701	0.108992	0.121671	0.10369	0.0149369	0.0439556	0.234189	0.18205	0.000672295	0.145928	0.0538104	0.165046	0.0344395	0.0707998	0.09071	0.0336622	0.0457012	0.00835551	2.19656e-05	0.0546803	0.0926943	0.0586965	0.135884	0.0807485	0.11209	0.18497	0.0239509	0.133916	0.0181815	0.0259154	0.116649	0.0915369	0.0115539	0.0873393	0.129465	0.10343	0.0859249	0.134144	0.122836	0.0482037	0.176646	0.159467	0.0726048	0.0237847	0.00731976	0.15233	0.0241513	0.0460803	0.0720996	0.10103	0.0195892	0.0185065	0.272083	0.0807151	0.147639	0.0529944	0.311966	0.881037	2.754	3	9.091588
24000	-1750.215	-1728.564	-21.65084	2	0.7030711	0.0104844	0.0270512	0.0168272	0.0425128	0.00828919	0.0236695	0.0638371	0.192654	0.0378476	0.100067	0.0347985	0.0803924	0.0423649	0.107038	0.00462153	0.000493136	0.0334979	0.0280042	0.0273988	0.0317901	0.0451056	0.0679021	0.0121088	0.0339964	0.0128946	0.0051654	0.0311035	0.00605052	0.0398931	0.0734846	0.0110367	0.114143	0.127716	0.0280314	0.0332736	0.0031117	0.0279883	0.232987	0.0439681	0.00573661	0.0324771	0.0269513	0.00368257	0.11856	0.0350449	0.0289442	0.00141142	0.0498751	0.0185433	0.0670634	0.0688173	0.0472534	0.0153142	0.0855949	0.0219631	0.00561893	0.144866	0.00125462	0.00953516	0.0775007	0.0267982	0.133173	0.0391093	0.0994464	0.0128952	0.031236	0.00737806	0.00964705	0.117121	0.0359205	0.0331885	0.0531547	0.257927	0.0977328	0.0508605	0.0973837	0.389414	0.143998	0.0139203	0.0317348	0.139002	0.244259	0.0187308	0.159839	0.0732508	0.320293	0.139046	0.0583325	0.0709275	0.0186088	0.0863622	0.0201307	0.143395	0.0437177	0.0617447	0.0487941	0.0476972	0.0692298	0.122888	0.483049	0.0619542	0.071107	0.0677414	0.0475346	0.0221933	0.0562218	0.06811	0.0322313	0.0514467	0.22258	0.0906484	0.0743586	0.0856088	0.0252953	0.0848245	0.0839445	0.178995	0.157433	0.0495899	0.0322047	0.0658557	0.169241	0.00998882	0.047665	0.0600962	0.00519991	0.13065	0.226515	0.110306	0.0173801	0.5307	0.063927	0.0338707	0.0748444	0.364976	0.926001	2.63418	4	9.816364
