Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1854000	-1722.874	-1719.788	-3.086367	2	0.7159814	0.0192497	0.00278289	0.174946	0.0551595	0.0636613	0.0251465	0.116047	0.0742378	0.0454081	0.0876629	0.0383794	0.0574826	0.00743053	0.0203687	0.0211521	0.00767143	0.0101132	0.018873	0.175315	0.0286015	0.00112502	0.0029626	0.111018	0.0582378	0.0176228	0.0401099	0.0279578	0.00888378	0.00708193	0.00581113	0.0571056	0.0376229	0.134696	0.0501973	0.0297515	0.0131086	0.00206258	0.105572	0.000944033	0.0428157	0.00787824	0.00565779	0.0493611	0.0537583	0.0745583	0.00319672	0.0179437	0.102698	0.0208252	0.0289971	0.00868246	0.00451868	0.0301167	0.043554	0.0536085	0.0744234	0.0315328	0.0151078	0.0143564	0.00549255	0.00111221	0.0597517	0.225289	0.309171	0.00488161	0.0106077	0.0250591	0.00523966	0.017598	0.0370964	0.0459366	0.00920162	0.0446793	0.0214136	0.281545	0.0101457	0.105368	0.0168778	0.00232736	0.13262	0.0301721	0.145479	0.0799934	0.0133483	0.0190829	0.044644	0.078137	0.0153507	0.0139993	0.0543169	0.00968437	0.317938	0.0471607	0.0300427	0.0156882	0.0217334	0.0134536	0.00136644	0.0427552	0.0232813	0.00881467	0.182405	0.386311	0.0283528	0.038608	0.20226	0.0348393	0.372588	0.192648	0.0300706	0.171958	0.0808266	0.0516241	0.0339461	0.09878	0.00690402	0.139511	0.0336633	0.0269155	0.00378413	0.0280362	0.0357683	0.0209247	0.178287	0.119193	0.0226196	0.00988164	0.100299	0.485345	0.0200146	0.00571552	0.107575	0.0669895	0.0776047	0.370974	0.93065	2.62077	4	8.159651
1855000	-1698.62	-1710.199	11.57831	2	0.7305173	0.00682379	0.0121105	0.166095	0.0123506	0.0729365	0.00646215	0.190726	0.00465907	0.0511957	0.0596061	0.0287225	0.0200777	0.0606072	0.0184172	0.0173348	0.0199852	0.0272997	0.0200035	0.00178292	0.0154054	0.0065823	0.0062988	0.0254191	0.00455903	0.0167104	0.00183166	0.066381	0.0147066	0.0248585	0.0121227	0.011699	0.0970607	0.0281481	0.061834	0.101902	0.00742723	0.00662171	0.0310651	0.00737152	0.0241023	0.0335838	0.0422062	0.0333706	0.0706439	0.000629648	0.0100978	0.000769767	0.118234	0.0387835	0.0395918	0.0157854	0.0498468	0.0854345	0.0264455	0.0199383	0.00849598	0.0536026	0.00376926	0.0113226	0.0401485	0.000299137	0.0288493	0.100819	0.135306	0.00449113	0.00313782	0.0386327	0.013415	0.0340628	0.0385143	0.0169774	0.0864653	0.00479447	0.0370458	0.0449253	0.037899	0.130957	0.0225547	0.0117837	0.10586	0.0984479	0.011859	0.0994983	0.0783393	0.0235618	0.0192633	0.0536681	0.0248153	0.0546536	0.00936683	0.00838743	0.0465696	0.0775926	0.0847975	0.0268348	0.0189888	0.220681	0.0842178	0.0388611	0.0196011	0.0799517	0.203903	0.293029	0.0159952	0.0267998	0.35858	0.103367	0.0848174	0.00650343	0.0328367	0.11046	0.0149771	0.00355531	0.0172703	0.106372	0.109393	0.0612462	0.0568838	0.00383742	0.0520858	0.137667	0.0182777	0.0364838	0.165227	0.19839	0.00873568	0.025029	0.0104345	0.144453	0.0298332	0.0535196	0.0319928	0.0515611	0.080715	0.37758	0.935673	2.60603	4	6.722268
1856000	-1712.461	-1712.013	-0.4476061	2	1.142486	0.00711919	0.0038526	0.168507	0.035265	0.0626613	0.0417617	0.175848	0.0269297	0.039066	0.0668919	0.0720681	0.0502604	0.0105834	0.0318492	0.0294334	0.0185082	0.00187813	0.0105986	0.00540293	0.0330707	0.00513924	0.00828363	0.0688728	0.0806218	0.00374774	0.0331584	0.0440409	0.00626195	0.0588723	0.0102234	0.0249495	0.266989	0.0760886	0.00257417	0.00712743	0.0682881	0.0401949	0.153964	0.0223261	0.0603397	0.0368023	0.007959	0.123785	0.0373666	0.0110978	0.0336988	0.0019696	0.0070974	0.00462466	0.00692063	0.0210033	0.0184691	0.000360988	0.0536909	0.0500804	0.00750799	0.0214297	0.00902353	0.0055706	0.0215851	0.0026326	0.0536864	0.113547	0.138479	0.00020195	0.00363255	0.00363324	0.0245478	0.1141	0.156821	0.0147839	0.0376792	0.00684551	0.179631	0.0452088	0.0686869	0.0759698	0.0525001	0.0601505	0.140933	0.366914	0.142628	0.030891	0.00112287	0.139332	0.0106986	0.0955575	0.000738372	0.0259421	0.0189253	0.115168	0.0559469	0.0316317	0.0603798	0.0753257	0.0343519	0.0542031	0.0927755	0.00282382	0.00106345	0.0568187	0.221967	0.6123	0.0120659	0.0766712	0.523903	0.0836704	0.134261	0.00545249	0.0546415	0.0577739	0.0162063	0.100606	0.00420104	0.0740467	0.00600748	0.0157676	0.0752132	0.0800289	0.0223602	0.057552	0.00345361	0.0654832	0.0135736	0.141759	0.0471584	0.00401246	0.114091	0.146124	0.0173389	0.0509727	0.00370123	0.0425858	0.164476	0.515756	1.02011	2.29966	4	8.005521
1857000	-1700.688	-1706.529	5.841193	2	0.9755643	0.0112242	0.00214744	0.338509	0.0656679	0.0173772	0.0431061	0.0653251	0.108393	0.0374283	0.116276	0.0360853	0.0170939	0.00919717	0.045795	0.0344506	0.000182816	0.0256271	0.0476145	0.0384305	0.0197164	0.0353978	0.00597233	0.0109615	0.00467286	0.00923942	0.00586362	0.00570707	0.00695914	0.0679611	0.158909	0.00657499	0.0178435	0.211249	0.0158398	0.0357896	0.00920686	0.0514874	0.0684083	0.00104351	0.00345849	0.00296267	0.0142974	0.0158614	0.129343	0.0176809	0.00941651	0.0279523	0.157758	0.126364	0.0617279	0.0076049	0.0244964	0.00443843	0.0617156	0.0183542	0.00971447	0.00834779	0.00514564	0.00128826	0.0237433	0.0017588	0.0297682	0.0194848	0.130472	0.00503748	0.00133507	0.0419997	0.0219157	0.0434781	0.0269913	0.125414	0.0193675	0.00171287	0.00144797	0.0710431	0.0654324	0.00806469	0.00676691	0.0061284	0.0443599	0.287279	0.048383	0.00797896	0.0052027	0.0636016	0.0696621	0.0734219	0.0564317	0.0155069	0.0320371	0.040307	0.154592	0.0645726	0.0157305	0.04392	0.522111	0.0616256	0.04794	0.108637	0.0576902	0.00328657	0.0392652	0.101271	0.0421163	0.0499152	0.342396	0.124937	0.0416561	0.0177012	0.00883309	0.135568	0.198797	0.155138	0.0789643	0.0356236	0.013794	0.0531318	0.026875	0.0483971	0.0446145	0.00800846	0.0715314	0.0652775	0.102622	0.0582592	0.103242	0.0630455	0.0830636	0.0630398	0.0700564	0.0317827	0.00903518	0.0139286	0.132053	0.469282	0.99583	2.40284	4	7.29419
1858000	-1714.612	-1705.044	-9.567746	2	0.6981699	0.0061096	0.00126785	0.213886	0.0870024	0.00756371	0.0591631	0.28854	0.0303628	0.0987734	0.21649	0.167631	0.0503793	0.0548877	0.0855879	0.017463	0.00265947	0.0121206	0.0517543	0.145863	0.0294275	0.00507518	0.0290063	0.016924	0.00822242	0.0409921	0.0153891	0.0544934	0.024231	0.0151757	0.141687	0.00427199	0.111468	0.0970639	0.0684036	0.0137677	0.046802	0.0212419	0.0992106	0.00906675	0.000500839	0.0131691	0.00754678	0.0428449	0.116638	0.00689368	0.00417726	0.00207392	0.0191435	0.106649	0.0369925	0.00557471	0.00689197	0.0145763	0.0562992	0.0639516	0.0455599	0.0372799	0.0117218	0.00666548	0.0668147	0.000504372	0.0214664	0.118668	0.179275	0.010399	1.98046e-05	0.000335879	0.00567658	0.101743	0.059124	0.127937	0.00948674	0.0258139	0.0585137	0.00930117	0.0115244	0.00265502	0.0286384	0.0162895	0.0285397	0.334512	0.0198229	0.0296501	0.0181043	0.117976	0.124688	0.00771506	0.0451643	0.00319626	0.0543897	0.145141	0.193063	0.0166952	0.0899764	0.0959754	0.351083	0.0200983	0.0176922	0.0231541	0.0901489	0.014593	0.0119853	0.0153216	0.126781	0.0422977	0.38267	0.0100304	0.0276698	0.10113	0.158223	0.0584357	0.0179947	0.0196302	0.0365945	0.166263	0.131245	0.216257	0.0401491	0.109708	0.121777	0.0441943	0.202435	0.0960051	0.211188	0.076043	0.0929892	0.000389192	0.00151547	0.222777	0.0123277	0.00532795	0.0976809	0.0264875	0.0737974	0.362665	0.924188	2.63935	4	8.633662
1859000	-1699.274	-1701.49	2.215455	2	0.7414434	0.0138671	0.00238831	0.0055751	0.0289562	0.0321342	0.0445877	0.151248	0.0320312	0.112921	0.0624354	0.109864	0.0887532	0.00363137	0.0566541	0.0361031	0.00267208	0.0128515	0.0167149	0.0791907	0.0279455	0.0379645	0.00890562	0.00410147	0.00679175	0.0129718	0.0211485	0.0422059	0.0314688	0.00416951	0.0541682	0.0171307	0.0530096	0.0593676	0.0935997	0.0199858	0.00490405	0.0433972	0.0383387	0.13631	0.00649129	0.0126469	0.00585467	0.0643563	0.0921559	0.00611102	0.00666403	0.00496099	0.0631118	0.00911385	0.0257712	0.0585258	0.0250626	0.0429485	0.00904932	0.111543	0.0234493	0.0018888	0.00720527	0.00218482	0.0105297	0.00653377	0.0217741	0.283739	0.146046	0.00197172	0.00264963	0.00562196	0.0254709	0.0302388	0.0513683	0.00660258	0.0384061	0.0201445	0.0411089	0.0257021	0.0151884	0.387242	0.0411068	0.142978	0.0133568	0.160379	0.00882085	0.030399	0.0584627	0.0369207	0.0547851	0.0490582	0.0263087	0.067912	0.0805363	0.0636667	0.00468517	0.00618605	0.132318	0.197573	0.360901	0.10992	0.00573256	0.0230304	0.196055	0.0914725	0.0314099	0.00759481	0.138919	0.0996448	0.291042	0.0225432	0.118553	0.16595	0.123789	0.123156	0.0489848	0.00498497	0.0284505	0.108188	0.151816	0.0123067	0.0842988	0.0751135	0.015307	0.0363638	0.133226	0.0107028	0.0809376	0.121295	0.104127	0.0321471	0.0638198	0.0581837	0.0173324	0.0227691	0.0156211	0.0102833	0.0830535	0.382445	0.939309	2.59519	4	7.631324
1860000	-1705.532	-1694.078	-11.45452	2	0.5435795	0.0193071	0.0231186	0.1975	0.00117063	0.0479669	0.00181241	0.0580003	0.227936	0.00300001	0.0929346	0.00559095	0.0283537	0.0159588	0.0389157	0.0303359	0.00236984	0.00398592	0.0459253	0.0668876	0.0339855	0.0211336	0.00263488	0.0277339	0.015202	0.0276868	0.0224118	0.0673098	0.00143455	0.0730432	0.0354609	0.0118039	0.167601	0.0237473	0.062084	0.0140596	0.00361036	0.028779	0.0759067	0.00404365	0.0111449	0.0119093	0.0138108	0.0268681	0.122698	0.00690722	0.0113183	0.00077552	0.0560494	0.119068	0.0106857	0.0278486	0.0370006	0.0369199	0.0425456	0.0585316	0.0700739	0.0219654	0.00113996	0.00532971	0.0179494	0.00578238	0.0125404	0.0510095	0.135653	0.00237732	0.0109484	0.0170121	0.00443374	0.140024	0.0371073	0.00305651	0.020433	0.0992668	0.0579562	0.00486615	0.208577	0.203656	0.0268069	0.117724	0.123928	0.0270587	0.088628	0.0684129	0.0372525	0.0643628	0.177229	0.174494	0.00300614	0.00241652	0.0216547	0.0603843	0.46528	0.00392621	0.0112046	0.00149818	0.248067	0.0636096	0.018942	0.150974	0.282532	0.0112629	0.0904097	0.0537696	0.0318471	0.0131135	0.656798	0.0263244	0.0528385	0.0120687	0.0556669	0.170415	0.0219488	0.0164436	0.00973524	0.049105	0.0536431	0.297872	0.0631704	0.146611	0.0477262	0.0552768	0.00243277	0.337384	0.0583128	0.0610094	0.106706	0.0542152	0.0155961	0.121677	0.0462278	0.18803	0.0854873	0.0718769	0.0417221	0.279417	0.849559	2.8293	4	8.680376
1861000	-1689.847	-1700.185	10.33802	2	0.9169717	0.0175759	0.00901353	0.0137858	0.00275953	0.00189439	0.0513517	0.00355409	0.134933	0.0104408	0.152968	0.0464648	0.00962937	0.000571441	0.0386439	0.00766758	0.00918284	0.0177128	0.0130564	0.00920029	0.0173704	0.0205594	0.0271427	0.0150668	0.00877931	0.0077134	0.00316814	0.0420734	0.0120941	0.0828094	0.016288	0.00921919	0.0730494	0.0591169	0.0632728	0.0492171	0.019835	0.06308	0.128122	0.0276579	0.0173098	0.0262761	0.00797874	0.0151376	0.127527	0.0108309	0.00132591	0.00363635	0.0319564	0.0170684	0.0128344	0.00835354	0.0676684	0.00456502	0.0620934	0.0536107	0.0466362	0.0207214	0.0102696	0.00540363	0.0508452	0.00354406	0.0283002	0.107635	0.0412168	0.0119336	0.0208709	0.016648	0.00986391	0.171533	0.0573059	0.00920552	0.009034	0.0203886	0.0488949	0.0201876	0.00655301	0.0410609	0.045355	0.123764	0.00684218	0.082521	0.0769481	0.0818966	0.139835	0.0328059	0.00830438	0.0288197	0.0789508	0.0722141	0.0455224	0.0269621	0.171384	0.0712269	0.00101436	0.194857	0.434137	0.0200867	0.027331	0.0241975	0.182185	0.00677173	0.0310617	0.0606361	0.0597632	0.0264926	0.0245511	0.0161861	0.119297	0.0451342	0.254866	0.0793688	0.0233558	0.0311226	0.10855	0.0152983	0.122575	0.00172152	0.00385656	0.08046	0.0201614	0.0149803	0.223222	0.0323303	0.0601284	0.0865558	0.056143	0.0263174	0.0561012	0.0487661	0.0100833	0.0553136	0.0286462	0.213652	0.120104	0.45029	0.984754	2.44485	4	6.542895
1862000	-1725.152	-1711.628	-13.52345	2	0.4162623	0.00871165	0.000348768	0.0495573	0.0613657	0.041285	0.0906445	0.18034	0.0527118	0.118685	0.0528657	0.00563824	0.00504988	0.0239377	0.0618819	0.0267159	0.00626315	0.0173135	0.0338132	0.0419865	0.0692521	0.0105203	0.00203127	0.0528758	0.0217623	0.0557441	0.0445674	0.05045	0.0546758	0.0397702	0.00696025	0.0161644	0.118224	0.0862124	0.0558108	0.0753065	0.00422876	0.0089541	0.216871	0.0334051	0.016175	0.0318488	0.0378164	0.0660164	0.0772265	0.0391604	0.0143908	0.0105476	0.0687218	0.0483111	0.0478174	0.0342176	0.0638987	0.0241258	0.0893122	0.126977	0.0103463	0.00932959	0.00665854	0.0262665	0.0299991	0.0236478	0.0619879	0.0470464	0.298479	0.00382262	0.016551	0.00647197	0.0376565	0.146711	0.0822046	0.0124516	0.12151	0.0186332	0.102567	0.0193381	0.0473592	0.0841739	0.0125908	0.0584818	0.00656708	0.0401226	0.0852567	0.0204372	0.224972	0.0473486	0.0863742	0.0276065	0.10416	0.0067023	0.00341653	0.238324	0.232285	0.0579139	0.0218753	0.0989454	0.780612	0.0211501	0.0445202	0.146111	0.125436	0.0719613	0.124552	0.100639	0.0237886	0.0443439	0.157229	0.0372296	0.127872	0.0032175	0.00630505	0.153653	0.737798	0.0157731	0.0355261	0.0667154	0.203538	0.0536837	0.0531758	0.0876969	0.00714658	0.0559975	0.0188998	0.052497	0.00914923	0.0793032	0.0621221	0.0622619	0.00206318	0.0769384	0.124365	0.0117349	0.0603504	0.0358421	0.0191287	0.193796	0.748295	3.03878	4	9.167255
1863000	-1713.001	-1722.246	9.245625	2	0.8628748	0.0166561	0.0123236	0.0210205	0.0464479	0.00775612	0.0134618	0.107073	0.0301721	0.0563581	0.0306925	0.0180475	0.0671986	0.00777706	0.0247834	0.0131176	0.00924337	0.0208877	0.025351	0.0296633	0.0239443	0.0165617	0.00686906	0.00515445	0.0190947	0.0191885	0.0229525	0.0324564	0.00306208	0.0786099	0.00602839	0.0261135	0.146829	0.0950436	0.0542015	0.0089095	0.0246703	0.0449969	0.128248	0.047592	0.0185365	0.041214	0.0238692	0.0750845	0.134046	0.0088193	0.0244398	0.000241798	0.0372323	0.0487756	0.0988938	0.0314872	0.0282286	0.0572692	0.0374238	0.0144192	0.109236	0.0223419	0.00359003	0.0139358	0.0286933	0.0557735	0.0191549	0.0402945	0.112393	0.00245776	0.000267928	0.00681814	0.0177408	0.120297	0.055287	0.004846	0.0770591	0.0162807	0.0336441	0.0330631	0.0361322	0.00944264	0.0374593	0.0639852	0.0736407	0.041239	0.0301673	0.0046855	0.187028	0.0123572	0.090253	0.084339	0.0550742	0.174314	0.0522471	0.0986778	0.19393	0.0608412	0.0496369	0.00687187	0.105511	0.0121757	0.0492695	0.00539002	0.0742719	0.17869	0.194091	0.150017	0.0157975	0.136231	0.083818	0.0255624	0.00363512	0.0640491	0.0320146	0.0993736	0.125664	0.0193327	0.0562829	0.454051	3.6865e-05	0.0138563	0.0780667	0.0480908	0.120105	0.00125772	0.114415	0.0678458	0.0426119	0.0879774	0.064859	0.0906956	0.0882298	0.00342801	0.0407641	0.00638754	0.0947754	0.0735288	0.108851	0.431268	0.972962	2.48692	4	7.106195
1864000	-1737.927	-1730.323	-7.604017	2	0.7697614	0.00527351	0.0269914	0.0918552	0.0248494	0.0215185	0.0783518	0.127618	0.0255411	0.193226	0.0745004	0.00537915	0.108543	0.0278669	0.0660896	0.0292594	0.0227794	0.00694551	0.0227114	0.0307612	0.039004	0.00669327	0.0319666	0.0284492	0.0304355	0.00538812	0.133506	0.0623418	0.00300636	0.0312829	0.0236947	0.00404428	0.0711956	0.0498134	0.103591	0.0273056	0.0267777	0.0744219	0.0958727	0.00564843	0.0217061	0.0197751	0.0217138	0.0701678	0.191628	0.00848515	0.0265664	0.0179924	0.116937	0.0105229	0.0474247	0.128963	0.0262736	0.00227777	0.016749	0.0141568	0.0611853	0.0587625	0.00443498	0.00630427	0.102078	0.0284826	0.0263653	0.0305624	0.0339685	0.0329291	0.00713332	0.00327203	0.0209806	0.208324	0.158535	0.125317	0.0708911	0.0473812	0.104724	0.0397635	0.0573697	0.00172396	0.214565	0.0974464	0.204565	0.00849514	0.00236009	0.0134639	0.0397185	0.0313471	0.0107393	0.00789934	0.0136442	0.0539811	0.00866457	0.0420469	0.221954	0.162835	0.0236024	0.389986	0.0880947	0.00337429	0.05966	0.089095	0.0133738	0.209014	0.154934	0.0473027	0.0362378	0.0663702	0.0208568	0.0847216	0.0114759	0.00875994	0.00274607	0.228968	0.293387	0.0659358	0.00922367	0.17077	0.00560073	0.0750199	0.108461	0.0332455	0.0317707	0.171657	0.0865588	0.0470599	0.000439741	0.112152	0.124188	0.143905	0.0200608	0.00193633	0.0422832	0.196447	0.101479	0.0471216	0.08911	0.394669	0.948211	2.56801	4	8.377331
1865000	-1724.284	-1711.553	-12.73185	2	0.7641778	0.00294633	0.000309787	0.34226	0.00718931	0.0358353	0.0190364	0.322063	0.0260777	0.0920086	0.263112	0.092055	0.274854	0.0309871	0.004073	0.0442293	0.0220348	0.0259499	0.059289	0.111095	0.0252963	0.0669739	0.000158752	0.0209306	0.0601421	0.0320793	7.66424e-06	0.0180258	0.0261377	0.0141453	0.0454105	0.0852349	0.0818932	0.0854558	0.0230291	0.0354434	0.00269078	0.0164534	0.152301	0.00931349	0.0427923	0.0289587	0.0227853	0.0753648	0.163402	0.0691068	0.019965	0.00435335	0.0331287	0.0321197	0.0300203	0.0682663	0.021171	0.0164985	0.0786519	0.0494236	0.0742359	0.0241963	0.00686111	0.00605366	0.0372179	0.00600685	0.0408498	0.11438	0.147297	0.0545657	0.00733658	0.00784103	0.0113262	0.0931421	0.0764029	0.102096	0.0125464	0.323189	0.161472	0.062499	0.110267	0.054577	0.012138	0.074333	0.112078	0.0176074	0.060147	0.00862282	0.0395194	0.0186325	0.037417	0.000208386	0.00299597	0.0843895	0.204505	0.0780302	0.251303	0.0788764	0.147697	0.395331	0.254593	0.421194	0.00132752	0.0323526	0.0712046	0.116204	0.0179025	0.0800997	0.0227523	0.0227967	0.0247522	0.09705	0.219421	0.0779817	0.00487528	0.175167	0.0517218	0.0220964	0.0272755	0.0549582	0.00519627	0.000144862	0.0430605	0.0779183	0.0404266	0.0137141	0.104127	0.0306724	0.0113409	0.0086253	0.04353	0.0492605	0.00673977	0.00556579	0.129735	0.21031	0.0721049	0.127365	0.0879167	0.392302	0.946512	2.57327	4	9.266292
1866000	-1736.828	-1717.071	-19.75655	2	0.5586375	0.00776224	0.0127359	0.154377	0.00566444	0.00236718	0.04055	0.0922365	0.0160698	0.196437	0.0623142	0.167399	0.00815225	0.0318607	0.0355513	0.042264	0.000150447	0.0099165	0.00781113	0.0925144	0.0266212	0.0032156	0.0584339	0.0201733	0.0788452	0.0245049	0.0102828	0.0589972	0.00311541	0.0831356	0.128469	0.00970424	0.126618	0.075394	0.052282	0.0267275	0.0079568	0.0167146	0.180134	0.0073472	0.0534219	0.00442644	0.0287032	0.0572957	0.17679	0.044137	0.0176306	0.043937	0.127313	0.00323805	0.0177591	0.0156916	0.0203764	0.046257	0.0496553	0.00215057	0.0451401	0.0116168	0.00358424	0.00226316	0.0226956	0.011397	0.0120866	0.0354463	0.203245	0.00505041	0.0104247	0.00865434	0.0256984	0.0688861	0.0352479	0.0492944	0.071611	0.0529263	0.023251	0.162181	0.0922227	0.215737	0.269562	0.00977667	0.182775	0.0183622	0.00899834	0.0103358	0.225132	0.0229074	0.0571184	0.0219096	0.00218808	0.0783372	0.00355028	0.123924	0.230294	0.029162	0.0293451	0.205063	0.395466	0.401863	0.0831884	0.0758525	0.0637318	0.341548	0.054778	0.0295603	0.0720242	0.00149948	0.0371488	0.209599	0.00184782	0.0112623	0.215154	0.129605	0.163907	0.052108	0.195469	0.214494	0.0196702	0.121839	0.148539	0.0900325	0.0422926	0.185957	0.0846953	0.118836	0.0843691	0.00535012	0.144445	0.00252927	0.0549362	0.190437	0.037974	0.0397837	0.103791	0.0269712	0.0447054	0.288483	0.858655	2.80816	4	9.643544
1867000	-1699.879	-1716.498	16.61943	10	1.024077	0.000530877	0.00573336	0.125532	0.0502862	0.102347	0.0106422	0.0935874	0.0667908	0.0897238	0.0263519	0.0051806	0.00852072	0.0010065	0.0283436	0.0308428	0.000243042	0.00201813	0.0463849	0.0254492	0.0489616	0.0216059	0.00768937	0.00735199	0.0377546	0.00439955	0.0374089	0.0460654	0.00804843	0.152423	0.0250642	0.000166715	0.194471	0.0598284	0.0195703	0.0992604	0.0201582	0.0233823	0.146423	0.0147306	0.00232042	0.00609162	0.00709028	0.062315	0.130925	0.00214423	0.00779139	0.00231636	0.0273715	0.0160662	0.0599686	0.00844189	0.0299751	0.0260313	0.138476	0.0976079	0.0219188	0.0656336	0.0167993	0.000634936	0.0275465	0.000490809	0.0177355	0.0309473	0.0858518	0.00089895	0.00301995	0.0192517	0.0158372	0.113644	0.157601	0.0965729	0.0582949	0.0122306	0.044386	0.0584436	0.103609	0.133588	0.0201528	0.148903	0.00817603	0.222135	0.0899437	0.119043	0.0816203	0.0121228	0.000581394	0.111751	0.171882	0.107103	0.158076	0.0109949	0.116333	0.0223703	0.132473	0.44815	0.236674	0.0520176	0.00800785	0.0521206	0.0225297	0.154312	0.032954	0.100388	0.0659301	0.0454889	0.180164	0.00739262	0.0361884	0.0131683	0.0447221	0.203835	0.361864	0.00461246	0.013984	0.0230963	0.0936416	0.0943657	0.086938	0.0538026	0.0170874	0.035245	0.0631149	0.00773826	0.00503413	0.0578045	0.0892838	0.0979046	0.021728	0.0442861	0.0255167	0.0475844	0.0290822	0.16966	0.141733	0.483871	1.00388	2.37052	5	8.085225
1868000	-1714.608	-1711.911	-2.696948	2	0.7829583	0.00845465	0.0302674	0.134441	0.0535858	0.00301563	0.000470533	0.130208	0.0113132	0.0283871	0.199251	0.0892306	0.149888	0.00378285	0.0164477	0.00535703	0.0100042	0.016187	0.00058301	0.0336147	0.0283929	0.0087837	0.00190047	0.00819487	0.0240518	0.000445471	0.0337713	0.069459	0.0163765	0.102804	0.0296375	0.00174416	0.0296552	0.0293902	0.0233622	0.00239218	0.0114304	0.0397482	0.116766	0.0128079	0.0286606	0.0102499	0.0183915	0.17549	0.014522	0.0284378	0.00789361	0.020022	0.00594884	0.0253905	0.0462374	0.0202637	0.029992	0.0506111	0.0296181	0.0333762	0.348929	0.0155421	0.0160615	0.00336141	0.021362	0.0154154	0.0163616	0.0301081	0.173664	0.000900723	0.0110224	0.0152398	0.0135214	0.129972	0.305136	0.0681443	0.0250303	0.0499282	0.0412535	0.00525253	0.0648926	0.133394	0.0250663	0.0846731	0.0199929	0.182456	0.0285284	0.0361032	0.0691358	0.0130638	0.0783184	0.00602324	0.00786174	0.116984	0.056663	0.0469269	0.459666	0.0614707	0.089679	0.389819	0.0259164	0.500266	0.00722312	0.0281682	0.0338716	0.383532	0.0854813	0.0391797	0.013448	0.0241334	0.0798565	0.0632851	0.0103414	0.090169	0.0523095	0.138474	0.0413837	0.0147324	0.00315877	0.101013	0.0241609	0.13546	0.0642156	0.0110903	0.0610289	0.0499764	0.0129112	0.0756631	0.222718	0.0719915	0.00359156	0.0688325	0.0612733	0.0092696	0.0988009	0.051396	0.0215793	0.0624801	0.0919276	0.400181	0.952119	2.55577	4	8.180015
