Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1430000	-897.806	-894.9279	-2.878094	2	1.102538	0.00630252	0.017808	0.0169074	0.0135397	0.0642659	0.250889	0.0690729	0.00296997	0.0501601	0.00801835	0.0204424	0.0310458	0.0397287	0.0217669	0.111391	0.0019453	0.135733	0.0267417	0.120909	0.0158899	0.149352	0.0104556	0.0681148	0.0941451	0.0033366	0.0272752	0.175415	0.0961349	0.0325556	0.0282249	0.0280531	0.0342877	0.00138589	0.00948657	0.0733381	0.00545976	0.15465	0.00546816	0.02182	0.0822919	0.0673131	0.0701567	0.00582351	0.0410955	0.00307453	0.0106802	0.0635007	0.0542441	0.125032	0.0945349	0.235614	0.298257	0.12939	0.120767	0.0339298	0.250855	0.0356744	0.250585	0.00589659	0.0755666	0.00140043	0.171832	0.125732	0.0411307	0.0324909	0.0506525	0.286809	0.118769	0.100142	0.0589924	0.0158547	0.00939902	0.0119875	0.239435	0.473551	0.057217	0.0256502	0.0771186	0.0400248	0.0281534	0.00268285	0.0460111	0.0370249	0.127077	0.202807	0.232181	0.053551	0.156947	0.505542	1.01511	2.3224	4	6.766446
1431000	-912.9755	-899.5762	-13.3993	2	1.468084	0.0322826	0.00188584	0.0260509	0.0891429	0.145407	0.392263	0.254072	0.0369459	0.0857461	0.0835662	0.0221056	0.0113184	0.0881215	0.00169966	0.135707	0.04214	0.0127351	0.0625296	0.0633569	0.0230644	0.0772686	0.0224661	0.0195591	0.0319808	0.000429683	0.0231656	0.241063	0.00998699	0.131038	0.0737478	0.00141925	0.000364582	0.00512639	0.0597537	0.0184891	8.07298e-05	0.167505	0.00248513	0.0427455	0.0297063	0.0573764	0.0238958	0.00773022	0.0496947	3.82808e-05	0.0312964	0.0190567	0.122604	0.400236	0.126569	0.107747	0.0379332	0.0442918	0.026126	0.0242499	0.137154	0.18783	0.366772	0.181545	0.0385967	0.0899888	0.143548	0.054501	0.0801545	0.0252188	0.189269	0.334232	0.036327	0.00206197	0.0351542	0.0842479	0.0611581	0.422204	0.101	0.0831381	0.485999	0.0431615	0.0999678	0.0303512	0.197892	0.249212	0.103904	0.00918198	0.0372185	0.153597	0.140041	0.0528199	0.22035	0.583156	1.04849	2.148	4	7.904812
1432000	-899.2923	-892.964	-6.328279	1	0.8784406	0.0167136	0.0238208	0.00970573	0.0328141	0.0743137	0.0637368	0.12815	0.0181106	0.0273616	0.0413977	0.0338394	0.103697	0.0528916	0.0597514	0.0580622	0.0495162	0.0260529	0.00263929	0.021835	0.0140353	0.116229	0.00728895	0.0124597	0.072816	0.0110297	0.0143876	0.335442	0.12752	0.171026	0.0415661	0.0189239	0.00606741	0.00142718	0.00251805	0.0067169	0.00365002	0.11978	0.0362217	0.00562801	0.112276	0.0771553	0.0423131	0.00233896	0.00107058	0.0596373	0.00179361	0.1718	0.00256184	0.178537	0.0723094	0.0141241	0.0347558	0.0478327	0.0904258	0.0280214	0.0141887	0.0439835	0.0479537	0.0332537	0.0849423	0.552504	0.331715	0.103162	0.0706238	0.161058	0.0470635	0.375099	0.069754	0.0132066	0.00310138	0.261603	0.044261	0.0536651	0.192838	0.271845	0.0432222	0.376457	0.277649	0.0932057	0.0332717	0.0141226	0.120112	0.0308664	0.0206338	0.160024	0.0465607	0.0384502	0.112108	0.436898	0.976526	2.47447	3	6.936494
1433000	-906.378	-898.1323	-8.245609	2	1.505755	0.0161164	0.00779011	0.0419742	0.0580233	0.0633062	0.190017	0.127102	0.00355192	0.038298	0.0203491	0.0286533	0.063871	0.176337	0.0267884	0.0645224	0.0668653	0.0412542	0.00356365	0.106183	0.027346	0.0230223	0.00867561	0.0467329	0.00616055	0.00220007	0.0483395	0.0336121	0.0103518	0.0452605	0.0157537	0.0240974	0.0257122	0.020979	0.222512	0.0270801	0.062425	0.12302	0.0402634	0.00571343	0.0587145	0.0715748	0.0071809	0.00206507	0.00361384	0.00811268	0.00295901	0.240998	0.16335	0.215141	0.112963	0.0230227	0.00350194	0.388616	0.286488	0.173581	0.208645	0.0413128	0.0572387	0.0624808	0.271704	0.165483	0.139974	0.0624771	0.0526104	0.00606779	0.0544231	0.309708	0.0572524	0.238686	0.00930511	0.384459	0.129997	0.0143728	0.00119801	0.308104	0.0524048	0.0371734	0.0817337	0.0323627	0.0293687	0.0593444	0.076124	0.0629352	0.0610978	0.079147	0.251042	0.0424641	0.22621	0.589512	1.05076	2.13352	4	7.166402
1434000	-892.3683	-887.2131	-5.155217	2	1.415272	0.0136394	0.00520441	0.0495237	0.0127224	0.0857241	0.21723	0.188295	0.0335447	0.0276186	0.0379561	0.0106967	0.0469201	0.0601589	0.0197068	0.0886921	0.0140392	0.0624335	0.0200143	0.0525013	0.000288713	0.0217667	0.0436241	0.0119372	0.022849	0.00387843	0.0851094	0.0463435	0.0105246	0.0824684	0.0330177	0.0317145	0.0321633	0.0118946	0.0194556	0.0241282	0.00158467	0.134603	0.0540966	0.024824	0.0414882	0.0822278	0.0265247	0.0216069	0.0272002	0.0143263	0.0550654	0.0535713	0.253659	0.378219	0.136209	0.0143567	0.0104488	0.266858	0.00424193	0.0611372	0.0502018	0.0476543	0.000371232	0.189904	0.018437	0.0641672	0.364981	0.0400134	0.0226496	0.274782	0.0118459	0.434158	0.150365	0.0254953	0.00871153	0.163858	0.0176828	0.534674	0.142076	0.0457876	0.06049	0.0558484	0.115499	0.108663	0.0870533	0.277817	0.0955435	0.014802	0.0266188	0.0244863	0.0666565	0.0232629	0.211932	0.573818	1.04503	2.16922	4	6.754591
1435000	-915.7358	-905.9263	-9.809511	2	1.820555	0.00391461	0.0193704	0.0462223	0.0635224	0.153895	0.196356	0.128491	0.00935658	0.09186	0.0693602	0.0188654	0.0479876	0.131338	0.06859	0.0714369	0.0457021	0.159395	0.0107943	0.0648218	0.0398013	0.0200807	0.00131129	0.00304006	0.0103576	0.0329416	0.00412195	0.094118	0.0903794	0.203388	0.0310955	0.021012	0.00331183	0.00723974	0.0259276	0.0220879	0.0882786	0.141695	0.0497871	0.012711	0.137363	0.0687467	0.0195143	0.0157603	0.00376761	0.0139082	0.00530839	0.306845	0.159249	0.422801	0.046128	0.0464663	0.254178	0.006286	0.08633	0.00418386	0.0747973	0.021304	0.201787	0.0796634	0.0587362	0.00313662	0.488287	0.114668	0.0065791	0.179569	0.0821966	0.815197	0.00236937	0.00939719	0.0649586	0.236372	0.00440803	0.453076	0.0909472	0.138179	0.0149049	0.0549452	0.0460338	0.0595365	0.0627459	0.041442	0.0258876	0.0314128	0.00953563	0.073571	0.0228817	0.0962266	0.270871	0.634466	1.06477	2.02989	4	7.565554
1436000	-888.6308	-888.4037	-0.2271377	1	0.9427187	0.0507029	0.0272931	0.0158888	0.0701442	0.166537	0.153172	0.0777813	0.00564047	0.0103778	0.0670742	0.0129077	0.000130373	0.111434	0.00818058	0.102609	0.101798	0.015374	0.0710678	0.0260158	0.0349889	0.0625778	0.00190209	0.00182536	0.0472595	0.0106808	0.00570258	0.00534503	0.0265164	0.0547811	0.0103488	0.012912	0.000517152	0.0342395	0.0152462	0.0011793	0.0193663	0.120908	0.00477027	0.0225721	0.0740572	0.0531019	0.0231346	0.0146738	0.0181394	0.00425585	0.00888777	0.208468	0.209689	0.168382	0.12596	0.159661	0.0116708	0.016609	0.0834913	0.0673591	0.0493374	0.0939095	0.0753887	0.0663833	0.0109412	0.0443701	0.192466	0.0900926	0.0159326	0.0640143	0.0124694	0.257668	0.0401975	0.00532365	0.0308475	0.236392	0.246451	0.0487594	0.0517573	0.734278	0.0945632	0.0503999	0.052188	0.071161	0.102197	0.147881	0.0337585	0.151518	0.0215915	0.035145	0.0204655	0.336795	0.125388	0.45883	0.98982	2.42596	3	6.319952
1437000	-903.7921	-900.7358	-3.05632	1	1.596249	0.00814366	0.0422608	0.0184514	0.0424076	0.0420189	0.0446091	0.0838356	0.0206262	0.0197339	0.0129991	0.00747928	0.0436322	0.210733	0.0461004	0.153698	0.0351495	0.0437437	0.00715008	0.013243	0.0497587	0.0244287	0.00312273	0.0319842	0.0625723	0.0208043	0.0272796	0.000414997	0.190347	0.0492527	0.0180794	0.00456402	0.0271199	0.00491525	0.0215487	0.0243079	0.00134167	0.127763	0.0300998	0.0281923	0.0591291	0.128472	0.000604887	0.000370189	0.0536983	0.00636917	0.0033246	0.0549393	0.0484943	0.21335	0.0408536	0.00063553	0.0647239	0.0143796	0.00173997	0.250392	0.189157	0.191151	0.162828	0.0409942	0.136519	0.201296	0.510193	0.128486	0.270122	0.16549	0.0809314	0.346466	0.0811285	0.00736062	0.0225293	0.263243	0.0810283	0.210402	0.0777425	0.0664123	0.085923	0.0194354	0.0128984	0.0173763	0.0223894	0.0686754	0.00327113	0.0237447	0.0143903	0.120831	0.05818	0.271534	0.239815	0.603831	1.05561	2.10075	3	6.537517
1438000	-889.6925	-899.8212	10.12874	2	1.622914	0.0578687	0.00265843	0.0305873	0.0516373	0.0709692	0.192599	0.0943295	0.0205835	0.0287031	0.0551684	0.00231671	0.00975943	0.0491898	0.077285	0.0625064	0.042418	0.0491588	0.0284633	0.0451101	0.00570348	0.00938029	0.0416265	0.00900744	0.0382324	0.0159205	0.0240196	0.0864029	0.171489	0.18566	0.0377782	0.0143176	0.0546004	0.00712427	0.0319945	0.00620868	0.0200528	0.191411	0.0207555	0.00485226	0.0580688	0.126251	0.0384181	0.00552747	0.029536	0.00596029	0.0489006	0.0454921	0.0456294	0.0124347	0.00777457	0.240074	0.17514	0.0618774	0.0576697	0.0454233	0.121003	0.0511614	0.0810822	0.136379	0.0244185	0.000780474	0.0809679	0.0306266	0.038037	0.0112472	0.0550524	0.134774	0.018054	0.154408	0.0493465	0.108999	0.0768997	0.0889592	0.0290721	0.116658	0.0210465	0.026669	0.0247433	0.0865764	0.0509668	0.440916	0.284331	0.0820768	0.0361582	0.0341655	0.0664179	0.0394155	0.243701	0.607814	1.05689	2.09159	4	5.553433
1439000	-891.9629	-892.9294	0.9665131	2	1.185525	0.038442	0.017786	0.0253931	0.042171	0.0266013	0.25592	0.00581285	0.000272002	0.0267421	0.0244212	0.0444281	0.0304803	0.00726927	0.00638927	0.0812856	0.0256019	0.110965	0.0311833	0.0643664	0.0220058	0.00826088	0.00530561	0.00393146	0.00989923	0.00633895	0.00167533	0.151308	0.0539761	0.00900399	0.00073901	0.0673761	0.0144943	0.00542907	0.068831	0.0119164	0.0029364	0.126416	0.0129639	0.00903213	0.136736	0.0635557	0.00282942	7.76561e-05	0.0370364	0.0543737	0.0351503	0.172005	0.0511382	0.000535237	0.323346	0.0352662	0.0118015	0.213346	0.0684645	0.0538287	0.247195	0.00373881	0.210411	0.010574	0.0664635	0.0570174	0.351318	0.16347	0.4401	0.0754659	0.0429662	0.290753	0.113512	0.314547	0.0615317	0.0205362	0.0378382	0.131493	0.161222	0.349303	0.102304	0.0793499	0.0240535	0.0420567	0.0490621	0.0391118	0.105888	0.019837	0.0748778	0.00744663	0.0287403	0.0444675	0.17242	0.526202	1.02503	2.27635	4	6.483514
1440000	-916.5318	-912.9131	-3.618686	1	0.9622412	0.00725355	0.000918561	0.0531787	0.0343456	0.12087	0.216191	0.191232	0.0186589	0.0164816	0.0209218	0.0656481	0.14901	0.108615	0.00694888	0.0762108	0.124445	0.0461627	0.0104371	0.0526094	0.029537	0.0137416	0.0107654	0.0292393	0.0984272	0.0232621	0.00129679	0.0840015	0.00916045	0.00387488	0.00363393	0.0034593	0.0260094	0.00352931	0.0157372	0.0170998	0.0275192	0.0875885	0.092906	0.0077644	0.106782	0.116824	0.00535637	0.0422386	0.00353775	0.00397564	0.0210948	0.307898	0.0254657	0.0134637	0.370165	0.0598653	0.00143539	0.118421	0.0525338	0.11554	0.0282845	0.0227355	0.0867062	0.0156577	0.130563	0.029879	0.0228207	0.00271169	0.0846509	0.181897	0.0474252	0.278383	0.0784439	0.322335	0.0170743	0.119372	0.0789202	0.0623565	0.135243	0.317172	0.0380151	0.0728183	0.266871	0.0381046	0.0758046	0.111167	0.0538262	0.196871	0.297015	0.0752778	0.0727089	0.0227542	0.12936	0.465101	0.99345	2.41209	3	6.657154
1441000	-891.6908	-892.3864	0.6955581	2	1.923458	0.005434	0.020685	0.0867884	0.0646455	0.0684672	0.136428	0.0904091	0.0018908	0.0100454	0.0695178	0.00184586	0.0155928	0.0752389	0.00157781	0.0893186	0.00581939	0.0860516	0.0231189	0.026675	0.0019596	0.0665948	0.0161499	0.00034645	0.0112585	0.00647203	0.00288842	0.112778	0.0213243	0.134127	0.0248249	0.00332374	0.00144844	0.000688411	0.0619305	0.0356388	0.00729142	0.237392	0.0512578	0.000468218	0.0604989	0.0736037	0.036282	0.0225195	0.0212225	0.0214822	0.074257	0.0442768	0.203197	0.158088	0.178703	0.0392505	0.326317	0.134074	0.137208	0.101077	0.0930284	0.0238954	0.00763046	0.0326704	0.138114	0.0405316	0.0377674	0.0465716	0.0234634	0.134595	0.0399015	0.218045	0.115696	0.289479	0.241784	0.519547	0.00382583	0.115736	0.0666096	0.035512	0.0159905	0.0358192	0.0598723	0.0989812	0.00836403	0.00878207	0.0297509	0.232762	0.0851506	0.155329	0.0351549	0.0726164	0.283963	0.646619	1.06795	2.00147	4	6.372749
1442000	-916.6688	-907.1084	-9.560382	2	2.644584	0.021129	0.0224121	0.098053	0.142575	0.00918292	0.140484	0.219521	0.0421099	0.0377873	0.0283279	0.0195109	0.0332263	0.00703847	0.00589578	0.0953206	0.0602005	0.047258	0.00144245	0.0234032	0.0500677	0.0871291	0.0119743	0.0184622	0.119095	0.0386316	0.000984955	0.155541	0.181626	0.183355	0.049467	0.0115302	0.0571956	0.0481912	0.0217885	0.0093637	0.0122657	0.0592058	0.00488735	0.0211032	0.0469975	0.121905	0.0332399	0.00694069	0.00369287	0.0277068	0.092755	0.141989	0.0710295	0.0293697	0.159019	0.0431583	0.318163	0.00643111	0.341319	0.0248428	0.3064	0.0816473	0.0221203	0.0206213	0.0871955	0.0767724	0.00150121	0.0407627	0.068353	0.217531	0.0109234	0.217743	0.136477	0.28709	0.0731747	0.0832625	0.0108042	0.172378	0.158408	0.0210688	0.209377	0.0743533	0.135666	0.0938132	0.00015056	0.0183268	0.159302	0.215721	0.418114	0.123777	0.0671338	0.0564061	0.35975	0.709735	1.08009	1.85042	4	7.331676
1443000	-893.4856	-892.8467	-0.6388122	2	2.143715	0.00152822	0.0167882	0.00585876	0.00852198	0.0973868	0.373375	0.352395	0.00327666	0.00373106	0.107302	2.80665e-05	0.0169232	0.00132601	0.0785331	0.0464041	0.0214923	0.0388596	0.00371224	0.0295514	0.016076	0.0214987	0.000652745	0.000600488	0.0134907	0.00109241	0.00081646	0.0878566	0.0404417	0.0544043	0.00360433	0.0399738	0.0110482	0.00374946	0.0462137	0.0191014	0.00625971	0.10112	0.00516874	0.0173817	0.0604818	0.0951807	0.0367152	0.000401607	0.023515	0.0153868	0.269495	0.102601	0.00695432	0.013954	0.0361124	0.205376	0.151904	0.0661958	0.275627	0.0269813	0.070473	0.388987	0.0386579	0.0054105	0.104661	0.120007	0.0580395	0.0314844	0.0710888	0.00183305	0.0323475	0.224507	0.100777	0.0892852	0.440905	0.0106959	0.174091	0.0236983	0.0249925	0.159625	0.153404	0.0204112	0.0898494	0.0650954	0.0102028	0.144244	0.0102968	0.112892	0.284655	0.0225775	0.306781	0.0146027	0.309847	0.669475	1.0732	1.94748	4	6.491005
1444000	-884.2923	-892.8119	8.519638	2	2.071174	0.030623	0.00194296	0.00346439	0.0876173	0.0640818	0.384535	0.015148	0.0127557	0.0353409	0.0071394	0.00119856	0.0140877	0.045976	0.021013	0.0534906	0.0197848	0.00302077	0.0443557	0.0303148	0.00868923	0.0221332	0.00564932	0.00470762	0.0566261	0.016571	0.0293767	0.0228889	0.0736895	0.00791755	0.0396884	0.000398326	0.00656499	0.0192059	0.0609211	0.00144141	0.0506146	0.0757586	0.00912108	0.0122144	0.0510017	0.0944342	0.0127958	0.0069716	0.0606621	0.0117212	0.355347	0.0148166	0.056815	0.0579601	0.0462801	0.12775	0.0545366	0.155127	0.390837	0.182005	0.101525	0.00330162	0.144978	0.121777	0.0479433	0.0818319	0.0168632	0.141683	0.0297178	0.0694361	0.0368472	0.15395	0.00256613	0.0216255	0.060259	0.0654065	0.0695409	0.0957436	0.110263	0.0322157	0.143023	0.036197	0.0205125	0.0278459	0.0146143	0.072418	0.00581596	0.174518	0.317129	0.0442222	0.00992385	0.182918	0.301625	0.662375	1.07167	1.96433	4	5.535741
1445000	-922.1052	-897.1504	-24.95479	1	1.032825	0.00329615	0.028487	0.0418041	0.0285721	0.125972	0.425154	0.0513089	0.0199431	0.0240543	0.0461068	0.0169635	0.078489	0.0678801	0.0151976	0.107475	0.00182575	0.10698	0.043648	0.103095	0.00928046	0.0715649	0.0196023	0.0490381	0.0415979	0.0159302	0.00970585	0.117655	0.0523851	0.0161578	0.0481021	0.0101397	0.0411052	0.0113695	0.0532486	0.0644377	0.0267144	0.136691	0.0305563	0.0928484	0.191481	0.140328	0.0196464	0.00940447	0.0143019	0.00419812	0.00952359	0.113072	0.0646225	0.00694892	0.20477	0.033746	0.00345698	0.253932	0.0989528	0.0417115	0.721455	0.487579	0.151577	0.0266578	0.259829	0.0890379	0.0791903	0.343064	0.0440161	0.0692723	0.109007	0.421859	0.0483087	0.250089	0.221415	0.0425628	0.00182716	0.0240388	0.182636	0.104739	0.182048	0.0603499	0.234133	0.0671714	0.0553551	0.137368	0.0738536	0.379548	0.17111	0.0614165	0.104719	0.113996	0.143457	0.486401	1.00523	2.36491	3	8.783706
1446000	-894.9211	-896.9438	2.022618	1	1.604488	0.021172	0.0204813	0.0784375	0.159016	0.130003	0.0299979	0.0716126	0.0157546	0.00281041	0.0297739	0.0140179	0.0439802	0.0170809	0.0286919	0.0405584	0.0406307	0.0738992	0.0717351	0.0866228	0.00144319	0.106551	0.0150658	0.00318209	0.0102718	0.000427763	0.0189981	0.111323	0.0525652	0.0056206	0.00551494	0.03015	0.0135076	0.0246376	0.0137535	0.0565196	0.00414033	0.091625	0.0128912	0.0236324	0.0705283	0.145998	0.0201979	0.00856219	0.00537361	0.05034	0.388083	0.0133345	0.0520983	0.0820547	0.0100113	0.0364321	0.311284	0.0379118	0.000833277	0.244015	0.129264	0.0644926	0.459987	0.0161172	0.0437067	0.134892	0.0154909	0.103264	0.0679495	0.0587291	0.00844572	0.182802	0.118689	0.107189	0.170309	0.0146252	0.0526356	0.0114285	0.032667	0.160958	0.0195743	0.0313485	0.0131745	0.0449848	0.08593	0.091612	0.0532948	0.108463	0.36696	0.103465	0.0159804	0.0852151	0.241022	0.605072	1.05601	2.0979	3	6.028799
1447000	-899.2888	-904.7737	5.484867	2	2.029927	0.00176014	0.0329842	0.0433006	0.110287	0.0143444	0.0850243	0.00201765	0.10778	0.111289	0.0511297	0.0142518	0.0809294	0.0502151	0.0550236	0.0598937	0.0220534	0.015813	0.0101578	0.0456654	0.0365003	0.0219568	0.0160591	0.00156038	0.00816312	0.00467172	0.00240076	0.0653889	0.216368	0.0686926	0.0183119	0.0118382	0.0214097	0.0154022	0.00960321	0.00190407	0.00335217	0.119404	0.0318556	0.00464781	0.0516609	0.149902	0.0732716	0.0202388	0.0216083	0.0309013	0.0587478	0.0164179	0.0206097	0.154377	0.182722	0.0137414	0.0728184	0.0560906	0.0655397	0.0492287	0.0804762	0.13817	0.00276142	0.0202001	0.0594514	0.0376598	0.0212346	0.0952162	0.22032	0.0750211	0.0462359	0.149682	0.133864	0.0617559	0.0632802	0.0373299	0.0354965	0.0741887	0.293778	0.169566	0.0574424	0.170184	0.00209705	0.120061	0.0360593	0.0887399	0.0188271	0.462835	0.190891	0.035024	0.00782612	0.187412	0.296821	0.658159	1.07072	1.9743	4	5.824375
1448000	-905.3936	-911.4124	6.018762	1	1.418159	0.00171596	0.00640919	0.0650808	0.0523534	0.0804206	0.0999146	0.148119	0.0222737	0.0377405	0.0238815	0.00912314	0.0154792	0.00899738	0.0809358	0.0651696	0.0625306	0.00243285	0.0346895	0.0529411	0.000262747	0.0932376	0.00861285	0.0148957	0.0742056	0.00313263	0.0295359	0.0162017	0.122471	0.158605	0.0144317	0.0150327	0.00319149	0.00459976	0.0837542	0.0154091	0.033358	0.092741	0.00678841	0.0017196	0.0624608	0.141422	0.0279955	0.0932597	0.00153551	0.0252978	0.159561	0.107195	0.13073	0.0117851	0.0451449	0.164185	0.00889098	0.0142499	0.0343337	0.0794712	0.0289082	0.0829012	0.0699356	0.294823	0.100222	0.0165633	0.109408	0.0550337	0.106413	0.0183418	0.0160836	0.259916	0.0295938	0.144718	0.216463	0.00394265	0.0469964	0.0940795	0.0625526	0.0264103	0.20144	0.161219	0.0366729	0.0169272	0.012891	0.0562776	0.0158328	0.193505	0.00796468	0.217429	0.0695545	0.104886	0.212398	0.574342	1.04523	2.16803	3	5.647818
1449000	-892.7637	-892.5219	-0.2418649	2	0.7242818	0.0114026	0.00637643	0.0223534	0.193015	0.168444	0.241067	0.392183	0.0119725	0.0236362	0.00855129	0.0297933	0.00674435	0.146098	0.0152061	0.0797721	0.00515463	0.0887655	0.0167921	0.0168213	0.0664084	0.0121755	0.00327308	0.012763	0.156832	0.00751872	0.0312682	0.108055	0.100584	0.0702799	0.0216626	0.00324569	0.0105585	0.000890917	0.00102653	0.0047811	0.00394496	0.100414	0.036693	0.00248241	0.0440372	0.0675851	0.0163502	0.0078015	0.0142671	0.000618324	0.0925958	0.157191	0.0472006	0.0984812	0.0796283	0.225252	0.0137207	0.205636	0.0695884	0.293407	0.0444357	0.116372	0.00205284	0.00470848	0.0910005	0.0124784	0.033063	0.109057	0.395564	0.0374224	0.001496	0.184551	0.0728364	0.160413	0.0141126	0.00611363	0.0156224	0.0445814	0.0618591	0.0268076	0.0350447	0.0477104	0.234331	0.0569834	0.0218373	0.0640849	0.00537083	0.095407	0.0300862	0.444359	0.0959951	0.226738	0.0793806	0.374765	0.933545	2.61231	4	6.464862
1450000	-881.8353	-887.8796	6.044288	1	0.9853222	0.00229516	0.0606856	0.0348873	0.0711726	0.134053	0.0946845	0.0618165	0.0152924	0.0539355	0.0089084	0.00797103	0.0258463	0.0147257	0.0361161	0.0173022	0.0751378	0.0142933	0.0037042	0.0170629	0.0110091	0.012291	0.0103334	0.00312352	0.0944714	0.00759539	0.00332294	0.127605	0.0107601	0.0210052	0.00418952	0.00122617	0.00867251	0.0078731	0.0126265	0.0325497	0.00813731	0.18407	0.012621	0.0068076	0.113174	0.0505535	0.0367619	0.0115384	0.00820618	0.00108053	0.192904	0.0489789	0.119835	0.0172536	0.266916	0.333179	0.0413038	0.0976728	0.0691951	0.0171576	0.00181195	0.0876934	0.0580606	0.0374466	0.0943305	0.054546	0.0155369	0.270519	0.112723	0.064834	0.0331754	0.23148	0.138154	0.110682	0.000162259	0.00775151	0.012878	0.101898	0.207375	0.0957344	0.168469	0.0499221	0.231666	0.00057418	0.101602	0.0898275	0.116975	0.107749	0.110141	0.0567213	0.0491163	0.113101	0.134016	0.472295	0.997525	2.39616	3	5.688549
1451000	-900.8707	-897.8521	-3.01862	2	1.253823	0.0454805	0.00365892	0.0190589	0.247246	0.116578	0.268499	0.175848	0.00671339	0.0550843	0.0103752	0.0114682	0.0274281	0.0145088	0.118318	0.00438651	0.0369941	0.0527337	0.004555	0.144942	0.115924	0.0499571	0.00461406	0.00635236	0.00297229	4.9747e-05	0.00918275	0.0619911	0.0149868	0.0935925	0.00106807	0.0045396	0.0318717	0.0177316	0.00517952	0.0391107	0.0213779	0.149625	0.0717291	0.0275865	0.0652037	0.0658707	0.0445389	0.0537469	0.00498672	0.0172251	0.0461404	0.00175212	0.0107078	0.0297775	0.409911	0.0409884	0.0538352	0.0225732	0.15314	0.000774253	0.194578	0.149573	0.0369385	0.00837365	0.139156	0.110213	0.269765	0.0217135	0.260346	0.197224	0.0445136	0.261582	0.0530526	0.0362372	0.0219565	0.0283266	0.101362	0.32793	0.119791	0.0286279	0.0610456	0.086249	0.00886027	0.0355536	0.233396	0.0238174	0.079637	0.0623693	0.320892	0.0139895	0.241993	0.029424	0.184671	0.541696	1.03198	2.24166	4	6.722978
1452000	-890.4033	-885.8684	-4.534865	2	0.8159201	0.0178963	0.0297844	0.00761492	0.121545	0.100719	0.0451334	0.411615	0.00641894	0.0363701	0.00170086	0.0274118	0.0363927	0.0279684	0.0397593	0.114935	0.0527231	0.0142513	0.0093265	0.0536169	0.0054013	0.0877806	0.022195	0.0152624	0.0224346	0.0169166	0.00358251	0.0395794	0.00405239	0.00176313	0.0189347	0.0354929	0.0426901	0.0170935	0.0478945	0.00384015	0.011038	0.166697	0.0237671	0.0122494	0.068727	0.0905118	0.00189504	0.0516188	0.00264772	0.0180504	0.0360701	0.119125	0.482171	0.0150695	0.0121846	0.0529999	0.00142989	0.0344516	0.468201	0.00704427	0.0809709	0.123233	0.016464	0.182632	0.184191	0.0495692	0.0489277	0.316605	0.156022	0.00795627	0.445454	0.264116	0.140664	0.0194479	0.1157	0.189697	0.0673433	0.464099	0.000878424	0.219751	0.0768021	0.0174508	0.12022	0.0149726	0.136537	0.0232378	0.0304715	0.0214392	0.0790444	0.0413619	0.08434	0.00264077	0.0989416	0.413465	0.96127	2.52632	4	6.958285
1453000	-883.6129	-885.8277	2.214747	1	0.8991169	0.00245614	0.00620542	0.00428596	0.0872184	0.076617	0.169128	0.0555976	0.0116287	0.0247193	0.0162872	0.0178464	0.0248645	0.0184072	0.0482695	0.199807	0.160776	0.0062138	0.0183114	0.0642378	0.0040649	0.0468702	0.000751392	0.00242748	0.00768298	1.50668e-05	0.0349507	0.0976228	0.138193	0.0178114	0.0412673	0.0129657	0.00186657	0.00145241	0.0746204	0.00243488	0.00168804	0.18396	0.0179635	0.000659328	0.0837882	0.0550517	0.00589562	0.00225081	0.00698504	0.0367608	0.0232516	0.0136755	0.40037	0.108943	0.280835	0.0475156	0.0110667	0.12275	0.234022	0.120117	0.0714626	0.0792158	0.180087	0.0553092	0.000503854	0.0656866	0.0218395	0.0432467	0.00380311	0.0324209	0.163197	0.452802	0.0906134	0.00682379	0.323975	0.128586	0.0152972	0.234206	0.0133041	0.294068	0.0301286	0.0310708	0.0139716	0.0927916	0.0411187	0.0267128	0.10548	0.0635192	0.00508705	0.104518	0.000150387	0.0337008	0.116412	0.444178	0.981043	2.45837	3	6.080124
