Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
619000	-933.2922	-912.0751	-21.21704	1	0.8242944	0.00928398	0.0365794	0.0547012	0.0381366	0.118003	0.105746	0.106486	0.075192	0.0345455	0.0464817	0.00123178	0.0386205	0.035103	0.0689225	0.159962	0.0265257	0.00989369	0.0898768	0.0654272	0.0105093	0.0163756	0.00860154	0.0135457	0.0689463	0.00101328	0.000134083	0.193277	0.00204583	0.255327	0.00521814	0.00306878	0.0313566	0.0136514	0.0230797	0.0446533	0.0275041	0.0932933	0.0560805	0.0386802	0.0613335	0.152798	0.15728	0.0140789	0.0156575	0.0515758	0.302027	0.140385	0.087182	0.00617582	0.283908	0.331572	0.0132915	0.0693668	0.0298226	0.381009	0.373085	0.266651	0.594935	0.0283952	0.034429	0.100466	0.0654956	0.497561	0.0111244	0.0269742	0.151012	0.259942	0.307282	0.0181477	4.91442e-05	0.0260976	0.0978859	0.284797	0.0350204	0.106715	0.152992	0.124734	0.205856	0.00970449	0.0275819	0.0548349	0.0490121	0.0365226	0.202518	0.108659	0.0314353	0.0163252	0.100717	0.416734	0.963466	2.51908	3	8.430784
620000	-891.0355	-894.0721	3.036629	2	2.623886	0.00277485	0.0315046	0.0160826	0.0389996	0.0758203	0.0132861	0.0210611	0.00419868	0.0153368	0.0413469	0.00883098	0.0861338	0.00819633	0.0486341	0.0308608	0.00789339	0.0448169	0.00371581	0.15315	0.0589362	0.0201309	0.0358314	0.0012512	0.0374631	0.0183369	0.0163533	0.0379603	0.0406317	0.106068	0.0197291	0.000541653	0.0256193	0.00457388	0.00252982	0.0199647	0.021353	0.123163	0.016697	0.0210728	0.128532	0.105662	0.00282282	0.00713208	0.0225411	0.00707249	0.175371	0.15227	0.038179	0.0951915	0.0349285	0.088547	0.411142	0.0765524	0.069216	0.00829394	0.343663	0.129878	0.178436	0.0338116	0.0216495	0.0194439	0.0737484	0.187379	0.0364962	0.0473231	0.115902	0.842885	0.0236975	0.152772	0.0342484	0.000268151	0.0681697	0.0929934	0.298022	0.0675823	0.0935686	0.031299	0.0261539	0.0455762	0.0407005	0.217356	0.0117962	0.0708391	0.044399	0.0113919	0.0065957	0.0904088	0.357896	0.708319	1.0799	1.85388	4	6.162757
621000	-907.3929	-896.8807	-10.51217	2	1.746486	0.0124689	0.00595675	0.00579198	0.0283438	0.0641467	0.337279	0.0916879	0.012247	0.0339201	0.0469176	9.82987e-06	0.0752985	6.32204e-05	0.0542273	0.0728421	0.164382	0.035506	0.0121974	0.0184049	0.0151521	0.0550911	0.0331526	0.0467364	0.0394472	0.0474673	0.0320582	0.162207	0.0777995	0.133913	0.0560931	0.0329387	0.0360543	0.000893964	0.0037607	0.000846455	0.0231714	0.115236	0.0019449	0.00543591	0.104976	0.0468304	0.0103776	0.00151419	0.00952424	0.0010154	0.342221	8.76666e-05	0.0102903	0.0341172	0.00821951	0.0419077	0.497111	0.302999	0.547948	0.0317947	0.163948	0.0131631	0.0434757	0.204077	0.00727298	0.0297982	0.0674775	0.0783674	0.716547	0.0645426	0.0292064	0.06432	0.0830348	0.141353	0.221646	0.0463109	0.061936	0.435319	0.0200921	0.0937932	0.0382696	0.204271	0.0557779	0.0248891	0.122592	0.154238	0.168926	0.00129984	0.0452488	0.105505	0.0124835	0.00678207	0.261013	0.62503	1.06213	2.05183	4	7.507987
622000	-898.1176	-901.8795	3.761953	2	1.27735	0.048089	0.0149849	0.0342073	0.157287	0.0714667	0.229388	0.0805394	0.0133684	0.0665602	0.0353033	0.115832	0.0443353	0.0126373	0.0414232	0.0728369	0.0214396	0.0455361	0.0159262	0.0819865	0.0420135	0.0588092	0.0278183	0.0276112	0.032273	0.00102761	0.00989167	0.112099	0.0765635	0.0827647	0.0408555	0.00329925	0.00337664	0.00834219	0.00305824	0.0289682	0.016421	0.0871424	0.109144	0.00762955	0.0676328	0.0710979	0.0107726	0.0368436	0.00827432	0.0276963	0.29989	0.0222029	0.025861	0.00941722	0.0224026	0.00938388	0.134823	0.0122267	0.0453591	0.054618	0.191745	0.0542846	0.0110957	0.00140504	0.0320614	0.0315258	0.0762926	0.0332324	0.112659	0.042278	0.0984809	0.0319358	0.354742	0.0639611	0.184296	0.00610686	0.215491	0.264803	0.0152209	0.233174	0.0282945	0.177423	0.120194	0.00275561	0.0475392	0.014147	0.0726373	0.271022	0.152648	0.0300727	0.0126067	0.248305	0.188791	0.54675	1.03415	2.23031	4	6.073192
623000	-911.445	-909.9538	-1.491135	2	1.125307	0.0253504	0.00187718	0.026842	0.119825	0.246623	0.252585	0.0586537	0.00269488	0.0566082	0.0077397	0.00745899	0.0166392	0.0645578	0.078451	0.0597165	0.00919265	0.0406061	0.02455	0.0230745	0.00627994	0.0136622	0.017445	3.53985e-05	0.0166832	0.0396107	0.0133062	0.0719739	0.0154086	0.0826675	0.0206896	0.011025	0.0194454	0.0437294	0.127199	0.0536602	0.0163028	0.192214	0.029962	0.063415	0.0748966	0.067344	0.0417804	0.0124047	0.00360062	0.0796592	0.128881	0.21349	0.0219455	0.00281563	0.031548	0.0838305	0.0979952	0.115045	0.0305198	0.0462346	0.137203	0.00413135	0.189198	0.153245	0.0783357	0.0620215	0.00147348	0.0399684	0.0182403	0.046351	0.366979	0.0316653	0.135672	0.113773	0.230366	0.0442975	0.0686142	0.046829	0.0638213	0.210179	0.0118631	0.24901	0.0179413	0.0638495	0.078116	0.0233527	0.267368	0.0633143	0.120775	0.114477	0.128626	0.207447	0.161256	0.511427	1.01801	2.3093	4	6.418257
624000	-897.923	-899.6981	1.775144	2	1.558367	0.00430842	0.00843497	0.0629457	0.0121929	0.0988833	0.252449	0.154697	0.0209663	0.0131529	0.0300144	0.00799026	0.00533291	0.0337395	0.0455655	0.178603	0.0639733	0.00118217	0.0299446	0.0465889	0.0141332	0.045174	0.0217805	0.00181267	0.00500025	0.0108027	0.0160206	0.159948	0.182962	0.0918588	0.0431273	0.0506745	0.0340561	0.000704496	0.0614819	0.0130675	0.0145833	0.211142	0.0342002	0.0127534	0.0811665	0.0383001	0.0805611	0.0497998	0.0554961	0.0116259	0.299888	0.084751	0.213527	0.014723	0.0222491	0.032157	0.300544	0.000586886	0.180149	0.0546532	0.0169438	0.0484244	0.0579458	0.416677	0.0240331	0.0822582	0.249749	0.119347	0.00280726	0.0863131	0.00292862	0.00373167	0.0270498	0.148088	0.0838247	0.0259436	0.106873	0.0883864	0.041297	0.194193	0.12637	0.160958	0.00922289	0.0418016	0.11226	0.0562263	0.0972726	0.111919	0.00723713	0.0403698	0.0716672	0.04279	0.2342	0.597992	1.05367	2.11414	4	6.321335
625000	-892.8421	-888.5694	-4.272649	1	1.124654	0.0004275	0.0272407	0.0236218	0.115905	0.108407	0.150406	0.184233	0.0103277	0.0274781	0.0233967	0.0134322	0.0497398	0.127538	0.000989719	0.0923005	0.0147411	0.0343798	0.00634828	0.0602243	0.0723702	0.0641459	0.0266964	0.0309318	0.00320997	0.00070312	0.0394312	0.0797931	0.0427684	0.043817	0.00776893	0.0335588	0.0231964	0.00299452	0.019906	0.00136317	0.00495395	0.23273	0.00215981	0.0131611	0.0487397	0.0668549	0.0516073	0.0563779	0.0104368	0.000159468	0.263253	0.0371239	0.10738	0.0165434	0.0316836	0.023076	0.355917	0.00350008	0.023523	0.0348777	0.222617	0.00171292	0.481258	0.221272	0.0029745	0.0796325	0.179526	0.0501295	0.159085	0.0193271	0.0472785	0.156668	0.363941	0.0280489	0.0884998	0.201807	0.00129384	0.296831	0.131581	0.267964	0.0470376	0.0105138	0.00899636	0.102512	0.0538238	0.0219303	0.00476292	0.0691101	0.0157827	0.0953567	0.0443131	0.282871	0.161133	0.511261	1.01793	2.30967	3	6.706309
626000	-892.8152	-897.2616	4.446357	1	1.752935	0.0140576	0.00859671	0.00872029	0.0597081	0.0376642	0.295701	0.000144265	0.00433481	0.0956137	0.0501323	0.0114655	0.029226	0.0266399	0.00952671	0.159479	0.0812411	0.0260789	0.0133698	0.0587279	0.00269868	0.0303527	0.0104548	0.00377313	0.00590783	0.00919306	0.0142329	0.122676	0.126326	0.00974677	0.0096087	0.00899716	0.0187455	0.0122984	0.00919664	0.00520446	0.000367421	0.135716	0.0748671	0.00396835	0.10626	0.099626	0.0849533	0.0106901	0.023958	0.0154963	0.123929	0.0767545	0.0122771	0.00299551	0.0852622	0.103116	0.0175968	0.00771472	0.0523203	0.0396814	0.32226	0.154667	0.0815001	0.0258752	0.0758041	0.0275582	0.084458	0.0834698	0.0590877	0.0271808	0.0978423	0.186481	0.222834	0.00686231	0.0722632	0.0326764	0.0159245	0.0574813	0.172829	0.242158	0.00918019	0.0162858	0.0957907	0.111325	0.0231192	0.151822	0.0520154	0.0934025	0.292109	0.272325	0.0421296	0.0954732	0.261887	0.625876	1.06237	2.04987	3	5.771581
627000	-898.4859	-895.1528	-3.333061	2	1.098793	0.00741649	0.0699349	0.0419001	0.0518442	0.227783	0.296461	0.0108326	0.0326404	0.0314358	0.0174329	0.0156341	0.0568819	0.0898681	0.0204021	0.0422588	0.0215487	0.158701	0.0357809	0.119057	0.00891569	0.016122	0.00379298	0.028474	0.00951823	0.0279845	0.0287731	0.212886	0.110988	0.000683235	0.00302208	0.0292806	0.047452	0.00100932	0.00310224	0.027361	0.0180809	0.135067	0.00929413	0.00900334	0.0111852	0.162109	0.0528447	0.0103973	0.00310719	0.0335412	0.044605	0.382772	0.000546946	0.0755645	0.0688565	0.162695	0.133603	0.0248209	0.127121	0.110945	0.0897761	0.143591	0.00583273	0.0151662	0.0432893	0.0176084	0.0246891	0.161328	0.0211332	0.0367593	0.287112	0.201906	0.0752123	0.0821798	0.0178013	0.402924	0.00936349	0.316063	0.00594607	0.250631	0.0298309	0.0938537	0.25432	0.0904166	0.113096	0.0379632	0.0724246	0.160659	0.0106932	0.11216	0.0565015	0.0653273	0.156234	0.504557	1.01462	2.32459	4	6.788895
628000	-916.0038	-913.2042	-2.799519	1	1.289613	0.0108108	0.0318779	0.112211	0.117263	0.0281468	0.262226	0.154441	0.0290972	0.0366743	0.0365099	0.0298298	0.0618104	0.0193693	0.014453	0.116971	0.00620846	0.024748	0.0850203	0.00981246	0.0348252	0.0716129	0.0110083	0.00158886	0.0116096	0.00268958	0.0196096	0.187647	0.0835326	0.0400086	0.0213859	0.0316891	0.0296862	0.00598799	0.0061361	0.00696378	0.0418396	0.178507	0.0449086	0.0125897	0.0233116	0.090028	0.0287183	0.00826542	0.0252393	0.0152453	0.0360843	0.135055	0.179009	0.308546	0.0652458	0.138018	0.076463	0.00378714	0.0320938	0.0170735	0.254632	0.12626	0.0453312	0.0230307	0.00783204	0.0709748	0.218387	0.022726	0.029612	0.0367176	0.04364	0.0880242	0.183609	0.0690454	0.0129189	0.244089	0.0331487	0.000877854	0.324922	0.271186	0.308727	0.0941663	0.0436893	0.0176303	0.108026	0.117836	0.00224731	0.124097	0.0795504	0.138008	0.0729539	0.115113	0.190918	0.54933	1.03524	2.22451	3	6.542501
629000	-928.0081	-913.1146	-14.89349	2	1.733189	0.0536966	0.000596941	0.0558183	0.151798	0.147207	0.365299	0.0666454	0.00638293	0.0619169	0.0455129	0.0285902	0.107764	0.0745052	0.0106718	0.178178	0.000173477	0.0920741	0.0607886	0.122702	0.0512812	0.0683975	0.0397676	0.015321	0.0359171	0.00837603	0.00892988	0.0293693	0.122916	0.418873	0.0220913	0.0120488	0.0414429	0.0065376	0.0034587	0.0228101	0.044994	0.193953	0.0210127	0.0168884	0.031404	0.10393	0.00333918	0.0149279	0.0048125	0.0323071	0.310799	0.0776572	0.0525178	0.0299483	0.222201	0.0815919	0.0576338	0.0905463	0.0190356	0.0280911	0.171001	0.0855654	0.15568	0.0482085	0.0567392	0.240097	0.197001	0.217546	0.00162883	0.0210085	0.00762169	0.0257374	0.351987	0.161623	0.167035	0.0860916	0.0289996	0.0789066	0.0647089	0.107469	0.196315	0.00908168	0.000563376	0.376202	0.00754264	0.117934	0.112944	0.101996	0.662905	0.133169	0.0573359	0.0386959	0.259204	0.623269	1.06162	2.05591	4	8.06479
630000	-922.2784	-913.9832	-8.295138	1	2.532674	0.0261656	0.000194647	0.104461	0.0270055	0.183285	0.248016	0.162821	0.0218939	0.145177	0.015584	0.0123406	0.102821	0.0777406	0.0098797	0.0699107	0.0539419	0.125065	0.0124771	0.105913	0.0755804	0.062322	0.000808703	0.00323033	0.0378687	0.00795468	0.00841813	0.340526	0.0843273	0.306309	0.00338563	0.000474868	0.0479649	0.00682559	0.0534238	0.0295142	0.00436537	0.0615715	0.100388	0.0396767	0.131081	0.143111	0.0132729	0.0048556	0.0415474	0.0130504	0.48155	0.00698348	0.0281761	0.0509847	0.175562	0.222875	0.0648021	0.043135	0.0309151	0.0755427	0.092628	0.0127943	0.0893811	0.0337143	0.000804713	0.024793	0.0807333	0.239509	0.0626187	0.0472707	0.0284628	0.0606409	0.0664144	0.0293544	0.000856043	0.0276254	0.0339357	0.01942	0.0654101	0.079355	0.0510372	0.0261484	0.173671	0.00188961	0.337219	0.0160123	0.0112921	0.110921	0.377906	0.321558	0.0564617	0.080846	0.349533	0.701861	1.07899	1.86962	3	6.967756
631000	-893.766	-895.5992	1.833124	2	0.8652478	0.062138	0.0319233	0.0644004	0.0663345	0.109564	0.0191055	0.195176	0.0871106	0.0176454	0.0142087	0.0285589	0.00816204	0.161623	0.0459009	0.0483414	0.0441166	0.0612736	0.00894312	0.0305609	0.018594	0.0469832	0.0204722	0.0164608	0.0334875	0.00920753	0.0237414	0.0961307	0.0704151	0.0193586	0.001564	0.0312412	0.0204321	0.00306546	0.0268385	0.01801	0.0377609	0.0626515	0.0050816	0.00217554	0.127546	0.06924	0.0246501	0.00253628	0.00322457	0.0251229	0.121341	0.0173383	0.316036	0.168493	0.12057	0.152005	0.0724892	0.00375896	0.170342	0.152762	0.0604353	0.0227801	0.153505	0.0280682	0.268159	0.10995	0.0178111	0.0659345	0.00834564	0.0136421	0.144494	0.00659971	0.217152	0.0495206	0.0463882	0.317397	0.0276726	0.0784514	0.0809926	0.242296	0.0186971	0.0416051	0.0555969	0.386939	0.0247744	0.0364402	0.078375	0.109862	0.082639	0.0285383	0.109087	0.0054323	0.109348	0.432135	0.973515	2.485	4	6.153795
632000	-886.61	-890.5579	3.947897	2	1.690205	0.0217755	0.0017667	0.0132159	0.0507099	0.201282	0.443893	0.0681581	0.00738746	0.168125	0.0541866	0.0113009	0.0246482	0.0071324	0.065777	0.185768	0.00980924	0.0396415	0.0134133	0.00289352	0.0187283	0.0401667	0.00510244	0.006918	0.0130949	0.00415551	0.00598707	0.149252	0.0692615	0.111058	0.00413943	0.0258686	0.0360898	0.0199054	0.0167732	0.00934739	0.00105782	0.15604	0.00589459	0.0053355	0.0882633	0.0978101	0.0189011	0.0076978	0.00775522	0.0123215	0.00952374	0.00358375	0.013522	0.0204224	0.332857	0.0759941	0.0185824	0.0151083	0.00879908	0.174678	0.00389392	0.265626	0.380866	0.0759723	0.275435	0.0467607	0.0143905	0.070965	0.0142903	0.0270253	0.0813876	0.0551416	0.0292571	0.00831783	0.0577838	0.0154173	0.0268025	0.0678248	0.0281581	0.156214	0.0988338	0.155821	0.00501083	0.0261912	0.194552	0.11884	0.293656	0.113586	0.060981	0.188715	0.00775561	0.119369	0.253267	0.617432	1.05988	2.06942	4	6.08572
633000	-906.2439	-893.9303	-12.31361	2	1.022757	0.0209873	0.0229756	0.0436692	0.0824897	0.0341817	0.499513	0.0534635	0.08132	0.0713296	0.00019059	0.010263	0.0635607	0.0516901	0.0001901	0.11519	0.0130745	0.0311632	0.0297214	0.141252	0.013496	0.204153	0.029036	0.0721472	0.0266798	0.00873012	0.00310166	0.17646	0.00281237	0.0335835	0.0174183	0.00427799	0.00392659	0.00164474	0.0492758	0.0141984	0.0320084	0.150185	0.0123484	0.000130836	0.112379	0.145522	0.0163836	0.071488	0.00600385	0.0283767	0.00540232	0.0840491	0.036548	0.196244	0.0316113	0.109278	0.168922	0.000162495	0.00320274	0.249592	0.062873	0.00938922	0.221731	0.0723458	0.248353	0.0960113	0.049431	0.0727783	0.0583062	0.245725	0.0356282	0.00131816	0.033833	0.228731	0.0771361	0.0330729	0.101314	0.0706743	0.0233204	0.2112	0.0889529	0.147859	0.316563	0.570475	0.110147	0.0488156	0.145626	0.0528976	0.174897	0.380847	0.0484602	0.126408	0.141472	0.483487	1.00367	2.37137	4	7.652124
634000	-885.7421	-892.6673	6.925284	2	0.9750118	0.0214379	0.00681147	0.00671144	0.036732	0.0681014	0.333775	0.175481	0.010308	0.0345406	0.0134857	0.0262133	0.0145062	0.110868	0.0127394	0.0678603	0.0486033	0.0490392	0.0115261	0.0822849	0.0187752	0.00411504	0.00312481	0.00471068	0.0636619	0.00462633	0.0180686	0.0429266	0.0686995	0.133793	0.0155593	0.0119606	0.0236719	0.0131045	0.055718	0.0135697	0.0025262	0.0473887	0.0599829	0.0165931	0.0964361	0.0798913	0.0759096	0.0194081	0.00514535	0.0052502	0.0271398	0.170734	0.00853408	0.0389983	0.0802004	0.270879	0.107507	0.000392919	0.0116809	0.0205718	0.0839287	0.167321	0.0249454	0.0104625	0.450405	0.0512264	0.00749419	0.0159953	0.0142995	0.274801	0.0174749	0.129064	0.1724	0.0582426	0.0746487	0.0468548	0.0561892	0.0684556	0.0210615	0.182183	0.0575069	0.00225214	0.0839876	0.240498	0.0695969	0.187181	0.217945	0.00352097	0.172145	0.0407707	0.0155829	0.161544	0.131941	0.46911	0.995733	2.40322	4	5.952266
635000	-891.6952	-895.8519	4.156665	2	1.917035	0.072722	0.010291	0.0109502	0.0546102	0.0506362	0.379071	0.015935	0.00495974	0.0563658	0.0188118	0.0145247	0.00120217	0.0653601	0.0693823	0.00432178	0.153228	0.00541321	0.0429572	0.0228479	0.0200743	0.0223203	0.00640931	0.00521221	0.0490251	0.000425201	0.00755289	0.0143879	0.053303	0.421007	0.0263439	0.0213261	0.00961987	1.93263e-05	0.0125542	0.0298486	0.00283428	0.12163	0.0225873	0.0255234	0.0316039	0.0591944	0.0181422	0.0108896	0.0157691	0.0610972	0.0295626	0.137289	0.293313	0.280237	0.381575	0.218825	0.048146	0.262936	0.0140261	0.189591	0.018247	0.00516644	0.00548173	0.0332105	0.0208145	0.113732	0.157488	0.0148342	0.112456	0.014849	0.075941	0.0178794	0.108458	0.0438348	0.0656398	0.0189934	0.044253	0.000212661	0.0901785	0.246434	0.0531455	0.129124	0.173821	0.120385	0.112605	0.0817819	0.0512939	0.0239007	0.0243673	0.0408904	0.0597018	0.0402518	0.283166	0.645891	1.06777	2.00318	4	6.097164
636000	-877.1925	-885.9688	8.776331	2	1.825912	0.00877377	0.0274196	0.0173922	0.0884247	0.0584432	0.00412223	0.024374	0.0339476	0.113267	0.02582	0.00421725	0.0699143	0.0657155	0.02517	0.100095	0.00215814	0.0778842	0.000902382	0.046748	0.0200244	0.0172933	0.00499395	0.0372296	0.00616326	0.000256257	0.000611723	0.0728082	0.0383953	0.0463191	0.0258924	0.0493423	0.0331139	0.0280908	0.0232275	0.00825774	0.00747794	0.106883	0.00193444	0.00600252	0.114561	0.0659462	0.0466025	0.00618397	0.000829138	0.020441	0.316036	0.0498041	0.176572	0.383472	0.0236522	0.0475592	0.0527924	0.0444076	0.00584657	0.00843883	0.159895	0.0746039	0.0797966	0.0381979	0.22974	0.0874321	0.0809736	0.011711	0.0226467	0.123682	0.0301928	0.138384	0.0700405	0.0522448	0.117499	0.0146662	0.0686957	0.0120515	0.0505174	0.203296	0.00246415	0.256086	0.0157357	0.00193402	0.0206557	0.101974	0.0405463	0.0662344	0.290389	0.172656	0.179111	0.0270495	0.271569	0.635125	1.06495	2.02835	4	5.533353
637000	-895.8561	-899.3735	3.517408	2	1.457143	0.00654498	0.0607348	0.0121887	0.017906	0.0073067	0.391622	0.102446	0.00526781	0.12731	0.0312637	0.0294457	0.0250818	0.0218643	0.00789349	0.165696	0.000769668	0.0305364	0.0134011	0.121595	0.0289677	0.1222	0.0123088	0.0215332	0.00939283	0.0152211	0.0110529	0.114022	0.00445727	0.206405	0.0304334	0.027721	0.0389633	0.00755733	0.0786618	0.00176101	0.000111984	0.120338	0.0722375	0.00447266	0.0714265	0.0566653	0.011928	0.0288541	0.0343876	0.02667	0.0556169	0.19103	0.198727	0.226627	0.148786	0.0277416	0.100928	0.485763	0.0536674	0.109461	0.035388	0.126046	0.051811	0.0663075	0.141698	0.0233799	0.22187	0.0325752	0.0146817	0.0343939	0.0156359	0.00990961	0.0296142	0.0101654	0.00459549	0.0925075	0.042482	0.0318462	0.0427322	0.0158996	0.105207	0.0278908	0.12895	0.0121972	0.0534934	0.0599414	0.179764	0.10019	0.197821	0.00608677	0.170899	0.0687355	0.218625	0.581264	1.0478	2.15231	4	6.089688
638000	-884.1838	-896.1419	11.95811	10	1.404599	0.00602716	0.0164964	0.00494895	0.0399181	0.0759167	0.262238	0.00238113	0.0223507	0.0619461	0.013025	0.0390592	0.0198183	0.0243007	0.0142748	0.122041	0.0495573	0.00867692	0.00855868	0.0585196	0.00863748	0.0218203	0.042028	0.00778743	0.0196869	0.00111653	0.0128655	0.0667294	0.0261829	0.0263964	0.00556774	0.0158209	0.0569636	0.0434414	0.0154826	0.01616	0.0457974	0.169423	0.000398537	0.0235456	0.120489	0.0397334	0.0153458	0.0298739	0.0459609	0.0137558	0.151312	0.162635	0.207934	0.274774	0.034298	0.0633599	0.248669	0.0607797	4.94833e-05	0.0994117	0.118173	0.0987535	0.250506	0.135819	0.238086	0.0260087	0.00955423	0.0946241	0.0919287	0.026414	0.0609729	0.00687677	0.187362	0.0262752	0.103959	0.0863446	0.0434195	0.0961717	0.108405	0.0230376	0.0498326	0.0211157	0.189286	0.00970636	0.00264307	0.178478	0.0592808	0.0788281	0.0570432	0.047271	0.257822	0.0833048	0.210202	0.571866	1.04429	2.17364	5	5.911594
639000	-892.212	-892.8694	0.6574034	2	2.29981	0.035038	0.0224803	0.0263336	0.0138038	0.085619	0.211877	0.213405	0.00210058	0.0489519	0.00606006	0.0217384	0.0141335	0.0728384	0.0149017	0.127455	0.0347719	0.0499135	0.00881906	0.0790652	0.0588148	0.0438003	0.00429868	0.0550276	0.0091742	0.00244231	0.00378726	0.108898	0.0771556	0.0156217	0.0117635	0.00181269	0.00346134	0.0258903	0.0391747	0.0042775	0.0081909	0.232249	0.0646903	0.00453876	0.0705677	0.0667382	0.0646802	0.0133734	0.0490591	0.0252609	0.0270275	0.00266266	0.302055	0.186382	0.291085	0.0482306	0.180575	0.0216274	0.0109053	0.0561036	0.0370373	0.0319791	0.213454	0.038348	0.0662455	0.156373	0.0696113	0.0989108	0.000635526	0.0145262	0.000306131	0.175462	0.213424	0.0527321	0.0279463	0.0562574	0.0687588	0.00992067	0.0436141	0.196976	0.0142796	0.355008	0.244677	0.0108302	0.0914074	0.0787825	0.0620109	0.135837	0.0926675	0.0440369	0.381588	0.0503263	0.326616	0.683526	1.07596	1.9139	4	6.414679
640000	-880.8947	-888.1148	7.220157	2	1.616407	0.00293233	0.00505995	0.0164913	0.0685019	0.127983	0.119001	0.0866897	0.0141988	0.0252526	0.0144729	0.0270842	0.0392996	0.0521078	0.0252695	0.0876672	0.0374618	0.00168016	0.003774	0.0230361	0.0225946	0.0549963	0.00539464	0.0139425	0.000884641	0.0227883	0.0261133	0.0701837	0.0326416	0.0163519	0.036539	0.0252518	0.000865451	0.00481163	0.0287486	0.00174466	0.00642806	0.158987	0.0115947	0.0285707	0.0978407	0.0676803	0.00969721	0.0203548	0.028032	0.0179215	0.00295681	0.00135185	0.392075	0.0835767	0.0303193	0.0200771	0.169474	0.0217521	0.00963073	0.0357158	0.151853	0.0597166	0.233275	0.0609031	0.0245815	0.0843684	0.0451068	0.273616	0.049686	0.0176749	0.0412677	0.101546	0.206896	0.10401	0.207176	0.0339212	0.0256147	0.0213056	0.16295	0.0238835	0.12495	0.251377	0.31804	0.061175	0.00231579	0.073484	0.00593806	0.0802003	0.0413036	0.0102075	0.130319	0.0990913	0.242758	0.606851	1.05658	2.09381	4	5.483606
641000	-893.0673	-893.8955	0.8281266	2	1.346772	0.0532213	0.0141007	0.0124314	0.0476349	0.221447	0.295821	0.157724	0.00192693	0.055663	0.0969818	0.000582192	0.010855	0.0357226	0.00581863	0.102993	0.0257622	0.00103153	0.0118483	0.0576953	0.00424237	0.109621	0.0365801	0.0263142	0.00748475	0.0268384	0.024643	0.0787064	0.0722551	0.010807	0.00725202	0.0286882	0.0416974	0.0244349	0.075117	0.0289699	0.0262211	0.113859	0.0148821	0.0327652	0.044659	0.110052	0.0373695	0.0255793	0.015767	0.118371	0.118659	0.0937125	0.275735	0.0260673	0.0110405	0.000921049	0.0706838	0.0635942	0.455596	0.0205129	0.19007	0.000617608	0.0409123	0.010944	0.060023	0.0970328	0.00580981	0.0588963	0.0246212	0.146009	0.197352	0.00207762	0.176569	0.0140584	0.0318704	0.0393976	0.16706	0.0633491	0.00456869	0.106139	0.04039	0.198397	0.084107	0.135615	0.0966746	0.0585892	0.136528	0.0664159	0.0590792	0.283473	0.386437	0.0252351	0.200652	0.560892	1.03999	2.19846	4	6.497277
642000	-904.3309	-903.7805	-0.5503565	1	1.510887	0.00175413	0.11356	0.00585565	0.0496249	0.0828486	0.462726	0.0196365	0.00908455	0.00569525	0.0174442	0.00808293	0.0131467	0.0323229	0.0474713	0.0452913	0.0331465	0.0476889	0.0325453	0.101322	0.0162246	0.0484272	0.00895582	0.0198275	0.0248851	0.0179541	0.0282359	0.12821	0.0282568	0.0298792	0.00807248	0.0235727	0.00314248	0.0202998	0.0330476	0.00893662	0.0284941	0.0618274	0.118275	0.00740531	0.0898725	0.088283	0.00384047	0.00347726	0.0423512	0.0479284	0.054603	0.305146	0.151598	0.199168	0.211032	0.0225422	0.0704493	0.00121257	0.234276	0.0637804	0.171472	0.0373141	0.002085	0.0168438	0.0626429	0.0561517	0.25168	0.0358981	0.118472	0.0281242	0.34412	0.00802889	0.0210976	0.223184	0.0973632	0.0109637	0.142729	0.0923201	0.0776999	0.0124098	0.0309666	0.135402	0.0486834	0.0990008	0.0692559	0.0157341	0.0918495	0.0871138	0.0226894	0.0306752	0.440601	0.030149	0.226999	0.590359	1.05105	2.13159	3	6.295457
