Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
42000	-533.0293	-569.6258	36.59645	2	1.244424	0.128441	0.00368884	0.020631	0.0817851	0.000239378	0.00796427	0.0121683	0.0488417	0.0343344	0.0405208	0.104943	0.172846	0.103824	0.182664	0.0269283	0.0068385	0.282473	0.183011	0.539638	1.03108	2.24627	4	1.259132
43000	-535.3421	-572.3448	37.00265	2	0.6080574	0.133696	0.00746031	0.00893693	0.0505164	0.00865793	0.0278013	0.0258067	0.117476	0.00881842	0.0368143	0.316179	0.192193	0.000497557	0.21911	0.0023129	0.0299619	0.273856	0.0547741	0.316721	0.885375	2.74313	4	1.460096
44000	-528.6742	-568.6609	39.98662	2	0.9367409	0.169851	0.0176008	0.00147015	0.0965879	0.0396713	0.00836347	0.0395839	0.0401658	0.0199651	0.0213343	0.139574	0.149313	0.108016	0.154351	0.00375244	0.0562114	0.228219	0.124165	0.456876	0.988673	2.43029	4	1.294031
45000	-528.9922	-570.0712	41.07902	2	0.360878	0.12959	0.00486585	0.00645182	0.0415829	0.00698025	0.0111249	0.0169398	0.0426675	0.00868384	0.0324526	0.380307	0.144385	0.0288324	0.200998	0.0208221	0.0175648	0.174144	0.0114985	0.151989	0.685222	3.15129	4	1.268393
46000	-516.5655	-571.2782	54.71268	10	0.9482332	0.0794032	0.00582171	0.0287704	0.0673819	0.030055	0.0264098	0.00983308	0.0430489	0.0275121	0.0395971	0.126845	0.129685	0.0725748	0.303744	0.0219401	0.0261967	0.230024	0.126513	0.460619	0.990863	2.422	5	1.268842
47000	-519.6626	-569.7266	50.06393	10	3.449102	0.190754	0.0172997	0.0157187	0.0924022	0.0476104	0.0133743	0.0254896	0.0615418	0.0307909	0.0400083	0.168175	0.113336	0.119994	0.294556	0.0450678	0.00846054	0.167632	0.421275	0.753708	1.08399	1.74103	5	1.452211
48000	-543.673	-577.1611	33.48814	2	1.620779	0.129898	0.00291121	0.027871	0.0453001	0.0168907	0.00859205	0.0260063	0.00973815	0.022749	0.0485284	0.200808	0.199014	0.0971145	0.165706	0.00372073	0.0113801	0.268563	0.243392	0.607499	1.05679	2.09232	4	1.284792
49000	-535.2962	-572.1201	36.82385	2	1.119222	0.155851	0.00835659	0.0141651	0.102744	0.0946189	0.0175596	0.0332677	0.0349643	0.014199	0.0360105	0.232261	0.149726	0.0719193	0.23149	0.00148582	0.0143143	0.19195	0.160109	0.509871	1.01725	2.31277	4	1.404884
50000	-532.0799	-569.4956	37.41573	2	0.7952721	0.134114	0.00259401	0.0237345	0.0690589	0.0397547	0.00136734	0.0355451	0.0431607	0.0154888	0.0224654	0.0295321	0.233844	0.0682388	0.364345	0.00951421	0.0243634	0.304741	0.0945523	0.405224	0.955636	2.54459	4	1.421862
51000	-525.4328	-566.6523	41.21952	2	0.4675538	0.160921	0.0126725	0.00363523	0.0902027	0.024479	0.0211077	0.00870641	0.0298774	0.00511349	0.0742571	0.137784	0.125465	0.078949	0.235053	0.0264085	0.0144883	0.190155	0.0275434	0.230207	0.795144	2.94711	4	1.239276
52000	-518.9763	-569.2939	50.31763	10	1.351927	0.14728	0.00177506	0.043948	0.112327	0.046645	0.00749171	0.0833841	0.0390106	0.0182187	0.043844	0.123403	0.120396	0.126138	0.347525	0.0075358	0.0417306	0.302826	0.201516	0.561899	1.0404	2.19619	5	1.613478
