Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1037000	-1268.211	-1262.247	-5.964629	2	2.760559	0.0786279	0.122002	0.00694179	0.077049	0.0298727	0.0251602	0.0104378	0.0153452	0.0176513	0.0858803	0.0162324	0.0186538	0.0426055	0.000656817	0.0709131	0.0779551	0.0123658	0.0730564	0.0993678	0.0358152	0.0939557	0.0576089	0.00507388	0.169431	0.013419	0.0123652	0.00894866	0.0130235	0.0260667	0.0341865	0.00309424	0.0494092	0.013376	0.0113472	0.0136688	0.0267468	0.00975555	0.0398138	0.127134	0.0725032	0.0827898	0.00857183	0.0885496	0.0911636	0.318525	0.000634853	0.361524	0.000724964	0.0530626	0.0897488	0.00796646	0.0279588	0.00606908	0.0253747	0.0323899	0.300707	0.00563219	0.0409713	0.131411	0.0486641	0.0470574	0.321668	0.859297	0.0924569	0.044594	0.073942	0.0154576	0.025198	0.0194854	0.150033	0.0016214	0.0489719	0.0240227	0.101467	0.0207167	0.068567	0.156962	0.0478638	0.516908	0.00201157	0.0832102	0.0114173	0.0802833	0.0169892	0.0426018	0.187821	0.155238	0.105077	0.0945726	0.0238501	0.28009	0.369846	0.717345	1.08105	1.83176	4	7.159409
1038000	-1232.918	-1239.486	6.568095	10	1.727597	0.238619	0.0248111	0.0105231	0.157234	0.0373321	0.0119937	0.0188405	0.00727585	0.00557725	0.0391592	0.0167052	0.00589837	0.0560337	0.00892493	0.0165472	0.0429246	0.0284077	0.217587	0.252581	0.0579699	0.130693	0.0144397	0.00583501	0.118364	0.0737563	0.0015473	0.00363933	0.0106392	0.0598617	0.0768216	0.0713002	0.00545748	0.00512434	0.165244	0.0318935	0.0506345	0.0621572	0.00146126	0.049486	0.0952972	0.088691	0.0278215	0.0893764	0.163968	0.175409	0.00758236	0.13545	0.11988	0.0622723	0.00601935	0.0243717	0.0757777	0.0459525	0.123343	0.00585318	0.0144345	0.0568346	0.0386237	0.0196208	0.0867802	0.189331	0.103919	0.390085	0.0261748	0.0315259	0.0273377	0.265377	0.0166547	0.00718666	0.0872914	0.00561769	0.056243	0.00388864	0.0279926	0.11244	0.0220544	0.256139	0.0540202	0.0335305	0.0198113	0.0600284	0.0444104	0.028468	0.115707	0.204429	0.000916749	0.148086	0.0277225	0.208587	0.0457607	0.0632161	0.258439	0.622523	1.0614	2.05764	5	6.340613
1039000	-1228.64	-1239.509	10.8693	10	1.11803	0.0908197	0.117601	0.00470619	0.108417	0.0488026	0.096037	0.0278254	0.0191059	0.0555386	0.0391399	0.0144638	0.025121	0.0601911	0.00216671	0.00945555	0.00580826	0.0333492	0.210014	0.150673	0.0517993	0.146212	0.0554204	0.0549589	0.0179861	0.115122	0.00299461	0.0255692	0.0105638	0.0297554	0.0163965	0.0947382	0.0132781	0.00635997	0.0878715	0.0690803	0.060927	0.0141892	0.0465839	0.0573326	0.116741	0.0393578	0.0243078	0.0173515	0.0425628	0.0823669	0.0238929	0.283148	0.0480434	0.020713	0.000203372	0.00736522	0.0731167	0.0086707	0.218604	0.00690005	0.0116134	0.140166	0.103532	0.0862919	4.27484e-05	0.00918827	0.037349	0.654556	0.0119368	0.0812254	0.0477635	0.0232691	0.0377111	0.103229	0.00352309	0.00369058	0.00654946	0.0495195	0.18493	0.0138311	0.145439	0.0140984	0.200117	0.0355312	0.14769	0.0152379	0.0294452	0.040599	0.0617319	0.392838	0.027761	0.207948	0.0964658	0.290106	0.154405	0.0492246	0.159884	0.509565	1.0171	2.31345	5	6.628279
1040000	-1234.947	-1237.251	2.304028	2	1.31054	0.0668264	0.200666	0.0381559	0.120051	0.0124037	0.00566732	0.00368079	0.0376756	0.0180008	0.0403723	0.0817019	0.00255099	0.103843	0.00173103	0.00433449	0.0711518	0.0388166	0.0734994	0.190578	0.0285835	0.104268	0.0836682	0.0371188	0.0684375	0.0598603	0.0159964	0.00350255	0.00548364	0.0386813	0.0169453	0.000882243	0.0165865	0.000327909	0.0833319	0.0570074	0.0709753	0.00810504	0.0141797	0.0867119	0.0115048	0.0235537	0.152764	0.0566549	0.107694	0.151672	0.0105953	0.076394	0.0402077	0.0499626	0.00708591	0.0280592	0.0495436	0.0341545	0.0211839	0.0102704	0.0800085	0.325096	0.131306	0.0384195	0.258651	0.219365	0.0884086	0.638208	0.0877011	0.0189239	0.0115937	0.067714	0.0730449	0.141471	0.00229865	0.047807	0.0177914	0.00196959	0.121478	0.17497	0.069986	0.000980671	0.081515	0.012786	0.0214524	0.0247006	0.0804879	0.0422956	0.047814	0.107548	0.0980919	0.0730451	0.0269751	0.0438791	0.13264	0.0738563	0.194517	0.55365	1.03704	2.21479	4	6.227942
1041000	-1233.341	-1232.354	-0.9861638	2	2.281937	0.168017	0.19393	0.000898025	0.120524	0.00966051	0.00460203	0.00605584	0.00390905	0.0158462	0.081653	0.019858	0.0050594	0.0197598	0.000211111	0.0145835	0.01519	0.0221766	0.0494828	0.0620194	0.0382333	0.215285	0.105764	0.0105488	0.180379	0.0808261	0.011813	0.0139479	0.00221278	0.0993583	0.306517	0.014443	0.0131814	0.0138525	0.035294	0.0105195	0.166693	0.0998116	0.0163122	0.0949619	0.0364822	0.0442722	0.0246257	0.0416576	0.145459	0.0615216	0.00185613	0.198983	0.102256	0.0547957	0.0709078	0.093955	0.0228682	0.0163766	0.102276	0.0397144	0.011405	0.101931	0.129368	0.0373083	0.0504703	0.00290883	0.0157656	0.510376	0.249662	0.109458	0.028155	0.024841	0.0416301	0.0170806	0.0638994	0.000299011	0.0277085	0.0113429	0.0512172	0.0165803	0.196335	0.0224424	0.00598568	0.0183047	0.570044	0.0048417	0.0872052	0.299763	0.00478673	0.0366484	0.141446	0.0297111	0.0542103	0.028568	0.137678	0.0339898	0.324757	0.681995	1.07567	1.91757	4	6.574767
1042000	-1229.762	-1233.32	3.557699	10	1.498501	0.17639	0.0799031	0.00700859	0.135933	0.0211259	0.0257098	0.120644	0.0480851	0.0284099	0.0791078	0.0712308	0.018115	0.0582202	0.000946896	0.00641509	0.0284549	0.0127878	0.0618231	0.151388	0.0482791	0.117205	0.0394712	0.00127532	0.0233551	0.120933	0.0048838	0.0352806	0.00106293	0.0460798	0.084972	0.000262637	0.0447692	0.00130976	0.11303	0.0436177	0.113934	0.0391079	0.0124398	0.075562	0.0236537	0.0455064	0.0770348	0.0201591	0.136108	0.126848	0.0175931	0.105625	0.127748	0.0176215	0.0539362	0.0592515	0.00733403	0.0395493	0.108661	0.18804	0.0234777	0.0958029	0.0637747	0.00557047	0.0660563	0.0465699	0.108978	0.0956312	0.0932658	0.300172	0.0367833	0.0296447	0.0398132	0.0622983	0.120669	0.212639	0.00599612	0.00854533	0.00211026	0.00232083	0.0105501	0.0298732	0.0068789	0.00688434	0.0247286	0.522619	0.0420261	0.00803658	0.147725	0.047145	0.00539799	0.387955	0.0374704	0.54275	0.0803473	0.379981	0.225091	0.588307	1.05033	2.13627	5	6.953687
1043000	-1264.394	-1250.583	-13.81087	2	1.174698	0.351354	0.141902	0.00827556	0.0461067	0.0209655	0.0473593	0.0242412	0.0313036	0.0134426	0.0337112	0.0716536	0.0402348	0.0922012	0.00925892	0.0691063	0.00131552	0.0679415	0.086285	0.0264164	0.0856169	0.0155488	0.159171	0.0123943	0.123037	0.0115868	0.0169445	0.00372323	0.025725	0.208299	0.0586722	0.00275028	0.0262684	0.0138922	0.0431079	0.0530236	0.0257911	0.126768	0.0140734	0.0741024	0.0240593	0.0624799	0.0476806	0.0765999	0.18012	0.159141	0.0358229	0.134479	0.00169335	0.0630099	0.0798833	0.0298592	0.0161319	0.0166155	0.113587	0.945355	0.0301799	0.111878	0.0587585	0.0203103	0.608613	0.0564358	0.478723	0.0650485	0.298657	0.0949837	0.00530242	0.00961531	0.02159	0.037708	0.0200045	0.0939478	0.0395464	0.142479	0.112663	0.0523089	0.0531294	0.0812007	0.235676	0.0238784	0.0508915	0.116717	0.0277336	0.262011	0.0953048	0.0394145	0.0349892	0.100984	0.0160702	0.0692545	0.000771278	0.0273505	0.170438	0.523626	1.02384	2.2821	4	7.864218
1044000	-1229.891	-1233.408	3.517666	10	1.779729	0.0563201	0.10387	0.00416589	0.0500443	0.0882474	0.0511957	0.0117626	0.00774482	0.0401499	0.199422	0.0372916	0.00288644	0.0801578	0.0740292	0.0111303	0.024523	0.0490963	0.124971	0.226311	0.0216755	0.197417	0.039689	0.0131023	0.0357333	0.100408	0.0138719	0.0155569	0.00614474	0.0691475	0.0359055	0.0224675	0.0254594	0.0147839	0.0425623	0.0583214	0.0679428	0.0175421	0.00153238	0.0640208	0.040208	0.0510955	0.0278353	0.0238157	0.098212	0.229309	0.000462613	0.155733	0.141158	0.0236397	0.057411	0.00327981	0.00713325	0.050141	0.0137104	0.285879	0.0161378	0.0536006	0.139142	0.0666578	0.367928	0.00144949	0.109224	0.0863373	0.408501	0.0129114	0.0774038	0.0741996	0.0356556	0.152917	0.159007	0.080367	0.021979	0.00290982	0.144936	0.0609124	0.00493346	0.0978693	0.0352977	0.0372196	0.0325556	0.0147733	0.0687337	0.145165	0.118314	0.370847	0.0572546	0.108368	0.202813	0.0227977	0.0311411	0.034983	0.265484	0.629341	1.06336	2.04182	5	6.770867
1045000	-1223.417	-1233.738	10.32145	10	1.585038	0.117422	0.0578783	0.0270266	0.0784536	0.0467794	0.0166841	0.00402005	0.0443957	0.0324705	0.0243851	0.0244807	0.0100826	0.0385313	0.02033	0.0486392	0.00957228	0.0384311	0.0959991	0.233013	0.0536941	0.318959	0.0870605	0.0110163	0.141549	0.119622	0.00475192	0.00786103	0.00200353	0.0553191	0.0123452	0.0121397	0.00658626	0.00301628	0.0115544	0.0294245	0.0392173	0.0264292	0.071037	0.0823545	0.0676584	0.00549873	0.0209256	0.127321	0.0775575	0.0714321	0.0242848	0.240991	0.014595	0.102118	0.00179216	0.0531956	0.222985	0.00206543	0.00670519	0.586844	0.0238286	0.0316778	0.0694544	0.0798107	0.316862	0.0214747	0.110084	0.0263097	0.123017	0.0780412	0.00760322	0.0120665	0.0160841	0.103734	0.0151891	0.0841659	0.00726361	0.0731819	0.181452	0.00979108	0.0604009	0.0212616	0.00637545	0.0742274	0.0703731	0.0500088	0.00654533	0.0879495	0.0111217	0.171471	0.170936	0.087203	0.0697548	0.0231719	0.220573	0.0281494	0.238165	0.602125	1.05505	2.10466	5	6.241122
1046000	-1246.905	-1246.644	-0.2606998	10	2.814993	0.0797981	0.167108	0.0208634	0.0951048	0.0531924	0.0543338	0.00997801	0.0988268	0.0123991	0.00612704	0.0460783	0.0218867	0.0912581	0.00637228	0.00283239	0.0701752	0.0508595	0.0134763	0.12571	0.0320668	0.149937	0.0307484	0.00925819	0.0122915	0.0605717	0.00460492	0.0115705	0.00724547	0.172161	0.0196755	0.0137112	0.00819797	0.0285298	0.14508	0.0357599	0.170511	0.0174653	0.00525601	0.0333068	0.022484	0.0853569	0.0549672	0.0828403	0.277694	0.139623	0.0225273	0.017696	0.0119978	0.126079	0.0388297	0.00943072	0.0781833	0.0619198	0.161096	0.299777	0.00342212	0.0603032	0.185984	0.0649384	0.218891	0.0561711	0.0377389	0.190418	0.145639	0.0204275	0.0949717	0.222039	0.0602972	0.0467026	0.0134765	0.0124066	0.116298	0.121235	0.221326	0.0194915	0.132368	0.0760406	0.00727697	0.195751	0.0573608	0.0195765	0.15864	0.0454559	0.00457502	0.0609064	0.230264	0.193865	0.0226688	0.0242765	0.120491	0.1275	0.374423	0.720741	1.08144	1.8234	5	6.874023
1047000	-1236.633	-1233.792	-2.84056	2	1.587126	0.19301	0.126467	0.00476966	0.0874685	0.0450415	0.00258699	0.10078	0.0115548	0.00907814	0.0397318	0.0976921	0.0212885	0.0647803	0.0135082	0.00335397	0.0305919	0.0118233	0.0685283	0.162284	0.0846048	0.144185	0.086981	0.012902	0.014869	0.194042	0.009011	0.00602285	0.0232512	0.0437779	0.116684	0.0333667	0.0347435	0.00442129	0.0435645	0.0081871	0.0405741	0.0503123	0.102045	0.0629718	0.0440324	0.0246398	0.001692	0.011373	0.096335	0.0645186	0.0135335	0.0938025	0.0216371	0.0897385	0.000959922	0.0171913	0.00279574	0.225969	0.0430379	0.25649	0.136294	0.397416	0.105687	0.105754	0.280359	0.0112608	0.235985	0.078137	0.0276327	0.0719272	0.0637216	0.00486951	0.0573228	0.0099709	0.0536223	0.0999774	0.0457245	0.0317075	0.110297	0.12141	0.435226	0.0544082	0.133157	0.0678508	0.0573689	0.00775703	0.0229695	0.0213518	0.0142348	0.175847	0.00272105	0.272584	0.157774	0.0254734	0.116361	0.0011476	0.238473	0.602444	1.05515	2.10393	4	6.833907
1048000	-1242.943	-1238.88	-4.063459	2	2.591256	0.195243	0.123753	0.0186693	0.0983197	0.00991245	0.0434368	0.0219776	0.0106796	0.0172092	0.002072	0.0153447	0.0172987	0.077107	0.0226095	0.00652256	0.0248889	0.0235894	0.0348757	0.150238	0.0410128	0.249063	0.00336682	0.0108801	0.238394	0.107566	0.00648264	0.00596925	0.0374988	0.0921092	0.11133	0.0356857	0.0188973	0.0092685	0.0277973	0.0585666	0.0989948	0.0170039	0.0150411	0.0851828	0.0257514	0.0561736	0.0195803	0.0117079	0.194758	0.082393	0.00806787	0.271107	0.00803498	0.0462192	0.0320583	0.00724153	0.0328105	0.115702	0.00206144	0.0479226	0.0255626	0.0297542	0.965145	0.0112638	0.367758	0.0845885	0.0562956	0.0510927	0.19297	0.00137851	0.0491053	0.148242	0.0271213	0.0354375	0.135464	0.12188	0.00647893	0.00554182	0.288473	0.0260067	0.0528664	0.08511	0.0827627	0.00374042	0.00814654	0.0550623	0.0431166	0.281389	0.0297084	0.151891	0.0724947	0.00558346	0.0241207	0.0423222	0.0689506	0.229962	0.354941	0.706051	1.07959	1.85942	4	7.012231
1049000	-1222.111	-1217.812	-4.299198	2	2.028597	0.179559	0.165896	0.0223774	0.0356857	0.0555428	0.0707977	0.034803	0.0182816	0.00310217	0.0296925	0.00480816	0.00462058	0.0100338	0.00935465	0.112565	0.0170478	0.102549	0.0946277	0.17642	0.0708554	0.183679	0.0756837	0.0289669	0.0229065	0.125622	0.0130234	0.00109235	0.00346558	0.0534564	0.217192	0.000764235	0.00576658	0.0103608	0.0286615	0.0384417	0.0401136	0.0103975	0.00373068	0.0565967	0.0693956	0.0255185	0.0557316	0.00880294	0.0679963	0.0950729	0.00151236	0.021291	0.0642141	0.159838	0.0304557	0.0703811	0.0543814	0.222169	0.01357	0.100156	0.0476868	0.417578	0.778493	0.0472975	0.0480334	0.0589289	0.0302983	0.150036	0.120871	0.0167751	0.0259736	0.291536	0.0521652	0.020281	0.0326896	0.0232334	0.0514425	0.21783	0.0811345	0.064986	0.0480339	0.0183525	0.034368	0.0564787	0.285359	0.035723	0.00133928	0.0602336	0.0154675	0.0133488	0.0168194	0.0284275	0.164477	0.0357466	0.139426	0.309938	0.296665	0.658021	1.07069	1.97463	4	7.039834
1050000	-1234.655	-1234.274	-0.3808789	10	1.469241	0.04233	0.42755	0.0270684	0.0817802	0.0933963	0.0892229	0.00697783	0.0212859	0.020177	0.00550023	0.0369476	0.00740643	0.062991	0.0105379	0.0552026	0.00987554	0.0786872	0.0937007	0.0114423	0.0632504	0.1634	0.234026	0.00201732	0.0418634	0.0398118	0.00836136	0.00747414	0.00782087	0.0371981	0.0211398	0.0370293	0.0313118	0.00511354	0.0487235	0.05014	0.0396523	0.0117849	0.0563691	0.0864258	0.0847849	0.0275709	0.0970742	0.0467997	0.103237	0.112777	0.0220987	0.171042	0.239707	0.0797975	0.0637419	0.115238	0.0848154	0.0362903	0.0536168	0.0307349	0.0139698	0.0794594	0.12598	0.234038	0.0170681	0.181368	0.0975583	0.111355	0.0784292	0.00654524	0.0769223	0.133494	0.0435004	0.0203652	0.00805279	0.0358568	0.468744	0.111376	0.0365594	0.0695249	0.193236	0.106451	0.398324	0.0107573	0.0204846	0.0675614	0.0275202	0.25554	0.025112	0.149304	0.00974764	0.0467155	0.00211436	0.0110234	0.0848115	0.0176251	0.220532	0.583355	1.04856	2.14755	5	6.920812
1051000	-1231.002	-1227.517	-3.484768	2	2.000006	0.113524	0.0850751	0.00226274	0.108099	0.0964452	0.0630252	0.00529159	0.0263674	0.0260753	0.124441	0.0239371	0.00327007	0.0573314	0.00467591	0.0292335	0.0194254	0.088196	0.0705592	0.160954	0.0210225	0.156799	0.0315306	0.0104466	0.126426	0.052709	0.019669	0.00731536	0.00304364	0.0390203	0.0207712	0.00763938	0.00889253	0.0237652	0.102717	0.0145873	0.0770919	0.039736	0.00154191	0.0925589	0.0426144	0.0653439	0.00132159	0.00481054	0.0299988	0.153439	0.0662323	0.18364	0.0392388	0.0348441	0.196234	0.01309	0.146777	1.05985	0.021981	0.00196149	0.127369	0.136747	0.165597	0.0304097	0.0439896	0.0332305	0.00354112	0.0243001	0.131791	0.020776	0.140998	0.179719	0.00816491	0.0183618	0.0579994	0.0289874	0.42469	0.0946604	0.168065	0.0557745	0.076318	0.0305163	0.061967	0.0810003	0.00210379	0.000102839	0.138551	0.138828	0.0139368	0.029222	0.000660628	0.0842312	0.0324854	0.0729297	0.196803	0.00796571	0.293275	0.655014	1.06999	1.98172	4	6.889646
1052000	-1243.519	-1240.925	-2.593945	2	1.664857	0.116185	0.0803681	0.0130547	0.02315	0.00512932	0.0327302	0.0268122	0.0119141	0.00252073	0.103359	0.00526104	0.0610668	0.130509	0.00405585	0.0440184	0.0113137	0.0127189	0.204922	0.144783	0.0836815	0.0738251	0.0116754	0.0233659	0.136602	0.159928	0.00141341	0.00060052	0.00383881	0.0193866	0.043285	0.0461934	0.0076127	0.0668514	0.103671	0.019117	0.0753367	0.0213422	0.0299436	0.049679	0.139348	0.0209743	0.131867	0.0225548	0.0991155	0.104276	0.00591055	0.361559	0.0368124	0.0110279	0.0742373	0.0761283	0.10373	0.553863	0.10969	0.0727878	0.0687103	0.406512	0.00779741	0.0465355	0.462559	0.0783438	0.0245412	0.0562913	0.00312281	0.111125	0.00176055	0.0375907	0.00290232	0.0927213	0.119533	0.0905458	0.00275257	0.044447	0.0104595	0.0414891	0.0841005	0.0192759	0.0967675	0.0443127	0.0317184	0.0682582	0.0173806	0.0271832	0.00981442	0.247807	0.014614	0.110905	0.0628909	0.104085	0.0227465	0.248518	0.249703	0.613879	1.0588	2.07762	4	6.85522
1053000	-1246.411	-1243.024	-3.38693	10	1.162448	0.0902089	0.184346	0.00643586	0.0709263	0.0204028	0.0132865	0.00580196	0.0603454	0.134823	0.0518435	0.0165228	0.00235338	0.0278303	0.0135285	0.0427088	0.00704433	0.0188106	0.0639184	0.172747	0.0907637	0.152812	0.228605	0.0969506	0.0365457	0.0445205	0.0199996	0.00526912	0.00841793	0.121856	0.00718433	0.00247697	0.0240714	0.00134873	0.0641407	0.00194088	0.127057	0.0313804	0.0123815	0.14192	0.125231	0.0269532	0.0499801	0.0748467	0.097987	0.215489	0.00678148	0.130348	0.0068702	0.0376727	0.065552	0.642601	0.179595	0.13696	0.0265991	0.0834961	0.000728232	0.292887	0.00414893	0.064235	0.0527592	0.0286163	0.139036	0.00851715	0.0306986	0.0419746	0.0295222	0.0113587	0.136286	0.117377	0.0695389	0.0972364	0.483978	0.254852	0.307154	0.0654455	0.119736	0.0275111	0.254492	0.0566172	0.0723721	0.0450778	0.0264633	0.0602446	0.0158386	0.0127594	0.117327	0.0349503	0.19719	0.0198313	0.0558979	0.505678	0.168182	0.52067	1.02245	2.2887	5	7.988827
1054000	-1241.813	-1245.386	3.573088	2	1.216737	0.193315	0.0792976	0.0290621	0.109508	0.0158687	0.0830535	0.044932	0.0557798	0.0126791	0.0205377	0.0179295	0.00351191	0.0514057	0.0213351	0.0382203	0.0230054	0.0388288	0.122079	0.0343577	0.0221304	0.150452	0.0329006	0.00546431	0.0601018	0.0480961	0.00138331	0.00529804	0.00389802	0.0851598	0.16669	0.0170312	0.0105011	0.0149826	0.0456591	0.0638046	0.022586	0.0249585	0.0145464	0.0615243	0.0252584	0.055062	0.0641744	0.0250459	0.0721791	0.170679	0.0415709	0.0482239	0.357543	0.0582146	0.0224185	0.0238559	0.0155272	0.0469818	0.0108289	0.0186004	0.110061	0.0387464	0.0131292	0.0949091	0.000543166	0.0929614	0.0614262	0.0188435	0.0306679	0.116711	0.000925887	0.0700505	0.161272	0.137372	0.00109611	0.114955	0.33331	0.0125458	0.0165762	0.0809915	0.439683	0.0346571	0.0689918	0.182388	0.0709437	0.0184177	0.0759406	0.147892	0.0618211	0.178865	0.0696399	0.0949388	0.0577781	0.0423676	0.0472085	0.331915	0.178073	0.53344	1.02833	2.26016	4	6.33858
1055000	-1239.988	-1235.173	-4.814617	2	1.57551	0.129524	0.11139	0.0260769	0.0600099	0.0954091	0.0536751	0.0165209	0.0307504	0.0407311	0.0127024	0.0038785	0.00361264	0.0728217	0.0052595	0.0226792	0.00384155	0.0617311	0.0435189	0.227766	0.050697	0.250821	0.021645	0.0111998	0.0778065	0.0534281	0.028432	0.0044747	0.0139192	0.00160052	0.0176093	0.0210264	0.0993172	0.00303601	0.0702066	0.0410478	0.101568	0.0385133	0.0305422	0.13581	0.13798	0.0350477	0.0454106	0.0331171	0.198625	0.0444876	0.00448811	0.0873567	0.0838972	0.10324	0.00409795	0.15631	0.0295835	0.03789	0.0622482	0.00410795	0.0058322	0.00463642	0.0109314	0.0628454	0.102047	0.0128884	0.0288133	0.0193376	0.455665	0.133531	0.0352745	0.0544368	0.0956967	0.0109921	0.179841	0.0739164	0.0846813	0.111084	0.190473	0.00778691	0.633261	0.561042	0.0419135	0.0527296	0.00731599	0.00106525	0.0998087	0.0714602	0.217866	0.172189	0.0048926	0.0133453	0.0215459	0.0176058	0.164635	0.0971955	0.236755	0.600661	1.05456	2.10802	4	7.021069
1056000	-1220.126	-1229.282	9.155877	10	1.192837	0.194206	0.153093	0.0139223	0.0957312	0.0297676	0.0400755	0.0360189	0.0394249	0.0024729	0.00977055	0.00604461	0.0048355	0.0874285	0.0122775	0.0177185	0.0167286	0.0285977	0.0032077	0.224513	0.114671	0.0499314	0.0910892	0.00287317	0.105676	0.0233647	0.00545351	0.00323653	0.010995	0.0421238	0.0338289	6.29091e-05	0.0220051	0.0245361	0.0626994	0.0222299	0.0492761	0.00971697	0.00567442	0.115146	0.0203353	0.0986127	0.140834	0.028129	0.0386366	0.158216	0.0299503	0.128641	0.0872649	0.00687141	0.0176276	0.0187434	0.147055	0.0812124	0.0712337	0.157023	0.263343	0.110557	0.0191477	0.0544885	0.0222138	0.15334	0.0904898	0.0649372	0.109404	0.00682508	0.0380412	0.18407	0.193035	0.0277811	0.0479895	0.00171795	0.067714	0.0335092	0.0944521	0.0948213	0.629454	0.0290081	0.0899429	0.0948558	0.0341453	0.0384625	0.0703328	0.207603	0.126263	0.128352	0.101798	0.00575835	0.0119765	0.215636	0.0182364	0.0656734	0.173752	0.527922	1.02582	2.2725	5	6.586187
1057000	-1241.087	-1247.021	5.934243	10	2.602195	0.0543827	0.103362	0.0224912	0.105983	0.0294336	0.000752061	0.0201449	0.0382956	0.00747754	0.00304566	0.00324424	0.0134875	0.065292	0.0135801	0.00866948	0.0525687	0.0608239	0.0270346	0.0621002	0.117389	0.0407337	0.0147322	0.0299317	0.232353	0.130119	0.0137271	0.0100648	0.00192419	0.103091	0.153324	0.0161795	0.0718288	0.00305559	0.0481043	0.00375739	0.0933729	0.0531857	0.00251173	0.045463	0.0636983	0.0586578	0.071499	0.00570886	0.0781285	0.0648655	0.00580455	0.0836507	0.0231239	0.0960013	0.0745219	0.0248467	0.0613693	0.0332474	0.0248192	0.124924	0.00916936	0.0100697	0.00112416	0.120978	0.0228678	0.305301	0.0498977	0.0651774	0.0950796	0.00637227	0.0175987	0.00977263	0.0116514	0.0579338	0.316443	0.0936682	0.0460604	0.116435	0.00723893	0.00630562	0.506362	0.010016	0.374358	0.00859612	0.031758	0.00335019	0.1246	0.161204	0.0362549	0.210519	0.0124301	0.105301	0.0644036	0.496226	0.11754	0.284206	0.355936	0.706817	1.0797	1.85755	5	6.688153
1058000	-1230.695	-1236.989	6.294624	10	1.431863	0.167085	0.0214716	0.00258968	0.0643593	0.101954	0.0540298	0.0270584	0.0167974	0.0367598	0.0209841	0.0201367	0.017004	0.0202548	0.00653372	0.0511022	0.00169881	0.0737097	0.0886369	0.0822756	0.0785702	0.250178	0.0259686	0.0028739	0.0435372	0.0518965	0.0451227	0.00265329	0.00173265	0.0518643	0.0492955	0.00467931	0.00813002	0.0347607	0.273533	0.0648825	0.0623455	0.0297743	0.00266847	0.073599	0.043771	0.0209927	0.0446877	0.0143329	0.079947	0.099931	0.0112541	0.129694	0.0574598	0.0143438	0.00446966	0.154321	0.165958	0.067782	0.034659	0.14093	0.0830272	0.0426588	0.0100098	0.0221875	0.172597	0.0210386	0.1666	0.0175272	0.0305635	0.151814	0.0156413	0.197438	0.0276	0.216199	0.00380357	0.0451922	0.0210677	0.0437336	0.00307046	0.0344388	0.671582	0.00126144	0.221737	0.052829	0.402921	0.04559	0.0071737	0.0527548	0.0193331	0.130052	0.0301863	0.160904	0.0986372	0.0120407	0.00632968	0.398515	0.214602	0.576808	1.04616	2.16243	5	6.755095
1059000	-1250.327	-1243.771	-6.555764	2	1.230091	0.145144	0.209888	0.0145955	0.0509616	0.0793387	0.0141665	0.0132129	0.061748	0.00403472	0.0740465	0.0161996	0.0267651	0.079433	0.0291638	0.0370352	0.0366439	0.0667064	0.0530909	0.175769	0.107108	0.277252	0.0467067	0.0119989	0.00382165	0.059945	0.00515497	0.00716294	0.00831131	0.0800816	0.14659	0.0651867	0.061451	0.0065734	0.0582868	0.0469714	0.0596621	0.0493864	0.00837131	0.116621	0.12325	0.0580552	0.00202251	0.0364337	0.126261	0.0533578	0.00311137	0.187875	0.022387	0.074694	0.0495684	0.130771	0.0353558	0.0424555	0.0391969	0.0065404	0.132271	0.039375	0.0481859	0.00212428	0.127213	0.257451	0.238534	0.0551415	0.279004	0.231854	0.00689311	0.00207604	0.117175	0.0150558	0.0282693	0.018372	0.216983	0.0295675	0.240381	0.00577163	0.38491	0.0169574	0.0562293	0.00290643	0.697025	0.0454675	0.0127717	0.024421	0.0510385	0.0432032	0.0193692	0.104132	0.0359626	0.0184439	0.016147	0.196385	0.180464	0.536455	1.02967	2.25341	4	7.22299
