Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
208000	-1214.404	-1229.371	14.96665	10	3.691515	0.117804	0.0723932	0.0211369	0.0548473	0.025365	0.0245863	0.0401055	0.0454536	0.00206777	0.0282555	0.070202	0.00941188	0.0506298	0.00265968	0.00867648	0.00717379	0.0969217	0.093218	0.1344	0.0364073	0.200051	0.0565498	0.0132887	0.0107052	0.038097	0.0115713	0.00641825	0.0097413	0.0197595	0.133318	0.0787255	0.0310108	0.0114065	0.125388	0.0482368	0.0883768	0.0268667	0.0291001	0.0594626	0.0628829	0.0185493	0.0479473	0.000318369	0.0973816	0.1522	0.00214573	0.153935	0.00819877	0.0172094	0.00200565	0.0430559	0.000447774	0.0274299	0.221087	0.0705108	0.0255668	0.130174	0.0762791	0.0514756	0.0255683	0.0297137	0.0954396	0.0242944	0.0168707	0.0399331	0.143746	0.0176109	0.390422	0.104417	0.362047	0.0325065	0.0163289	0.0837905	0.0394811	0.0720644	0.0553055	0.140092	0.0155561	0.0199228	0.00983367	0.00123792	0.0185737	0.0649742	0.166802	0.10496	0.103548	0.0930042	0.0446782	0.00456259	0.0406583	0.186546	0.436569	0.763817	1.08431	1.71531	5	5.71308
209000	-1237.104	-1243.542	6.43865	10	1.726312	0.0862535	0.0601852	0.00385913	0.216299	0.0200108	0.0162566	0.0194646	0.0116134	0.00655262	0.0109995	0.0682315	0.000744187	0.0947204	0.0283688	0.0170607	0.0208957	0.0438702	0.13307	0.132197	0.117096	0.0775787	0.0818749	0.00643921	0.029287	0.0704729	0.00588858	0.00204993	0.00545106	0.0149287	0.124163	0.0144975	0.0229269	0.00129331	0.275136	0.0561706	0.0721317	0.170667	0.00297086	0.0656607	0.0683536	0.118444	0.039634	0.101932	0.100583	0.067555	0.0178443	0.030646	0.0966431	0.427721	0.164735	0.00587848	0.10014	0.058936	0.0317375	0.0289051	0.18583	0.129261	0.0464009	0.00417442	0.058984	0.167698	0.130978	0.0400687	0.0442552	0.0102297	0.172736	0.00136182	0.0192564	0.0793676	0.63807	0.00168966	0.0844509	0.104789	0.134838	0.0738691	0.151891	0.0514297	0.0955343	0.0278203	0.0294928	0.0138945	0.0298797	0.0870852	0.0304381	0.149667	0.0799404	0.013288	0.0202049	0.0270769	0.0182103	0.0695158	0.258263	0.622351	1.06135	2.05804	5	6.690704
210000	-1237.764	-1227.881	-9.88307	2	2.052108	0.10226	0.332851	0.00122527	0.15887	0.0538462	0.0315601	0.00193456	0.00218046	0.00345124	0.0210902	0.0246859	0.0108366	0.0741095	0.0625607	0.00365031	0.00853357	0.0562531	0.119777	0.1656	0.0605685	0.0665708	0.0287953	0.00134256	0.0235856	0.101458	0.00449721	1.21087e-05	0.00224814	0.0481747	0.0306267	0.0290612	0.0159755	0.00234498	0.15951	0.00647814	0.0610389	0.0172483	0.00127965	0.0547509	0.0655896	0.0252992	0.0421577	0.0525479	0.104781	0.27674	0.0110194	0.44944	0.0203401	0.741337	0.0205988	0.0039406	0.110769	0.039298	0.0651016	0.0124576	0.0408992	0.0223095	0.0850022	0.0934547	0.0484183	0.015497	0.0453111	0.0345893	0.171501	0.351392	0.272027	0.171232	0.00169164	0.00893413	0.0589256	0.0546022	0.116013	0.0143219	0.111101	0.00983586	0.00715126	0.172753	0.135561	0.0925303	0.166965	0.244828	0.0739171	0.0783742	0.0413569	0.00877759	0.155984	0.0453195	0.1414	0.00177163	0.0116654	0.0389831	0.299417	0.660443	1.07124	1.9689	4	7.136656
211000	-1220.589	-1230.757	10.16738	10	1.837938	0.121176	0.230967	0.0213077	0.153874	0.0109687	0.00106052	0.00487795	0.0193479	0.00405982	0.058175	0.0277869	0.00311374	0.128479	0.000956259	0.0397936	0.00050202	0.0247537	0.0769596	0.176085	0.0340683	0.065958	0.0178108	0.0368835	0.130104	0.0414	0.00662573	0.000267029	0.0027846	0.0326307	0.0074714	0.116647	0.0287305	0.00164108	0.104866	0.00159154	0.0289549	0.109317	0.00203035	0.0543211	0.0694611	0.0815755	0.00956046	0.0137798	0.124829	0.219008	0.0959299	0.101451	0.000435297	0.444574	0.00583125	0.0679498	0.00889101	0.0225681	0.132232	0.00118717	0.0769023	0.010593	0.103897	0.125951	0.0333886	0.000603574	0.0360366	0.214023	0.03758	0.0545733	0.137546	0.0333303	0.133694	0.0240084	0.00910632	0.0418331	0.0700146	0.162519	0.0366975	0.0828677	0.141474	0.0804955	0.0392306	0.000228781	0.109242	0.0594251	0.0864208	0.0208265	0.0093144	0.310236	0.218377	0.165149	0.326683	0.0251084	0.0696295	0.177932	0.27313	0.636594	1.06535	2.02493	5	6.592547
212000	-1246.996	-1239.527	-7.46885	1	2.184581	0.180782	0.047396	0.0239747	0.0586048	0.0173399	0.0447802	0.0220736	0.0168042	0.0131499	0.00884956	0.0641709	0.0199843	0.0181407	0.0248759	0.0645292	0.0218191	0.0254329	0.209924	0.138877	0.0742258	0.26891	0.0634588	0.0013707	0.00313248	0.00219287	0.00607885	0.00620362	0.0131763	0.00658054	0.0194099	0.0556283	0.0360872	0.000873181	0.107721	0.00303825	0.0729562	0.0480408	0.0658416	0.146	0.0631778	0.0417996	0.00978396	0.0560976	0.0558964	0.0634225	0.0144349	0.114118	0.00556001	0.382673	0.0110081	0.151892	0.0464109	0.0833118	0.050522	0.0490255	0.0814227	0.281545	0.0499593	0.0449394	0.0473285	0.0229742	0.11446	0.0633944	0.0482124	0.0646823	0.020529	0.0253142	0.0582678	0.178559	0.160886	0.0213873	0.159529	0.302928	0.1358	0.108973	0.104706	0.0553217	0.037662	0.0626592	0.0431713	0.0654761	0.0191893	0.0669534	0.168381	0.113488	0.0249771	0.0157369	0.376007	0.173368	0.156402	0.253951	0.314355	0.673308	1.07399	1.93835	3	6.950115
213000	-1228.284	-1227.015	-1.268878	10	1.44553	0.219192	0.168579	0.00786373	0.115531	0.0032536	0.0952897	0.0528961	0.0389229	0.020576	0.0994267	0.0133623	0.0235315	0.110104	0.0109812	0.0369457	0.0190996	0.0526038	0.176168	0.0276872	0.0312577	0.0719825	0.0390358	0.0116975	0.0981237	0.122631	0.0288333	0.0159562	0.0190097	0.137623	0.00345311	0.0348339	0.00231764	0.016042	0.052648	0.0474815	0.0838508	0.0284197	0.0166333	0.096337	0.0976243	0.0618118	0.0422125	0.0631837	0.0824963	0.128943	0.00766208	0.185298	0.049794	0.816962	0.0333195	0.0896615	0.0128136	0.415286	0.0335636	0.0640139	0.000481734	0.351457	0.0165323	0.0378994	0.0789783	0.0329017	0.0197182	0.0604718	0.0545936	0.0680216	0.0129409	0.00502976	0.0225675	0.0394433	0.0996122	0.156889	0.123022	0.0200249	0.19028	0.0599864	0.000934906	0.0630349	0.0168773	0.0957679	0.0726642	0.0538238	0.016587	0.0807469	0.0137711	0.216086	0.0367388	0.0515172	0.532281	0.13984	0.0518028	0.314426	0.216784	0.579231	1.04706	2.15693	5	7.642576
214000	-1226.734	-1226.514	-0.220487	10	1.759385	0.212859	0.206276	0.0204511	0.13281	0.0633543	0.0679645	0.00355539	0.146567	0.0253208	0.0731553	0.0256238	0.00949921	0.0422405	0.00991202	0.00493163	0.00328437	0.0945517	0.37474	0.139303	0.0296709	0.120755	0.119425	0.025665	0.00833677	0.0501759	0.00857285	0.000222321	0.00204567	0.0163295	0.011284	0.00957034	0.0266343	0.00774581	0.0634264	0.0436802	0.103741	0.0330608	0.0091647	0.166484	0.0579194	0.0679065	0.0464399	0.030627	0.0426442	0.25051	0.0177571	0.068858	0.0535229	0.43882	0.053644	0.0501908	0.0987427	0.0430204	0.0423742	0.00931203	0.169707	0.170299	0.00297195	0.0266196	0.073357	0.02422	0.270095	0.0406513	0.0688723	0.0338855	0.0211373	0.0292721	0.022194	0.0500391	0.0296149	0.0510008	0.0700567	0.0204421	0.213855	0.067574	0.162538	0.0281259	0.0341649	0.0052307	0.149534	0.0169248	0.0576541	0.153024	0.0022538	0.130836	0.154307	0.00898255	0.707991	0.0242353	0.0049421	0.0273307	0.262757	0.626718	1.06261	2.04791	5	7.008619
215000	-1220.711	-1232.468	11.75732	10	2.116651	0.0841675	0.152666	0.00583924	0.0392264	0.0246369	0.00222324	0.0153092	0.0400514	0.0390452	0.0151868	0.0153312	0.014264	0.0813327	0.000348397	0.0530618	0.00727795	0.0299797	0.106379	0.092589	0.0505166	0.0633656	0.107321	0.0400799	0.00398834	0.00233302	0.00485214	0.0155164	0.0187565	0.0595602	0.0916057	0.100782	0.0380278	0.00229257	0.0564066	0.00303156	0.0853665	0.0489337	0.0267549	0.145006	0.0493996	0.147074	0.0307588	0.056489	0.0726696	0.109461	0.00388956	0.121929	0.184454	0.0243864	0.148939	0.0424111	0.00255671	0.0124543	0.213862	0.0250673	0.030543	0.18263	0.0143553	0.172883	0.0343708	0.0174376	0.00274508	0.0196563	0.0141225	0.00810773	0.0901622	0.0558924	0.119939	0.159659	0.0233937	0.0110403	0.0999641	0.074243	0.160805	0.0413877	0.145008	0.692139	0.0716207	0.0734328	0.0513156	0.0267481	0.00105869	0.0605476	0.0178263	0.0102388	0.0120173	0.0809267	0.430902	0.0568744	0.0277004	0.0201205	0.306813	0.666871	1.07265	1.95366	5	6.14103
216000	-1236.813	-1236.944	0.1313087	10	1.892399	0.092092	0.20994	0.00797386	0.110099	0.0240829	0.0384678	0.0690923	0.00302528	0.00450345	0.0255458	0.114872	0.00811485	0.0817182	0.0102259	0.0508905	0.0212739	0.0743349	0.107929	0.189718	0.0791152	0.0108369	0.108716	0.0187898	0.0142863	0.108241	0.0350778	0.0101279	0.00187991	0.0159763	0.0313625	0.0887672	0.00378768	0.0370412	0.0342843	0.0500643	0.0836248	0.0500247	0.00277511	0.0978321	0.0236327	0.00583211	0.0256686	0.0564023	0.0301797	0.168898	0.0146897	0.00771152	0.037756	0.0671931	0.191177	0.135615	0.017333	0.037747	0.00341203	0.0161475	0.0524265	0.108136	0.0362116	0.147747	0.0119363	0.0782309	0.0982052	0.085119	0.0478664	0.223288	0.710915	0.0160853	0.0617527	0.0409682	0.0293282	0.176442	0.110267	0.00807559	0.133436	0.129007	0.0801802	0.139032	0.0308061	0.0701717	0.022036	0.738511	0.00296602	0.199774	0.0872009	0.0713266	0.0360687	0.0148968	0.00877091	0.0922629	0.110354	0.090855	0.280083	0.643061	1.06705	2.00981	5	7.066564
217000	-1224.212	-1227.124	2.912475	2	1.161913	0.092295	0.198003	0.0420145	0.256903	0.0455252	0.000998045	0.00955006	0.0085618	0.0292321	0.00526417	0.0128523	0.0379187	0.133771	0.00711826	0.0215529	0.00182824	0.0510332	0.118875	0.26989	0.00646789	0.0201371	0.00315203	0.00230364	0.151787	0.116215	0.00554356	0.00597616	0.00977	0.019311	0.0571987	0.0094885	0.0168442	0.0104835	0.040025	0.0296085	0.0796237	0.0815789	0.0208347	0.0535512	0.074972	0.00363239	0.00219552	0.0521141	0.0437159	0.041023	0.0120255	0.120644	0.0772795	0.00556508	0.178659	0.00490345	0.0687714	0.0767822	0.0261298	0.00130175	0.115806	0.0428071	0.0940871	0.00949261	0.00734916	0.146385	0.100081	0.00627286	0.0178622	0.198832	0.6471	0.0280775	0.0273329	0.0106978	0.0118994	0.155164	0.0780444	0.271228	0.0603529	0.0449095	0.0486853	0.00452719	0.0983184	0.00481767	0.0650595	0.0357794	0.0251477	0.0409098	0.0123384	0.093498	0.109538	0.127921	0.467093	0.00165985	0.115508	0.0860793	0.168083	0.52054	1.02239	2.28899	4	6.283462
218000	-1243.182	-1238.028	-5.154203	2	2.976077	0.177489	0.174907	0.00925788	0.132342	0.0207587	0.0403024	0.0304866	0.0623713	0.0683933	0.00652373	0.0123695	0.00449047	0.166887	0.0243154	0.0249104	0.0045846	0.0683019	0.0777761	0.114543	0.00106626	0.150577	0.0276707	0.0396251	0.00859968	0.104166	0.0216772	0.0344186	0.00498009	0.109695	0.0754623	0.0116958	0.0717751	0.00328449	0.0639244	0.0467508	0.115787	0.0326396	0.00325314	0.0527949	0.123235	0.0123734	0.0309555	0.0554484	0.0261624	0.244794	0.00299269	0.190503	0.0412192	0.0687464	0.0796761	0.0572338	0.0206295	0.0109334	0.0642812	0.0177945	0.0575463	0.0715529	0.00758093	0.019748	0.00474078	0.0423877	0.0799114	0.0805674	0.0962367	0.0817824	1.0014	0.17296	0.0155717	0.0373745	0.0566111	0.049447	0.0277976	0.19552	0.0717463	0.173008	0.0880623	0.0199411	0.0698008	0.0123964	0.0236129	0.0637538	0.00433271	0.116542	0.0292309	0.0146239	0.0824088	0.175554	0.339683	0.0994349	0.0224196	0.0677712	0.387403	0.730195	1.0824	1.80001	4	6.820891
219000	-1235.452	-1230.384	-5.067772	2	1.738689	0.187242	0.104037	0.0132547	0.151895	0.197413	0.0503213	0.0309811	0.0378613	0.008825	0.00218817	0.00494969	0.003247	0.0772708	0.022153	0.0311743	0.034768	0.0702197	0.00758173	0.136471	0.0166274	0.0342105	0.0731157	0.0325875	0.0994123	0.0472827	0.00945271	0.00510467	0.00625283	0.0117822	0.0186254	0.0844016	0.0474823	0.0524907	0.0974326	0.0193558	0.0601304	0.0370187	0.00676208	0.120811	0.0800773	0.0541925	0.0331223	0.0208143	0.0925501	0.179616	0.0123762	0.127394	0.0557523	0.00259143	0.0524731	0.00547207	0.0330611	0.0422049	0.0464081	0.172554	0.0688005	0.118231	0.00112488	0.0587335	0.0114991	0.0051729	0.120817	0.390398	0.0789922	0.00133969	0.830525	0.0531617	0.199541	0.0841652	0.146503	0.121223	0.0741462	0.134026	0.0193505	0.0138486	0.100462	0.013078	0.0531599	0.022882	0.201318	0.0300575	0.224607	0.0460358	0.00448151	0.242315	0.154763	0.329137	0.0121594	0.000786953	0.09623	0.0361767	0.259954	0.624	1.06183	2.05422	4	7.162101
220000	-1239.152	-1240.676	1.524016	10	1.317345	0.283606	0.0453162	0.0141003	0.135285	0.0695455	0.0524322	0.00350862	0.0138236	0.0373646	0.0606452	0.0506646	0.00136582	0.0658156	0.000740706	0.00205681	0.0173869	0.00722207	0.129827	0.183061	0.0469707	0.0866928	0.0155602	0.0193981	0.0739447	0.0611688	0.0094776	0.044705	0.00251973	0.0321405	0.00528299	0.0519228	0.00663845	0.00215095	0.19063	0.0469456	0.0751052	0.00597646	0.00148655	0.0358105	0.086362	0.0263282	0.0514599	0.0109508	0.0126964	0.0935577	0.0647137	0.206047	0.105485	0.0295209	0.0273503	0.163036	0.117851	0.0604472	0.1259	0.0844489	0.0279838	0.0095161	0.0127533	0.0312946	0.00146563	0.056682	0.216876	0.273296	0.00495334	0.130085	0.485745	0.067642	0.051842	0.00190525	0.0173756	0.0564433	0.072304	0.539555	0.547852	0.0867872	0.0196931	0.117508	0.255731	0.0127537	0.0720401	0.0549667	0.0517614	0.124479	0.0590501	0.0679473	0.0407522	0.0141119	0.0313562	0.00504191	0.176911	0.0199049	0.195678	0.555032	1.03762	2.21167	5	7.070817
221000	-1225.6	-1231.708	6.107956	2	2.15896	0.133063	0.104159	0.0119566	0.0644468	0.0423106	0.0150408	0.0802232	0.0151694	0.0297893	0.0304199	0.117114	0.0313945	0.0299096	0.0297097	0.0191112	0.00279075	0.0260615	0.0394631	0.189872	0.0212421	0.116225	0.0284971	0.00524488	0.0734787	0.0190101	0.0347	0.00140815	0.00602881	0.0640272	0.0643255	0.0970091	0.0164692	0.0288944	0.125401	0.0273968	0.146368	0.0176472	0.0684714	0.0914079	0.0570442	0.0202286	0.0137138	0.0465872	0.15347	0.0870735	0.00341912	0.259942	0.0101705	0.0858305	0.0574245	0.0164991	0.0591231	0.251263	0.0926036	0.110841	0.0603795	0.0106145	0.0141958	0.0314153	0.0256525	0.0300835	0.232978	0.00902941	0.0431097	0.1115	0.368735	0.280799	0.0287639	0.202339	0.127139	0.00666037	0.00940519	0.133443	0.123457	0.0252746	0.0291764	0.0155717	0.0237243	0.0248796	0.0713523	0.0789979	0.0555882	0.0591767	0.00425524	0.0398482	0.0526975	0.0456181	0.0353134	0.0362904	0.0113506	0.0307692	0.311539	0.670918	1.0735	1.94404	4	5.880074
222000	-1245.806	-1240.828	-4.97717	2	2.319275	0.0958445	0.124084	0.0249731	0.184083	0.0729971	0.0451426	0.00533886	0.0156682	0.00322304	0.0232536	0.012481	0.0342749	0.10925	0.0457177	0.0364567	0.0194953	0.018229	0.207936	0.208287	0.0620787	0.128229	0.051924	0.00213696	0.0168139	0.0555264	0.0109966	0.0105166	0.0103773	0.0100186	0.0879047	0.0715579	0.0130923	0.0158411	0.473778	0.0767841	0.0547144	0.0420573	0.00368668	0.00825409	0.100308	0.0478563	0.00137419	0.0460633	0.0547061	0.0991999	0.0149437	0.148353	0.00218701	0.00431064	0.0829134	0.0776491	0.0217417	0.355943	0.121615	0.00770556	0.0140089	0.138746	0.00155215	0.117126	0.00367295	0.000427924	0.10105	0.0873979	0.0322218	0.214357	0.560873	0.0339836	0.101549	0.0142641	0.0376169	0.0506902	0.0512165	0.00376928	0.233932	0.100037	0.032966	0.0200696	0.116626	0.204481	0.236428	0.0184662	0.0780085	0.00897191	0.00631216	0.232234	0.00508525	0.197519	0.0634449	0.034801	0.0278451	0.0429057	0.328624	0.685171	1.07625	1.90995	4	6.904551
223000	-1233.525	-1238.843	5.318074	10	1.853074	0.0326027	0.162131	0.036239	0.129795	0.0565861	0.0269705	0.108081	0.0546753	0.051916	0.0200165	0.0936622	0.0313599	0.0767307	0.0192385	0.0165145	0.00108492	0.0649894	0.0666354	0.174303	0.0136015	0.0418267	0.105421	0.00668488	0.0575208	0.0740233	0.0215568	0.00155896	0.0189427	0.04953	0.0880395	0.0826845	0.0164054	0.00204528	0.112036	0.0347569	0.206922	0.043264	0.0264584	0.0513409	0.0427449	0.106777	0.0756264	0.0343716	0.0930035	0.110389	0.0065347	0.0147895	0.204008	0.212033	0.0327881	0.0122089	0.102312	0.348469	0.0162574	0.250829	0.00762674	0.176658	0.00594861	0.233685	0.0998751	0.00922179	0.0207539	0.0173429	0.0255991	0.158342	0.520202	0.025271	0.0680719	0.00723954	0.00337037	0.0617021	0.0496241	0.23506	0.0649092	0.0602757	0.0290937	0.0581483	0.0638424	0.0931522	0.0139456	0.000172008	0.00347977	0.0691418	0.127024	0.102554	0.111258	0.00918719	0.016696	0.125413	0.00521946	0.280527	0.275082	0.638421	1.06584	2.02066	5	6.90093
224000	-1238.095	-1233.737	-4.357598	1	1.780075	0.0866317	0.0150155	0.00598272	0.0734595	0.014774	0.0235589	0.00411868	0.013736	0.0195999	0.0305436	0.0103487	0.00736436	0.10788	0.0615426	0.156609	0.0097526	0.0274231	0.141643	0.220071	0.0214852	0.0889528	0.0110646	0.0279038	0.154265	0.0590677	0.00176919	0.026967	0.00647528	0.0175792	0.102927	0.0324424	0.0411539	0.00831377	0.231377	0.0143126	0.0804245	0.0373354	0.0167553	0.149764	0.069867	0.083925	0.0497078	0.0593716	0.0663457	0.0696536	0.0199056	0.147142	0.0744684	0.0848081	0.13284	0.0865793	0.0357283	0.118899	0.183001	0.112838	0.037154	0.0319644	0.0107349	0.0402016	0.113181	0.052888	0.0266133	0.0116296	0.00272574	0.017315	0.65792	0.148649	0.064833	0.010963	0.12268	0.0444798	0.232669	0.0347566	0.144471	0.00337844	0.0743087	0.0231572	0.0212918	0.00967467	0.0117253	0.012669	0.0420396	0.0349088	0.166047	0.291332	0.082816	0.117004	0.0311406	0.0660025	0.082042	0.248602	0.26553	0.629385	1.06337	2.04172	3	6.67944
225000	-1219.114	-1230.766	11.65237	10	2.415581	0.0601403	0.0637149	0.00366038	0.0494867	0.00740514	0.00166908	0.0037853	0.0114328	0.0189321	0.0121986	0.0467586	0.0245659	0.0740715	0.0176174	0.0813818	0.0989347	0.0585198	0.115579	0.0591665	0.0501295	0.0321854	0.0529926	0.0041225	0.0636515	0.0523103	0.0223799	0.00241245	0.00696872	0.0523951	0.0716406	0.00825462	0.0126184	0.00590008	0.0352032	0.0615711	0.0840103	0.029788	0.0170854	0.0284928	0.096625	0.029159	0.124019	0.0440241	0.0578251	0.0239934	0.00166214	0.157589	0.11219	0.080578	0.0890667	0.627616	0.065755	0.0304657	0.0200845	0.0497392	0.017582	0.0155065	0.0038981	0.0899303	0.10098	0.0211928	0.0802612	0.0650424	0.00831333	0.00567236	0.0143317	0.398815	0.00732238	0.198686	0.483453	0.0630551	0.00632546	0.0381448	0.342548	0.0308816	0.0686437	0.00105081	0.0139469	0.0216528	0.0832334	0.0157904	0.0062911	0.0341129	0.0199106	0.141114	0.241504	0.0809502	0.0153871	0.0421565	0.157505	0.128281	0.338304	0.692997	1.0776	1.8911	5	6.176995
226000	-1249.887	-1240.716	-9.17096	10	1.577554	0.159232	0.189212	0.0144449	0.0770365	0.0296332	0.016104	0.00967508	0.0252691	0.0458647	0.117604	0.00913004	0.00877637	0.0207598	0.0159581	0.0324071	0.0503428	0.0599585	0.00553053	0.184016	0.075167	0.144294	0.0301889	0.0069781	0.0797345	0.0634121	0.00201308	0.0136753	0.00426988	0.0796241	0.0841089	0.0848524	0.0256127	0.0125512	0.0183231	0.0761343	0.0655293	0.0280692	0.00510132	0.160147	0.0712754	0.065797	0.0401248	0.0516914	0.111941	0.15001	0.0400487	0.418074	0.0459262	0.0300807	0.232804	0.523307	0.110216	0.0881324	0.0219447	0.00767034	0.0110822	0.0861158	0.450679	0.0893816	0.0913991	0.0327156	0.0577644	0.0821311	0.102673	0.0759296	0.0635634	0.0248618	0.226481	0.00328068	0.00598564	0.0411805	0.0726703	0.231664	0.124621	0.0455885	0.0522845	0.0663322	0.0904386	0.101956	0.168695	0.564608	0.0182794	0.121343	0.040648	0.113407	0.0642021	0.128391	0.000964485	0.0924738	0.135366	0.292463	0.237058	0.600976	1.05467	2.1073	5	8.111404
227000	-1226.03	-1233.902	7.872256	10	1.664107	0.0882565	0.105065	0.0147433	0.0638612	0.0701869	0.108536	0.0480034	0.00527393	0.0551387	0.0100612	0.0280209	0.0115105	0.0309023	0.0124269	0.00832112	0.00478243	0.0343628	0.206059	0.0892562	0.0211867	0.178508	0.0740948	0.0124756	0.0136176	0.0551027	0.0126805	0.0207431	0.0245488	0.165578	0.0118751	0.0704524	0.0274234	0.000734991	0.161235	0.00613061	0.0660855	0.0352397	0.00950275	0.0508703	0.101219	0.0297957	0.00601914	0.0374063	0.152862	0.217105	0.0922073	0.0764066	0.00272712	0.115436	0.11875	0.491053	0.228786	0.0923335	0.0121191	0.0253382	0.0110544	0.0965541	0.00494588	0.227867	0.100165	0.00947057	0.112411	0.0489698	0.16215	0.0476366	0.008827	0.0487541	0.0354383	0.00347955	0.142474	0.0637854	0.00234406	0.0842558	0.160598	0.061932	0.0255346	0.0206761	0.189602	0.0155046	0.147508	0.0115136	0.0807119	0.106516	0.0854967	0.0230814	0.103279	0.282137	0.0395733	0.0757611	0.0491668	0.048662	0.249597	0.613773	1.05876	2.07787	5	6.550256
228000	-1229.443	-1231.643	2.199756	10	1.674075	0.165213	0.181094	0.0565343	0.0646526	0.0473474	0.0261958	0.0150488	0.00169107	0.0519173	0.04509	0.0426985	0.00963154	0.0768069	0.00892475	0.102396	0.0118331	0.127902	0.0998032	0.239295	0.0111077	0.0754423	0.149231	0.00320097	0.0555024	0.0773131	0.000517709	0.0167225	0.0111239	0.0628307	0.0783877	0.00191649	0.00925691	0.0128689	0.0791977	0.0192192	0.0433108	0.0440408	0.0123599	0.052663	0.177896	0.108423	0.0397473	0.0807394	0.047951	0.0141596	0.00494272	0.256619	0.0140465	0.0047958	0.0794196	0.545785	0.257016	0.0290954	0.05373	0.0144293	0.00994441	0.00783491	0.00847758	0.0487178	0.0149462	0.0778842	0.119991	0.0605575	0.0788493	0.00176032	0.101978	0.138	0.152369	0.0783154	0.0565254	0.0642805	0.0760254	0.234287	0.0698223	0.0169635	0.0884429	0.0893854	0.166922	0.0206816	0.0218469	0.243421	0.0165303	0.276008	0.0636891	0.234213	0.0296579	0.124244	0.00136496	0.255881	0.0342654	0.0335292	0.251005	0.615181	1.0592	2.07462	5	7.036696
229000	-1240.814	-1242.591	1.776957	10	3.065464	0.167892	0.169287	0.0174126	0.0719482	0.0542035	0.0071003	0.0198195	0.0176649	0.030427	0.0166063	0.0164911	0.0547218	0.049831	0.0383423	0.00443839	0.0332196	0.0754729	0.0790017	0.119916	0.0519068	0.175173	0.0333107	0.0302085	0.329849	0.0854102	0.0296305	0.0149037	0.0175407	0.0359389	0.0981187	0.0266698	0.0158616	0.00379989	0.0323828	0.0177925	0.100109	0.0317858	0.0171249	0.0643232	0.07524	0.105043	0.0363886	0.0449343	0.0875506	0.0922781	0.0177137	0.192082	0.0111554	0.091573	0.16743	0.682129	0.084671	0.00340996	0.04063	0.252316	0.0156636	0.00327421	0.106771	0.0996776	0.0680346	0.0604982	0.0253691	0.547634	0.030441	0.0413696	0.00141642	0.130477	0.231981	0.0480898	0.0901775	0.0116716	0.07506	0.0517526	0.0629935	0.00918784	0.0300089	0.00875282	0.0834477	0.0449639	0.0638441	0.0133641	0.137355	0.0656353	0.0336667	0.0760584	0.00654499	0.173096	0.00660256	0.0473436	0.0269938	0.11385	0.394264	0.735089	1.08282	1.78783	5	6.883248
230000	-1234.271	-1246.092	11.82068	10	1.201086	0.15932	0.0442766	0.0155273	0.122906	0.0855843	0.0395823	0.056712	0.0666382	0.0659726	0.0617274	0.116491	0.0313933	0.00536244	0.00640543	0.0254191	0.0201229	0.018621	0.137259	0.0996974	0.0467685	0.132868	0.0858428	0.0217227	0.207178	0.026128	0.00650263	0.0225077	0.0319418	0.0194813	0.0587481	0.0265311	0.0224219	0.000656359	0.0110528	0.0190561	0.0592964	0.0800752	0.0163113	0.101685	0.0534785	0.0124025	0.00491738	0.0268873	0.0155781	0.118816	0.0035706	0.252121	0.111926	0.0159527	0.21125	0.289584	0.0468888	0.0627154	0.102705	0.093818	0.0631882	0.0222959	0.0674813	0.019375	0.0110622	0.0293877	0.174455	0.397523	0.225013	0.0826896	0.025113	0.277678	0.0209916	0.0644005	0.0311284	0.035799	0.196878	0.00629564	0.0641643	0.00904869	0.000481226	0.022559	0.00246169	0.204024	0.0476509	0.0295038	0.0344927	0.112505	0.0213295	0.0594237	0.0502835	0.0139143	0.00276846	0.0463768	0.0373477	0.011836	0.17525	0.529845	1.0267	2.2682	5	6.119332
