Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1343000	-386.771	-416.2405	29.4695	2	0.04670255	0.287531	0.056362	0.263851	0.129209	0.162907	0.0297217	0.0666945	0.0556019	0.0485763	0.113444	0.299693	0.208483	0.010937	0.0423433	0.0864803	0.0248593	0.0685282	0.066637	0.0238216	0.108591	0.152229	0.0560885	0.0688546	0.14977	0.00750535	0.168768	0.0365896	0.0525479	0.119807	0.0594579	0.295411	0.165306	0.000914255	0.065155	0.0452153	0.117594	0.07449	0.0628732	0.0763844	0.0286327	0.0359959	0.0970402	0.173806	0.0215116	0.0287569	0.125413	0.00839223	0.0745516	0.0127354	0.00808982	0.0202839	0.0275774	0.220242	0.137278	0.0186647	0.0974252	0.126767	0.00361962	0.00065074	0.0661972	0.134532	0.051993	0.00488748	0.0724163	0.00842136	0.126825	0.365168	0.0412024	0.140088	0.226221	0.048117	0.0249442	0.197011	7.15216e-14	3.99165e-07	0.00353135	3.99647	4	6.70469
1344000	-414.1432	-426.5662	12.42301	2	0.0294842	0.128926	0.0889834	0.319179	0.0835389	0.0115159	0.276934	0.0559854	0.338413	0.326252	0.283607	0.0652351	0.136922	0.0543996	0.0392221	0.0240725	0.101377	0.123268	0.376271	0.199141	0.0339568	0.0467015	0.146272	0.0128914	0.0047021	0.0684262	0.109369	0.205122	0.0534079	0.194504	0.0185193	0.182531	0.0814596	0.594469	0.0373014	0.208657	0.058251	0.112472	0.0611473	0.00582941	0.0559504	0.16992	0.051753	0.292003	0.0486121	0.0887842	0.0371489	0.0183354	0.138633	0.0673319	0.0152089	0.0394814	0.0858778	0.0107299	0.00306848	0.200341	0.0119861	0.146757	0.00105427	0.200553	0.00285168	0.0250832	0.104044	0.135406	0.116097	0.0710605	0.0141825	0.097672	0.257445	0.119975	0.159565	0.0958853	0.126168	0.0149648	2.12488e-21	6.89029e-11	9.69905e-05	3.9999	4	8.293164
1345000	-391.9716	-412.8655	20.89388	2	0.008317373	0.0724451	0.0736634	0.0866313	0.0702119	0.152705	0.0277778	0.0665011	0.0628037	0.014821	0.228537	0.10771	0.0189231	0.165441	0.18485	0.00905331	0.0432153	0.0159163	0.256083	0.345794	0.00187489	0.118499	0.0441335	0.0886077	0.134075	0.0576764	0.0389482	0.0162099	0.181974	0.136053	0.18244	0.0818254	0.0807152	0.100992	0.0402144	0.223845	0.0525678	0.148899	0.115565	0.0751028	0.0156131	0.61978	0.106065	0.00758196	0.0240424	0.00620228	0.135764	0.127302	0.0627656	0.0591378	0.0311553	0.0323763	0.0958189	0.0973372	0.0215206	0.283054	0.503156	0.0320519	0.0477812	0.00741624	0.118736	0.0190679	0.0731022	0.384712	0.00151688	0.105253	0.0504687	0.0408251	0.0648795	0.0274554	0.391165	0.0571428	0.0506937	0.0266561	2.30591e-73	7.19104e-37	1.60097e-15	4	4	7.650899
1346000	-395.3666	-418.6429	23.27638	2	0.02272094	0.212046	0.0852803	0.196202	0.0856083	0.223659	0.123287	0.0018259	0.0454013	0.0127618	0.200232	0.212081	0.0469196	0.0104404	0.00200962	0.0256013	0.0199301	0.02738	0.0609518	0.0739342	0.0626019	0.0353657	0.0480539	0.0477365	0.0362562	0.135552	0.218434	0.0582735	0.20478	0.0217814	0.154397	0.0319583	0.0173077	0.133317	0.0462892	0.100292	0.22175	0.323303	0.00938137	0.173962	0.0210663	0.099927	0.101039	0.0363192	0.059729	0.116727	0.00967946	0.0888664	0.0154718	0.039613	0.247132	0.196704	0.0334085	0.0994991	0.434403	0.122096	0.3179	0.0131534	0.0696684	0.28226	0.0166296	0.0291368	0.19382	0.184959	0.0423786	0.19754	0.068372	0.100747	0.0795711	0.0512492	0.0712628	0.0272486	0.0898015	0.359128	1.77652e-27	6.3039e-14	5.31955e-06	3.99999	4	7.662849
1347000	-376.0839	-403.8797	27.79586	2	0.03414277	0.0638846	0.329038	0.0502662	0.0844091	0.0269071	0.0264351	0.0736336	0.152312	0.207304	0.0691465	0.00628899	0.0256461	0.024169	0.00431886	0.0100994	0.0180147	0.100986	0.014827	0.0254555	0.0354746	0.138953	0.0140634	0.407871	0.167653	0.0875666	0.31168	0.174107	0.00293059	0.057374	0.164546	0.330473	0.321599	0.0808414	0.0172791	0.0154543	0.0956717	0.103962	0.160948	0.0556477	0.176311	0.11301	0.059439	0.0229539	0.00463941	0.0643298	0.0765839	0.00864606	0.12974	0.121952	0.401159	0.0550111	0.0601039	0.00471094	0.103247	0.16819	0.0121554	0.0894342	0.0404523	0.235792	0.0790667	0.0665554	0.0230556	0.0225692	0.0364664	0.0633248	0.00151629	0.0456563	0.048723	0.073969	0.0854361	0.0103873	0.21845	0.0134372	1.29758e-18	1.70202e-09	0.000366926	3.99963	4	6.793713
1348000	-434.6386	-438.6517	4.013174	1	0.049988	0.150601	0.0518619	0.0119705	0.0707274	0.0928074	0.0308392	0.00821622	0.138353	0.0803523	0.0730086	0.0913005	0.0221119	0.127252	0.00498874	0.112933	0.00621168	0.198226	0.00440924	0.341403	0.112924	0.455512	0.0486783	0.0805898	0.00679625	0.0391092	0.0798108	0.320353	0.0387278	0.10783	0.102367	0.0984133	0.211155	0.0953766	0.138313	0.0298672	0.218097	0.305837	0.0903861	0.297043	0.001647	0.223297	0.0527338	0.049682	0.118176	0.12818	0.744712	0.0532661	0.0387294	0.078155	0.0505842	0.104483	0.0329575	0.119262	0.103579	0.207555	0.125053	0.159269	0.17222	0.0420169	0.0721942	0.217109	0.117998	0.0852697	0.0231535	0.00611334	0.093946	0.417875	0.133034	0.0955652	0.0620948	0.197906	0.0997113	0.199522	5.02895e-13	1.05816e-06	0.00529201	3.99471	3	8.921809
1349000	-379.3594	-404.6759	25.31647	1	0.05095369	0.1634	0.0337333	0.0520026	0.127096	0.0685611	0.0499893	0.0706332	0.0414827	0.00637717	0.0921257	0.159083	0.0639056	0.0354819	0.003029	0.0696438	0.00903319	0.0564094	0.0544894	0.187888	0.00271222	0.0263695	0.0686181	0.32036	0.0713376	0.0690123	0.237927	0.116992	0.215808	0.0369113	0.2489	0.250446	0.138035	0.0310941	0.152806	0.108636	0.120942	0.103145	0.0939635	0.0446621	0.1576	0.0182557	0.0363673	0.0709649	0.0617804	0.0307137	0.214944	0.101746	0.0449044	0.0282624	0.0623555	0.100398	0.0501505	0.00732653	0.0912353	0.0315121	0.0977782	0.00575291	0.135743	0.0258264	0.0505777	0.0686689	0.527011	0.0624732	0.0324508	0.074569	0.0159709	0.280512	0.0443138	0.0257288	0.143861	0.0368935	0.219584	0.0321118	8.50492e-13	1.37599e-06	0.00590134	3.9941	3	6.791383
1350000	-370.7769	-400.4167	29.63972	2	0.08298195	0.12163	0.0627271	0.00952631	0.0980113	0.292705	0.147238	0.0755907	0.074366	0.00425839	0.171128	0.013228	0.0822418	0.0624451	0.0188401	0.0332808	0.0107956	0.0101798	0.041365	0.0820509	0.0162321	0.0661782	0.120857	0.135131	0.324502	0.00796495	0.00786026	0.0179645	0.22991	0.0783303	0.1295	0.497242	0.0887786	0.0957873	0.167726	0.180497	0.137072	0.00393686	0.0127477	0.041549	0.0609041	0.0183744	0.0222649	0.142414	0.204614	0.0196934	0.00214196	0.00151433	0.154963	0.065403	0.011801	0.0969191	0.315138	0.0211455	0.0378939	0.225473	0.0226534	0.192472	0.0239894	0.0155938	0.219861	0.168648	0.00176736	0.145847	0.0618205	0.142381	0.0748734	0.34772	0.159205	0.0216925	0.00373721	0.101425	0.156425	0.146676	3.07532e-08	0.000260948	0.0520573	3.94768	4	7.178821
1351000	-378.179	-408.8622	30.68316	2	0.04375426	0.171067	0.108428	0.0183925	0.0326871	0.0577959	0.247127	0.0362872	0.0269427	0.0695802	0.0192071	0.0237424	0.126049	0.0492339	0.0455837	4.30294e-05	0.157334	0.00541209	0.0212069	0.0693841	0.128358	0.0137594	0.0750954	0.109068	0.21964	0.199447	0.103309	0.0272249	0.186783	0.142242	0.0416387	0.0783549	0.105877	0.0100154	0.0460826	0.166136	0.0877498	0.04638	0.0152316	0.00106233	0.0151734	0.0799102	0.0530194	0.00285782	0.373713	0.0636667	0.0347116	0.0514521	0.122183	0.485048	0.027385	0.0856648	0.0432724	0.0928095	0.0641639	0.0473176	0.124165	0.1497	0.027164	0.0934769	0.309882	0.0671576	0.00361391	0.419442	0.0913529	0.0246528	0.0819849	0.307964	0.022609	0.0954302	0.00526714	0.28881	0.19613	0.165067	9.68261e-15	1.46906e-07	0.00233253	3.99767	4	7.205177
1352000	-389.404	-418.7543	29.35028	2	0.04112107	0.0858195	0.0798513	0.0409983	0.13257	0.0569165	0.0968428	0.0434185	0.0309749	0.340344	0.0519053	0.0632118	0.0729739	0.125903	0.027567	0.00133191	0.0118202	0.046501	0.0615287	0.00841519	0.0369009	0.0189808	0.0324248	0.163619	0.0333837	0.0247269	0.0799667	0.0982104	0.0725218	0.131702	0.197712	0.12366	0.0219982	0.0187076	0.126818	0.0813333	0.0721871	0.112144	0.156452	0.0607492	0.154235	0.39813	0.146357	0.0339029	0.0310429	0.0685506	0.0484204	0.110657	0.0534566	0.0644081	0.244972	0.0871211	0.0157222	0.0797897	0.178431	0.0850247	0.0855543	0.0302555	0.0305648	0.0262674	0.086003	0.126907	0.0949978	0.0243587	0.00770119	0.027769	0.305034	0.102907	0.111507	0.0175975	0.113762	0.256765	0.0640936	0.501098	1.27369e-15	5.32932e-08	0.00153153	3.99847	4	6.856456
1353000	-389.072	-392.3348	3.262757	1	0.3717052	0.327856	0.0262555	0.144607	0.328558	0.169883	0.00451996	0.121836	0.138358	0.244758	0.117229	0.237204	0.0587007	0.0187653	0.00934477	0.0886258	0.110489	0.0468561	0.251767	0.321694	0.0477071	0.162102	0.0463119	0.105434	0.0457689	0.0411742	0.0138423	0.0483485	0.126883	0.0116884	0.0501666	0.165262	0.158106	0.046014	0.00269571	0.154593	0.119765	0.15874	0.363921	0.0633784	0.00437195	0.120767	0.00923294	0.0171706	0.0539092	0.447686	0.011425	0.117688	0.120393	0.248247	0.330505	0.147581	0.164923	0.191303	0.142467	0.232603	0.0699469	0.161396	0.177373	0.0286716	0.0589896	0.0792278	0.263522	0.0620134	0.223167	0.0609636	0.0356462	0.0978437	0.056229	0.188795	0.0952553	0.123199	0.0792115	0.0437469	0.012853	0.160325	0.698752	3.12807	3	8.964679
1354000	-397.9436	-420.4225	22.47892	2	0.04737169	0.165327	0.0286953	0.00232558	0.155676	0.266935	0.00144732	0.0757636	0.021889	0.0478961	0.424226	0.147144	0.126874	0.0224844	0.0121932	0.0266571	0.109344	0.0793952	0.0805586	0.00924502	3.4547e-05	0.139781	0.0256471	0.220128	0.100567	0.0259366	0.0226785	0.0198267	0.188955	0.00283218	0.0985387	0.456326	0.0396019	0.141801	0.0477662	0.137085	0.0461868	0.0329421	0.0631623	0.00485998	0.0441573	0.0840112	0.023347	0.129346	0.00413155	0.317173	0.11566	0.139123	0.188433	0.0537678	0.0778628	0.136625	0.07289	0.100835	0.147951	0.0258891	0.0422399	0.116731	0.0165858	0.174785	0.189057	0.165735	0.353011	0.0692427	0.106865	0.0540919	0.0512007	0.0908098	0.00820636	0.264556	0.00299733	0.0349973	0.0961901	0.10742	1.08763e-13	4.92211e-07	0.0038521	3.99615	4	7.22466
1355000	-383.9949	-409.6156	25.62069	2	0.04100781	0.0582922	0.127762	0.0581397	0.0882285	0.0667262	0.140097	0.0363152	0.111733	0.116143	0.177039	0.0728304	0.0133094	0.0183432	0.0185239	0.0314583	0.0074346	0.0195562	0.02462	0.0171362	0.0102372	0.201686	0.100373	0.18158	0.18919	0.0665178	0.0581734	0.0688053	0.0502435	0.160289	0.143716	0.162296	0.0758284	0.0911566	0.243657	0.00177555	0.0786988	0.0238918	0.302081	0.285222	0.0422041	0.0388991	0.0695417	0.00122018	0.176356	0.138463	0.0700986	0.0725294	0.0514011	0.0784729	0.0328168	0.0771352	0.0741615	0.127429	0.0307946	0.0102255	0.302325	0.0288619	0.00786497	0.222951	0.155156	0.0171969	0.112954	0.00392423	0.579672	0.06788	0.0269771	0.0168215	0.0740132	0.0510591	0.115995	0.119085	0.328604	0.157752	1.16047e-15	5.08698e-08	0.00150224	3.9985	4	7.179947
1356000	-388.8048	-423.907	35.10223	2	0.04419727	0.078581	0.0434747	0.0584198	0.0268548	0.0454907	0.0891424	0.0409317	0.106184	0.172682	0.154916	0.0225972	0.0858456	0.0401588	0.0791001	0.0331455	0.072871	0.14976	0.0878326	0.0446752	0.0100227	0.154443	0.0544971	0.0128681	0.232885	0.112159	0.0256957	0.00697348	0.0584761	0.0690103	0.111214	0.0855241	0.0179424	0.0266818	0.0556543	0.0368847	0.108313	0.397507	0.0455057	0.0656143	0.0970094	0.329646	0.120861	0.0377483	0.235824	0.0197472	0.0433605	0.043096	0.00230898	0.0299114	0.354366	0.25851	0.0892037	0.000930188	0.12947	0.0499951	0.121427	0.0456029	0.0252659	0.0379084	0.0933612	0.0114221	0.0102434	0.120606	0.0661726	0.182112	0.196163	0.136991	0.150014	0.20531	0.20823	0.0776976	0.0255518	0.104112	1.3301e-14	1.72175e-07	0.0024913	3.99751	4	6.780717
1357000	-375.2864	-401.7911	26.50464	2	0.04921147	0.000745978	0.102821	0.123111	0.205994	0.00461677	0.116122	0.0405387	0.0111361	0.0845866	0.0567073	0.0384664	0.00412596	0.202072	0.011667	0.0281244	0.0225262	0.0268734	0.0663179	0.00581545	0.0349773	0.0416421	0.0968683	0.0558973	0.0544807	0.0955076	0.01867	0.0318502	0.0667066	0.0182256	0.140913	0.206237	0.804637	0.263285	0.00439103	0.253217	0.246671	0.0470065	0.00334422	0.00441014	0.193595	0.077034	0.0611272	0.00406874	0.0905076	0.280497	0.143566	0.188401	0.0252448	0.120984	0.0149594	0.0259336	0.00434018	0.0543487	0.019186	0.272447	0.0693134	0.0145622	0.0109815	0.0707974	0.0898786	0.191779	0.118909	0.0708018	0.302147	0.0575153	0.0950942	0.0226746	0.0266696	0.0123399	0.269566	0.022271	0.278299	0.0879484	3.24702e-13	8.50325e-07	0.00483298	3.99517	4	7.029092
1358000	-391.4956	-401.7199	10.22431	2	0.297354	0.470178	0.0461039	0.262867	0.24312	0.0262638	0.0613928	0.142267	0.0818945	0.0268458	0.108807	0.0548978	0.0720409	0.0267767	0.0520896	0.0211995	0.00215593	0.0101758	0.112033	0.201751	0.0416459	0.497664	0.0140422	0.0856129	0.0600833	0.121819	0.0206112	0.115103	0.218093	0.126529	0.185783	0.471354	0.0330874	0.0549693	0.216685	0.261	0.543015	0.0254647	0.0439404	0.124521	0.0561863	0.0415866	0.0499162	0.0851683	0.0416753	0.469911	0.0719893	0.00932184	0.0706601	0.0549284	0.177109	0.0571605	0.0659552	0.0131535	0.0373761	0.197762	0.0028267	0.241387	0.0211009	0.213454	0.0133774	0.419334	0.0770886	0.000846271	0.0494562	0.385162	0.113763	0.0418965	0.123253	0.026045	0.0926021	0.0416518	0.326599	0.227358	0.00508313	0.102438	0.591332	3.30115	4	9.200943
1359000	-395.491	-424.3918	28.90085	2	0.01592925	0.0589364	0.20412	0.183147	0.183307	0.0169879	0.0339295	0.0147583	0.084369	0.151262	0.173792	0.0440375	0.0756281	0.0531872	0.0208612	0.173	0.126649	0.0517305	0.164876	0.0906256	0.0899313	0.510885	0.120657	0.0661688	0.100036	0.023016	0.00727564	0.0223081	0.0809079	0.00591584	0.0486603	0.161648	0.165556	0.186076	0.154988	0.0561394	0.0330506	0.14111	0.235528	0.0120321	0.0439758	0.145651	0.138118	0.0437312	0.00943001	0.305243	0.0121596	0.0164212	0.21879	0.16928	0.0410765	0.127764	0.0525591	0.00629244	0.0562445	0.150148	0.0144495	0.023614	0.240904	0.0402595	0.0195971	0.0232007	0.0971509	0.0127622	0.227454	0.0597827	0.178776	0.00964298	0.0546683	0.0544121	0.169219	0.141349	0.0705729	0.101427	8.95839e-39	1.41643e-19	2.40919e-08	4	4	7.20322
1360000	-373.4104	-395.9026	22.49223	1	0.0755622	0.0649077	0.0825507	0.143432	0.142894	0.00218676	0.0784873	0.0253711	0.0643591	0.000127356	0.172889	0.0261402	0.0535642	0.0167642	0.0446842	0.00965609	0.0202535	0.0335042	0.113367	0.0480693	0.16955	0.0543263	0.219917	0.230205	0.222751	0.0426665	0.115744	0.184357	0.12176	0.377605	0.0470787	0.0159082	0.0418962	0.0630332	0.0262455	0.0472904	0.0439207	0.0973965	0.049361	0.225942	0.0441198	0.188643	0.0586827	0.00810433	0.0113696	0.0719863	0.00853154	0.184347	0.381519	0.0229478	0.0890895	0.0547918	0.122108	0.0505414	0.0363944	0.294299	0.441531	0.0299689	0.065824	0.0269003	0.0383819	0.150861	0.264697	0.00707133	0.00768475	0.0864203	0.174768	0.0222282	0.196578	0.0142345	0.19055	0.116023	0.0473037	0.0226831	5.97018e-09	0.000115048	0.0370542	3.96283	3	7.071346
1361000	-371.6884	-391.5295	19.84111	2	0.0870634	0.0748207	0.0834606	0.0336215	0.0307061	0.0940448	0.0489303	0.0281186	0.0956567	0.248394	0.176177	0.0413669	0.069256	0.0314255	0.00587464	0.0911196	0.0194137	0.0837687	0.211544	0.00984062	0.010291	0.0404271	0.0174238	0.0241747	0.255634	0.196306	0.0727942	0.0146142	0.0435779	0.0192764	0.138728	0.17381	0.0870414	0.0363551	0.206183	0.0715499	0.0696282	0.177464	0.0828046	0.0561571	0.25419	0.303049	0.27962	0.17111	0.0290003	0.189358	0.0868717	0.186311	0.227999	0.0219374	0.0468773	0.0210086	0.0553737	0.00379284	0.0492646	0.0996357	0.0381515	0.0837745	0.290619	0.0086621	0.380664	0.105437	0.205454	0.0144445	0.268818	0.157246	0.0458442	0.0617711	0.0120543	0.000625811	0.422977	0.0877211	0.383091	0.0036156	6.72551e-08	0.000385761	0.0612251	3.93839	4	7.868152
1362000	-381.9225	-403.4563	21.53382	1	0.008093663	0.110794	0.0459797	0.0797334	0.00306424	0.0802877	0.092048	0.153289	0.0215057	0.0311043	0.0416605	0.0395459	0.295068	0.0860253	0.00394863	0.0381645	0.0026252	0.0119866	0.341602	0.0166419	0.0675434	0.0774824	0.0338626	0.235112	0.140912	0.0444487	0.117648	0.0557647	0.00761509	0.084386	0.0776625	0.283694	0.111241	0.0471304	0.0803266	0.0880041	0.38794	0.036091	0.117879	0.0142597	0.0145787	0.16763	0.237476	0.0910063	0.105588	0.0144552	0.266586	0.0157972	0.0485906	0.286355	0.10198	0.0623332	0.111273	0.108305	0.0139102	0.0299519	0.0181373	0.0369306	0.0895924	0.0172195	0.000588124	0.0389852	0.0727744	0.244054	0.244089	0.244239	0.00432114	0.106082	0.332113	0.141609	0.0276852	0.0731867	0.0765694	0.125862	2.30201e-75	7.1851e-38	6.15469e-16	4	3	7.173934
1363000	-397.8316	-404.3464	6.514802	1	0.04998211	0.119424	0.190778	0.1358	0.210935	0.0969445	0.0237139	0.0436331	0.0432874	0.179168	0.0915795	0.0157877	0.0255828	0.00110183	0.0036103	0.0515388	0.0107505	0.0708418	0.0752748	0.111221	0.044633	0.0084116	0.0567511	0.138837	0.0824638	0.142158	0.042402	0.0879917	0.190686	0.555591	0.0425946	0.0452106	0.144076	0.0945257	0.112587	0.284475	0.365271	0.0910555	0.0173754	0.309803	0.00975573	0.054241	0.15376	0.0135962	0.0447179	0.0520373	0.0639751	0.0362103	0.00969156	0.126795	0.180206	0.102929	0.00507572	0.354795	0.032354	0.103633	0.347137	0.173018	0.0715395	0.070706	0.110688	0.176456	0.204526	0.0319071	0.342132	0.00391159	0.103648	0.21123	0.182745	0.226165	0.413537	0.0481743	0.019982	0.232502	5.01256e-13	1.05644e-06	0.00528843	3.99471	3	8.671647
1364000	-398.4141	-417.8829	19.46884	2	0.04570062	0.176514	0.011519	0.0249447	0.0257681	0.0564792	0.293023	0.203766	0.0894058	0.223609	0.144187	0.00576648	0.0337497	0.0568296	0.0947476	0.0182772	0.0246841	0.103172	0.0747545	0.314414	0.0976949	0.0731864	0.0158236	0.256321	0.0892639	0.0480249	0.208691	0.106731	0.0734445	0.0775117	0.18677	0.318566	0.122833	0.206903	0.0727489	0.136123	0.0526089	0.263948	0.0204132	0.049949	0.0651381	0.0782137	0.0113036	0.0831531	0.0884495	0.0714519	0.547064	0.441833	0.131412	0.00892343	0.0388437	0.105662	0.210975	0.299441	0.00309086	0.0478578	0.0127486	0.00224143	0.00733561	0.124725	0.146565	0.10009	0.00368171	0.09055	0.0246729	0.0207594	0.119268	0.245621	0.0834192	0.28444	0.0668392	0.104173	0.19467	0.0055069	3.7315e-14	2.88345e-07	0.0030856	3.99691	4	8.323285
1365000	-354.8606	-392.2748	37.41414	1	0.09002687	0.370011	0.0256347	0.132348	0.11549	0.0792091	0.190388	0.00830689	0.0133942	0.0461005	0.0345829	0.0448667	0.0243248	0.0719437	0.00825357	0.0137045	0.00424273	0.0428866	0.0541554	0.0511078	0.0286464	0.0261894	0.0113312	0.126831	0.0211608	0.0816307	0.142072	0.043702	0.0182982	0.00152217	0.0567592	0.219074	0.00417961	0.00245506	0.0240929	0.0869065	0.238258	0.198679	0.0196207	0.0250943	0.11317	0.0244578	0.138701	0.0176274	0.00671141	0.0112708	0.153534	0.146592	0.105858	0.0646493	0.00700074	0.0854829	0.071446	0.0181777	0.154647	0.104694	0.0865983	0.12611	0.00120105	0.0268458	0.150852	0.0392081	0.144413	0.0240929	0.0506979	0.00689895	0.202798	0.00974663	0.138399	0.159272	0.03352	0.13452	0.232431	0.078631	1.1354e-07	0.000501091	0.0682427	3.93126	3	5.577709
1366000	-351.4302	-377.4287	25.99844	2	0.2300911	0.136552	0.161367	0.111447	0.28276	0.0620672	0.0227767	0.0569729	0.00496965	0.155382	0.0767282	0.176139	0.125193	0.000116116	0.0222233	0.0439893	0.0380403	0.0360516	0.0886443	0.0246682	0.0521154	0.055792	0.0112387	0.503554	0.197448	0.00910814	0.117675	0.031106	0.0811137	0.232762	0.00545733	0.317272	0.0258474	0.0937428	0.122924	0.157711	0.0398734	0.00547469	0.00738999	0.0724423	0.0158243	0.0218858	0.321207	0.0261223	0.0892292	0.303354	0.0279268	0.0778811	0.06578	0.0235236	0.0398964	0.139747	0.0506389	0.2097	0.368807	0.112571	0.0194983	0.324815	0.025293	0.0803281	0.365533	0.103478	0.108847	0.0420106	0.0445084	0.0545017	0.15507	0.083594	0.00233485	0.0510078	0.0923641	0.0285899	0.0349314	0.0446407	0.00131	0.0527379	0.457579	3.48837	4	7.321577
1367000	-381.0182	-401.556	20.53781	2	0.2567377	0.336409	0.0783778	0.206648	0.0548809	0.0691538	0.112335	0.19493	0.0448594	0.208925	0.156395	0.156816	0.0711075	0.056883	0.00852614	0.0862604	0.0138935	0.0567755	0.152708	0.272626	0.00469808	0.235488	0.169099	0.154256	0.236074	0.0553807	0.0701662	0.140461	0.0255118	0.0639185	0.136774	0.477067	0.0456969	0.0607519	0.119037	0.226508	0.154078	0.138333	0.0468893	0.0576633	0.241545	0.140687	0.00708854	0.0727539	0.116039	0.00167602	0.314951	0.0103446	0.00637518	0.0489855	0.129815	0.407144	0.0756738	0.185054	0.13867	0.0199086	0.174462	0.170826	0.0736826	0.00189781	0.0187833	0.0274431	0.0408358	0.00434246	0.243743	0.240484	0.0624935	0.0460409	0.0252005	0.0363668	0.0693684	0.0932247	0.00131197	0.0195537	0.00244076	0.0715971	0.515481	3.41048	4	8.223135
1368000	-362.7626	-388.0133	25.25065	1	0.07181541	0.284869	0.303537	0.0904539	0.297229	0.0233854	0.0364166	0.077389	0.0921798	0.0813207	0.0603699	0.0150528	0.0117886	0.441127	0.0238903	0.113832	0.0287907	0.0739561	0.0187195	0.171217	0.0287363	0.116924	0.00492192	0.0178832	0.0204121	0.0323251	0.0106383	0.0249012	0.337546	0.200234	0.0188875	0.289839	0.104376	0.0286373	0.0735744	0.20673	0.227997	0.0908854	0.27098	0.0387864	0.0273571	0.127784	0.00559291	0.0781873	0.0482629	0.0290152	0.0631614	0.0666737	0.10059	0.0155206	0.0286943	0.153994	0.117096	0.000478404	0.0524299	0.0408396	0.204232	0.0328313	0.0342606	0.242834	0.03867	0.0451017	0.0214466	0.0202239	0.130781	0.00430469	0.0535814	0.199543	0.0370678	0.167209	0.0988719	0.0107734	0.0230131	0.0847158	2.29381e-09	7.13345e-05	0.030385	3.96954	3	6.795879
1369000	-393.1809	-420.3464	27.1655	2	0.03854454	0.32292	0.139612	0.106339	0.153744	0.0168228	0.105937	0.104564	0.0555537	0.141758	0.0479402	0.0806175	0.261149	0.0119342	0.129574	0.124381	0.0381939	0.0285173	0.22892	0.140717	0.0546831	0.0821852	0.0181114	0.319691	0.388639	0.133802	0.194841	0.0881865	0.308966	0.0312217	0.240741	0.123925	0.0684194	0.0416735	0.00280254	0.0377954	0.174969	0.00663342	0.00808728	0.0526645	0.0102638	0.178297	0.00596797	0.190667	0.0427323	0.0431743	0.0947484	0.0690855	0.0403294	0.0295441	0.0942242	0.0942497	0.0394306	0.0605865	0.0330475	0.140165	0.0176323	0.151118	0.0120903	0.0221309	0.00832555	0.0563356	0.0983083	0.0278898	0.0184468	0.24608	0.108268	0.123396	0.0355662	0.197512	0.00179915	0.325385	0.330467	0.0521541	1.33832e-16	1.72788e-08	0.000959802	3.99904	4	7.616649
1370000	-362.6274	-399.0856	36.45819	1	0.03274755	0.0389755	0.00066251	0.136993	0.0896058	0.050962	0.0442078	0.0844519	0.142292	0.0363908	0.00512331	0.00167693	0.121317	0.0682923	0.0208504	0.0487556	0.0370689	0.0441417	0.0317936	0.142121	0.0251244	0.265075	0.0534933	0.259108	0.0220103	0.0365544	0.091343	0.0959171	0.0484139	0.0400519	0.0557411	0.140347	0.0709637	0.0608817	0.375897	0.245524	0.0128191	0.0501945	0.0314605	0.145737	0.129665	0.00109402	0.0534248	0.00265454	0.00175623	0.107951	0.00917934	0.0497504	0.137342	0.00894169	0.0292767	0.107504	0.0361435	0.0445525	0.198962	0.0181596	0.0435471	0.0696889	0.494019	0.090397	0.120722	0.0228919	0.0872673	0.0658696	0.00260535	0.0620914	0.0240734	0.0504624	0.0311771	0.0353879	0.049366	0.190345	0.00806263	0.0223613	2.30119e-19	7.16846e-10	0.000256312	3.99974	3	5.679032
