Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
20000	-367.0229	-404.5298	37.5069	2	0.01732409	0.156826	0.00340663	0.381504	0.0424038	0.112993	0.0360098	0.0435331	0.0447884	0.131581	0.159587	0.0463231	0.0653834	0.00860938	0.0299676	0.0136292	0.000721207	0.0577121	0.222167	0.0833324	0.0198195	0.0120042	0.100327	0.485688	0.0766251	0.096095	0.0219814	0.00725951	0.072885	0.180108	0.042401	0.0759797	0.1112	0.059132	0.00445003	0.0593314	0.0262572	0.0156204	0.330478	0.0350328	0.0983618	0.20634	0.0968481	0.132972	0.0877312	0.0346808	0.0384361	0.0717937	0.0155979	0.0596661	0.0910513	0.235317	0.115093	0.0171718	0.0686943	0.0346513	0.000472178	0.0410351	0.189564	0.000115791	0.145259	0.209659	0.0347811	0.197362	0.0751541	0.0321517	0.00197588	0.0082922	0.0103165	0.100856	0.220971	0.00828097	0.0305968	0.0186092	9.89086e-36	4.70592e-18	1.03102e-07	4	4	6.203011
21000	-388.8272	-416.0944	27.26724	2	0.01391275	0.0641458	0.213806	0.0500417	0.0865055	0.113465	0.0899454	0.0124561	0.170726	0.0249403	0.145632	0.272721	0.141582	0.0016897	0.109376	0.0359209	0.002191	0.00712096	0.0568176	0.101122	0.00818901	0.0543959	0.0756323	0.164454	0.16994	0.073631	0.000432956	0.119972	0.113146	0.24935	0.0198255	0.0361003	0.0864865	0.537803	0.0920138	0.19319	0.468632	0.218093	0.0536114	0.0464386	0.0155925	0.0576435	0.0568076	0.046077	0.0901714	0.176121	0.307909	0.028451	0.0436435	0.0545875	0.0126405	0.0631539	0.0149963	0.0228179	0.0419699	0.137484	0.292074	0.0215905	0.0570742	0.200648	0.0382175	0.00555152	0.0476055	0.111958	0.0718759	0.0300798	0.0358048	0.00852786	0.140843	0.0115733	0.104543	0.099767	0.189218	0.208247	2.98035e-44	2.58399e-22	1.75878e-09	4	4	7.326806
22000	-382.6708	-405.5434	22.87256	2	0.3726211	0.206375	0.0634702	0.0403355	0.13121	0.130813	0.0365969	0.0298601	0.186023	0.002176	0.0978624	0.123095	0.0365486	0.112444	0.128087	0.027382	0.164037	0.0405908	0.0439087	0.217439	0.0432979	0.0293564	0.146892	0.0177599	0.00108358	0.361711	0.0434689	0.119372	0.193775	0.0249089	0.0653182	0.340682	0.0192338	0.177555	0.312244	0.182096	0.0507504	0.0635824	0.118875	0.0214573	0.0573725	0.198746	0.00649823	0.0751612	0.00354336	0.171608	0.0350746	0.0660364	0.0838155	0.0244833	0.0351436	0.017196	0.113366	0.222774	0.124427	0.0503268	0.0717573	0.239645	0.00539786	0.00264353	0.0237342	0.17189	0.170714	0.110211	0.148524	0.128204	0.174125	0.227117	0.359335	0.174888	0.0132563	0.0633793	0.229945	0.0337842	0.0129708	0.161027	0.699868	3.12613	4	7.785798
23000	-380.3007	-405.7926	25.49184	2	0.04806597	0.373839	0.0583475	0.000330859	0.00175677	0.152555	0.113901	0.00531236	0.0259802	0.121882	0.0214447	0.061343	0.159777	0.0216132	0.0122883	0.0734801	0.0240006	0.0315487	0.347391	0.165998	0.024065	0.0391904	0.00266181	0.166462	0.289139	0.0283837	0.000279622	0.0374571	0.0775628	0.0914392	0.261719	0.146017	0.0698534	0.339874	0.0055639	0.228994	0.540137	0.107275	0.0121258	0.0724887	0.161562	0.00661887	0.0293663	0.0265366	0.190611	0.0649061	0.0756148	0.138499	0.155582	0.0471121	0.0105104	0.0887339	0.167358	0.005238	0.0164919	0.086194	0.0398981	0.0743743	0.0161784	0.0954343	0.225068	0.0256893	0.0515751	0.0100481	0.131579	0.155548	0.0604886	0.205313	0.064785	0.0346166	0.0686788	0.0094456	0.184351	0.362032	1.65962e-13	6.07979e-07	0.00420496	3.99579	4	7.399515
24000	-380.8729	-409.2329	28.36	2	0.03245648	0.0398283	0.31405	0.11932	0.174723	0.118667	0.156447	0.166104	0.14123	0.114705	0.0644627	0.0228042	0.371106	0.0256247	0.0563545	0.0334302	0.078607	0.00349307	0.00891589	0.134084	0.0214454	0.0383219	0.0146273	0.0109562	0.257528	0.0985594	0.0404985	0.0825869	0.160937	0.131644	0.0846541	0.208363	0.111212	0.122523	0.0686259	0.405501	0.0575625	0.00643349	0.0312272	0.390536	0.106619	0.138954	0.0406442	0.180267	0.210055	0.038322	0.00265798	0.224899	0.11319	0.301791	0.0358278	0.0464316	0.148138	0.131586	0.0938639	0.0710814	0.00361587	0.0927951	0.0881494	0.0814989	0.0758885	0.126796	0.0715186	0.070675	0.0191831	0.0451666	0.00690219	0.022305	0.0290152	0.148496	0.0302773	0.041084	0.0470399	0.0971669	1.57433e-19	5.92936e-10	0.000236905	3.99976	4	7.4696
25000	-367.7553	-383.6999	15.94459	1	0.3426433	0.0929532	0.162661	0.0605872	0.171611	0.294287	0.0740485	0.0192973	0.116485	0.350772	0.0316596	0.0694628	0.134164	0.0438373	0.0121959	0.0203121	0.0221103	0.00051972	0.18944	0.00647354	0.00602434	0.0539293	0.0310905	0.188442	0.598515	0.0498234	0.077993	0.0203571	0.30107	0.250101	0.06192	0.220112	0.0346857	0.0577598	0.0604935	0.255584	0.205477	0.0101264	0.00487474	0.0665125	0.0691755	0.0641151	0.205614	0.283584	0.00325223	0.0378543	0.0134638	0.025944	0.012572	0.170667	0.0353895	0.25072	0.230933	0.135426	0.0237853	0.0445136	0.0708137	0.194942	0.0427183	0.11267	0.149993	0.00198681	0.0119545	0.0698759	0.0341532	0.0402106	0.0373891	0.0396218	0.0904249	0.105006	0.131567	0.224687	0.196316	0.110295	0.0093822	0.137825	0.660936	3.19186	3	7.699402
26000	-377.1073	-399.6203	22.51304	1	0.06599273	0.614602	0.0336735	0.140019	0.106908	0.0134226	0.18625	0.0414566	0.0365839	0.0471701	0.0214855	0.0186155	0.317496	0.0315042	0.018473	0.00678159	0.0280195	0.00498257	0.00877998	0.0453303	0.0148199	0.151449	0.0206175	0.183035	0.188347	0.148631	0.124755	0.00517165	0.227801	0.574366	0.00203109	0.179635	0.0523013	0.176115	0.0313905	0.123714	0.0100301	0.0282505	0.033891	0.0356663	0.00823494	0.00418985	0.0437194	0.30723	0.0707033	0.0317349	0.00822292	0.222909	0.0282078	0.0126134	0.160474	0.0386123	0.283635	0.16336	0.0851866	0.0192971	0.183159	0.0834614	0.135631	0.0897036	0.0287935	0.0407557	0.0439491	0.0336453	0.12778	0.139673	0.0056904	0.0681358	0.117623	0.0969551	0.0675808	0.107622	0.0829229	0.0952385	4.18104e-10	3.04702e-05	0.0213447	3.97862	3	7.070222
27000	-373.6495	-398.4683	24.81884	2	0.0153246	0.129652	0.215192	0.12161	0.0879538	0.0336863	0.0934321	0.105502	0.235342	0.114667	0.0813543	0.00640922	0.0543378	0.028569	0.0361351	0.0632661	0.0162572	0.0197164	0.0734732	0.467898	0.0407832	0.0370464	0.0379052	0.155664	0.11877	0.132082	0.0481582	0.00416859	0.0635127	0.0755947	0.000689078	0.0718477	0.0293648	0.0886927	0.289969	0.177453	0.0792954	0.0136376	0.0217689	0.121074	0.0758382	0.081576	0.334956	0.22704	0.289159	0.0365381	0.0721346	0.0973198	0.00296445	0.0284106	0.0231312	0.111379	0.00661775	0.0331451	0.0807453	0.152319	0.0788356	0.0916548	0.104073	0.0504661	0.00643605	0.063718	0.137839	0.0501622	0.295477	0.0974505	0.0787571	0.177682	0.105176	0.0849058	0.0542946	0.0597293	0.161269	0.172601	2.89069e-40	2.54451e-20	1.18154e-08	4	4	7.115733
28000	-385.6129	-413.671	28.05809	1	0.01275093	0.0181314	0.0321056	0.0149797	0.114613	0.135663	0.00128158	0.0661639	0.195192	0.258741	0.0452811	0.0177985	0.300853	0.0565259	0.0276396	0.062346	0.0250264	0.0333716	0.0607647	0.00944571	0.0213696	0.199592	0.219748	0.0370346	0.0921135	0.0427199	0.0917114	0.00734267	0.0313706	0.0527909	0.174858	0.00724303	0.180661	0.0612092	0.413621	0.0666459	0.0288329	0.0953459	0.110687	0.133707	0.188876	0.0873391	0.0277515	0.0223506	0.0159497	0.00234541	0.0832106	0.0922936	0.165745	0.0217769	0.0558894	0.0243519	0.0593337	0.148708	0.028934	0.204772	0.0108625	0.0603215	0.500566	0.248868	0.107535	0.0127487	0.0184648	0.00150393	0.0192381	0.0894664	0.17539	0.193799	0.0228317	0.0677129	0.0119637	0.00209694	0.0679216	0.135594	3.39939e-48	2.75995e-24	2.67339e-10	4	3	6.521041
29000	-388.0083	-411.0651	23.05672	2	0.04459757	0.102611	0.136125	0.0166823	0.179841	0.0214628	0.247151	0.0708519	0.147619	0.0176459	0.020658	0.0317537	0.0435877	0.103582	0.0672409	0.00238739	0.0406533	0.042416	0.0735182	0.0657286	0.0766015	0.416767	0.0869378	0.161787	0.15532	0.0807584	0.0546481	0.0667615	0.200197	0.207471	0.142984	0.239801	0.141279	0.0247799	0.0456033	0.0459427	0.0566142	0.0338144	0.178434	0.00798528	0.0309161	0.106256	0.0102968	0.0294413	0.0167605	0.0243179	0.0309088	0.0805422	0.0304313	0.019128	0.0111456	0.0646718	0.0108678	0.0567745	0.459183	0.0925597	0.132475	0.258937	0.0212639	0.261491	0.020887	0.0262093	0.303715	0.049732	0.0544774	0.246352	0.112976	0.475471	0.057053	0.211794	0.0138534	0.0369618	0.0454698	0.341683	1.76248e-14	1.98186e-07	0.00264106	3.99736	4	7.601005
30000	-401.6166	-425.7713	24.15473	2	0.0512647	0.150677	0.000438522	0.163397	0.479721	0.00459258	0.205319	0.270601	0.0330652	0.0695048	0.267923	0.0940386	0.00204585	0.0248976	0.0675959	0.0172296	0.0195088	0.0662228	0.0956385	0.080061	0.0594022	0.0543679	0.149199	0.0140037	0.0712908	0.241369	0.0753881	0.153896	0.0137548	0.095514	0.0101412	0.290366	0.0341556	0.0486631	0.0995564	0.260718	0.0266545	0.105503	0.13186	0.103989	0.121842	0.249544	0.121788	0.112684	0.0017944	0.0586861	0.117431	0.0243571	0.0905431	0.00533029	0.0869815	0.136971	0.0443965	0.139256	0.0716608	0.0754063	0.00289251	0.317459	0.244355	0.0821675	0.0463209	0.179645	0.114331	0.0629495	0.0248318	0.0158128	0.130118	0.0756988	0.0498866	0.0938185	0.0786689	0.00196772	0.0900503	0.0184784	1.00307e-12	1.49429e-06	0.00610681	3.99389	4	7.240391
31000	-368.2742	-404.2301	35.9559	2	0.02727157	0.0622938	0.15389	0.494249	0.0714386	0.067717	0.198897	0.0144918	0.00253513	0.0228318	0.097654	0.0750416	0.146747	0.0128228	0.00930606	0.0185738	0.00979224	0.123834	0.0442931	0.0308694	0.00935687	0.146247	0.249234	0.157319	0.0354096	0.104913	0.0221801	0.0376204	0.012427	0.36782	0.00993761	0.144796	0.00102492	0.0216478	0.0560546	0.0543133	0.0476001	0.0289243	0.0240004	0.196269	0.3008	0.00697094	0.0019706	0.197816	0.00701301	0.0178341	0.00268649	0.0442502	0.230567	0.0398742	0.250169	0.050276	0.020631	0.0322676	0.0668876	0.123872	0.0199033	0.159509	0.109207	0.281504	0.223879	0.120164	0.0587491	0.15634	0.127442	0.0756359	0.0326448	0.0327888	0.0365364	0.0548803	0.0122158	0.0930261	0.00544376	0.0290979	4.6857e-23	1.02339e-11	4.39632e-05	3.99996	4	6.407227
32000	-363.6879	-401.7131	38.02521	2	0.02626482	0.0886405	0.0140103	0.186182	0.223016	0.0377153	0.0632201	0.0348679	0.0585207	0.141696	0.0963687	0.0141145	0.251886	0.129352	0.0477159	0.0388444	0.0726565	0.00492321	0.0913761	0.073761	0.0916853	0.0808022	0.0239692	0.0848441	0.14307	0.00380271	0.227922	0.0202674	0.0279629	0.0430105	0.0119061	0.26915	0.0649976	0.117884	0.0161094	0.0216169	0.0413863	0.0172782	0.062176	0.222473	0.0899836	0.245364	0.0225928	0.0186482	0.0316064	0.0361389	0.179337	0.0403854	0.0145125	0.0050972	0.0534812	0.0543163	0.0132274	0.00700279	0.161976	0.121909	0.192665	0.213555	0.247494	0.0169747	0.00121555	0.0369065	0.100838	0.00603623	0.118703	0.0605168	0.0415981	0.144744	0.213155	0.152055	0.0552599	0.0992001	0.00711784	0.0432626	6.67796e-24	3.86379e-12	2.93468e-05	3.99997	4	6.108058
33000	-368.4176	-402.4058	33.98821	2	0.04175051	0.079073	0.0508362	0.0574701	0.0602423	0.0973541	0.125127	0.0657986	0.0510038	0.0567723	0.0552199	0.0529259	0.0690416	0.0554228	0.00597947	0.0485535	0.0307441	0.0418631	0.0326912	0.104013	0.0430758	0.124375	0.0286441	0.0155869	0.309305	0.0609339	0.0538695	0.0270128	0.0285349	0.119546	0.0106687	0.203903	0.0671225	0.134507	0.0535798	0.0830737	0.173287	0.0510334	0.0226623	0.049299	0.255666	0.108742	0.365502	0.0510875	0.00442662	0.000430985	0.0865083	0.164279	0.185863	0.153158	0.0118619	0.158139	0.0840766	0.035444	0.0232544	0.0879957	0.0176991	0.0259408	0.288827	0.108748	0.161616	0.0893163	0.0357038	0.0285546	0.00758217	0.074591	0.0726424	0.112046	0.158297	0.295735	0.0602848	0.121135	0.140872	0.0186964	2.11713e-15	6.87054e-08	0.00170174	3.9983	4	6.394871
34000	-380.2551	-406.5516	26.29651	2	0.003747789	0.0676319	0.000149679	0.361973	0.0975301	0.202825	0.0249529	0.0915777	0.0230628	0.136702	0.297301	0.142826	0.177384	0.0149324	0.0847881	0.0124549	0.045786	0.00862478	0.027891	0.0940618	0.0447943	0.18759	0.5984	0.100209	0.0924867	0.0498748	0.264325	0.0435197	0.192877	0.146524	0.0726431	0.0760178	0.242205	0.106063	0.167515	0.0190258	0.085761	0.128059	0.0301712	0.0720815	0.0453256	0.165115	0.0556197	0.102531	0.0374065	0.017779	0.0305027	0.27087	0.11303	0.200141	0.0648657	0.0877519	0.24991	0.286607	0.0598201	0.0109499	0.000492179	0.343857	0.0219172	0.0197839	0.0606102	0.0261055	0.0457948	0.0460394	0.0116173	0.0476993	0.139461	0.0737393	0.0561805	0.0558235	0.0277026	0.070272	0.115141	0.0254021	1.27346e-161	5.34611e-81	7.75354e-34	4	4	7.618463
35000	-396.6508	-414.5729	17.92208	2	0.01308484	0.627642	0.0557581	0.00467592	0.107437	0.101678	0.0890997	0.0125529	0.0376555	0.112834	0.016489	0.0290996	0.0576222	0.0724623	0.012226	0.0117572	0.0149936	0.253814	0.00677721	0.169026	0.0553268	0.0808393	0.0486052	0.426127	0.416773	0.0406658	0.0926921	0.401204	0.0636909	0.0244028	0.0607593	0.070523	0.291812	0.0485173	0.0505048	0.0303818	0.181909	0.0868651	0.106441	0.0983161	0.038493	0.126502	0.0717812	0.0516639	0.0471506	0.0298111	0.0380413	0.0179633	0.0778524	0.192202	0.0284223	0.11373	0.0168195	0.0456879	0.246929	0.0140257	0.0788947	0.185103	0.0319143	0.517844	0.0745778	0.0951955	0.013937	0.0270551	0.206458	0.0611328	0.213268	0.060136	0.352398	0.0104816	0.00480805	0.0965463	0.084126	0.0882454	5.44862e-47	1.10492e-23	4.75422e-10	4	4	7.82915
36000	-384.8258	-409.205	24.37927	2	0.05742365	0.157771	0.0849158	0.213243	0.016529	0.0229442	0.191555	0.0318133	0.162565	0.0126574	0.07876	0.10154	0.0757689	0.0381939	0.00695519	0.0652347	0.0497433	0.0450047	0.294608	0.0890757	0.0820954	0.0291032	0.0382098	0.401553	0.208565	0.214792	0.314846	0.0993713	0.149728	0.0833482	0.0683263	0.183207	0.00264956	0.0658085	0.0823728	0.188255	0.0770615	0.0796056	0.103407	0.195454	0.0532956	0.23353	0.250148	0.179953	0.0509108	0.0379448	0.10462	0.113112	0.0831891	0.297644	0.0588094	0.0464912	0.0233597	0.0948289	0.0146683	0.283261	0.0364111	0.0159663	0.171775	0.0229513	0.181651	0.100159	0.0348823	0.123251	0.0448045	0.101585	0.138465	0.035791	0.0345501	0.0270492	0.121349	0.0207823	0.038863	0.043851	1.82179e-11	6.36492e-06	0.0111428	3.98885	4	7.626541
37000	-389.1175	-412.8979	23.7803	1	0.006422255	0.227774	0.0236852	0.261401	0.00994104	0.0780427	0.0607603	0.139963	0.0228466	0.0428084	0.110954	0.0253529	0.0527045	0.0259741	0.0122527	0.056573	0.265835	0.0761466	0.0221019	0.213495	0.0339832	0.0311614	0.0210472	0.148789	0.0555264	0.256742	0.100007	0.0273831	0.105435	0.0397478	0.0940621	0.141404	0.0252209	0.057495	0.0658413	0.0274739	0.0737977	0.0117195	0.0616849	0.0758657	0.118422	0.243515	0.00919802	0.350266	0.0332252	0.0225908	0.244614	0.248002	0.0840459	0.0141469	0.0476452	0.0118148	0.445088	0.220417	0.052236	0.0375928	0.359209	0.188261	0.00180193	0.0184433	0.0804118	0.0844019	0.113155	0.032024	0.0412075	0.0243032	0.0371558	0.129098	0.00225636	0.119587	0.168753	0.0998078	0.0138184	0.0699376	1.00677e-94	1.50282e-47	5.91447e-20	4	3	6.949453
38000	-396.7374	-407.208	10.47058	1	0.04088263	0.00171029	0.262491	0.135257	0.177023	0.277796	0.0760048	0.0428598	0.000959899	0.115239	0.113284	0.292453	0.190356	0.0859691	0.0174203	0.00482458	0.015536	0.00131248	0.0930722	0.0930366	0.0616597	0.0436548	0.051705	0.0156393	0.0329313	0.0514017	0.0021198	0.138821	0.0141508	0.0275441	0.256917	0.191985	0.0499896	0.415597	0.0383913	0.140291	0.0343409	0.0939174	0.156113	0.194798	0.380387	0.189792	0.0691028	0.111518	0.485959	0.128127	0.0384661	0.0934404	0.00131984	0.1812	0.170831	0.0900304	0.393046	0.143885	0.0138709	0.32028	0.0384772	0.149722	0.00956177	0.00403229	0.199379	0.0957778	0.104591	0.0522436	0.00124715	0.0407576	0.0675964	0.00619294	0.0695209	0.23321	0.193891	0.0149926	0.0597622	0.116194	1.04638e-15	4.8305e-08	0.00147034	3.99853	3	8.276979
39000	-376.6879	-405.6328	28.94486	2	0.06937515	0.0923003	0.00139683	0.250012	0.267977	0.0806705	0.00228477	0.280415	0.0144809	0.0128326	0.0283938	0.00243293	0.250948	0.0825441	0.0151554	0.0101841	0.0118885	0.0334422	0.0234324	0.101735	0.00295666	0.0641818	0.0512291	0.0258845	0.0726806	0.128228	0.0495848	0.0255114	0.192967	0.0401802	0.0133197	0.186063	0.081433	0.139645	0.0192521	0.236666	0.072384	0.0226021	0.013927	0.00110818	0.281735	0.00674403	0.0431111	0.233543	0.0468018	0.0998552	0.0679288	0.0879403	0.199616	0.0273304	0.476952	0.106805	0.195702	0.119472	0.0116625	0.0672907	0.0489299	0.0793664	0.00281847	0.103416	0.140187	0.0797565	0.211836	0.0826409	0.135787	0.0486255	0.137818	0.0217337	0.232267	0.00723961	0.0705263	0.0865722	0.0634924	0.425097	1.16371e-09	5.08197e-05	0.0263948	3.97355	4	7.052927
40000	-376.6755	-401.1218	24.4463	2	0.3259047	0.148414	0.102181	0.0604086	0.201321	0.0885597	0.10051	0.101985	0.098021	0.164244	0.272382	0.0239592	0.379204	0.127152	0.00493109	0.0572012	0.014838	0.00822326	0.0739922	0.108576	0.0269529	0.00215839	0.0816297	0.0942603	0.218185	0.122041	0.0454666	0.0880141	0.232472	0.174926	0.202539	0.228884	0.0907058	0.0100897	0.033596	0.116402	0.140094	0.0195326	0.224022	0.0407654	0.211327	0.25311	0.00822121	0.0754489	0.137564	0.128363	0.00457158	0.144538	0.0351599	0.150826	0.0489912	0.137139	0.0829018	0.0498937	0.0669017	0.00622603	0.0162299	0.133817	0.0427363	0.0939215	0.111712	0.0546153	0.106959	0.0234074	0.153529	0.211063	0.0994377	0.0163917	0.221466	0.0410108	0.072361	0.00896482	0.0820635	0.0714923	0.00763024	0.124739	0.636848	3.23078	4	7.431202
41000	-369.4888	-404.4415	34.9527	2	0.01768053	0.181981	0.0383149	0.205741	0.106731	0.0185405	0.00664269	0.00371707	0.0415333	0.0618835	0.217179	0.0677451	0.000569156	0.103337	0.0135977	0.0211206	0.0220827	0.0342724	0.117477	0.0532879	0.0346573	0.0906335	0.00194509	0.0858227	0.341274	0.00430461	0.11773	0.279547	0.307279	0.187939	0.264991	0.0868984	0.110857	0.133101	0.00454719	0.287566	0.00641476	0.0273301	0.137935	0.0213769	0.00277406	0.0103778	0.0946645	0.0586843	0.0392521	0.182151	0.0886988	0.0754667	0.0131139	0.142937	0.00651056	0.00202747	0.0612894	0.320806	0.0552866	0.00726086	0.0412289	0.00299662	0.0193875	0.0619153	0.0113287	0.107002	0.0359491	0.113044	0.00397396	0.177263	0.188507	0.0992292	0.255228	0.0896126	0.00951536	0.260572	0.129232	0.000952955	4.96393e-35	1.05421e-17	1.44089e-07	4	4	6.616146
42000	-379.4701	-396.6862	17.21617	1	0.05362212	0.0715416	0.0856774	0.160459	0.0212093	0.209391	0.061186	0.0215299	0.0749546	0.206593	0.0995712	0.0136065	0.130932	0.0939763	0.00841564	0.0195635	0.0136175	0.169835	0.13449	0.0194858	0.0232038	0.0849098	0.101278	0.0953024	0.0446069	0.34343	0.0125408	0.0028873	0.126177	0.127665	0.144359	0.0628447	0.308597	0.00866903	0.140529	0.0853096	0.155809	0.0454346	0.0058277	0.108351	0.152418	0.0174848	0.225298	0.430308	0.200799	0.481763	0.0563456	0.0559279	0.0895403	0.0314867	0.0343746	0.00943447	0.125265	0.0167264	0.108962	0.0165152	0.462275	0.030061	0.00287949	0.26118	0.0495894	0.0034305	0.0076839	0.0121254	0.132806	0.253514	0.0229123	0.104782	0.0991289	0.0518777	0.0452758	0.101791	0.0846481	0.17877	3.29212e-12	2.70657e-06	0.00781395	3.99218	3	7.601146
43000	-367.2614	-404.8816	37.62018	1	0.01793449	0.260801	0.0364977	0.228856	0.0451804	0.0548592	0.0091098	0.249537	0.079995	0.0708154	0.26701	0.0524632	0.069485	0.0897136	0.0463273	0.00238427	0.00101311	0.0537554	0.190309	0.133564	0.0227122	0.0225934	0.070182	0.0780051	0.0862554	0.034347	0.0143834	0.0504796	0.0178506	0.228705	0.0145778	0.262542	0.0437896	0.0501244	0.0353642	0.184856	0.0413809	0.062358	0.171957	0.0111451	0.243233	0.0111823	0.0178903	0.0293367	0.0595502	0.00619977	0.0878456	0.0193167	0.0217394	0.035742	0.00920697	0.0405359	0.0140803	0.0976981	0.00751981	0.0025809	0.0355298	0.0365083	0.0184939	0.0403304	0.244045	0.210395	0.0459899	0.208668	0.0487704	0.0509912	0.0163304	0.159339	0.0409152	0.0267024	0.108883	0.0206303	0.0627599	0.0400871	1.50658e-34	1.83654e-17	1.81416e-07	4	3	5.564314
44000	-389.1198	-409.6028	20.48301	1	0.06054053	0.136146	0.130411	0.103509	0.0965666	0.106706	0.0182616	0.148658	0.0271287	0.00316594	0.178476	0.0025341	0.0684175	0.132175	0.0285866	0.0132801	0.0288451	0.0435498	0.105396	0.010483	0.0173497	0.300196	0.00134657	0.141309	0.189536	0.0139602	0.0761775	0.148603	0.158324	0.227203	0.0659086	0.148905	0.125406	0.0556523	0.104355	0.199309	0.0546393	0.37237	0.0375455	0.00260218	0.0035711	0.0174516	0.0996309	0.101305	0.204335	0.281496	0.369181	0.0257773	0.0619774	0.120074	0.08914	0.143673	0.0347639	0.00349061	0.0386792	0.102382	0.022683	0.269758	0.0197923	0.0590973	0.0524944	0.0527745	0.182903	0.101043	0.111651	0.240085	0.0266558	0.0342228	0.135707	0.241353	0.0179087	0.112077	0.0443263	0.0293179	6.31044e-11	1.1843e-05	0.0144186	3.98557	3	7.27377
45000	-373.737	-407.6653	33.92823	1	0.04663175	0.116092	0.0854675	0.0306599	0.324075	0.0658569	0.0257176	0.14011	0.0150137	0.0515025	0.0419038	0.0576646	0.120319	0.0451034	0.0148331	0.0374266	0.00902587	0.0195255	0.152579	0.0502544	0.262479	0.028397	0.0514157	0.090997	0.00978399	0.048639	0.163847	0.0289118	0.0258077	0.0275853	0.0547129	0.223699	0.0135103	0.00786201	0.00745261	0.121889	0.0541588	0.149051	0.0475764	0.0111404	0.181484	0.0457097	0.109739	0.161192	0.138068	0.0155445	0.0561957	0.0558828	0.115743	0.0227407	0.151319	0.117839	0.00190337	0.110198	0.115071	0.0335294	0.00317289	0.10755	0.0400407	0.0207907	0.121525	0.0989015	0.221377	0.242131	0.0020667	0.00530121	0.0655641	0.0479917	0.0358177	0.0670166	0.271272	0.257916	0.0276014	0.0303985	6.83706e-14	3.90276e-07	0.00349851	3.9965	3	5.930639
46000	-362.9617	-405.6816	42.71991	2	0.006983347	0.143665	0.129304	0.19905	0.0518841	0.25281	0.1153	0.0684944	0.047502	0.038707	0.115618	0.10592	0.08575	0.199101	0.0721649	0.0665117	0.0116425	0.0362694	0.0385128	0.270965	0.0634034	0.0267554	0.0266878	0.0569357	0.0411659	0.0339855	0.122891	0.00812553	0.0353331	0.0203721	0.0198555	0.264329	0.164053	0.00775232	0.150916	0.206735	0.0671131	0.0634639	0.0113383	0.117101	0.0955727	0.120308	0.053035	0.107934	0.034695	0.0440885	0.00548624	0.0815835	0.0140289	0.0892514	0.0429364	0.0182085	0.120993	0.0770199	0.296302	0.0111805	0.0120828	0.355427	0.000806033	0.052668	0.113126	0.0505992	0.0131303	0.0747155	0.0239798	0.0342041	0.114134	0.00848949	0.060115	0.0449563	0.0161524	0.000264935	0.0334604	0.0854738	3.42856e-87	8.76954e-44	2.16247e-18	4	4	5.863894
47000	-410.2127	-425.7901	15.57737	1	0.007932987	0.5248	0.047981	0.101889	0.056611	0.0553217	0.0336479	0.0149136	0.00883998	0.36814	0.204709	0.0248504	0.0901501	0.0256788	0.0639303	0.0918758	0.0479327	0.227823	0.0832123	0.0906795	0.0722767	0.108125	0.0609342	0.280941	0.182162	0.136404	0.167296	0.0705721	0.0277023	0.0124887	0.00693024	0.309833	0.0193091	0.0326218	0.153669	0.0308779	0.197261	0.0435325	0.188338	0.217909	0.0836495	0.0570563	0.289877	0.0273987	0.046812	0.118063	0.0583012	0.016273	0.0582263	0.170712	0.0771363	0.0125193	0.253486	0.0559431	0.101022	0.0854487	0.0204138	0.00206	0.12439	0.180147	0.00668042	0.246082	0.00750273	0.260155	0.0463276	0.0225864	0.114077	0.0465826	0.00255436	0.254909	0.19325	0.0529793	0.128982	0.0658217	7.16944e-77	1.26802e-38	2.99615e-16	4	3	7.769595
