Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1864000	-1286.543	-1328.374	41.83074	10	1.581376	0.00493527	0.0286533	0.0581568	0.00452168	0.0391253	0.0444411	0.0558912	0.0585794	0.195801	0.0376244	0.00246317	0.0636897	0.0259707	0.0209468	0.0512646	0.019707	0.051064	0.0359919	0.000357087	0.0167103	0.143909	0.0482749	0.0885638	0.0207468	0.226778	0.0427071	0.152823	0.0158964	0.065683	0.0406565	0.0657719	0.0367268	0.225899	0.168291	0.0309819	0.0421775	0.105341	0.0217492	0.84828	0.011195	0.0404531	0.0992427	0.0887903	0.103352	0.0141319	0.116822	0.00375853	0.161505	0.0926996	0.0722621	0.0797059	0.109489	0.131637	0.475302	0.030897	0.114915	0.130907	0.0477231	0.0228417	0.0740874	0.0177814	0.237624	0.601564	1.05486	2.10595	5	5.246649
1865000	-1296.182	-1334.366	38.18389	10	2.369426	0.012271	0.00138153	0.0949241	0.0241152	0.0201013	0.0237638	0.0049421	0.0876819	0.192919	0.0304516	0.0110617	0.22099	0.0221065	0.062575	0.00199728	0.0429627	0.0825238	0.0804592	0.0256946	0.0271065	0.208118	0.137749	0.0816934	0.0960303	0.0315385	0.126231	0.00661281	0.117171	0.00503049	0.0141304	0.100092	0.0313199	0.0656979	0.142871	0.0479949	0.00854375	0.110236	0.0877727	0.40577	0.135429	0.280843	0.0983669	0.258492	0.060037	0.0536042	0.211125	0.0440734	0.00186642	0.157784	0.0838403	0.0064244	0.18	0.0647007	0.783214	0.0715948	0.0528164	0.0158836	0.108769	0.0161402	0.185163	0.0203623	0.333717	0.68931	1.07698	1.89999	5	5.785162
1866000	-1296.397	-1339.13	42.73342	10	2.156609	0.00960861	0.0513944	0.0828265	0.00164994	0.0429442	0.0638526	0.11343	0.0860066	0.332209	0.0344271	0.0053212	0.157447	0.037746	0.0595965	0.0550807	0.106693	0.0581803	0.0533951	0.0483509	0.0590862	0.150984	0.110468	0.0660943	0.159926	0.028743	0.0624492	0.0307372	0.0944734	0.0148487	0.0917169	0.12185	0.0566947	0.114197	0.0231292	0.00241184	0.0231901	0.105162	0.113462	0.362374	0.0509575	0.0472474	0.0811803	0.183548	0.018744	0.137035	0.256609	0.0247599	0.0610509	0.0815985	0.043506	0.0733298	0.0882453	0.0724548	0.477702	0.144202	0.0407412	0.0561282	0.0661169	0.0606273	0.111222	0.0225232	0.311279	0.670697	1.07346	1.94457	5	5.391685
1867000	-1288.141	-1330.448	42.30662	10	2.712512	0.00719037	0.0178358	0.0182572	0.00159139	0.048549	0.0751271	0.0103637	0.0409038	0.235969	0.0183655	0.0202568	0.0850489	0.0347701	0.00727466	0.026781	0.0850308	0.0064014	0.0293228	0.0513336	0.0426864	0.139312	0.0851172	0.151763	0.0673496	0.0911808	0.0333735	0.114089	0.0783037	0.0583291	0.050022	0.120222	0.00368037	0.12697	0.029537	0.0162924	0.0679943	0.0288741	0.0335891	0.523109	0.0198334	0.107026	0.245707	0.0306825	0.0649209	0.0705203	0.254709	0.101964	0.0222658	0.175085	0.0496387	0.111589	0.105008	0.0459195	0.529739	0.104115	0.0447478	0.0316375	0.0285231	0.0956458	0.156696	0.0233313	0.365721	0.714256	1.08067	1.83935	5	5.101474
1868000	-1300.494	-1336.44	35.94676	10	2.5204	0.00274165	0.016564	0.0245102	0.00392888	0.0485182	0.0236925	0.00450747	0.0253938	0.256199	0.0216543	0.0233589	0.0738049	0.00989715	0.0238326	0.0279683	0.219602	0.0786723	0.0377054	0.00995065	0.0317468	0.21175	0.022801	0.028483	0.107628	0.167949	0.0846454	0.0858325	0.166388	0.00650409	0.105142	0.084826	0.0180822	0.104344	0.0220759	0.0568284	0.0617429	0.0135091	0.000162596	0.304805	0.0351487	0.0119168	0.0727672	0.192908	0.12838	0.0182795	0.0723414	0.108408	0.109608	0.0910454	0.141751	0.0162261	0.105659	0.361093	0.251647	0.0319069	0.0991808	0.0376989	0.0115309	0.101737	0.11662	0.0309355	0.348382	0.700963	1.07886	1.8718	5	4.764537
1869000	-1289.949	-1330.478	40.52881	10	1.210672	0.00302716	0.0160766	0.0334492	0.0160268	0.0845449	0.0229404	0.0760309	0.0156221	0.23036	0.0573273	0.0204879	0.0991283	0.0421187	0.0214311	0.0698516	0.0957064	0.0383231	0.0220753	0.0108521	0.0303492	0.169301	0.0678558	0.0330164	0.107519	0.126895	0.00841885	0.161297	0.0970577	0.00755027	0.0495083	0.122992	0.0039561	0.144277	0.0655376	0.0079445	0.0548626	0.0225412	0.0504649	0.498235	0.00239216	0.00659492	0.228354	0.145951	0.052353	0.0364802	0.0267336	0.200139	0.0170408	0.0194491	0.0376385	0.00509787	0.095434	0.0857749	0.451051	0.20633	0.179006	0.0174451	0.0266702	0.116234	0.136174	0.0249727	0.176982	0.532055	1.0277	2.26326	5	4.922275
1870000	-1301.185	-1341.346	40.16114	10	1.813064	0.01566	0.00652439	0.085651	0.00740534	0.0745273	0.0728989	0.00677966	0.0870595	0.169045	0.0314631	0.000917714	0.107026	0.0156129	0.00733124	0.10973	0.0191149	0.0617302	0.123449	0.00180024	0.0464755	0.106849	0.0595235	0.0370583	0.115192	0.000142434	0.0573282	0.0645841	0.0488302	0.000382175	0.0640036	0.086054	0.0586569	0.0418937	0.0816487	0.00439275	0.105689	0.0244089	0.0393188	0.376984	0.0505651	0.133712	0.221372	0.34982	0.094021	0.0455093	0.0556342	0.0139971	0.0114808	0.00728604	0.0186695	0.271494	0.105096	0.13555	0.463697	0.0241084	0.242956	0.249444	0.0562685	0.106302	0.159691	0.00549802	0.269891	0.633539	1.06452	2.03205	5	5.245311
1871000	-1298.348	-1332.572	34.22387	10	2.205866	0.0117046	0.0121436	0.071096	0.0139271	0.0652924	0.0507618	0.0853593	0.0528134	0.2091	0.0516284	0.000743151	0.050476	0.020938	0.0141154	0.00689414	0.109441	0.135865	0.0977515	0.0237655	0.0927476	0.171022	0.0244839	0.0222889	0.0932527	0.132186	0.015927	0.065679	0.0162362	0.00333679	0.109943	0.0866556	0.0662211	0.124418	0.052241	0.00449784	0.109087	0.0142434	0.0248112	0.427631	0.0505933	0.0380863	0.253898	0.0908631	0.0678646	0.139246	0.16284	0.0376126	0.0084147	0.0730209	0.159973	0.207878	0.11877	0.14686	0.602249	0.151015	0.117511	0.138951	0.0027422	0.0100948	0.197306	0.00809104	0.31667	0.67526	1.07438	1.93369	5	5.524608
1872000	-1301.169	-1331.003	29.83385	10	1.824741	0.0180196	0.0186895	0.136007	0.0250904	0.0335726	0.0838709	0.0363957	0.0332152	0.203375	0.0179057	0.0116877	0.121733	0.0438869	0.0183988	0.139545	0.0805454	0.129076	0.00741687	0.0439824	0.0267369	0.182094	0.0632472	0.0353142	0.0253338	0.181853	0.0211065	0.0384036	0.0740439	0.0254916	0.0767989	0.136996	0.0447616	0.238883	0.00633691	0.0658504	0.0648407	0.0174498	0.100872	0.71835	0.0575674	0.274309	0.202953	0.233095	0.00201841	0.0387922	0.18845	0.0119561	0.045855	0.0942068	0.0538715	0.138014	0.0866838	0.0973923	0.571118	0.0529862	0.0439123	0.293466	0.00431813	0.0233231	0.14112	0.0685454	0.271417	0.634982	1.06491	2.02869	5	6.071129
1873000	-1293.039	-1333.98	40.94114	10	2.726198	0.0104355	0.00311352	0.0596196	0.0306269	0.0341345	0.0396377	0.153543	0.0825773	0.150728	0.0133894	0.00784603	0.0919017	0.0830062	0.0251	0.0392923	0.139228	0.0205478	0.0507149	0.00405602	0.0456826	0.201244	0.0857779	0.027382	0.0284267	0.21069	0.0536048	0.0539763	0.0533341	0.0219725	0.0401224	0.0669175	0.0486081	0.18352	0.149277	0.0974038	0.22069	0.135477	0.080256	0.393875	0.00172259	0.0935866	0.160497	0.101058	0.0626781	0.133388	0.0891791	0.0270533	0.0314897	0.0166539	0.0968668	0.192533	0.190375	0.0859016	0.439372	0.00486662	0.041964	0.0577059	0.00766564	0.0929932	0.328588	0.0591897	0.366905	0.715145	1.08078	1.83717	5	5.553063
1874000	-1289.611	-1336.622	47.01028	10	3.180399	0.0572566	0.00850378	0.0550053	0.00616256	0.0552465	0.0387055	0.0190331	0.0773257	0.274092	0.033158	0.00602745	0.0893789	0.035423	0.0169705	0.0728333	0.0951188	0.0719144	0.0291627	0.0465934	0.0651297	0.268415	0.100867	0.047919	0.0873015	0.187982	0.124424	0.0558763	0.080957	0.00752605	0.0624082	0.0496093	0.0675784	0.070896	0.0838526	0.0144387	0.0841978	0.00118423	0.0372246	0.507062	0.0426902	0.0325547	0.0958741	0.0889592	0.0370495	0.0188901	0.0988869	0.0952938	0.10132	0.148028	0.0684048	0.0296451	0.0623535	0.167735	0.421788	0.124101	0.123811	0.00978735	0.10968	0.0235926	0.0279014	0.112854	0.402754	0.741051	1.08327	1.77292	5	5.133959
1875000	-1296.954	-1337.035	40.08134	10	1.950048	0.0102943	0.0106338	0.105656	0.020645	0.0750569	0.0540553	0.147104	0.0548872	0.185689	0.0409748	0.0044724	0.110692	0.0141432	0.0156076	0.0542988	0.162391	0.0710811	0.00795659	0.0541404	0.0998271	0.207423	0.151496	0.0203515	0.017282	0.111901	0.0181128	0.0437356	0.0675098	0.0268207	0.081808	0.0783136	0.0274055	0.213007	0.00536725	0.14305	0.0800522	0.0330893	0.12722	0.593162	0.0231941	0.104448	0.207723	0.0276571	0.0639916	0.00706678	0.164582	0.136674	0.213172	0.158003	0.0690453	0.0668159	0.0795144	0.0572779	0.565509	0.118587	0.0220487	0.0669161	0.023284	0.00795215	0.0469549	0.0175691	0.287238	0.649595	1.06869	1.99448	5	5.594699
1876000	-1289.809	-1333.608	43.79877	10	2.79284	0.00541193	0.00920211	0.0754609	0.0195838	0.0219861	0.0302013	0.00665923	0.0620482	0.214433	0.055471	0.0795446	0.0297156	0.0657581	0.0342694	0.0345271	0.00629727	0.0716536	0.106352	0.00415698	0.0188146	0.253594	0.0938053	0.0544892	0.0937633	0.108314	0.00593033	0.0486056	0.00958354	0.0221042	0.106788	0.0481312	0.0315049	0.0468569	0.0304152	0.0177932	0.0744734	0.00127506	0.078192	0.459951	0.0715522	0.089408	0.0512201	0.125918	0.124812	0.0581925	0.161025	0.104327	0.0693689	0.0973329	0.255313	0.0946883	0.176674	0.120498	0.524361	0.0826154	0.0498064	0.10132	0.0586733	0.0202062	0.0287279	0.00577603	0.372572	0.719372	1.08128	1.82677	5	5.008934
1877000	-1295.658	-1339.904	44.24511	10	2.05024	0.00935546	0.00175161	0.11781	0.0140931	0.0534426	0.0467867	0.00487088	0.0534668	0.262366	0.00475918	0.0115706	0.236577	0.0354317	0.00223238	0.0027731	0.069884	0.0288737	0.0805751	0.0199819	0.0179655	0.211329	0.12888	0.0720322	0.0446418	0.0710316	0.0619989	0.0139454	0.046947	0.0479446	0.0789042	0.103854	0.0211202	0.0855075	0.0491458	0.0290937	0.213595	0.0229114	0.164735	0.354192	0.0585115	0.121143	0.0573601	0.133999	0.140241	0.105727	0.106065	0.16129	0.0276282	0.00109977	0.00599156	0.14237	0.270439	0.153544	0.273106	0.012343	0.160701	0.115634	0.00796477	0.11379	0.0683993	0.0511899	0.299199	0.660252	1.0712	1.96935	5	5.184915
1878000	-1306.001	-1338.012	32.01093	10	1.835695	0.0131531	0.00420467	0.187691	0.0144518	0.0460146	0.0176071	0.0355382	0.0588144	0.198943	0.028817	0.032775	0.113207	0.0109222	0.0228006	0.076563	0.0385969	0.185232	0.0906058	0.0100273	0.116839	0.174186	0.0237135	0.000313427	0.175215	0.209262	0.133488	0.051936	0.255855	0.0193924	0.128556	0.150796	0.0168645	0.238839	0.0988168	0.0554269	0.0673675	0.0856041	0.285187	0.392706	0.0441663	0.0583091	0.225997	0.0861149	0.0879758	0.0182588	0.149076	0.0730154	0.130812	0.0871098	0.0824129	0.306554	0.071565	0.11411	0.530471	0.1785	0.0111061	0.0459745	0.226973	0.0103619	0.0236804	0.0131549	0.27284	0.636321	1.06528	2.02556	5	6.442028
1879000	-1302.689	-1333.052	30.36264	10	3.289567	0.00932083	0.0252012	0.0500197	0.0245088	0.0856472	0.0414501	0.0328558	0.0748286	0.191134	0.0168067	0.0233698	0.0886934	0.0663615	0.0287101	0.0431274	0.0770769	0.154693	0.0221566	0.00132255	0.0732807	0.072436	0.0617434	0.0453674	0.120937	0.141989	0.0123107	0.0440091	0.0878633	0.0041364	0.0469332	0.0540591	0.0368258	0.0348319	0.0273387	0.0171474	0.138842	0.045323	0.0307142	0.429359	0.0491705	0.178637	0.184866	0.22817	0.0394534	0.131474	0.191502	0.0470422	0.0584524	0.162926	0.0809145	0.0852934	0.121026	0.210936	0.390419	0.163182	0.0517233	0.0168635	0.0573786	0.106105	0.170825	0.0590912	0.410493	0.746397	1.08361	1.7595	5	5.368184
1880000	-1287.534	-1326.724	39.19071	10	1.830096	0.043205	0.00213592	0.0794618	0.0189974	0.0341885	0.0635346	0.0127538	0.0374556	0.202613	0.0586326	0.0364368	0.116207	0.0469986	0.0195176	0.0989718	0.0906302	0.0410402	0.0172902	0.0284458	0.0345611	0.120481	0.0657183	0.0797276	0.0181587	0.158757	0.0317756	0.0514027	0.0261504	0.0335201	0.0328068	0.126199	0.035071	0.150611	0.0612341	0.0198305	0.189871	0.0685491	0.0247921	0.457252	0.247084	0.0253241	0.107568	0.210135	0.0157871	0.0709087	0.214354	0.0346081	0.0710486	0.13285	0.0655513	0.0619933	0.236833	0.182555	0.316679	0.0277098	0.126302	0.0117018	0.0839454	0.0429124	0.243442	0.0133974	0.272114	0.635638	1.06509	2.02716	5	5.377675
1881000	-1269.761	-1324.086	54.32497	10	1.659154	0.00710061	0.00973692	0.0891421	0.00854077	0.0601898	0.0133552	0.0134203	0.0428328	0.15439	0.043038	0.00148869	0.109051	0.0395735	0.0209586	0.0235873	0.0731783	0.0743039	0.0417171	0.0188011	0.0504445	0.244323	0.0695659	0.0602432	0.00543913	0.104127	0.0096514	0.15417	0.0112603	0.000872936	0.0777716	0.0648129	0.0242526	0.112843	0.0827388	0.0774257	0.215985	0.00382999	0.146869	0.255486	0.157142	0.0708264	0.0627239	0.0923542	0.0507313	0.0596224	0.110618	0.0446645	0.11319	0.0655149	0.0909075	0.226991	0.19333	0.116623	0.373151	0.0801801	0.06064	0.076972	0.06031	0.0307411	0.00542551	0.0157304	0.248895	0.613069	1.05855	2.07949	5	4.774906
1882000	-1289.476	-1335.644	46.16783	10	1.79727	0.0115026	0.0359024	0.0580708	0.0244165	0.0092556	0.023067	0.0808944	0.0695705	0.249897	0.00382963	0.0253732	0.0388672	0.0302954	0.0120969	0.0329138	0.04348	0.0577386	0.0391484	0.00699191	0.0024213	0.0356115	0.052595	0.0646713	0.10664	0.0714496	0.0860034	0.0715441	0.0496043	0.0400055	0.0156533	0.0643329	0.02855	0.0824545	0.0597722	0.130422	0.134446	0.0266145	0.0334617	0.347946	0.0893554	0.00793655	0.192507	0.0781123	0.121262	0.0545665	0.181058	0.0341449	0.0939213	0.0775924	0.0109639	0.103823	0.198705	0.283404	0.491443	0.195507	0.0411752	0.0261835	0.0054736	0.0848667	0.0416873	0.0538635	0.267812	0.631565	1.06398	2.03664	5	4.825065
1883000	-1291.751	-1332.181	40.43039	10	1.653638	0.0212863	0.0116837	0.0713393	0.0113272	0.0748379	0.080273	0.0430147	0.0378821	0.254421	0.0458023	0.0321527	0.198643	0.061205	0.0336714	0.0287232	0.0449288	0.14669	0.00991335	0.0179193	0.0410294	0.0482205	0.071903	0.0130542	0.0487894	0.0809933	0.0725016	0.0175465	0.0779367	0.0522558	0.0163034	0.061535	0.0908834	0.197578	0.0453091	0.00532148	0.0281624	0.195322	0.141503	0.520962	0.0562247	0.114873	0.114027	0.126418	0.0343247	0.026165	0.109154	0.111541	0.0814866	0.0823995	0.0398533	0.0877139	0.147445	0.181793	0.450856	0.0488634	0.0603805	0.0188068	0.0367337	0.0401316	0.0339966	0.00301797	0.248111	0.612281	1.0583	2.08131	5	5.05903
1884000	-1302.973	-1342.514	39.54152	10	1.759908	0.017791	0.019059	0.167052	0.0296003	0.146325	0.0659527	0.0475917	0.0390985	0.163327	0.0110394	0.0023594	0.106218	0.0561263	0.00808622	0.0636727	0.123102	0.0653897	0.0127724	0.0232749	0.0242433	0.201516	0.169668	0.0781076	0.0925887	0.100111	0.0983975	0.078261	0.0487684	0.0427884	0.0518159	0.106156	0.0103884	0.319221	0.036535	0.0370875	0.0169643	0.00919044	0.158354	0.488764	0.240831	0.0711303	0.0603946	0.100118	0.151474	0.0159744	0.114606	0.0223555	0.0123048	0.150223	0.160829	0.122458	0.0702467	0.114295	0.376958	0.0298839	0.139355	0.010867	0.089748	0.00152095	0.0128248	0.0708012	0.262828	0.626786	1.06263	2.04775	5	5.475965
1885000	-1291.917	-1328.595	36.6782	10	3.385452	0.00167708	0.0141287	0.0489392	0.00705538	0.0373563	0.0409341	0.0159261	0.0740251	0.134694	0.00877978	0.00357214	0.159749	0.0254823	0.0339588	0.0823124	0.0499814	0.0618927	0.0724953	0.0394972	0.0504862	0.130964	0.065469	0.0546829	0.0304614	0.120815	0.124912	0.142392	0.048705	0.064323	0.00136915	0.0911544	0.0628929	0.11706	0.00103673	0.0424271	0.0444743	0.0575211	0.0903215	0.468817	0.133866	0.0852342	0.247246	0.178423	0.0297602	0.17717	0.0856484	0.060605	0.0478019	0.101571	0.0905009	0.0861033	0.0834874	0.0841017	0.552525	0.0379439	0.0488487	0.00911608	0.0421893	0.023946	0.16886	0.0256942	0.417045	0.750859	1.08385	1.74824	5	5.123385
1886000	-1283.648	-1325.315	41.66676	10	3.451766	0.0202659	0.0117203	0.027535	0.00933189	0.0283604	0.0277085	0.0816384	0.038143	0.201828	0.0267059	0.00985811	0.165286	0.0189134	0.0221463	0.0284064	0.0986284	0.0260441	0.0111427	0.0240452	0.0837899	0.00839787	0.0548998	0.0800856	0.157218	0.0735159	0.0818946	0.0320917	0.11363	0.0623604	0.0520892	0.0892074	0.0287355	0.105544	0.0613024	0.0152698	0.0487325	0.0205676	0.0483844	0.54445	0.0240184	0.00766676	0.104889	0.096215	0.11292	0.0759267	0.218584	0.0593016	0.193573	0.153571	0.00498318	0.0882866	0.141028	0.112267	0.453575	0.0243804	0.0283546	0.0201908	0.029716	0.0363664	0.214339	0.148223	0.42145	0.753826	1.08399	1.74073	5	4.988249
1887000	-1294.75	-1339.595	44.84435	10	1.837051	0.0392979	0.00338252	0.0324741	0.0018388	0.114106	0.01387	0.0655641	0.00363921	0.364465	0.0305801	0.0386783	0.0353449	0.0224753	0.0325046	0.0139691	0.0781754	0.00988982	0.0334727	0.0210127	0.062899	0.0505091	0.125798	0.0824755	0.0607675	0.0872183	0.0989986	0.0320617	0.031804	0.00416862	0.028662	0.0654275	0.0418751	0.188371	0.00161744	0.143022	0.0796082	0.035065	0.188533	0.219086	0.0280437	0.0466921	0.138221	0.1564	0.21925	0.024669	0.183069	0.0565076	0.0574179	0.0999057	0.127462	0.0459129	0.105122	0.0991752	0.627764	0.124821	0.0421004	0.0163687	0.165703	0.0435966	0.0268674	0.00862077	0.273016	0.636486	1.06532	2.02518	5	5.0264
1888000	-1296.998	-1330.286	33.28797	10	3.465722	0.0217834	0.0253137	0.0960076	0.0165061	0.0566536	0.0199356	0.0406815	0.0353417	0.219529	0.0168285	0.0314864	0.0728567	0.0142115	0.0340334	0.0459256	0.000559104	0.0537892	0.0317933	0.0662552	0.098714	0.125646	0.0891473	0.0207203	0.0286238	0.110117	0.0149639	0.016256	0.0319614	0.0843059	0.000895475	0.109343	0.0130211	0.185078	0.134231	0.00380716	0.103175	0.0372309	0.0963747	0.798557	0.116111	0.0446931	0.22457	0.115853	0.162742	0.0765234	0.0715755	0.0219428	0.229499	0.164601	0.000929496	0.0780573	0.201069	0.242935	0.498417	0.06758	0.00461646	0.0308076	0.151512	0.0654352	0.120105	0.0619891	0.422364	0.754438	1.08402	1.73918	5	5.753225
1889000	-1295.529	-1334.117	38.58765	10	2.047404	0.0164117	0.00577284	0.0772461	0.0117347	0.0928132	0.046497	0.0287488	0.0599723	0.220966	0.0398362	0.0681796	0.138616	0.0103054	0.0402483	0.0245109	0.126425	0.0480018	0.0779149	0.0166091	0.0505961	0.253261	0.0991268	0.0455378	0.204313	0.0358246	0.0309269	0.0323854	0.0245834	0.00541395	0.141463	0.0602917	0.0266035	0.0609763	0.133113	0.129869	0.118988	0.0182902	0.0805107	0.353544	0.105583	0.132114	0.0862342	0.132435	0.217518	0.0261457	0.0964478	0.015256	0.104446	0.115923	0.0474529	0.265935	0.0871218	0.398668	0.498475	0.0255155	0.0643948	0.00489247	0.177617	0.013168	0.0192361	0.091125	0.298868	0.659962	1.07113	1.97004	5	5.782135
1890000	-1294.454	-1334.312	39.85876	10	2.18597	0.0160585	0.0180926	0.0327227	0.00483933	0.0268713	0.0514234	0.0265245	0.0178727	0.262558	0.0235292	0.0214915	0.128837	0.0445713	0.0390416	0.0728422	0.0381078	0.0877246	0.0978982	0.0549471	0.143735	0.135155	0.0962528	0.0337437	0.116156	0.110161	0.00869297	0.0381813	0.000851268	0.0364162	0.0317608	0.075059	0.0716081	0.117956	0.0271162	0.0231993	0.0200849	0.0141023	0.0867955	0.627935	0.0835995	0.0634396	0.172427	0.142043	0.0929643	0.123677	0.00283534	0.000875777	0.0183256	0.167678	0.00696188	0.0792619	0.106204	0.207081	0.476788	0.151794	0.0473654	0.0497087	0.266437	0.0408755	0.130346	0.0144351	0.314507	0.673436	1.07402	1.93804	5	5.326039
1891000	-1284.475	-1332.291	47.8159	10	2.451049	0.020577	0.00541375	0.0438753	0.0049041	0.0439032	0.0118829	0.00828602	0.0937682	0.147001	0.0298287	0.0187371	0.145098	0.0327677	0.0320075	0.0144448	0.0600683	0.0850471	0.0602948	0.0116357	0.0224816	0.161256	0.110339	0.0552379	0.0324079	0.0336123	0.0426553	0.0235846	0.155701	0.0313659	0.021604	0.162957	0.00464765	0.0353862	0.106917	0.0171213	0.0082844	0.0368706	0.0780621	0.460652	0.0203523	0.0282749	0.186913	0.0595642	0.147344	0.207065	0.0756053	0.0043896	0.2061	0.131365	0.174109	0.0581392	0.0712708	0.41169	0.355026	0.0316667	0.0261144	0.0319499	0.153977	0.0875612	0.00480889	0.0960226	0.341766	0.695754	1.07805	1.88443	5	5.039992
1892000	-1281.847	-1327.253	45.40633	10	1.695327	0.0108813	0.00765003	0.0700342	0.0176281	0.0285036	0.0442805	0.000872988	0.0613365	0.13616	0.0094539	0.00595474	0.0428357	0.0230367	0.00884884	0.0424796	0.095532	0.0111451	0.0569426	0.000969188	0.0212971	0.183984	0.127026	0.0295739	0.123948	0.0611585	0.00281153	0.0260604	0.0626623	0.0102874	0.0406722	0.109069	0.000675771	0.130369	0.0597281	0.0310056	0.0538514	0.092056	0.111028	0.646108	0.0533185	0.00392597	0.0938025	0.174105	0.102736	0.0121694	0.190543	0.178613	0.132525	0.192003	0.201963	0.126473	0.1073	0.0944307	0.424848	0.00237774	0.0448472	0.0133279	0.00651276	0.0144019	0.0305473	0.035467	0.253981	0.618139	1.06009	2.06778	5	4.834156
1893000	-1299.775	-1340.811	41.03578	10	2.720152	0.00570782	3.38265e-05	0.123	0.00174966	0.0549211	0.0523479	0.0167679	0.0639159	0.111662	0.0448389	0.0251616	0.0431611	0.0861508	0.00652369	0.0448066	0.038946	0.0889807	0.0506986	0.0195274	0.0706205	0.16518	0.0480515	0.0466389	0.0439159	0.104839	0.158607	0.147931	0.0372999	0.0437039	0.0287735	0.0955654	0.0331876	0.154619	0.0163087	0.00698276	0.0296437	0.023671	0.095196	0.44072	0.00900963	0.0451536	0.00855995	0.0642965	0.163196	0.0800861	0.0443192	0.173501	0.0160989	0.283528	0.0383217	0.09979	0.0972431	0.0386069	0.492567	0.260301	0.0240966	0.0239704	0.102808	0.012369	0.0775517	0.11725	0.366383	0.714754	1.08074	1.83813	5	4.942981
1894000	-1291.783	-1338.551	46.76852	10	1.378099	0.0152137	0.00112848	0.0533067	0.0286941	0.0469266	0.0553178	0.00746916	0.0519514	0.126713	0.0570493	0.0145284	0.0754981	0.0227533	0.00427524	0.12344	0.0636335	0.0657485	0.0597024	0.0225802	0.0670699	0.119802	0.0356574	0.0260233	0.0998958	0.112369	0.0302841	0.0352137	0.00415249	0.0450257	0.0190492	0.100538	0.0279595	0.144619	0.0186104	0.0468175	0.159247	0.0126127	0.182387	0.636447	0.023951	0.137107	0.0421692	0.145948	0.145866	0.0271217	0.045336	0.0324032	0.0149588	0.154914	0.20021	0.157419	0.0677736	0.237278	0.403521	0.0505382	0.0744132	0.0494241	0.0556343	0.0782263	0.0208382	0.0352246	0.205862	0.566923	1.04238	2.18483	5	5.019986
1895000	-1288.058	-1329.912	41.85415	10	2.430629	0.0103113	0.00239107	0.0476044	0.0125095	0.0333884	0.00135988	0.0207309	0.0540782	0.172128	0.012896	0.00600967	0.145886	0.0343327	0.0361015	0.0297494	0.0172575	0.0679929	0.0305662	0.0341247	0.0289022	0.119144	0.0140149	0.0189222	0.0578158	0.144096	0.0582197	0.0431641	0.0794132	0.00714535	0.0617932	0.0886386	0.0421925	0.0497333	0.158156	0.128877	0.105457	0.0245449	0.0643361	0.289521	0.0629202	0.0180349	0.0673354	0.139109	0.0737647	0.156945	0.0366645	0.241124	0.111109	0.11526	0.0351196	0.0456025	0.0529017	0.198285	0.226418	0.0674352	0.0781215	0.0173312	0.0463702	0.0253204	0.00846643	0.0739805	0.339779	0.694174	1.0778	1.88825	5	4.251124
1896000	-1291.795	-1337.818	46.02221	10	2.858298	0.0266995	0.0111209	0.126133	0.0143187	0.0353897	0.0638915	0.0266553	0.0427432	0.214785	0.0248277	0.0272238	0.0538934	0.0333798	0.0425824	0.0536438	0.0502535	0.0440719	0.00527825	0.022398	0.110765	0.174209	0.181524	0.0426312	0.0686757	0.114827	0.0230617	0.0949651	0.0375791	0.0366485	0.0872912	0.0553034	0.0751921	0.157582	0.0103457	0.13736	0.167545	0.0128362	0.068039	0.297468	0.106613	0.0344029	0.0766295	0.153457	0.105869	0.196235	0.059396	0.0117742	0.0384734	0.0505307	0.104607	0.104153	0.0909629	0.139995	0.455874	0.0141712	0.0430831	0.0362969	0.0447583	0.0399343	0.119845	0.0971346	0.377994	0.723368	1.08172	1.81692	5	4.997334
