Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
969000	-1290.945	-1334.721	43.77605	10	3.087559	0.0114489	0.0120444	0.118955	0.00545894	0.0422175	0.0387216	0.0855811	0.043904	0.186839	0.00923924	0.00195259	0.0860925	0.0650602	0.0299082	0.0302544	0.0664795	0.0463431	0.0791534	0.0194197	0.0606557	0.196	0.10791	0.0247386	0.0150257	0.0808204	0.108465	0.0235077	0.0181129	0.0528702	0.0213112	0.0494315	0.0811077	0.0885976	0.00537956	0.125021	0.0381512	0.0204961	0.0784649	0.0626817	0.00515282	0.0493552	0.0366088	0.376648	0.350464	0.0892509	0.0410975	0.0104826	0.217219	0.070672	0.227328	0.149992	0.0736608	0.135974	0.410462	0.0512076	0.00415011	0.0772153	0.0272049	0.0253518	0.0533347	0.166901	0.395924	0.736263	1.08292	1.7849	5	4.887554
970000	-1295.102	-1329.976	34.87393	10	2.866076	0.011895	0.0249679	0.137045	0.0227692	0.0924343	0.0735132	0.000967834	0.0812305	0.227458	0.0425791	0.0190474	0.0993335	0.015378	0.0619125	0.0546155	0.0089756	0.0892655	0.0196877	0.0115215	0.0368763	0.203602	0.11097	0.0750439	0.160971	0.0497112	0.0498511	0.0403977	0.0102398	0.0366235	0.015055	0.109793	0.0652181	0.0316987	0.0907365	0.152961	0.0473771	0.0552684	0.0978115	0.0290873	0.148641	0.0521491	0.129398	0.250471	0.691392	0.132489	0.078547	0.0167501	0.06219	0.0845739	0.174602	0.172137	0.104855	0.168166	0.483225	0.0167455	0.0226681	0.0840281	0.0360641	0.0324296	0.182739	0.0102375	0.378629	0.723833	1.08177	1.81577	5	5.698387
971000	-1306.112	-1339.166	33.05403	10	2.780883	0.0122531	0.0399608	0.0273049	0.00188641	0.0207753	0.0165594	0.0877599	0.106187	0.171399	0.076239	0.015329	0.157039	0.0193473	0.0736649	0.0157928	0.0987243	0.0493222	0.027935	0.00611302	0.0593251	0.18824	0.013838	0.0794877	0.0638638	0.173548	0.0223471	0.103323	0.00887791	0.0582444	0.0123225	0.0836708	0.0709437	0.200562	0.0702594	0.0942699	0.0641302	0.0603109	0.109275	0.0309762	0.163621	0.158674	0.172439	0.191601	0.531325	0.0695155	0.0244541	0.00087886	0.157479	0.0240127	0.0772403	0.0651893	0.0730623	0.0986792	0.372888	0.0856235	0.0789172	0.0085983	0.0507481	0.0150748	0.0269138	0.0214013	0.371567	0.718626	1.0812	1.82861	5	5.059743
972000	-1299.744	-1340.676	40.93176	10	1.966277	0.00486026	0.0173499	0.213558	0.0152585	0.0439138	0.0451281	0.025376	0.0213086	0.264478	0.00072603	0.0372923	0.199646	0.0559598	0.0403494	0.0279019	0.100175	0.171072	0.0231972	0.0240796	0.0381946	0.0380211	0.0319843	0.0230761	0.097003	0.153029	0.134039	0.0760768	0.138947	0.0253902	0.0250172	0.0430453	0.0475104	0.126954	0.0237296	0.0708313	0.0541317	0.00906694	0.151319	0.00767303	0.202637	0.171444	0.0609309	0.0236121	0.307574	0.0267163	0.114346	0.0141534	0.15198	0.0303481	0.115862	0.0459498	0.0558129	0.277315	0.427484	0.0252991	0.0478608	0.0230322	0.0549168	0.0253808	0.134771	0.0585726	0.289216	0.651379	1.06912	1.99028	5	5.042667
973000	-1311.308	-1346.984	35.67627	10	1.415815	0.0140581	0.0101518	0.115617	0.0186123	0.078818	0.0434432	0.0704771	0.0370675	0.439202	0.0278586	0.00178554	0.119904	0.0264842	0.0389467	0.0240767	0.115576	0.268094	0.0366273	0.0331158	0.0782784	0.142664	0.0184046	0.0441692	0.183493	0.064802	0.0612722	0.016204	0.148178	0.0535581	0.0373876	0.11788	0.00505315	0.121265	0.00178768	0.255897	0.157703	0.0580369	0.068672	0.10969	0.00264418	0.194324	0.230788	0.0418868	0.711986	0.105916	0.112479	0.0934234	0.000590923	0.0706775	0.124586	0.122186	0.0334647	0.0721499	0.208542	0.100898	0.0914235	0.0376852	0.0466263	0.031973	0.200982	0.237682	0.21202	0.573916	1.04507	2.16899	5	6.137227
974000	-1280.552	-1325.088	44.53594	10	2.783968	0.0123876	0.00382493	0.108274	0.0426989	0.0258222	0.017004	0.0732913	0.063126	0.217357	0.0259373	0.0180079	0.139848	0.0553397	0.0227367	0.0641755	0.073094	0.0886594	0.0222433	0.0183698	0.0527361	0.158672	0.0454816	0.00670961	0.0781179	0.104052	0.0602293	0.0395248	0.0489738	0.0570851	0.0984836	0.122416	0.00970185	0.113743	0.108401	0.0943972	0.12688	0.0276157	0.0890107	0.0880411	0.0108175	0.0592897	0.102471	0.230435	0.457865	0.0927555	0.0432594	0.0387087	0.0315969	0.117526	0.11592	0.0208645	0.138349	0.106529	0.417017	0.0498301	0.00847998	0.0680053	0.0718918	0.0827519	0.0740529	0.152973	0.371827	0.718819	1.08122	1.82814	5	5.113858
975000	-1299.796	-1337.724	37.92735	10	2.69881	0.00664821	0.0152566	0.0445897	0.00328824	0.0925207	0.0367996	0.0395234	0.0430746	0.219058	0.00470061	0.0146418	0.100299	0.00602994	0.0151864	0.137917	0.0483519	0.0799513	0.0276536	0.0215355	0.0279547	0.185056	0.0470508	0.0442302	0.0771933	0.145005	0.0953721	0.0243577	0.105847	0.0739285	0.0072498	0.0724331	0.0365134	0.123174	0.0333368	0.200673	0.263621	0.01418	0.0667476	0.0447373	0.0249482	0.144899	0.140291	0.0293113	0.385906	0.039596	0.00445017	0.0170157	0.0214646	0.0357706	0.285161	0.110232	0.0916576	0.231509	0.576837	0.0109422	0.0881149	0.079678	0.0222164	0.049547	0.176291	0.073154	0.36453	0.713359	1.08056	1.84155	5	5.284679
976000	-1292.743	-1328.115	35.37256	10	2.837964	0.00714468	0.00824673	0.051182	0.000412388	0.0312188	0.0208794	0.00893178	0.0293262	0.255879	0.00262994	0.0232108	0.126304	0.0135842	0.00809423	0.0125472	0.0913339	0.0561705	0.00674218	0.0218929	0.0935374	0.166939	0.0692641	0.0673061	0.0219228	0.189118	0.0800704	0.170118	0.0459837	0.06036	0.0158728	0.11745	0.00764268	0.0627241	0.0602871	0.165548	0.205483	0.00510544	0.164893	0.120686	0.0169138	0.226307	0.191589	0.0390594	0.511744	0.0613515	0.0714616	0.081677	0.0820252	0.0988887	0.312566	0.193124	0.155918	0.0718057	0.368194	0.0869217	0.012878	0.0555777	0.032414	0.0236382	0.141698	0.146242	0.376325	0.722143	1.08159	1.81994	5	5.648037
977000	-1294.628	-1328.034	33.40622	10	2.312692	0.0144237	0.0291898	0.146006	0.0283754	0.0231995	0.0294777	0.000597428	0.0361807	0.230294	0.00848196	0.0120814	0.129622	0.0283241	0.02121	0.0361535	0.0380312	0.0281968	0.00211728	0.000573235	0.0643175	0.223726	0.0736084	0.0567566	0.045367	0.0333221	0.0398853	0.0180628	0.0130433	0.0544171	0.0178415	0.037277	0.073004	0.07355	0.100345	0.195411	0.422506	0.0125857	0.0634789	0.109867	0.0936289	0.156676	0.103404	0.118163	0.367308	0.0292426	0.00616538	0.0304248	0.0681279	0.156231	0.225448	0.145256	0.136923	0.189622	0.674752	0.0633261	0.0644	0.136949	0.00127103	0.1543	0.0527464	0.108863	0.327947	0.684617	1.07615	1.91128	5	5.654135
978000	-1282.221	-1324.379	42.15864	10	2.532739	0.00874986	0.00783328	0.0641793	0.00255411	0.0658072	0.0218736	0.0104237	0.0824132	0.218533	0.00272401	0.0202023	0.142688	0.0144644	0.0301721	0.0317749	0.0398875	0.0889772	0.084689	0.0196946	0.043268	0.146343	0.099914	0.00853704	0.0781517	0.114846	0.0270372	0.0923349	0.086793	0.0215609	0.0478625	0.0371271	0.0452026	0.110646	0.02712	0.0328456	0.0793267	0.0308892	0.0630044	0.0757139	0.0352421	0.270582	0.22328	0.0372446	0.429005	0.066003	0.0691858	0.0598579	0.107673	0.119289	0.225043	0.146029	0.117358	0.216176	0.308036	0.0198446	0.0349057	0.0413809	0.0561262	0.0234953	0.0330026	0.128422	0.349539	0.701865	1.07899	1.86961	5	4.993346
979000	-1299.13	-1338.967	39.83654	10	1.572893	0.0174696	0.00407162	0.0882023	0.00326424	0.0360323	0.0330727	0.0848098	0.0652004	0.187039	0.00491788	0.0480636	0.0824525	0.0570543	0.0484493	0.0629091	0.0953513	0.126225	0.0326316	0.00863714	0.0755853	0.189281	0.0370792	0.108354	0.152365	0.0688249	0.0211471	0.0599355	0.00736366	0.00785791	0.148616	0.0694036	0.0837169	0.125906	0.0334498	0.0490907	0.0807886	0.0926295	0.038499	0.0250658	0.0379088	0.32617	0.0747746	0.288472	0.707355	0.0256723	0.0297522	0.0147216	0.084872	0.0525073	0.305115	0.0387288	0.232418	0.0503894	0.234233	0.0189587	0.00681633	0.0194102	0.0425224	0.00384904	0.14399	0.250151	0.236366	0.600256	1.05443	2.10895	5	5.549601
980000	-1311.255	-1348.432	37.17734	10	1.21976	0.0648903	0.00184743	0.101258	0.0147008	0.0542378	0.0340196	0.0785355	0.0760484	0.276516	0.0330161	0.0166726	0.0527546	0.00893333	0.0562527	0.00501832	0.193065	0.0498881	0.0322518	0.0159866	0.0388752	0.132108	0.0742044	0.0750313	0.125438	0.133757	0.0346126	0.026816	0.0200796	0.0206538	0.0756209	0.158635	0.0231445	0.103133	0.0424074	0.0421427	0.228356	0.0181197	0.0859675	0.203596	0.0219351	0.239793	0.0885593	0.300759	0.60975	0.115246	0.0423967	0.0747342	0.0265384	0.0273343	0.0478841	0.185674	0.140076	0.0421049	0.309371	0.0551492	0.0526115	0.0375326	0.0667234	0.0117021	0.0745971	0.0823422	0.178616	0.534127	1.02864	2.25862	5	5.481404
981000	-1312.558	-1344.225	31.6677	10	0.8776623	0.0194526	0.0114817	0.0647177	0.0502045	0.0564323	0.0794726	0.137941	0.00775476	0.206356	0.0593662	0.00337972	0.243983	0.0234454	0.0381927	0.035825	0.0544223	0.0443724	0.0842421	0.00309606	0.0842861	0.0248069	0.0482611	0.0363566	0.0883278	0.102768	0.0870695	0.0407457	0.0788019	0.0189744	0.00877012	0.0709512	0.0188905	0.0281986	0.0706232	0.0578258	0.280539	0.00758152	0.107072	0.033243	0.0238248	0.203024	0.176405	0.126856	0.618196	0.129376	0.0314575	0.00015362	0.248446	0.030131	0.263186	0.12768	0.0656121	0.0016034	0.883836	0.0345378	0.0153475	0.00822883	0.114197	0.279808	0.1385	0.0559025	0.111946	0.436619	0.976351	2.47508	5	6.09454
982000	-1292.923	-1331.882	38.95821	10	2.21285	0.000885017	0.0213223	0.0583348	0.0128674	0.0358331	0.0152234	0.0118417	0.0852207	0.200419	0.0269635	0.0337682	0.0700952	0.066312	0.0155849	0.0482571	0.0604699	0.034734	0.0158928	0.0132102	0.128666	0.225456	0.0342673	0.00467624	0.153348	0.221505	0.00187768	0.0590595	0.0419325	0.0373659	0.0530968	0.0623227	0.0719776	0.0323517	0.157918	0.138062	0.305742	0.0541839	0.0223287	0.195864	0.10362	0.0883945	0.293081	0.232882	0.324941	0.0919488	0.0354353	0.0433164	0.0145348	0.0355659	0.106211	0.0420054	0.160853	0.178593	0.493891	0.0419473	0.133727	0.0747285	0.0198995	0.167749	0.19133	0.0144517	0.317424	0.675894	1.07451	1.93218	5	5.718343
983000	-1293.331	-1328.187	34.85589	10	2.514477	0.0257697	0.0158783	0.0778126	0.0122868	0.037391	0.0648947	0.0583956	0.0583405	0.22986	0.0246783	0.0258868	0.113895	0.0456319	0.0226149	0.0274728	0.0380005	0.0694572	0.0157893	0.0840876	0.0163413	0.210144	0.0487011	0.0524179	0.02603	0.0385087	0.0280598	0.0556131	0.0507904	0.00198222	0.0748707	0.105264	0.0572752	0.0419499	0.0131995	0.122942	0.159266	0.173442	0.318638	0.149447	0.0118731	0.270542	0.122708	0.167181	0.552475	0.125484	0.0315758	0.0662651	0.00322448	0.0244118	0.138632	0.288177	0.060288	0.0708803	0.37989	0.0153083	0.0785634	0.00342614	0.0281582	0.18798	0.154594	0.0114867	0.347825	0.700527	1.07879	1.87286	5	5.586153
984000	-1299.793	-1341.488	41.69503	10	1.589891	0.00364321	0.0538601	0.0909997	0.011727	0.0373099	0.0184995	0.106428	0.0718761	0.175059	0.0805813	0.0197352	0.0762211	0.0143916	0.0103885	0.115452	0.0801262	0.080357	0.0396455	0.031299	0.0535503	0.124024	0.0321666	0.0220781	0.0488067	0.106745	0.115355	0.0978679	0.0498558	0.0119422	0.075465	0.0877515	0.0746859	0.000531819	0.0379812	0.0458891	0.155197	0.0374463	0.0234205	0.0534801	0.00448645	0.0681617	0.0984169	0.227982	0.613205	0.121056	0.0100809	0.0052897	0.181799	0.0218498	0.0422468	0.0693867	0.167995	0.105276	0.314276	0.152281	0.0877222	0.0143714	0.0475504	0.307289	0.204733	0.0853789	0.238881	0.602866	1.05529	2.10296	5	5.322677
985000	-1299.159	-1337.808	38.6485	10	1.933985	0.0123087	0.0172873	0.0192142	0.00492513	0.0287244	0.0256058	7.71517e-05	0.0577866	0.297185	0.0261772	6.78082e-05	0.134761	0.0276425	0.0118319	0.0079254	0.0825783	0.0621411	0.00652551	0.00437951	0.0529567	0.146379	0.135841	0.135924	0.028782	0.122899	0.156767	0.091463	0.0829327	0.0229296	0.024991	0.099129	0.0302951	0.0325042	0.186925	0.0570298	0.0848791	0.0460645	0.0381905	0.0303487	0.0229926	0.199957	0.0950541	0.296252	0.0832407	0.0296972	0.0181263	0.0121658	0.325116	0.00581035	0.35189	0.0931035	0.12453	0.0191852	0.183634	0.200255	0.0304091	0.0030452	0.0718513	0.135108	0.245423	0.01444	0.285265	0.647805	1.06825	1.99868	5	4.995663
986000	-1310.095	-1342.252	32.15705	10	1.802567	0.0843194	0.00630036	0.0633643	0.0212657	0.0374431	0.0191582	0.0224345	0.0315175	0.386046	0.0184517	0.105078	0.0577772	0.00542143	0.0698552	0.0636742	0.0739018	0.0414897	0.0920259	0.0414446	0.103771	0.133944	0.118613	0.0597161	0.0407928	0.0489112	0.105902	0.066639	0.0127778	0.0394837	0.0290018	0.016609	0.0778115	0.033107	0.10699	0.10247	0.209212	0.0856386	0.270114	0.0723725	0.00312141	0.185092	0.154337	0.146	0.0300816	0.15771	0.0550617	0.0527172	0.383089	0.0421941	0.131623	0.132355	0.0683867	0.443443	0.558893	0.0870592	0.00725901	0.144295	0.0102763	0.252605	0.0264093	0.0138431	0.268511	0.63223	1.06416	2.0351	5	6.060699
987000	-1299.67	-1334.766	35.09577	10	1.946898	0.0285826	0.026969	0.0792709	0.00524451	0.0283604	0.00524151	0.0123962	0.0919931	0.15594	0.0339672	0.0590812	0.104893	0.035255	0.0415468	0.0385724	0.135146	0.0979376	0.0574515	0.0608597	0.106019	0.132033	0.0896942	0.0419882	0.0806339	0.0841573	0.013547	0.051685	0.082767	0.0122721	0.11939	0.0636756	0.0305628	0.00482189	0.0685872	0.165688	0.11013	0.114691	0.110127	0.0284107	0.0236312	0.330137	0.217044	0.0697048	0.0567067	0.0261803	0.171365	0.0133215	0.527028	0.0473067	0.174688	0.11257	0.0237183	0.121542	0.751735	0.0688383	0.0682954	0.0172624	0.0478355	0.11731	0.148849	0.0252483	0.286852	0.649245	1.0686	1.9953	5	5.769908
988000	-1316.555	-1351.126	34.57097	10	3.231685	0.00333718	0.0489477	0.0825419	0.00687398	0.0336683	0.0316264	0.0579099	0.0996368	0.218202	0.00932748	0.0256048	0.101596	0.0331775	0.0401882	0.0195227	0.0940997	0.053955	0.0697159	0.00846177	0.104635	0.149794	0.0789359	0.0762197	0.219545	0.154835	0.0166094	0.0701678	0.0998556	0.0119995	0.0694979	0.0906198	0.0541584	0.132416	0.0423443	0.0551805	0.174452	0.012032	0.000530645	0.0674589	0.034663	0.115585	0.0941257	0.116421	0.0254172	0.0320032	0.0729993	0.0781563	0.325198	0.00916374	0.196357	0.158137	0.0123594	0.148833	0.402351	0.149491	0.0789977	0.00230165	0.0173846	0.0120118	0.503574	0.105604	0.406428	0.743599	1.08344	1.76653	5	5.410817
989000	-1304.042	-1336.293	32.25118	10	2.564851	0.0190776	0.0218217	0.101225	0.000367424	0.0349892	0.0262404	0.0876158	0.0157404	0.156023	0.117789	0.0418007	0.126689	0.0418207	0.0475466	0.0199332	0.120658	0.0927233	0.0013404	0.0093654	0.0575744	0.175411	0.120801	0.101016	0.10606	0.0237957	0.0737068	0.0656882	0.0461141	0.0546499	0.0217333	0.161801	0.0485354	0.0989199	0.119164	0.175592	0.210133	0.0593574	0.0709803	0.028591	0.0975792	0.229296	0.183246	0.012924	0.0436293	0.0403616	0.15582	0.0534813	0.59242	0.0556429	0.150806	0.232879	0.135753	0.194525	0.569478	0.0903134	0.0239135	0.034652	0.0137188	0.00227199	0.114374	0.182487	0.35252	0.704181	1.07933	1.86397	5	6.111964
990000	-1293.633	-1338.368	44.73513	10	2.299802	0.00336769	0.0658859	0.0739583	0.00657199	0.0918118	0.0627984	0.0744406	0.0384304	0.219431	0.00847427	0.0078893	0.131624	0.074457	0.0106829	0.0441142	0.0482056	0.0762882	0.0402499	0.0458533	0.00356711	0.156714	0.123882	0.139461	0.0651375	0.134577	0.0535652	0.00934009	0.0404435	0.0287654	0.0363545	0.0686541	0.0362997	0.0460381	0.12771	0.0661609	0.148586	0.0751931	0.149056	0.0748523	0.00231852	0.0394364	0.0459941	0.186187	0.138947	0.0425233	0.0338685	0.0128535	0.46354	0.0876674	0.0673971	0.183786	0.104082	0.0625553	0.37864	0.0693972	0.0246265	0.0196077	0.00535683	0.00741004	0.0793505	0.187079	0.326615	0.683525	1.07595	1.9139	5	4.951517
991000	-1281.063	-1327.855	46.79238	10	1.823669	0.0109891	0.00407715	0.107061	0.00735353	0.0308577	0.038873	0.0268456	0.0487429	0.224271	0.00487252	0.0122223	0.0914271	0.012892	0.0346027	0.0305427	0.0779289	0.0800473	0.0447884	0.00886227	0.0267686	0.187894	0.0693822	0.0507908	0.0244574	0.0862965	0.0333339	0.0050143	0.0673655	0.0724312	0.0159384	0.0793545	0.0111249	0.150701	0.124499	0.0228446	0.141997	0.14357	0.145153	0.0660348	0.161595	0.0723923	0.0766688	0.0974339	0.0118276	0.0543276	0.0564924	0.0646399	0.326775	0.0394826	0.0823043	0.0903799	0.0290382	0.126806	0.49957	0.0967344	0.0344556	0.0334802	0.00632802	0.0335766	0.0504617	0.00650783	0.271277	0.63485	1.06488	2.02899	5	4.473486
992000	-1279.663	-1331.422	51.75877	10	3.237768	0.00320961	0.0250488	0.0469152	0.031273	0.0368779	0.00652242	0.000759915	0.0256091	0.226494	0.0194468	0.0499193	0.0710617	0.049005	0.0277615	0.0587569	0.0655846	0.0930387	0.0655958	0.0334176	0.0411277	0.113253	0.040572	0.0511215	0.0212496	0.0639883	0.0168573	0.111097	0.0727596	0.0127023	0.0305154	0.0945791	0.0217377	0.00300708	0.129934	0.0799636	0.181871	0.0665517	0.201123	0.0103519	0.0399897	0.132586	0.0745145	0.0953061	0.215673	0.081529	0.013588	0.0272332	0.296475	0.0677885	0.0404417	0.137942	0.0904031	0.0485699	0.339948	0.0831478	0.0282286	0.0259896	0.0315082	0.0434834	0.113945	0.111655	0.406859	0.743897	1.08346	1.76578	5	4.440604
993000	-1293.017	-1337.822	44.80505	10	2.878967	0.00237032	0.019737	0.0480027	0.0387272	0.0755426	0.019211	0.0221396	0.0291874	0.21969	0.0558951	0.0315213	0.0623867	0.0183459	0.0316336	0.0263706	0.05616	0.113655	0.0482476	0.000707824	0.0197445	0.110248	0.0456566	0.0298611	0.0880126	0.0989842	0.0916307	0.115306	0.0631347	0.0273913	0.0528018	0.161355	0.019605	0.11843	0.0922185	0.00648312	0.142643	0.0332137	0.156051	0.0430963	0.0290857	0.21114	0.0300459	0.167151	0.0372022	0.0182174	0.0710354	0.0831252	0.365305	0.0423691	0.189521	0.173083	0.109948	0.112417	0.523011	0.170658	0.0117301	0.0868011	0.0559069	0.028019	0.0234332	0.0991018	0.379676	0.724599	1.08185	1.81388	5	5.073705
994000	-1299.658	-1336.112	36.45357	10	2.008849	0.0369546	0.00388406	0.0660671	0.0103501	0.0204803	0.0539233	0.0624999	0.0877971	0.40261	0.00773344	0.0757087	0.0797734	0.0564944	0.0406297	0.0775693	0.0653706	0.0703215	0.0147717	0.050624	0.0935716	0.152014	0.0819511	0.0633536	0.0554319	0.195019	0.0457841	0.143191	0.00150944	0.01453	0.0790476	0.120348	0.0258253	0.090292	0.251065	0.0917535	0.183178	0.00766259	0.00662168	0.085491	0.00652226	0.170476	0.0146262	0.030772	0.078742	0.066853	0.0782432	0.0723559	0.380886	0.055784	0.145135	0.0998013	0.0661923	0.198048	0.501834	0.143615	0.016383	0.334554	0.0366365	0.0715353	0.0428581	0.0772463	0.294329	0.655951	1.07021	1.97951	5	5.760303
995000	-1290.352	-1328.888	38.53526	10	3.669156	0.0646027	0.000584554	0.0732556	0.000291092	0.031874	0.0397459	0.0126898	0.0719769	0.211456	0.01719	0.0237597	0.0891346	0.0113665	0.0191516	0.0315677	0.0984723	0.041141	0.0349764	0.0296693	0.042875	0.0851494	0.161856	0.020888	0.0498167	0.186034	0.0158896	0.146174	0.0546656	0.0326706	0.0747172	0.0991902	0.045664	0.146708	0.153382	0.192353	0.114059	0.00165423	0.126916	0.110083	0.0202741	0.111184	0.0329897	0.194837	0.01455	0.0756325	0.0166844	0.0316318	0.468803	0.00246257	0.253922	0.115235	0.0534202	0.0894048	0.496386	0.00595456	0.119676	0.167557	0.0490616	0.00646044	0.0475018	0.0797525	0.435209	0.762931	1.08429	1.71757	5	5.217033
996000	-1284.903	-1331.332	46.42894	10	1.731285	0.0253513	0.0161241	0.0644812	0.00442035	0.06105	0.00979576	0.0125839	0.0175306	0.19745	0.0721009	0.0227087	0.171462	0.0504607	0.0339273	0.0302321	0.0976372	0.0563614	0.0028993	0.00518114	0.00247564	0.180587	0.00117483	0.0398014	0.0261143	0.172117	0.00705616	0.0774365	0.0531572	0.00698276	0.0183632	0.0959979	0.0348665	0.139636	0.0864976	0.191198	0.117106	0.0627709	0.0368706	0.0750993	0.0487586	0.332565	0.0710758	0.0872692	0.0657551	0.0110931	0.0151556	0.0404552	0.268962	0.0167405	0.128718	0.156409	0.101648	0.100359	0.299581	0.0835982	0.00994359	0.143877	0.0448025	0.0404231	0.0832704	0.0742182	0.258943	0.623016	1.06154	2.0565	5	4.601745
997000	-1278.048	-1327.374	49.32587	10	2.750545	0.0189681	0.0258914	0.059627	0.00829897	0.0405661	0.0369391	0.00035506	0.0702096	0.153014	0.000223791	0.00496623	0.138748	0.0683594	0.0324969	0.0657962	0.0586485	0.0531226	0.0778249	0.016773	0.0462006	0.122369	0.0279393	0.0355184	0.0813533	0.187531	0.0227388	0.0547224	0.0518529	0.0846185	0.0654617	0.0984503	0.0336839	0.0118481	0.169338	0.178903	0.0455812	0.0580746	0.0370633	0.0563974	0.0132493	0.224969	0.0873547	0.189928	0.247393	0.0898065	0.0414936	0.00424949	0.395582	0.102587	0.129151	0.161048	0.0902033	0.0818468	0.27066	0.0518493	0.0432172	0.058325	0.248762	0.00591396	0.0671178	0.0543823	0.368993	0.716709	1.08097	1.83333	5	5.059566
998000	-1290.621	-1332.335	41.71357	10	1.696441	0.0414644	0.00687759	0.0773647	0.0078913	0.068314	0.0536435	0.00387578	0.0927477	0.217863	0.0132363	0.0156836	0.140895	0.0466801	0.0265994	0.0234151	0.0730372	0.0493759	0.0773542	0.0024011	0.0160448	0.182092	0.085995	0.0250672	0.132504	0.188506	0.0534277	0.0471	0.0966883	0.00762197	0.0480901	0.140249	0.00957168	0.00666153	0.18328	0.0387927	0.19436	0.0551298	0.0358566	0.105476	0.00724208	0.226262	0.0303909	0.0630804	0.127327	0.025295	0.0181033	0.00494042	0.396427	0.194373	0.1956	0.0884213	0.165974	0.145542	0.40834	0.107559	0.00578914	0.157512	0.0864413	0.0187619	0.0614571	0.162778	0.254137	0.618293	1.06014	2.06743	5	5.388852
999000	-1297.699	-1334.928	37.22929	10	2.20456	0.0199689	0.0117599	0.17164	0.0192963	0.0735498	0.0402045	0.0409876	0.0501171	0.196658	0.0286106	0.0130991	0.10848	0.0595238	0.0673365	0.0121661	0.191632	0.0664712	0.0212106	0.0144514	0.0261896	0.212983	0.110816	0.0412296	0.0760855	0.23235	0.0471419	0.152027	0.0959496	0.00548691	0.0831943	0.172238	0.011331	0.00508154	0.0870268	0.0357945	0.274143	0.0658954	0.0194442	0.0614653	0.0123703	0.382022	0.146246	0.104939	0.0865868	0.0681425	0.0138953	0.160721	0.657916	0.0298386	0.0940986	0.145864	0.188982	0.102087	0.285478	0.14424	0.209061	0.00557018	0.0119291	0.00842326	0.0543616	0.0255183	0.316528	0.675141	1.07436	1.93397	5	5.961326
1000000	-1298.538	-1333.021	34.48342	10	1.048113	0.0638648	0.00333366	0.0523837	0.002828	0.0117245	0.0421729	0.110374	0.0398044	0.201665	0.0436099	0.011269	0.0562937	0.0319991	0.013975	0.0254267	0.100798	0.0471198	0.00730462	0.00609696	0.0259905	0.218046	0.0606533	0.0639874	0.131438	0.0717597	0.0395692	0.0094334	0.00237846	0.0292639	0.0141486	0.0656451	0.0490757	0.0353373	0.110086	0.066031	0.177046	0.0103077	0.149329	0.02824	0.0207089	0.121453	0.137066	0.18473	0.0358265	0.0462511	0.0569115	0.0736454	0.741488	0.112409	0.13603	0.15521	0.123317	0.264779	0.576385	0.127737	0.196628	0.180042	0.0668432	0.0301172	0.0122939	0.0152375	0.146453	0.490751	1.00754	2.35526	5	5.644918
1001000	-1286.145	-1330.578	44.43327	10	1.30493	0.00992673	0.00944519	0.0637448	0.0140635	0.0695807	0.0419731	0.0111087	0.0809192	0.177971	0.00990448	0.0250999	0.0720937	0.0117037	0.0420844	0.0246237	0.0220634	0.042827	0.00487569	0.0542622	0.0258267	0.116427	0.093593	0.0293103	0.0560453	0.0444629	0.0593996	0.00988203	0.081141	0.0565355	0.0301828	0.094789	0.00883612	0.00464054	0.0249469	0.0552074	0.122665	0.0113881	0.0596266	0.0610112	0.0440729	0.126082	0.135873	0.0612873	0.100663	0.00432919	0.0248356	0.054786	0.424902	0.0716498	0.119497	0.181785	0.0900743	0.334017	0.555242	0.207456	0.0070342	0.112135	0.0630316	0.00438541	0.1362	0.0105173	0.193556	0.552502	1.03657	2.21737	5	4.704045
