Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
54000	-31.06852	-79.27982	48.21129	10	2.109098	0.0201127	0.0689579	0.102289	0.0846874	0.00546324	0.0336736	0.0305203	0.0283293	0.0666646	0.0353332	0.0467239	0.0244824	0.0332816	0.237113	0.245849	0.578469	0.00349787	0.305959	0.666135	1.07249	1.95541	5	1.645448
55000	-32.86946	-77.60502	44.73556	10	5.827674	0.0792873	0.000154343	0.0782967	0.135426	0.0234228	0.0905525	0.0344745	0.132727	0.0287158	0.0542328	0.0674455	0.0856647	0.0304279	0.000225013	0.512987	0.137041	0.216856	0.533201	0.82143	1.08164	1.56373	5	1.707937
56000	-44.86896	-86.83844	41.96948	2	0.1593505	0.00720322	0.0280486	0.0310449	0.0332917	0.0548724	0.0342105	0.00636895	0.0196114	0.0157595	0.0140285	0.022306	0.0797304	0.252723	0.0821985	0.053533	0.00095446	0.0196829	9.11667e-05	0.0140865	0.269814	3.71601	4	0.7555678
57000	-46.70349	-79.68343	32.97994	1	2.049861	0.059972	0.0654026	0.0441327	0.261931	0.0707803	0.0106267	0.00289778	0.0123162	0.0126934	0.0740618	0.000139048	0.027892	0.0267509	0.088795	0.105823	0.150456	0.260803	0.299155	0.660213	1.07119	1.96944	3	1.275474
58000	-25.46338	-79.30957	53.8462	10	2.245302	0.131707	0.0160969	0.0593218	0.132581	0.214362	0.0250521	0.0835802	0.0433776	0.0472874	0.00268392	0.0517994	0.0729862	0.174964	0.329321	0.31553	0.0730273	0.0158525	0.320898	0.678797	1.07507	1.92524	5	1.78953
59000	-26.92637	-74.64952	47.72314	10	3.172752	0.0641001	0.0656514	0.0494504	0.00282875	0.0420608	0.0121645	0.0555507	0.0103004	0.0530265	0.0135581	0.14512	0.0136607	0.0294834	0.236138	0.500942	0.0961041	0.0288298	0.4022	0.740665	1.08325	1.77389	5	1.418969
60000	-20.84521	-77.58971	56.74449	10	1.209948	0.0775094	0.00145212	0.0837886	0.12449	0.0477405	0.0142025	0.0449834	0.0137754	0.020105	0.0259333	0.188328	0.0756148	0.0352234	0.0507816	0.0564488	0.0871228	0.350813	0.176851	0.531889	1.02763	2.26363	5	1.298313
61000	-20.65329	-75.70557	55.05228	10	2.36074	0.236596	0.0369842	0.0290857	0.0626027	0.0377932	0.00512573	0.0229074	0.0302406	0.105964	0.0104017	0.139198	0.0157437	0.0177419	0.0155683	0.30845	0.0947647	0.0133901	0.332843	0.688604	1.07686	1.90169	5	1.182558
62000	-23.38721	-74.81585	51.42864	10	0.7233094	0.0844576	0.0765304	0.174282	0.136376	0.0218749	0.0576683	0.0147152	0.00979116	0.00732116	0.00613161	0.387343	0.108064	0.196228	0.0273701	0.0328402	0.0111651	0.0086334	0.0791725	0.374324	0.933209	2.61329	5	1.360792
63000	-23.29712	-77.01742	53.7203	10	0.6403286	0.188494	0.0460801	0.121769	0.0816571	0.00332775	0.0136287	0.00138609	0.0253469	0.0772431	0.0617288	0.455462	0.117119	0.0844952	0.00895838	0.137327	0.150572	0.113413	0.0615182	0.333961	0.900577	2.70394	5	1.688009
64000	-48.70473	-83.0523	34.34757	1	1.140836	0.0943936	0.0125884	0.0564968	0.0628776	0.0169806	0.0481625	0.00520327	0.0346396	0.011188	0.0381777	0.108646	0.232299	0.11269	0.047445	0.0488291	0.0960817	0.202914	0.164168	0.515344	1.01991	2.30058	3	1.229612
