Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2619000	-625.6153	-629.3647	3.749464	1	2.312547	0.0751272	0.0621887	0.240661	0.139242	0.112005	0.000801259	0.156721	0.34971	0.0707001	0.318149	0.0133873	0.236162	0.243666	0.241537	0.133267	0.0483135	0.10298	0.0826637	0.102047	0.0269782	0.0658856	0.0329403	0.150585	0.152689	0.118391	0.342357	0.0756183	0.0283838	0.135969	0.0330884	0.083045	0.317534	0.114643	0.159825	0.0165702	0.450036	0.0129161	0.227494	0.0174889	0.0559698	0.0934141	0.18098	0.00847088	0.0864491	0.0763096	0.0381362	0.0941954	0.148522	0.0741396	0.0724402	0.251336	0.0204222	0.134775	0.146547	0.349811	0.00808685	0.399673	0.140716	0.375727	0.0522525	0.0550784	0.00796125	0.149804	0.00525016	0.159332	0.12147	0.00265537	0.327932	0.684605	1.07615	1.91131	3	8.601692
2620000	-567.5371	-597.3434	29.80626	2	1.354886	0.0825271	0.16022	0.346129	0.0165512	0.190372	0.00380095	0.174159	0.182467	0.412473	0.0618196	0.0123899	0.162757	0.191194	0.00591297	0.126117	0.0211802	0.131024	0.0151833	0.0312441	0.0377203	0.0836155	0.175631	0.241559	0.269436	0.118814	0.154349	0.0220758	0.0018039	0.117616	0.00459463	0.0141913	0.250741	0.0282944	0.156196	0.0454965	0.0468132	0.046609	0.0721004	0.0416981	0.030358	0.404784	0.295406	0.00203638	0.03025	0.0592842	0.0597866	0.0354318	0.00851123	0.0193276	0.315706	0.0165529	0.00670378	0.203635	0.036862	0.0297076	0.151537	0.0806146	0.0282366	0.164741	0.111283	0.0862006	0.00636811	0.000938872	0.0845841	0.169814	0.171178	0.199758	0.20201	0.562474	1.04063	2.19489	4	7.066472
2621000	-571.2917	-599.9542	28.66248	2	1.773632	0.040564	0.165719	0.150261	0.0412558	0.0577886	0.0220368	0.137647	0.0614811	0.0702184	0.111557	0.00566611	0.223976	0.102424	0.0647009	0.0790965	0.0116525	0.00440142	0.103954	0.224122	0.0411772	0.0195808	0.246695	0.0373949	0.188503	0.174812	0.336421	0.0253397	0.0181254	0.0511644	0.0110193	0.144762	0.190249	0.0216724	0.144944	0.0598685	0.00785777	0.0188545	0.0540726	0.184305	0.142371	0.126314	0.0753528	0.00140421	0.0860057	0.0198926	0.0920346	0.0906041	0.062421	0.0120904	0.0291719	0.0418671	0.0931443	0.235116	0.208053	0.204739	0.0176135	0.0323525	0.0868814	0.025659	0.251867	0.145843	0.079181	0.306769	0.0434176	0.201655	0.0244834	0.10973	0.26467	0.62856	1.06314	2.04363	4	6.501374
2622000	-579.3181	-608.1703	28.85227	2	2.507177	0.0709351	0.237979	0.0862988	0.0481413	0.0540209	0.0334573	0.241087	0.107563	0.0745469	0.291966	0.0671666	0.233973	0.155526	0.00954838	0.0516725	0.0337051	0.0168707	0.0701497	0.0789979	0.0294465	0.11426	0.185857	0.0592959	0.149137	0.0837849	0.236599	0.0354962	0.0250475	0.0590094	0.0417091	0.0394126	0.083796	0.0892015	0.264407	0.0394312	0.0509283	0.00564447	0.0248203	0.00260378	0.115729	0.223573	0.228575	0.18346	0.243966	0.0611023	0.00761576	0.0112872	0.387419	0.0335442	0.0406651	0.0159172	0.0213966	0.0653417	0.00218139	0.009837	0.0453859	0.0509344	0.0907232	0.0431853	0.165845	0.11499	0.130983	0.0279914	0.213279	0.10629	0.0520459	0.00255306	0.347136	0.699987	1.07871	1.87417	4	6.279309
2623000	-588.7716	-613.8104	25.03882	1	1.533051	0.163926	0.081055	0.229604	0.0350397	0.0578789	0.0281266	0.160503	0.11184	0.135615	0.0953343	0.0184824	0.149463	0.151148	0.191427	0.0479416	0.0256392	0.158958	0.0315748	0.117543	0.0105452	0.119653	0.198151	0.0575531	0.19376	0.0554143	0.170336	0.00602679	0.0273437	0.0566604	0.0399319	0.337476	0.0905439	0.034078	0.30747	0.0333569	0.134723	0.0994452	0.182013	0.232379	0.24321	0.0347928	0.00218474	0.123121	0.0864945	0.0969268	0.0915616	0.00928926	0.272587	0.0139532	0.0495587	0.00413907	0.120023	0.0710993	0.0928603	0.0670818	0.0373259	0.138622	0.0442621	0.0749699	0.068546	0.00218087	0.0804207	0.0662566	0.0579358	0.158098	0.0564916	0.00875475	0.230383	0.593967	1.05231	2.12334	3	6.550705
2624000	-574.7111	-598.4508	23.73972	2	3.354277	0.137784	0.390176	0.230437	0.0366341	0.0670439	0.038681	0.341512	0.00751351	0.0464698	0.0906696	0.0111793	0.290651	0.0340025	0.0815293	0.0147117	0.00154664	0.0162388	0.00920168	0.10517	0.155258	0.129542	0.154343	0.0316464	0.179744	0.191801	0.2536	0.0879373	0.193038	0.0114665	0.0442139	0.0118776	0.180269	0.0425752	0.110394	0.107318	0.107919	0.0477878	0.222954	0.0385235	0.182428	0.0864378	0.0122658	0.0972564	0.218334	0.0649118	0.212025	0.206128	0.43652	0.0792907	0.0300859	0.0348038	0.00439157	0.0321527	0.104154	0.0432734	0.228439	0.0344551	0.00723949	0.160955	0.026188	0.0168795	0.00197064	0.00240054	0.0329849	0.0507059	0.0465031	0.0160371	0.414939	0.749431	1.08378	1.75185	4	6.722578
2625000	-582.0764	-606.3964	24.31999	2	0.9644715	0.106146	0.179674	0.208226	0.0318135	0.00167503	0.0948667	0.510022	0.213652	0.287609	0.126551	0.00126071	0.323298	0.100633	0.0441806	0.021205	0.0432809	0.0890565	0.088172	0.142504	0.0298109	0.0457412	0.0647303	0.189828	0.240384	0.0102253	0.183361	0.0207739	0.00652111	0.274519	0.0922713	0.0663202	0.0604776	0.0398418	0.279422	0.0429248	0.0896001	0.0827519	0.00878817	0.223098	0.00773664	0.0633859	0.457823	0.0778167	0.0284506	0.209648	0.0845877	0.0224363	0.0741797	0.198707	0.0702246	0.00851556	0.0373281	0.0734821	0.09696	0.00881004	0.203548	0.250582	0.0627164	0.181332	0.0415884	0.105534	0.0254556	0.00309789	0.0665668	0.0105885	0.0799152	0.0284567	0.129812	0.465806	0.993854	2.41053	4	7.244688
2626000	-597.8112	-609.7739	11.96273	2	2.544928	0.191177	0.031775	0.179681	0.00518061	0.0814539	0.0654749	0.346991	0.199686	0.179153	0.506455	0.0129421	0.333718	0.0703794	0.120863	0.193216	0.00846423	0.0541119	0.152138	0.118015	0.190017	0.00867378	0.262467	0.0621519	0.194696	0.144223	0.134463	0.0206277	0.125491	0.0170879	0.0383061	0.00969464	0.207966	0.139752	0.328885	0.0750977	0.0235768	0.167551	0.190635	0.00567542	0.0668796	0.0454042	0.0191568	0.0213021	0.196042	0.0339823	0.377786	0.153298	0.0612362	0.0046491	0.0952712	0.108042	0.0578427	0.0198489	0.206159	0.00258125	0.132459	0.054787	0.022962	0.119069	0.445757	0.000709523	0.271918	0.0463145	0.0242737	0.190509	0.147535	0.0251588	0.350675	0.70275	1.07912	1.86745	4	8.148846
2627000	-575.0157	-602.7892	27.77351	2	1.649021	0.0279956	0.0834198	0.337675	0.145495	0.0467959	0.0422149	0.175681	0.0700476	0.118993	0.0963114	0.00706372	0.377865	0.0135487	0.0960199	0.0359927	0.0121561	0.106731	0.00652189	0.0877789	0.00281016	0.028804	0.0885802	0.0681457	0.08407	0.0797122	0.162383	0.102852	0.03098	0.141638	0.00193234	0.0606854	0.301493	0.161413	0.0903712	0.0181274	0.214484	0.242134	0.042977	0.0449416	0.0127358	0.264159	0.200151	0.103223	0.10439	0.420422	0.0780413	0.040114	0.0620233	0.0539831	0.108995	0.132517	0.0936071	0.364456	0.0565296	0.0720108	0.052494	0.0463299	0.139157	0.0844828	0.0807199	0.0187063	0.18929	0.0205032	0.0226129	0.191108	0.00301245	0.0761354	0.247452	0.611617	1.05809	2.08284	4	6.948752
2628000	-581.5456	-597.5361	15.99054	2	1.795241	0.205516	0.0310161	0.19791	0.125561	0.226941	0.00981916	0.267346	0.137968	0.178195	0.116386	0.186742	0.220704	0.0718996	0.0629334	0.0318098	0.0513568	0.0400871	0.0591667	0.198072	0.134591	0.274808	0.30642	0.101859	0.0846041	0.130066	0.247744	0.0775218	0.0225371	0.0855259	0.149418	0.00222624	0.0674942	0.0061058	0.177515	0.118525	0.22874	0.00794087	0.172637	0.283178	0.344228	0.00285402	0.109523	0.0187284	0.0989116	0.181799	0.0149059	0.0243629	0.0421469	0.129023	0.104981	0.219676	0.0195768	0.040902	0.0472592	0.0387761	0.0546564	0.122902	0.113105	0.16222	0.0517308	0.057099	0.226531	0.10984	0.0567383	0.271689	0.0136319	0.191405	0.267544	0.63131	1.06391	2.03724	4	7.968089
2629000	-562.4442	-603.5929	41.14872	2	2.858179	0.0358029	0.0586595	0.0539722	0.0994503	0.130738	0.0374642	0.0444496	0.00112778	0.110818	0.139932	0.000186185	0.183255	0.111623	0.0624623	0.0820243	0.0206061	0.0710253	0.0951114	0.00464724	0.111146	0.0790244	0.122308	0.281039	0.229286	0.124255	0.124507	0.0443554	0.026013	0.00368116	0.0273569	0.0315006	0.130533	0.0576342	0.105701	0.0264139	0.0358851	0.0407679	0.00822563	0.011192	0.00244466	0.0164825	0.0363843	0.00968171	0.139242	0.0244016	0.135233	0.126508	0.0949187	0.290203	0.0745079	0.174308	0.00170095	0.334377	0.0118185	0.0181325	0.0427029	0.129888	0.145045	0.0714717	0.0883067	0.168412	0.109231	0.134782	0.0763482	0.405456	0.0851137	0.0030766	0.377984	0.723361	1.08172	1.81694	4	5.914359
2630000	-572.8127	-607.2312	34.41851	2	1.039198	0.118639	0.106498	0.0730161	0.0711994	0.149237	0.0681829	0.190396	0.210686	0.136372	0.0953156	0.0167234	0.167302	0.0452446	0.0798132	0.169099	0.0231862	0.0310421	0.0666879	0.139423	0.000108014	0.0913957	0.219664	0.0342058	0.00213429	0.248891	0.236943	0.029933	0.157249	0.0125017	0.174352	0.0251811	0.153818	0.0209181	0.0789127	0.16073	0.22786	0.0203621	0.000278447	0.113002	0.00664277	0.0461073	0.0646367	0.104056	0.0694431	0.031283	0.0421831	0.217726	0.0657146	0.0522835	0.0266755	0.109198	0.0267563	0.0401701	0.181547	0.11224	0.0732463	0.0133503	0.00735687	0.0416732	0.271715	0.0117161	0.164818	0.106863	0.105752	0.00954056	0.184002	0.123502	0.144708	0.488225	1.0062	2.36086	4	6.276702
2631000	-592.6141	-614.7573	22.14318	2	1.229663	0.176761	0.0925924	0.175253	0.00470534	0.0654211	0.0605842	0.0836409	0.0931546	0.149261	0.275487	0.0306772	0.290048	0.0666621	0.20696	0.159577	0.0501654	0.0298825	0.0258893	0.0278305	0.0759252	0.0719286	0.129979	0.0565501	0.0870126	0.0661611	0.096509	0.0768995	0.0740691	0.0664752	0.210475	0.0440814	0.0983492	0.150501	0.324047	0.0570241	0.0323886	0.0184796	0.0195794	0.422544	0.0614123	0.219372	0.0357736	0.00850605	0.101651	0.0854504	0.396472	0.0198983	0.110508	0.0669946	0.0406034	0.0230513	0.024166	0.0721887	0.126123	0.27345	0.00803828	0.0245599	0.0901105	0.574542	0.157873	0.0197774	0.0304128	0.148493	0.0278368	0.0665726	0.00676108	0.124051	0.180387	0.536359	1.02963	2.25362	4	7.188181
2632000	-560.0545	-594.8768	34.82229	2	2.018566	0.202361	0.185501	0.148589	0.0936323	0.137844	0.0684209	0.227621	0.0236934	0.136648	0.216868	0.031745	0.154486	0.0724548	0.16151	0.00277967	0.031019	0.180438	0.0319566	0.0012679	0.0146028	0.0543624	0.0839539	0.0282556	0.261151	0.137972	0.128955	0.065866	0.22674	0.0661235	0.0875538	0.0256537	0.0577718	0.0410713	0.0487853	0.0357058	0.102968	0.0505013	0.187587	0.0349956	0.0685474	0.0414145	0.0357556	0.152669	0.236786	0.0570299	0.116626	0.00726148	0.0370024	0.0264827	0.0135451	0.223888	0.242759	0.0169431	0.199626	0.0388945	0.0283942	0.115481	0.236753	0.0517966	0.0205431	0.0224302	0.129699	0.079055	0.14649	0.0135592	0.112193	0.141695	0.295481	0.656973	1.07045	1.9771	4	6.462732
2633000	-576.6025	-604.0552	27.45273	2	2.614691	0.089013	0.0243216	0.100208	0.0286278	0.105195	0.0042834	0.122489	0.144622	0.0361936	0.0272032	0.0494976	0.199024	0.0192346	0.031556	0.0656532	0.0276827	0.0612566	0.0343159	0.044414	0.0772575	0.103038	0.086523	0.137917	0.199463	0.130642	0.213664	0.0336013	0.0604453	0.165739	0.128376	0.00209201	0.387568	0.0602619	0.0312887	0.0407342	0.00286487	0.0126771	0.0482651	0.33868	0.229118	0.164633	0.12909	0.0997317	0.182669	0.117206	0.110621	0.0618583	0.0262162	0.134212	0.304193	0.187573	0.0710929	0.00486235	0.302237	0.104996	0.0443196	0.000516302	0.0803709	0.0313868	0.15393	0.0270233	0.0532715	0.124063	0.148688	0.139389	0.140979	0.114881	0.357067	0.707685	1.07982	1.85543	4	6.765018
2634000	-556.6399	-598.2229	41.58303	2	1.245499	0.0552482	0.0878263	0.0668862	0.100594	0.112429	0.00649291	0.0905112	0.117919	0.0713651	0.0315296	0.0335781	0.224776	0.0725424	0.0174728	0.00278011	0.00232994	0.0542064	0.00938871	0.260984	0.040125	0.0475265	0.113052	0.144284	0.288854	0.0409317	0.0885591	0.0165222	0.00970967	0.017835	0.0837804	0.00585337	0.167608	0.00474781	0.105115	0.0391238	0.0263608	0.0331539	0.0862412	0.04115	0.0060348	0.152576	0.0790321	0.304162	0.223307	0.119853	0.0104712	0.0555092	0.0867163	0.12122	0.0407741	0.0727347	0.173097	0.0547208	0.0480021	0.0748934	0.109097	0.0324135	0.0531475	0.0245635	0.0194847	0.191602	0.171679	0.183462	0.115237	0.0279734	0.115374	0.0757982	0.183201	0.539874	1.03118	2.24574	4	5.562329
2635000	-573.5092	-605.8985	32.38938	2	1.289867	0.031319	0.0610742	0.0662343	0.070655	0.122021	0.0414402	0.0589035	0.0860306	0.0900859	0.0785715	0.0195601	0.278654	0.115536	0.13242	0.155046	0.00509435	0.134955	0.0559773	0.0367578	0.0695165	0.0605263	0.109886	0.0812593	0.17097	0.0822924	0.0583792	0.0898945	0.0608449	0.0481164	0.145443	0.0603854	0.130904	0.130726	0.266138	0.127984	0.218018	0.054121	0.064379	0.00731324	0.290232	0.273816	0.0250813	0.164733	0.0963493	0.0446453	0.0889505	0.136492	0.0928416	0.0915577	0.0211832	0.118993	0.0142746	0.132911	0.223067	0.128837	0.154323	0.145367	0.0762242	0.0169001	0.0642196	0.0604837	0.103257	0.0168987	0.133124	0.0550229	0.00889925	0.0119071	0.190962	0.549383	1.03526	2.22439	4	6.468023
2636000	-569.9572	-605.9703	36.0131	2	1.766106	0.0122525	0.233208	0.00608165	0.011957	0.141675	0.129397	0.21762	0.0839678	0.0438172	0.168862	0.114715	0.208869	0.127431	0.0425223	0.0411308	0.000919096	0.143851	0.0166238	0.107628	0.0727326	0.164261	0.142079	0.00225286	0.209533	0.0373166	0.0888275	0.0254312	0.0407039	0.158263	0.0115745	0.0023398	0.10986	0.037518	0.202538	0.0215448	0.0445485	0.0308251	0.045306	0.018518	0.0780149	0.0186394	0.0312917	0.168793	0.028587	0.0168246	0.00796145	0.0577909	0.000671731	0.121394	0.191768	0.096853	0.104171	0.122739	0.03912	0.172504	0.110772	0.0435497	0.0989788	0.059745	0.180269	0.0415749	0.0826037	0.166342	0.215062	0.0354548	0.177792	0.0188432	0.263661	0.62759	1.06286	2.04589	4	5.806612
2637000	-594.2609	-608.1397	13.87879	2	0.7904641	0.261231	0.178901	0.187436	0.0926768	0.0713546	0.011318	0.126878	0.125213	0.153428	0.0982279	0.0475105	0.154773	0.352859	0.256768	0.161621	0.00711778	0.0696885	0.0137395	0.285162	0.0425461	0.0571864	0.171388	0.254953	0.154966	0.0585027	0.0929906	0.0241012	0.100125	0.0349133	0.0784245	0.0398607	0.315117	0.00174977	0.0891285	0.15186	0.0366764	0.0474214	0.0520824	0.0257588	0.122413	0.621202	0.0683556	0.128589	0.218328	0.0543587	0.166544	0.00884358	0.353324	0.0252858	0.0294946	0.00794155	0.0335915	0.0248181	0.00761062	0.141614	0.0477385	0.242304	0.0173047	0.151665	0.0888951	0.24785	0.247703	0.32751	0.145488	0.307464	0.0530844	0.0705981	0.093528	0.403266	0.954277	2.54893	4	8.445576
2638000	-577.4866	-606.9237	29.43711	1	0.783172	0.0179573	0.0341062	0.125272	0.107409	0.0585663	0.00474725	0.109728	0.17844	0.117879	0.0790238	0.0666381	0.131929	0.180989	0.111387	0.107476	0.0191184	0.0316888	0.0398937	0.0642268	0.0382661	0.118452	0.118732	0.0643023	0.191805	0.175235	0.0312278	0.177255	0.0475257	0.0255082	0.0236667	0.037456	0.0682223	0.112375	0.100918	0.1892	0.0871778	0.0156172	0.104879	0.0121745	0.191272	0.0764984	0.0281927	0.0456195	0.138665	0.116759	0.023874	0.22437	0.038357	0.199894	0.0476237	0.0849986	0.0135816	0.120686	0.0442307	0.139441	0.0823954	0.00731944	0.0890849	0.204172	0.365819	0.0642979	0.00808106	0.0129116	0.339624	0.0103207	0.0898158	0.0514901	0.0919732	0.40027	0.952181	2.55558	3	6.185864
2639000	-591.0559	-610.9192	19.86334	2	1.885878	0.130227	0.0676265	0.465163	0.193306	0.114879	0.16454	0.260295	0.0924899	0.140882	0.145376	0.0176327	0.242456	0.0928186	0.158801	0.0163907	0.0544316	0.00231524	0.00268138	0.130389	0.0710438	0.0878268	0.104749	0.0266276	0.098521	0.135006	0.0926439	0.0288154	0.105238	0.0129349	0.177436	0.00171802	0.172403	0.111065	0.102136	0.171994	0.342659	0.0133846	0.0575772	0.0862449	0.0674918	0.489919	0.0246756	0.0467493	0.0140368	0.0173397	0.0474611	0.0307701	0.016917	0.274376	0.0693579	0.0555185	0.224485	0.131315	0.0869026	0.017117	0.0686477	0.0443258	0.0333641	0.0830464	0.317629	0.249727	0.103505	0.0604178	0.204006	0.0686803	0.0224644	0.390156	0.27926	0.642302	1.06685	2.01158	4	7.753126
2640000	-567.6044	-604.774	37.16951	2	1.617317	0.208706	0.00685781	0.121871	0.0135756	0.116492	0.0122605	0.161737	0.0835585	0.046185	0.0454173	0.0886256	0.206592	0.0950166	0.0435393	0.032876	0.000208029	0.0637326	0.0283064	0.210343	0.135186	0.0774018	0.171291	0.167304	0.370716	0.129656	0.117848	0.0118984	0.123776	0.0650872	0.0201756	0.0794162	0.0934365	0.0351696	0.155677	0.0909484	0.135287	0.0953908	0.0572884	0.309121	0.0350743	0.0814387	0.047693	0.115528	0.0195868	0.0420069	0.0393303	0.192999	0.140915	0.0736211	0.173598	0.364726	0.023812	0.0341927	0.13042	0.0229997	0.0496916	0.0219376	0.00102506	0.0435231	0.0719963	0.0219235	0.056987	0.0461675	0.0305739	0.0558905	0.139027	0.058198	0.24289	0.606986	1.05663	2.0935	4	6.162858
2641000	-603.016	-624.6732	21.65719	1	1.274494	0.152641	0.106876	0.151495	0.0548013	0.0341772	0.0257115	0.229459	0.0588306	0.100516	0.00983405	0.000840924	0.249617	0.15698	0.122693	0.00363243	0.010199	0.153645	0.0547415	0.079575	0.0320228	0.0780394	0.20088	0.0988191	0.161588	0.0863148	0.129584	0.0390598	0.0475559	0.115641	0.0460344	0.00338517	0.294434	0.0125347	0.102417	0.0253091	0.00563161	0.02039	0.188637	0.0988836	0.0494483	0.0332882	0.0515214	0.0532496	0.139745	0.2235	0.359362	0.131293	0.323979	0.0420348	0.101778	0.103489	0.0480162	0.14578	0.0807911	0.16823	0.0179613	0.290107	0.253457	0.0437384	0.0623687	0.116971	0.106478	0.0618192	0.0621377	0.0282013	0.104409	0.168144	0.188294	0.546143	1.03389	2.23167	3	6.914725
2642000	-592.0031	-619.5998	27.59674	1	2.234072	0.17419	0.0249075	0.149556	0.00541077	0.0686508	0.0233457	0.127162	0.129694	0.0896928	0.0969897	0.00820542	0.258131	0.125983	0.103655	0.14873	0.0584847	0.0830368	0.027482	0.0437836	0.208716	0.0458482	0.0557986	0.114171	0.0960199	0.128533	0.0444449	0.0109593	0.0463199	0.0389187	0.0401364	0.0968528	0.207642	0.296138	0.0220237	0.10848	0.0621284	0.00533551	0.0941421	0.199904	0.00412774	0.0726389	0.0986158	0.0150133	0.049588	0.191707	0.0106334	0.210573	0.10475	0.000227068	0.140268	0.023039	0.0394621	0.0509531	0.0050546	0.0438112	0.0563013	0.0284241	0.0583288	0.198958	0.0130101	0.03685	0.0809788	0.102142	0.39507	0.155915	0.242843	0.125925	0.319702	0.6778	1.07488	1.92762	3	6.224812
2643000	-582.1705	-607.8946	25.72413	2	0.3753113	0.0929374	0.0282953	0.096686	0.0877808	0.0596776	0.00921701	0.234299	0.00805771	0.138527	0.102534	0.0102367	0.274554	0.0770765	0.0429016	0.332169	0.00287741	0.137427	0.0450261	0.0917334	0.0104967	0.061993	0.102427	0.0518631	0.0667511	0.0361436	0.291308	0.0845116	0.0337383	0.0570941	0.0098124	0.0415727	0.0493839	0.130669	0.301419	0.0374183	0.399919	0.165058	0.021477	0.0356422	0.240826	0.0674392	0.0341945	0.153943	0.108274	0.230848	0.0142437	0.0237575	0.0811352	0.00343606	0.187241	0.303625	0.040022	0.042052	0.106597	0.0652643	0.109624	0.022127	0.27208	0.118617	0.165937	0.0198137	0.140529	0.0348391	0.187959	0.0067824	0.101434	0.187533	0.0133197	0.163087	0.70312	3.12047	4	6.930886
2644000	-567.1924	-606.3826	39.19014	2	1.39047	0.165695	0.112518	0.181308	0.112249	0.0641248	0.0743264	0.118029	0.154149	0.16053	0.0851561	0.0269913	0.153399	0.105034	0.0497237	0.0668772	0.00453082	0.0853684	0.049849	0.173229	0.0561404	0.0194506	0.225152	0.0409098	0.0808092	0.117741	0.180052	0.0113733	0.00658756	0.0883627	0.0174732	0.00723035	0.196229	0.0124412	0.364256	0.0287813	0.0728294	0.0592729	0.0707028	0.0115968	0.112689	0.00522269	0.00694997	0.0242241	0.00850078	0.0119841	0.120938	0.0318052	0.0240103	0.0558487	0.0234967	0.207223	0.00438838	0.0243112	0.117705	0.0814431	0.0352025	0.0847738	0.00392582	0.161132	0.00344807	0.401948	0.0358368	0.347657	0.101587	0.0037012	0.100735	0.0329477	0.207896	0.569248	1.04328	2.17957	4	5.784117
2645000	-585.6463	-599.5496	13.90327	2	1.665424	0.118672	0.247453	0.338196	0.0347895	0.0826761	0.168822	0.298741	0.0402544	0.147303	0.0659503	0.0453617	0.194929	0.154609	0.0344791	0.0229319	0.0363948	0.0266005	0.0461728	0.138996	0.0872673	0.270284	0.256747	0.0837855	0.276115	0.268943	0.187277	0.0428214	0.0593735	0.151515	0.0303367	0.05628	0.212586	0.0539973	0.271996	0.0135984	0.282634	0.232382	0.303013	0.146533	0.125781	0.295196	0.0175438	0.00672793	0.133478	0.0217816	0.140139	0.389922	0.0506961	0.0385145	0.0153423	0.0170528	0.213127	0.207356	0.0354495	0.0350546	0.304054	0.153863	0.0298487	0.0443331	0.0812215	0.00492399	0.0354354	0.0350463	0.0641168	0.012359	0.111898	0.116089	0.249783	0.61396	1.05882	2.07744	4	8.267168
2646000	-586.1656	-604.74	18.5744	1	2.851848	0.272	0.0972178	0.14531	0.0306802	0.0506074	0.042862	0.345694	0.0881544	0.131386	0.0787979	0.0174161	0.237788	0.0326652	0.210251	0.0344857	0.000731882	0.0259011	0.0227537	0.0315128	0.0179205	0.0600842	0.140793	0.15386	0.213319	0.106463	0.205969	0.145695	0.00112048	0.0445749	0.0194931	0.0720882	0.114705	0.462484	0.183456	0.0381058	0.061369	0.158485	0.171879	0.202513	0.284587	0.0305137	0.0254057	0.0135362	0.0993562	0.15079	0.254646	0.0611385	0.0107955	0.0228713	0.0665582	0.255146	0.00788062	0.181638	0.0693009	0.179249	0.0300662	0.0701856	0.00865353	0.031117	0.167435	0.204118	0.0477341	0.131993	0.0205316	0.0493176	0.103927	0.0161856	0.377466	0.722981	1.08168	1.81787	3	7.065268
2647000	-582.5047	-604.5223	22.01762	2	0.9980822	0.225216	0.215963	0.093305	0.0106478	0.154414	0.00729035	0.208934	0.131776	0.232402	0.0795553	0.0999744	0.168423	0.123267	0.0469104	0.0366002	0.0021061	0.0833357	0.00560691	0.0219273	0.0629709	0.0818831	0.206896	0.0797246	0.200723	0.20918	0.00385921	0.151688	0.0520329	0.0482289	0.0482647	0.0394715	0.273164	0.018188	0.304942	0.0325626	0.0599391	0.0358826	0.0540931	0.354012	0.165687	0.0189924	0.0141149	0.00438974	0.0425971	0.000631084	0.0935582	0.240877	0.0117727	0.143839	0.48272	0.120429	0.00428725	0.0919936	0.0263219	0.00119429	0.0512706	0.356584	0.0468384	0.068661	0.0254552	0.0434272	0.0756026	0.247294	0.1992	0.0808085	0.0552317	0.134821	0.136571	0.476175	0.999682	2.38757	4	7.113959
2648000	-578.7927	-606.287	27.49431	1	0.4454736	0.150581	0.143907	0.0698034	0.00527203	0.0170222	0.0022801	0.168746	0.0589555	0.113197	0.00741956	0.035656	0.208153	0.13438	0.0584388	0.245752	0.0885259	0.00466062	0.0307412	0.0604202	0.00590789	0.119812	0.058285	0.0364927	0.377881	0.00653472	0.133713	0.0405152	0.0233202	0.0785977	0.0282533	0.0383599	0.0520547	0.0176736	0.223053	0.0408249	0.253808	0.0552189	0.468463	0.0205784	0.137507	0.0173839	0.0213686	0.0712509	0.0738386	0.0859939	0.072628	0.196417	0.0783738	0.127885	0.0697945	0.0177913	0.371926	0.111771	0.108005	0.107982	0.0885964	0.0594911	0.0363852	0.113976	0.0503422	0.239691	0.00077114	0.0519706	0.228791	0.0292098	0.0714493	0.0900664	0.0237838	0.214838	0.776148	2.98523	3	6.413915
2649000	-571.8707	-602.6962	30.8255	2	2.468637	0.048697	0.101611	0.0486265	0.0111721	0.115411	0.112763	0.220448	0.0517474	0.0651742	0.110645	0.0305697	0.199312	0.217478	0.245045	0.0500698	0.0236952	0.0268368	0.0724726	0.0122179	0.202703	0.246837	0.193308	0.0905774	0.268165	0.178477	0.0133792	0.00349892	0.0985628	0.11266	0.0961414	0.0624731	0.0236362	0.0939194	0.128611	0.00439627	0.0999455	0.0174803	0.178945	0.0398773	0.0763294	0.11347	0.272684	0.231095	0.13832	0.107343	4.99185e-05	0.273754	0.100794	0.199132	0.0276529	0.0836654	0.0074515	0.145904	0.0187156	0.0568867	0.0137376	0.0443732	0.00393043	0.148067	0.0193469	0.0404862	0.00617455	0.019191	0.149719	0.000254675	0.0171611	0.11098	0.343463	0.697097	1.07826	1.88118	4	6.344253
