Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	brlens[134]	brlens[135]	brlens[136]	brlens[137]	brlens[138]	brlens[139]	brlens[140]	brlens[141]	brlens[142]	brlens[143]	brlens[144]	brlens[145]	brlens[146]	brlens[147]	brlens[148]	brlens[149]	brlens[150]	brlens[151]	brlens[152]	brlens[153]	brlens[154]	brlens[155]	brlens[156]	brlens[157]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
542000	-6390.253	-6406.485	16.23205	2	2.461074	0.0662114	0.0885119	0.0203451	0.0188425	0.0372711	0.0553595	0.0399665	0.0469821	0.00578916	0.00545583	0.0138224	0.0203421	0.0189926	0.0135885	0.0120643	0.0427087	0.0312992	0.00449438	0.146329	0.044222	0.0312639	0.0417436	0.0685341	0.103567	0.0233513	0.0289108	0.0512211	0.0533127	0.00232918	0.0666857	0.0174522	0.0324343	0.0231572	0.00328127	0.00670644	0.0180361	0.0182059	0.030859	0.0338882	0.117343	0.132731	0.0673833	0.0187314	0.0159943	0.110568	0.149083	0.00751165	0.0335565	0.0292155	0.0480821	0.0683812	0.191999	0.0485322	0.0619689	0.00147618	0.0151884	0.0386643	0.0400779	0.0189095	0.00159244	0.00473706	0.101495	0.18391	0.03653	0.038725	0.0103082	0.0364904	0.0189407	0.0457722	0.0593224	0.00753226	0.0954615	0.130725	0.151951	0.127036	0.122807	0.0323247	0.0215114	0.0753914	0.00399523	0.186711	0.630425	0.0188909	0.0912293	0.0465307	0.193261	0.0140327	0.0181709	0.0104924	0.122785	0.0890385	0.173309	0.0166373	0.00221903	0.10287	0.0648549	0.0535908	0.0338232	0.0269436	0.0127415	0.0645296	0.0592285	0.0730499	0.25283	0.17369	0.0649562	0.0666043	0.0540795	0.0143219	0.014844	0.0426415	0.391403	0.0355929	0.19185	0.0701995	0.488719	0.237676	0.0716579	0.0208484	0.0432686	0.106744	0.0767881	0.00820102	0.00930169	0.411244	0.0177107	0.0561111	0.0654982	0.00124291	0.0313097	0.127151	0.036854	0.0884049	0.0104441	0.164262	0.350956	0.012808	0.111562	0.058687	0.0782073	0.00356423	0.217632	0.405257	0.051797	0.0254036	0.0126974	0.0598966	0.222456	0.0669582	0.0255074	0.126044	0.0722401	0.120039	0.0428739	0.155373	0.00206474	0.140798	0.342735	0.696521	1.07817	1.88257	4	11.82413
543000	-6396.941	-6407.587	10.64586	2	2.152001	0.0460067	0.117417	0.0177668	0.0371517	0.070729	0.00472993	0.0405751	0.0363454	0.0338375	0.0144566	0.00599765	0.0129166	0.0185282	0.0347147	0.000751734	0.058013	0.0549225	0.0225354	0.125377	0.0379764	0.0454155	0.0480968	0.0975863	0.0280288	0.145413	0.0180556	0.0317318	0.052385	0.0267776	0.0835171	4.09913e-05	0.0579854	0.016062	0.0056751	0.00411647	0.0151649	0.00359835	0.0754126	0.0189775	0.181699	0.0398463	0.0216893	0.0210038	0.0986902	0.0239487	0.160727	0.00641321	0.00858194	0.0193827	0.05654	0.0255288	0.193477	0.0545875	0.0871981	0.0127063	0.0429164	0.0272014	0.0154065	0.0155313	0.00388265	0.0071217	0.118896	0.215938	0.0354106	0.024915	0.0296208	0.0235778	0.0277482	0.0598934	0.058163	0.103242	0.0636824	0.0825526	0.088695	0.124091	0.0780891	0.0468912	0.0605187	0.108145	0.0696892	0.127375	0.637841	0.00908556	0.0621585	0.113396	0.0629706	0.0148329	0.0335863	0.0324476	0.103077	0.0561082	0.330394	0.0281411	0.0538011	0.0197417	0.120619	0.00420531	0.0145519	0.134221	0.00408817	0.0480096	0.0345182	0.00667793	0.126075	0.113163	0.0555097	0.0823426	0.07129	0.0499088	0.0228052	0.0148519	0.355739	0.00411745	0.102458	0.0541241	0.330548	0.00197738	0.0176491	0.0233872	0.0312783	0.0293153	0.0337046	0.00592183	0.0808472	0.772567	0.0333333	0.414551	0.0638026	0.020908	0.0407169	0.126093	0.0932275	0.0793583	0.0509403	0.121541	0.319806	0.0571963	0.099263	0.018059	0.0449442	0.00845808	0.268508	0.520396	0.0199395	0.00741373	0.0552542	0.111017	0.134554	0.128928	0.0528147	0.151026	0.0400647	0.144012	0.128976	0.126519	0.0442178	0.100506	0.310768	0.670261	1.07337	1.9456	4	12.1664
544000	-6375.389	-6399.61	24.22062	2	2.18076	0.0386695	0.0645808	0.0091534	0.0401345	0.0548399	0.00332893	0.00164483	0.0582574	0.033932	0.0071563	0.0178036	0.0290013	0.00438927	0.0169712	0.0037214	0.0426715	0.0575149	0.0235114	0.072666	0.0243775	0.0410387	0.0681606	0.0623632	0.0943578	0.0683877	0.0364566	0.0122602	0.0404644	0.0605087	0.0698618	0.000456507	0.0638925	0.0122912	0.00559246	0.0119883	0.043974	0.00124193	0.0233314	0.0062491	0.117167	0.0993661	0.0151328	0.00519804	0.120886	0.119982	0.0170049	0.00486999	0.0359499	0.0272162	0.0739071	0.0855708	0.121335	0.0813092	0.0707745	0.00114574	0.0304557	0.0235661	0.0180187	0.0175602	0.000494389	0.000790542	0.0663693	0.165706	0.0251863	0.0333458	0.0210135	0.0150151	0.00330834	0.0582333	0.017895	0.0567935	0.125718	0.140932	0.0628952	0.188321	0.113433	0.0434386	0.0248204	0.0610248	0.0337347	0.173345	0.626492	0.0525146	0.0191079	0.0265225	0.0392883	0.0349497	0.0896386	0.0203447	0.104349	0.0907296	0.158126	0.00846912	0.0318742	0.0380073	0.108184	0.00498418	0.00368293	0.113677	0.0135717	0.0861918	0.0485896	0.0379895	0.0337656	0.0832973	0.0670747	0.153036	0.0817305	0.070539	0.0057457	0.0527061	0.255875	0.0326476	0.14281	0.137873	0.414122	0.00130058	0.0228517	0.0056826	0.190793	0.132903	0.0423347	0.0081484	0.0309241	0.178386	0.0045037	0.262239	0.0861982	0.0158515	0.0845888	0.0987214	0.112799	0.161515	0.0256245	0.285283	0.318456	0.078868	0.0119148	0.00297665	0.0714481	0.00248507	0.270071	0.35967	0.0469281	0.00709138	0.00773638	0.0911682	0.165127	0.169505	0.0391865	0.17985	0.0171105	0.0998479	0.0788308	0.0668765	0.0176126	0.151157	0.313938	0.672955	1.07392	1.93919	4	11.1385
545000	-6384.384	-6401.749	17.36407	2	2.026917	0.0245384	0.133952	0.0370365	0.00327811	0.0674941	0.0341438	0.00142654	0.0580157	0.0143071	0.00561878	0.0268043	0.039174	0.00950386	0.00797032	0.00522238	0.0607193	0.0635025	0.0126243	0.137054	0.0321706	0.0484852	0.0367456	0.0654306	0.0218837	0.12425	0.034769	0.00130755	0.0240978	0.0166496	0.0888102	0.0142917	0.015673	0.0109223	0.00467764	0.0379977	0.0338362	0.00321863	0.0432348	0.0429807	0.109391	0.157494	0.00647554	0.00506596	0.0569069	0.0503991	0.259127	0.00262842	0.00680045	0.0261895	0.0853028	0.016973	0.204833	0.034451	0.0427316	0.0359747	0.0238976	0.0239965	0.0228393	0.0340079	0.00079203	0.000439926	0.0302683	0.15525	0.0730504	0.0206083	0.0126742	0.0593502	0.00698401	0.099484	0.0246912	0.0278898	0.0107742	0.140426	0.162634	0.06327	0.0791159	0.0174253	0.0233088	0.168657	0.00854556	0.232564	0.651416	0.122425	0.178881	0.0528114	0.140905	0.0296424	0.110177	0.0583514	0.161901	0.151361	0.0133964	0.0141764	0.0352884	0.0970578	0.153684	0.00226653	0.0114295	0.0230009	0.00700853	0.0400517	0.0119342	0.151854	0.147972	0.240781	0.0427134	0.0907858	0.0601048	0.00667323	0.0038099	0.0835747	0.590717	0.0269779	0.0811585	0.105799	0.352447	0.0285371	0.0345629	0.0221505	0.136062	0.270065	0.0390562	0.0231415	0.0687811	0.429482	0.0291	0.157204	0.0852626	0.00303811	0.0982744	0.102983	0.0713064	0.020851	0.119163	0.133969	0.268003	0.0629992	0.0413698	0.019138	0.0793695	0.000496078	0.0913737	0.333988	0.0118839	0.0830378	0.0352872	0.238186	0.230154	0.167152	0.0336754	0.106155	0.0177641	0.0391389	0.0484653	0.133793	0.0552093	0.120426	0.296467	0.657846	1.07065	1.97504	4	12.21009
546000	-6395.861	-6414.373	18.51142	2	1.677482	0.00310306	0.128511	0.0312067	0.00805221	0.0448459	0.0130939	0.0296937	0.0186452	0.0453647	0.00286183	0.013806	0.0254367	0.026973	0.016315	0.0112437	0.0714524	0.0222747	0.00699156	0.0637347	0.0375327	0.0804806	0.0707805	0.14362	0.0714017	0.0479296	0.050538	9.08021e-05	0.0337859	0.0120993	0.0857547	0.0019406	0.0125848	0.00532822	0.00511129	0.0120343	0.0237199	0.0054812	0.0265659	0.0431124	0.0838595	0.0643258	0.0745791	0.00376915	0.022724	0.143087	0.153259	0.0135459	0.00334751	0.0196918	0.0619424	0.0932996	0.223498	0.0726673	0.0410176	0.0382274	0.0219073	0.02297	0.0194507	0.0141873	0.00164795	0.00438644	0.0751043	0.144721	0.0886382	0.0304922	0.0190451	0.00935499	0.0138729	0.0819999	0.0051773	0.0663426	0.0555836	0.109063	0.0415059	0.200263	0.0593165	0.0206585	0.0381764	0.109309	0.0253726	0.203726	0.679674	0.141718	0.189629	0.0722516	0.120557	0.0387042	0.114537	0.0852677	0.0892399	0.00413738	0.0489006	0.0918046	0.0596005	0.0246345	0.0245494	0.000871658	0.0517925	0.194874	0.0168568	0.065212	0.0215299	0.008035	0.0787166	0.135939	0.0415099	0.0058073	0.00563476	0.0595517	0.0125674	0.0118926	0.392049	0.048301	0.0497111	0.0337895	0.288004	0.00586915	0.000419397	0.0226338	0.1855	0.136306	0.0439763	0.0288724	0.0558622	0.477754	0.0917897	0.177318	0.0688997	0.0264781	0.215544	0.142513	0.0160633	0.122675	0.0998745	0.101963	0.362562	0.013704	0.0975602	0.23398	0.0120261	0.000125243	0.0508703	0.477165	0.0853339	0.0826928	0.0298314	0.0261331	0.276522	0.0297305	0.0362221	0.052768	0.0162077	0.173897	0.142027	0.0125897	0.0956342	0.10127	0.251484	0.615659	1.05934	2.07351	4	11.68563
547000	-6390.412	-6402.315	11.90283	2	2.226945	0.0504016	0.125149	0.000418189	0.026784	0.0201432	0.027511	0.0265692	0.000198228	0.0484456	0.0141903	0.00942862	0.0196998	0.00833028	0.023554	0.0165085	0.0359433	0.0669928	0.013909	0.123676	0.0147612	0.062925	0.0809616	0.0790718	0.0256543	0.089857	0.0371554	0.0402611	0.00859692	0.00168026	0.130476	0.0211985	0.039364	0.0250055	0.00910952	0.0043997	0.0185906	0.0115499	0.035854	0.042043	0.0831029	0.124907	0.0354234	0.0113616	0.0746907	0.124746	0.115121	0.000319193	0.0235019	0.0066168	0.0925973	0.0841253	0.141238	0.0668862	0.0416774	0.0319224	0.028634	0.0222406	0.0169113	0.0139213	0.00806819	0.00864809	0.168003	0.188882	0.0319864	0.0235415	0.0291608	0.0176022	0.0210753	0.0492733	0.0117412	0.00643481	0.0187774	0.145015	0.0118859	0.145454	0.121943	0.0599662	0.00165089	0.11993	0.022665	0.240741	1.02914	0.159416	0.125063	0.0646797	0.145595	0.0414923	0.0612883	0.0379698	0.185763	0.0389396	0.158373	0.182745	0.0781986	0.0729437	0.0153404	0.0541491	0.0944008	0.143566	0.0201339	0.0224362	0.0244922	0.0241061	0.0234527	0.140291	0.104859	0.102025	0.0205419	0.0588123	0.0161769	0.00390594	0.40572	0.00445629	0.145508	0.0921055	0.308413	0.0241048	0.0312809	0.0198636	0.176285	0.107668	0.0649106	0.0094468	0.149958	0.394318	0.0685461	0.0804268	0.0220327	0.00558177	0.049403	0.157085	0.136328	0.0485345	0.274724	0.145726	0.325191	0.0106969	0.19953	0.0951665	0.263335	0.0279919	0.113543	0.263038	0.0706332	0.0744583	0.0109949	0.179339	0.124389	0.0552233	0.0279806	0.111545	0.0204204	0.116584	0.0817097	0.0277404	0.0159102	0.0899658	0.318939	0.677163	1.07475	1.92914	4	12.50687
548000	-6360.739	-6382.017	21.27715	2	2.982761	0.0312619	0.0911223	0.0257702	0.0164561	0.0972302	0.0157947	0.0094731	0.0041167	0.0371092	0.00361744	0.0246603	0.01986	0.0012488	0.0189949	0.00166413	0.0477865	0.0369241	0.0010587	0.0526876	0.0324252	0.123718	0.0550775	0.0706272	0.00364697	0.0935827	0.0308741	0.0100839	0.0571847	0.00250096	0.120313	0.0254193	0.0692038	0.0146041	0.00548321	0.00792218	0.0365179	0.0247869	0.0241981	0.0661682	0.170811	0.0726521	0.0529627	0.0107307	0.138254	0.0297759	0.160665	0.0029911	0.0174173	0.0282774	0.0759643	0.0426021	0.131152	0.0879012	0.0548606	0.0107442	0.007333	0.0195108	0.0033361	0.0226451	0.000806306	0.00194242	0.171948	0.205223	0.0743759	0.0531666	0.0123713	0.00875271	0.0104242	0.0919693	0.00606484	0.0428773	0.0186863	0.188578	0.119531	0.0440343	0.141878	0.00597424	0.0477906	0.0784708	0.0101716	0.26999	0.739989	0.193274	0.0171419	0.157185	0.142526	0.0448515	0.0585412	0.0464526	0.0565969	0.020846	0.0181635	0.167652	0.0155899	0.0587272	0.105688	0.0185208	0.0169726	0.104259	0.0392759	0.0113126	0.0531097	0.146379	0.155306	0.108921	0.0266336	0.11309	0.0282792	0.0326376	0.00859043	0.0823133	0.399767	0.0128437	0.0527333	0.0650187	0.412601	0.0176342	0.00968908	0.00681727	0.110844	0.0132179	0.0236312	0.0193659	0.131916	0.305678	0.0427518	0.0482017	0.00181905	0.00403288	0.10177	0.0676392	0.00627587	0.148158	0.329479	0.128572	0.298334	0.00249511	0.179486	0.0942445	0.260789	0.0120727	0.0699165	0.368941	0.0378884	0.0666229	0.0266233	0.0838556	0.174738	0.0405006	0.0307512	0.0144329	0.0309566	0.0690758	0.0180594	0.013543	0.0308817	0.0633526	0.387924	0.730569	1.08243	1.79908	4	11.39363
549000	-6355.118	-6384.917	29.79894	2	2.700472	0.0691888	0.157121	0.00850774	0.0275552	0.0537767	0.00569314	0.0244568	0.0396985	0.0427687	0.00665985	0.0134754	0.0236319	0.00308594	0.0147778	0.000969394	0.0249828	0.0445267	0.00314698	0.101495	0.0218791	0.0297058	0.0330373	0.06393	0.0250318	0.0791881	0.00677287	0.0339471	0.048847	0.00126186	0.0530967	0.00471859	0.0155544	0.00756842	0.000937215	0.0055622	0.0262112	0.0148418	0.0225347	0.0516723	0.123027	0.101687	0.00528066	0.00332444	0.0910495	0.0401655	0.0703057	0.000965158	0.0126635	0.0142276	0.10405	0.0644665	0.0507725	0.0477476	0.0616775	0.0144744	0.0183974	0.017553	0.00764236	0.0189448	0.00158186	0.00377698	0.124903	0.116606	0.00680935	0.00252377	0.0210672	0.0413191	0.0191155	0.0497232	0.0339093	0.0144246	0.0119146	0.147762	0.125626	0.0631427	0.0793643	0.0210744	0.0646426	0.0886809	0.00765443	0.201578	0.669287	0.0706054	0.0233119	0.120647	0.0384614	0.043468	0.0591323	0.0638585	0.0634116	0.0575896	0.035243	0.122415	0.125563	0.117216	0.100332	0.0645228	0.0277713	0.0237725	0.00275519	0.0243608	0.0386238	0.0890254	0.182685	0.118198	0.0766194	0.0236763	0.128637	0.0494333	0.0109994	0.043458	0.29949	0.00310022	0.0795831	0.135257	0.546184	0.018385	0.0181367	0.0128643	0.142824	0.136568	0.00141469	0.00683089	0.0533711	0.244995	0.0492441	0.237164	0.00731272	0.012845	0.0661508	0.0566936	0.00586631	0.110588	0.1784	0.188117	0.228183	0.00482898	0.0879129	0.107392	0.30168	0.0134465	0.104044	0.214338	0.0535355	0.0969557	0.00254352	0.0832316	0.0544381	0.0372772	0.0281867	0.0123453	0.125541	0.137159	0.075416	0.0193262	0.0330137	0.18574	0.364675	0.713468	1.08058	1.84128	4	10.56044
550000	-6366.676	-6386.108	19.43254	2	2.625826	0.0504477	0.0853686	0.00490157	0.0107532	0.0502052	0.00144694	0.0112117	0.0486789	0.0124653	0.000278729	0.0103014	0.0413686	0.00537202	0.0160151	0.00363456	0.0250074	0.062067	0.00318956	0.0991112	0.0401331	0.0848431	0.077959	0.0543328	0.0900487	0.0801975	0.0768828	0.000763787	0.100445	0.0829885	0.114501	0.00318631	0.00219291	0.00537794	0.00296341	0.00971295	0.0379552	0.0047367	0.0346422	0.072864	0.111952	0.114473	0.041904	0.00341395	0.0664802	0.0922778	0.111633	0.0047152	0.0232309	0.0313564	0.0515167	0.0169752	0.0358104	0.0425705	0.0620405	0.0141462	0.0100986	0.0195143	0.0196204	0.0117743	0.00542814	0.00544267	0.0477527	0.151151	0.11923	0.0433182	0.0108397	0.00978536	0.0238374	0.0976934	0.00775214	0.0938914	0.0283198	0.204381	0.053403	0.102725	0.0425962	0.0649099	0.0291385	0.0983392	0.00447298	0.270653	0.589351	0.108544	0.0444694	0.0590492	0.13387	0.0618891	0.0831503	0.059667	0.179024	0.0222386	0.0591272	0.100966	0.182758	0.0705927	0.0469407	0.036514	0.0284752	0.0713902	0.00622709	0.0389796	0.0014814	0.145365	0.305147	0.160771	0.0727094	0.0450701	0.00692761	0.0176969	0.00574721	0.0650631	0.340434	0.0354521	0.00991333	0.0435213	0.374246	0.0180568	0.0297752	0.0100824	0.0433689	0.0907089	0.113711	0.020577	0.0807257	0.338471	0.0633883	0.0398507	0.0266579	0.021774	0.0863996	0.16625	0.00726672	0.180904	0.242084	0.220488	0.258662	0.107533	0.144374	0.103023	0.333392	0.0149873	0.240246	0.386806	0.033107	0.0528923	0.0092298	0.0922933	0.059552	0.0417139	0.0197477	0.0175032	0.028673	0.102099	0.00025335	0.0185066	0.0188148	0.0497159	0.35807	0.708453	1.07992	1.85355	4	11.46555
551000	-6384.345	-6404.882	20.53721	2	2.456982	0.0211286	0.137812	0.00431606	0.0680536	0.0557956	0.00789984	0.0250951	0.00714018	0.0469186	0.0176797	0.0277124	0.034062	0.0205514	0.0276991	0.0112346	0.0602065	0.0225596	0.0245224	0.1143	0.0146053	0.0268178	0.0292191	0.0464456	0.0245235	0.246248	0.0137351	0.0397831	0.0945405	0.0659513	0.0479779	0.00944132	0.0496374	0.00313414	0.00706886	0.00744134	0.0216457	0.00367496	0.0349309	0.0574452	0.114212	0.115059	0.0511774	0.102271	0.191162	0.0681754	0.137827	0.0110584	0.0191118	0.0171369	0.036997	0.0333226	0.0528586	0.0801736	0.054489	0.0250318	0.0171878	0.028304	0.0171054	0.0319705	0.000345538	0.00330788	0.126467	0.164756	0.0247697	0.0167539	0.0116705	0.0389756	0.0150559	0.0606173	0.0095917	0.0648195	0.0265133	0.099429	0.12844	0.107885	0.0810362	0.0668496	0.0285425	0.0845963	0.00806171	0.2281	0.631549	0.0318289	0.00380184	0.0531076	0.138446	0.0632029	0.0503508	0.179995	0.1313	0.118159	0.0510823	0.201732	0.0897138	0.0811141	0.0472259	0.00872155	0.185721	0.0464262	0.0116602	0.00191512	0.081708	0.0234753	0.0318313	0.104506	0.0723155	0.168052	0.0222804	0.0271676	0.00486021	0.0672879	0.284012	0.033003	0.0202877	0.00842155	0.291945	0.00976944	0.0174079	0.0080854	0.0866888	0.10563	0.06021	0.0299947	0.0548738	0.493664	0.0247577	0.0264164	0.0304841	0.00810302	0.10323	0.0790293	0.00756647	0.192732	0.308895	0.110686	0.247478	0.083495	0.076422	0.13536	0.241881	0.00379263	0.228234	0.302947	0.0362971	0.0536422	0.0611428	0.125628	0.0507768	0.108631	0.0341615	0.11013	0.0583491	0.106403	0.000873265	0.00213645	0.0279802	0.190364	0.34234	0.696209	1.07812	1.88333	4	11.59273
552000	-6359.922	-6387.972	28.05007	2	2.067338	0.0337859	0.0953468	0.0138416	0.0179312	0.0305755	0.00163561	0.0187811	0.0257088	0.0563305	0.00112266	0.0186455	0.0354197	0.00817527	0.011558	0.00537208	0.0349885	0.0591895	0.00305251	0.091234	0.0293725	0.0430927	0.0594269	0.0751422	0.0183992	0.145163	0.0497704	0.019891	0.0719748	0.00910666	0.0796226	0.00384968	0.0338797	0.0111196	0.00524119	0.0106955	0.0156435	0.00551885	0.0468002	0.0129086	0.178715	0.0719097	0.0157119	0.0135789	0.100983	0.0784517	0.0176749	0.0087239	0.0155069	0.0247897	0.0486423	0.0487154	0.1339	0.0844587	0.0602761	0.0267385	0.0158157	0.0133646	0.0260594	0.00760635	0.00277743	0.00356216	0.0984655	0.183888	0.0883559	0.0431874	0.0405482	0.0613354	0.00865683	0.107179	0.0231207	0.00152734	0.0293433	0.146382	0.062938	0.0995177	0.113555	0.0462348	0.0654222	0.0756937	0.000358589	0.176939	0.743331	0.0114667	0.0132468	0.0218646	0.0188093	0.056699	0.0473507	0.225099	0.0285036	0.0312897	0.139027	0.0459967	0.0639372	0.0443436	0.0838973	0.00136946	0.0189665	0.0655736	0.0237816	0.0381961	0.0523813	0.0908125	0.0594519	0.152686	0.0703752	0.106973	0.0817633	0.0298055	0.0129388	0.0566407	0.616715	0.115924	0.0711298	0.12503	0.338876	0.00109758	0.00217105	0.0108384	0.151848	0.0338226	0.0157791	0.0233033	0.0557136	0.366836	0.0113024	0.0755556	0.00252089	0.00657914	0.126889	0.0371853	0.0159501	0.196289	0.146755	0.137923	0.233202	0.0332777	0.179936	0.129722	0.095335	0.0154306	0.0962021	0.196456	0.0703066	0.0427669	0.0389476	0.109014	0.052225	0.0155275	0.0273575	0.00620274	0.065818	0.0437555	0.202514	0.00592792	0.0284782	0.0226363	0.301183	0.661988	1.07159	1.96524	4	10.61358
553000	-6376.324	-6396.255	19.93029	2	2.34607	0.0480341	0.1249	0.0155805	0.0347238	0.0539619	0.00432351	0.0288759	0.00634134	0.0218875	0.00384362	0.0205766	0.0227042	0.0247318	0.0275499	0.00146288	0.0643125	0.0343122	0.0143772	0.159025	0.0327063	0.0923673	0.055003	0.0487633	0.0179139	0.116412	0.0212201	0.0107026	0.0193134	0.011142	0.025787	0.0230456	0.0164649	0.00590794	0.0132028	0.00606433	0.0268934	0.005173	0.0436428	0.0740999	0.0789468	0.0722312	0.0244856	0.020744	0.0543159	0.060722	0.158004	0.00464171	0.0129495	0.0419493	0.0969326	0.0593595	0.110345	0.0508752	0.0496895	0.0361933	0.0160451	0.0349966	0.0196867	0.0182214	0.00709062	0.000647036	0.106954	0.154549	0.123636	0.0286442	0.0141384	0.0328793	0.018131	0.0796889	0.0522866	0.127451	0.0334065	0.0588091	0.011748	0.0928493	0.109164	0.0414967	0.0237836	0.0507945	0.0152889	0.154981	0.606594	0.0360437	0.00875072	0.0779345	0.0161179	0.0162071	0.0471244	0.182948	0.109247	0.0650061	0.218033	0.0862461	0.0455576	0.0319969	0.0476052	0.0125708	0.0421891	0.0293201	0.00564708	0.0131697	0.0555435	0.143373	0.0680987	0.141293	0.0827876	0.0485863	0.122992	0.0342202	0.00442287	0.0535116	0.407289	0.159817	0.0732024	0.00460504	0.393652	0.00296688	0.0408942	0.0149454	0.112325	0.0717424	0.00423123	0.0237125	0.116345	0.289216	0.0952198	0.0682089	0.000252807	0.0112311	0.00076797	0.129806	0.04512	0.0776455	0.250247	0.0941228	0.288816	0.078181	0.204906	0.165923	0.0534568	0.00611844	0.0302077	0.497586	0.019525	0.0416712	0.0219563	0.0550683	0.163537	0.118449	0.0504581	0.0289208	0.101263	0.15644	0.0985202	0.00991137	0.0569312	0.0987132	0.331359	0.6874	1.07665	1.90459	4	11.02437
554000	-6381.674	-6393.164	11.49014	2	1.778289	0.0283395	0.0940091	0.00570216	0.0306917	0.0364828	0.0169795	0.0363006	0.00867404	0.0102832	0.0205611	0.00990034	0.0425845	0.00716832	0.00577542	0.00480331	0.0358286	0.0614203	0.0111891	0.105897	0.00711661	0.217904	0.0536851	0.0823413	0.0277684	0.297502	0.0337277	0.0196085	0.0216089	0.0349363	0.0848442	0.0160872	0.128167	0.00188265	0.00349195	0.0180741	0.0303485	0.0346184	0.0514038	0.0398989	0.149438	0.133813	0.0463541	0.0455031	0.0870644	0.103522	0.142045	0.0102104	0.0340196	0.021047	0.139877	0.0391983	0.118164	0.0781832	0.0448064	0.0297681	0.0253304	0.0291665	0.024636	0.0145577	0.00102162	0.00197344	0.105854	0.301291	0.064844	0.0391845	0.0203291	0.0489089	0.0340398	0.0681502	0.0466803	0.0224995	0.0624568	0.169402	0.0152056	0.0411007	0.14029	0.00337368	0.00235188	0.105828	0.00111798	0.23419	0.564886	0.0183435	0.00158164	0.119616	0.0164543	0.0204761	0.0659661	0.23244	0.156175	0.0871347	0.221012	0.0975117	0.0838233	0.0521602	0.0968448	0.00994862	0.0106725	0.0960829	0.0120864	0.0144014	0.0486691	0.132122	0.064925	0.0584026	0.0670382	0.0765296	0.0172051	0.0156499	0.0126616	0.0564905	0.406411	0.186407	0.0437815	0.00132907	0.345436	0.00373205	0.00858029	0.0116716	0.149797	0.138737	0.014844	0.0200717	0.0778966	0.362607	0.0790782	0.0146279	0.0251779	0.0067735	0.00244274	0.179219	0.0124198	0.0633862	0.220291	0.177695	0.389058	0.0739468	0.159463	0.154056	0.154187	0.010373	0.132059	0.365206	0.112112	0.0557998	0.0335832	0.0326549	0.19533	0.105197	0.0262173	0.065351	0.143821	0.109369	0.0608752	0.0082562	0.0291098	0.0262109	0.265292	0.629157	1.0633	2.04225	4	12.14636
