Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1376000	-708.9253	-726.3954	17.4701	10	4.390204	0.0058109	0.00364985	0.0991443	0.166142	0.156093	0.0624463	0.0535511	0.0782592	0.0847324	0.0273846	0.0473211	0.0201061	0.0523028	0.0620368	0.0206382	0.0181578	0.00677051	0.0172911	0.000846688	0.00320145	0.002682	0.16917	0.271492	0.00832123	0.131416	0.0291609	0.0130692	0.0573558	0.32365	0.257282	0.707768	0.0110241	0.0481748	0.0800368	0.0109895	0.0177335	0.0840459	0.110489	0.351262	0.416535	0.121082	0.035989	0.0568063	0.0247788	0.117599	0.266991	0.0233991	0.0753956	0.00389228	0.0558451	0.110709	0.474593	0.787707	1.08416	1.65354	5	4.980031
1377000	-726.9958	-731.9665	4.970705	10	1.662844	0.141737	0.0036052	0.0215882	0.316105	0.0588069	0.227166	0.193702	0.09586	0.0582445	0.39226	0.0243908	0.044908	0.0577173	0.0240764	0.0106854	0.0707474	0.0566779	0.0770657	0.10937	0.0599146	0.00861873	0.0853231	0.0943721	0.0103986	0.0769304	0.00536401	0.0332128	0.03809	0.00326237	0.908348	0.308215	0.325686	0.0188915	0.120965	0.216926	0.314274	0.056413	3.25572e-05	0.262578	0.0465966	0.115098	0.0507455	0.0488042	0.00670216	0.019158	0.180994	0.0112403	0.00143755	0.253005	0.430076	0.163527	0.249418	0.613594	1.05871	2.07828	5	6.259915
1378000	-710.0199	-726.7473	16.72734	10	2.777398	0.0593914	0.0188773	0.10993	0.372736	0.18703	0.0209294	0.0611415	0.0131715	0.0475088	0.0716715	0.0735141	0.014062	0.10817	0.0488073	0.0608474	0.00141455	0.0375419	0.0579628	0.0453748	0.0654978	0.140566	0.0846141	0.126109	0.0531513	0.0485053	0.027705	0.051237	0.0138308	0.106084	0.176046	0.259599	0.113334	0.356819	0.114823	0.00681265	0.51675	0.150846	0.0754769	0.038869	0.0243549	0.0960653	0.132089	0.0283012	0.00234967	0.143755	0.000513402	0.0482917	0.13769	0.184937	0.129991	0.132143	0.371273	0.718408	1.08117	1.82915	5	4.997239
1379000	-714.161	-724.2126	10.05163	2	1.414695	0.0307168	0.0631661	0.00368666	0.292947	0.137008	0.0137601	0.11618	0.0432592	0.0200917	0.102352	0.031183	0.0263843	0.0550908	0.0245627	0.000830457	0.184633	0.0141987	0.0411626	0.043041	0.0178247	0.00899289	0.0208249	0.0141377	0.0102174	0.0436218	0.00648765	0.026498	0.0553015	0.166401	0.0424562	0.014013	0.0900462	0.195015	0.0284427	0.107082	0.045795	0.0921442	0.0208592	0.562409	0.00500124	0.0108887	0.213439	0.0239575	0.103039	0.370486	0.323311	0.139759	0.0288513	0.158606	0.477571	0.00883369	0.211839	0.573713	1.04499	2.16946	4	4.676568
1380000	-705.666	-727.584	21.91803	10	2.509446	0.0824932	0.016152	0.170501	0.396557	0.103143	0.0654709	0.034447	0.0233928	0.0979342	0.00908883	0.017979	0.062184	0.045606	0.122827	0.00346521	0.00470055	0.0152424	0.0766375	0.0384556	0.0126323	0.0782288	0.240776	0.0424845	0.0340321	0.0880683	0.0592918	0.0111167	0.060869	0.0181144	0.110826	0.155527	0.28025	0.00897731	0.000553515	0.216278	0.0700434	0.0167962	0.022782	0.216556	0.00896421	0.0405501	0.103303	0.00324023	0.0734945	0.469604	0.0228292	0.118311	0.0265437	0.128448	0.331664	0.103912	0.34735	0.700155	1.07873	1.87376	5	4.561344
1381000	-709.1277	-726.1457	17.01801	10	1.304593	0.0407003	0.034959	0.010516	0.107342	0.1638	0.0319659	0.0576167	0.0157002	0.031393	0.0288994	0.00761454	0.0796529	0.00623233	0.0426904	0.0167224	0.0158675	0.00178443	0.0501111	0.0695249	0.00197408	0.0063587	0.302872	0.0687187	0.00774672	0.0921455	0.00395864	0.0402	0.322708	0.0448628	0.0329776	0.00568091	0.112804	0.0351173	0.417849	0.189091	0.265414	0.0802138	0.0206866	0.036751	0.0517393	0.10106	0.0434431	0.122782	0.000932608	0.145836	0.199982	0.21324	0.334441	0.0369712	0.509249	0.204204	0.193498	0.552432	1.03654	2.21753	5	4.865103
1382000	-697.0456	-720.0407	22.99515	10	2.345845	0.0724015	0.0199743	0.0114845	0.361166	0.175994	0.000488975	0.0327943	0.0408227	0.115	0.00142265	0.00853505	0.0273506	0.0387517	0.10102	0.0403183	0.048125	0.0418714	0.0276861	0.069419	0.00348815	0.0657002	0.0433252	0.0605275	0.00874352	0.0578949	0.0180285	0.0394164	0.0276238	0.0218477	0.30476	0.0823797	0.00204767	0.152917	0.0984231	0.0963043	0.0781878	0.131929	0.409999	0.0160359	0.0506728	0.155511	0.0231157	0.175517	0.128283	0.122694	0.131488	0.111271	0.237793	0.19882	0.0503165	0.037196	0.331337	0.687382	1.07665	1.90464	5	4.376883
1383000	-707.1038	-721.1799	14.07608	10	5.860571	0.0239033	0.0682344	0.342248	0.251901	0.0464906	0.0357488	0.0154957	0.0559064	0.165855	0.221035	0.0270521	0.0173366	0.0225023	0.0369897	0.00882989	0.00591168	0.0377859	0.0162507	0.035091	0.0602855	0.111859	0.0631281	0.0119501	0.00682257	0.0797297	0.00373967	0.0519575	0.436828	0.427097	0.245516	0.118267	0.0547144	0.131867	0.0201386	0.0426086	0.0814085	0.160157	0.120454	0.0653913	0.0678608	0.238419	0.110492	0.0268554	0.158096	0.0537225	0.140819	0.0613519	0.0298733	0.275956	0.0257342	0.0108062	0.534319	0.82204	1.08157	1.56207	5	4.928472
1384000	-702.1503	-728.7571	26.60675	10	4.239966	0.0363816	0.000813405	0.0876593	0.0884552	0.166316	0.0211692	0.0293866	0.0253442	0.0601076	0.098406	0.0156663	0.0301816	0.0342213	0.0252248	0.0354959	0.0139779	0.0554747	0.019309	0.0151194	0.0486396	0.0839928	0.182348	0.00968708	0.044141	0.0486849	0.00795368	0.0516552	0.0819521	0.0652336	0.00135464	0.0621305	0.258876	0.0638222	0.0662906	0.170973	0.0175711	0.00917347	0.1173	0.0215105	0.0506142	0.128891	0.0486017	0.0229193	0.0673203	0.0693838	0.0369818	0.138029	0.336265	0.273587	0.466575	0.0447457	0.467078	0.783119	1.08429	1.66551	5	3.955914
1385000	-712.4668	-730.9493	18.48247	10	4.5644	0.00149327	0.030612	0.0850937	0.320478	0.0545421	0.00132007	0.0488349	0.0712797	0.15684	0.00481531	0.0119575	0.0777641	0.00301113	0.0323495	0.0291615	0.360878	0.012982	0.0438862	0.0485774	0.05481	0.0325338	0.253188	0.11277	0.014694	0.0473552	0.024847	0.0941092	0.0192855	0.256856	0.221647	0.0194105	0.285267	0.07095	0.115919	0.160529	0.0843208	0.018674	0.0913801	0.474038	0.202067	0.0660701	0.0273417	0.0549626	0.0515757	0.0295538	0.125838	0.102409	0.019242	0.0432141	0.0616704	0.0283543	0.482914	0.792713	1.08397	1.64041	5	4.660758
1386000	-712.585	-719.2235	6.638555	2	2.71462	0.216506	0.0177119	0.077962	0.175613	0.351909	0.116851	0.0247575	0.100437	0.0927412	0.0167309	0.0245435	0.0121658	0.0106713	0.0176679	0.0095416	0.0583389	0.00832419	0.0673418	0.11328	0.0146677	0.0914185	0.188989	0.00295172	0.0202722	0.0565892	0.000602946	0.076283	0.0665164	0.000810455	0.684665	0.000436019	0.305896	0.0320141	0.00635924	0.160421	0.109233	0.390381	0.0937239	0.141467	0.0389949	0.280505	0.0118114	0.209	0.0279795	0.00354859	0.0188187	0.00759055	0.330208	0.131504	0.0253634	0.0388953	0.365904	0.714394	1.08069	1.83901	4	5.081013
1387000	-708.9246	-729.7748	20.85013	10	1.97243	0.0211626	0.0184274	0.153779	0.123066	0.368152	0.102942	0.0331043	0.00312915	0.188747	0.0126377	0.0262778	0.123825	0.121775	0.0555455	0.0140115	0.10251	0.00724094	0.0239994	0.0696821	0.0367339	0.0165392	0.0913132	0.0228359	0.00103132	0.025922	0.00892688	0.0316963	0.0089666	0.0111963	0.0664358	0.0705048	0.34289	0.217529	0.20275	0.0098211	0.078856	0.637972	0.0495221	0.160921	0.0131942	0.0455172	0.0719549	0.00877613	0.00831837	0.0139626	0.0985495	0.140875	0.29705	0.252674	0.0248516	0.000795864	0.289961	0.65205	1.06928	1.9887	5	4.638897
1388000	-725.8275	-729.3713	3.543789	2	2.154464	0.247246	0.0684007	0.0615992	0.201877	0.00975265	0.0236062	0.0644538	0.0744309	0.0166251	0.0500292	0.285986	0.0236376	0.00341725	0.145368	0.00834197	0.0497069	0.0585907	0.0787515	0.044973	0.0422163	0.0346002	0.164973	0.0109874	0.0179389	0.00175308	0.0134271	0.0241019	0.0354736	0.361346	0.0614187	0.118138	0.0634159	0.0239185	0.0650932	0.000751389	0.0474664	0.354079	0.0721803	0.0283867	0.029746	0.632136	0.137647	0.00961928	0.0631797	0.164202	0.0524908	0.0506332	0.427777	0.0723492	0.298733	0.176942	0.311041	0.670494	1.07341	1.94505	4	5.173914
1389000	-691.803	-719.6677	27.86467	10	4.043118	0.0497901	0.069886	0.0848003	0.326825	0.103146	0.0173687	0.0104833	0.000433186	0.0500446	0.014905	0.00720699	0.0293603	0.0122941	0.0405964	0.00209543	0.00923329	0.00345647	0.00379324	0.0396142	0.0205701	0.0884098	0.041186	0.0781415	0.0205913	0.0402592	0.0184066	0.00752718	0.116159	0.00669938	0.0411795	0.0434719	0.315661	0.079777	0.0473728	0.0566668	0.0133553	0.174518	0.036882	0.109559	0.0664283	0.0364988	0.0389964	0.0241204	0.100484	0.0474817	0.13945	0.0584149	0.536359	0.183223	0.234358	0.200742	0.456715	0.776687	1.08439	1.68221	5	3.898283
1390000	-707.2638	-724.0764	16.81258	2	0.6545603	0.0124482	0.065497	0.0973471	0.0470949	0.0837329	0.0135827	0.00764732	0.157917	0.0679585	0.0998245	0.0773889	0.0153953	0.00423804	0.049736	0.0135305	0.0346295	0.00878663	0.00474069	0.0661281	0.027974	0.0612315	0.0672189	0.0307009	0.0136362	0.0508063	0.0190947	0.0173815	0.0515148	0.13129	0.100847	0.0475364	0.0108084	0.0291583	0.025534	0.0367954	0.0125796	0.0386105	0.010062	0.228994	0.00447802	0.491131	0.239115	0.0306945	0.517721	0.158243	0.349021	0.0774604	0.0665593	0.0527823	0.297909	0.0261685	0.0645217	0.341278	0.906791	2.68741	4	4.250681
1391000	-716.7872	-729.4913	12.70412	2	2.316964	0.0202048	0.00634002	0.20823	0.231867	0.0968687	0.0415878	0.0507516	0.0120051	0.0683989	0.0138276	0.0840729	0.147337	0.124803	0.153292	0.00201536	0.256593	0.0073661	0.0156402	0.0465377	0.00574315	0.113306	0.0757696	0.0116226	0.003713	0.010041	0.0357051	0.00526642	0.071779	0.065347	0.0412888	0.0689269	0.298845	0.123873	0.100047	0.00520523	0.186075	0.0315984	0.0613795	0.351421	0.0795402	0.018768	0.358294	0.0806038	0.0827863	0.160075	0.158892	0.116433	0.100602	0.0539582	0.0286273	0.00366164	0.328387	0.684977	1.07622	1.91042	4	4.496933
1392000	-707.4013	-726.9406	19.53931	10	2.617462	0.0178983	0.0581589	0.122305	0.255092	0.110435	0.143611	0.0465629	0.0735344	0.0597745	0.00806697	0.0154446	0.0241858	0.0843997	0.0327582	0.0327966	0.00641472	0.0266664	0.0508885	0.116309	0.0138476	0.104021	0.11068	0.0978063	0.0736868	0.0168422	0.00465696	0.0144642	0.132917	0.0776826	0.0454012	0.0432934	0.0259443	0.00169988	0.0767542	0.159964	0.203755	0.0707132	0.00607277	0.0964024	0.0489595	0.0372143	0.2226	0.0720527	0.0162761	0.0434471	0.181794	0.441649	0.105749	0.11553	0.689982	0.128523	0.357318	0.707877	1.07984	1.85496	5	4.765683
1393000	-703.7454	-721.8211	18.0758	10	1.98417	0.0556693	0.111505	0.319552	0.0114183	0.13367	0.00482824	0.0302644	0.0757403	0.0285577	0.0801673	0.0130511	0.0464977	0.00423193	0.0186485	0.0104849	0.174207	0.0115064	0.00932002	0.00916541	0.0589822	0.0854963	0.130233	0.041206	0.0073618	0.129329	0.0472114	0.0304336	0.0162466	0.208799	0.133152	0.0429377	0.0341206	0.0933316	0.0349271	0.371011	0.0944285	0.306428	0.265192	0.203666	0.0189317	0.116524	0.0147311	0.320574	0.0283476	0.0248057	0.312855	0.0760715	0.0239775	0.11418	0.0616301	0.0620161	0.291378	0.65332	1.06959	1.98571	5	4.657624
1394000	-710.5482	-720.9379	10.38972	2	1.186106	0.0540657	0.0646051	0.126713	0.0974884	0.0573073	0.0468105	0.133011	0.0549691	0.0166953	0.0721555	0.0131729	0.0466816	0.0304834	0.0701814	0.0164906	0.0113793	0.0238275	0.00356395	0.108124	0.0171246	0.0217027	0.217509	0.056161	0.00519431	0.0360826	0.0313313	0.0895094	0.00541835	0.0289638	0.10995	0.118854	0.190345	0.0203891	0.0086133	0.457014	0.175157	0.295704	0.0137277	0.386451	0.0383168	0.0488389	0.139798	0.24374	0.00974522	0.111262	0.082645	0.11135	0.131794	0.313811	0.117951	0.265011	0.172526	0.526339	1.02509	2.27604	4	4.94719
1395000	-707.7796	-727.6459	19.86635	10	4.98841	0.157918	0.00597538	0.107578	0.0867362	0.370188	0.00462696	0.0321125	0.0095902	0.115346	0.0028329	0.00520861	0.0358563	0.0772538	0.0412526	0.00174558	0.00784574	0.0264509	0.0012411	0.079308	0.00406324	0.147215	0.111141	0.102458	0.0130982	0.00247833	0.0474077	0.00793739	0.0579754	0.0583158	0.0757968	0.0256893	0.384409	0.00313443	0.0149178	0.0107344	0.0888528	0.102489	0.038267	0.0264697	0.126599	0.136508	0.0229908	0.331844	0.0162987	0.195425	0.0573628	0.168154	0.123698	0.17701	0.38937	0.0204628	0.501596	0.803682	1.08332	1.6114	5	4.257639
1396000	-712.7284	-745.7813	33.05299	10	0.8856623	0.0240275	0.0504326	0.00455859	0.140415	0.228451	0.0318751	0.208383	0.0178166	0.00180865	0.00909991	0.0270105	0.00619615	0.0160143	0.27564	0.00958459	0.0419043	0.00264464	0.0404115	0.0321221	0.0503801	0.00139765	0.0728053	0.057947	0.00869213	0.0125258	0.00502495	0.00491684	0.0533771	0.065048	0.186348	0.0163518	0.123119	0.107392	0.00700761	0.0162536	0.274077	0.133854	0.0277239	0.0208705	0.0931226	0.0496911	0.0386422	0.103601	0.0623052	0.219898	0.0849863	0.0965561	0.266423	0.100301	0.0219898	0.142503	0.113615	0.439466	0.978131	2.46879	5	3.693528
1397000	-705.6184	-725.3385	19.72008	10	2.298173	0.11572	0.016764	0.0290145	0.240812	0.0603635	0.096599	0.0986548	0.0527741	0.207068	0.0273356	0.049758	0.0172521	0.00321633	0.0537016	0.0025904	0.116966	0.0205723	0.0687294	0.0734162	0.0175225	0.119168	0.170453	0.0412509	0.00112648	0.0802646	0.0169406	0.0338203	0.0233452	0.0525896	0.0231784	0.0482603	0.0521059	0.0521449	0.146445	0.0244385	0.161591	0.00387635	0.145296	0.00299766	0.0180903	0.53219	0.159285	0.0450078	0.0501121	0.08905	0.0895243	0.22819	0.0198665	0.296465	0.200141	0.221517	0.326447	0.683387	1.07593	1.91424	5	4.517562
1398000	-705.7705	-721.8297	16.05927	10	1.921081	0.0318097	0.0270846	0.120974	0.189446	0.235993	0.0269666	0.00456175	0.016317	0.00306794	0.0724091	0.0311794	0.0212439	0.00539903	0.0178881	0.0468786	0.096242	0.0119677	0.0071683	0.0642685	0.0588523	0.0282405	0.176178	0.0657302	0.0309947	0.108384	0.0682599	0.0271784	0.0382782	0.0441218	0.0293206	0.0606042	0.0767749	0.124315	0.0712324	0.167618	0.450509	0.0568049	0.0232157	0.146898	0.0110914	0.238772	0.202367	0.0090978	0.353331	0.0208602	0.0355779	0.260125	0.128801	0.372585	0.12422	0.124358	0.283669	0.64635	1.06788	2.0021	5	4.765562
1399000	-698.303	-715.9356	17.63254	10	3.860989	0.00642142	0.101541	0.0471791	0.283828	0.0177787	0.0145402	0.0105929	0.0542025	0.0373601	0.00650033	0.162733	0.0228105	0.0147582	0.117937	0.00259369	0.0086446	0.00888479	0.0551322	0.0123667	0.000385243	0.276601	0.0288934	0.0960848	0.0341871	0.000461292	0.00204257	0.117858	0.420501	0.0545597	0.213021	0.0179167	0.15584	0.577873	0.188793	0.00016194	0.0142465	0.297197	0.116478	0.345648	0.0776122	0.0635832	0.083077	0.0318334	0.00194687	0.287315	0.0681277	0.0107105	0.0783597	0.00179417	0.11372	0.120189	0.446559	0.770261	1.0844	1.69878	5	4.882823
1400000	-710.3825	-727.1058	16.72326	10	4.478274	0.0423437	0.0334501	0.114396	0.125996	0.0570777	0.126987	0.0142875	0.111344	0.0335098	0.0218097	0.0192613	0.0104055	0.0016948	0.171514	0.0171558	0.015021	0.0103047	0.0241692	0.0038102	0.0445483	0.0184249	0.0330939	0.0577504	0.0102206	0.20369	0.0844519	0.0127168	0.0224914	0.0259568	0.0682222	0.188036	0.0646049	0.417408	0.0809473	0.566828	0.0527513	0.0558564	0.0722726	0.194699	0.0999792	0.112697	0.331163	0.0559403	0.0155327	0.327674	0.00581952	0.00675509	0.0469378	0.00467695	0.180038	0.0201529	0.478851	0.790278	1.08407	1.6468	5	4.436876
1401000	-694.9021	-713.7433	18.84125	10	2.700401	0.00614477	0.0709237	0.10794	0.255483	0.101288	0.0723973	0.0370297	0.182124	0.0940837	0.000700847	0.0135369	0.0756638	0.019761	0.119402	0.0189266	0.0612857	0.00466281	0.0486581	0.127638	0.0224022	0.112348	0.0118239	0.0395074	0.00575968	0.0395254	0.0454388	0.0120242	0.235074	0.120349	0.109946	0.437246	0.16817	0.397867	0.122426	0.101001	0.465701	0.0679354	0.100605	0.0078339	0.0546124	0.00291778	0.0412302	0.0509488	0.00336553	0.0547998	0.0556652	0.00971541	0.252775	0.178584	0.0691111	0.0194363	0.364669	0.713464	1.08058	1.84129	5	4.833795
1402000	-712.5442	-727.9503	15.40618	10	5.310788	0.0508108	0.0139995	0.0897317	0.253393	0.115101	0.0913053	0.0185167	0.255254	0.00396508	0.17624	0.0247657	0.0190003	0.0727471	0.0812658	0.00518264	0.0442356	0.0230163	0.0178815	0.0445996	0.047438	0.0581542	0.0609554	0.0177167	0.0565465	0.220438	0.0404657	0.0143003	0.0290613	0.317791	0.016998	0.554101	0.168113	0.0548324	0.029337	0.0341468	0.26736	0.00126568	0.164567	0.0603214	0.0235908	0.00997752	0.0545494	0.140516	0.504673	0.0151312	0.111225	0.128985	0.139449	0.154318	0.00424534	0.115002	0.514495	0.811045	1.08272	1.59174	5	5.016582
1403000	-749.3575	-734.86	-14.4975	2	1.682475	0.0804864	0.12924	0.0285672	0.279921	0.360995	0.134988	0.0689928	0.195197	0.256927	0.00838088	0.0687299	0.0267934	0.200235	0.0685102	0.00268646	0.243976	0.0642216	0.017608	0.0875329	0.000355677	0.194647	0.0941671	0.082692	0.0404473	0.119066	0.00962214	0.0176808	0.540206	0.714882	0.0999925	0.0634799	0.176447	0.0447557	0.00670754	0.0253671	0.00555839	0.0737371	0.0244724	0.053825	0.0100404	0.0329152	0.137348	0.0115806	0.711466	0.105227	0.0613103	0.0351933	0.592547	0.585136	0.0217906	0.0958914	0.252185	0.616357	1.05956	2.0719	4	7.112543
1404000	-710.7713	-731.5028	20.73144	10	2.853459	0.109427	0.0360635	0.0155976	0.18212	0.110205	0.0903066	0.084505	0.0336992	0.178947	0.0153933	0.0287598	0.0726196	0.0148554	0.0102475	0.00668416	0.068063	0.0140694	0.00231223	0.116904	0.0348445	0.0124269	0.197549	0.026716	0.00130674	0.0708653	0.0122307	0.0268984	0.0458436	0.591493	0.250716	0.439545	0.0170334	0.145366	0.186123	0.0298745	0.0395462	0.0862903	0.142143	0.0100032	0.0856334	0.126859	0.132611	0.126455	0.0022614	0.0223744	0.0202253	0.129585	0.0396795	0.00645304	0.169346	0.0145841	0.377598	0.723077	1.08169	1.81764	5	4.433663
1405000	-688.742	-718.1574	29.41543	10	1.751425	0.00411932	0.0171986	0.0421791	0.462608	0.0845179	0.0409845	0.0166377	0.0574377	0.130584	0.129498	0.085739	0.0228543	0.0083521	0.138442	0.00183104	0.0507849	0.0223833	0.0302884	0.0787266	0.0134393	0.0768891	0.0596363	0.0168612	0.0177801	0.0208136	0.0130287	0.0157001	0.0495128	0.0412079	0.0240833	0.25143	0.00398187	0.0521114	0.0327569	0.0593187	0.0148677	0.00823348	0.0890475	0.204543	0.0298475	0.0764105	0.0676509	0.221583	0.107458	0.0281198	0.194081	0.0679036	0.126622	0.0846681	0.42378	0.138726	0.261682	0.625678	1.06231	2.05032	5	4.057259
1406000	-716.9014	-734.3415	17.44011	10	1.823948	0.202061	0.0205731	0.0188888	0.17461	0.0196429	0.0405213	0.100518	0.0411815	0.02589	0.0752944	0.0791091	0.0394797	0.00754988	0.185937	0.0410512	0.0944629	0.0127028	0.0377605	0.06442	0.00326355	0.103395	0.129272	0.0413732	0.00325931	0.0117397	0.0203091	0.121644	0.00649395	0.0139293	0.18515	0.0286837	0.253755	0.18449	0.193244	0.137136	0.134125	0.154975	0.0566769	0.0947999	0.0174906	0.147396	0.0848899	0.00703487	0.0581015	0.644435	0.0495112	0.0215007	0.213084	0.0389885	0.0700841	0.347603	0.271313	0.634884	1.06489	2.02891	5	4.859489
1407000	-709.3446	-723.4477	14.10313	10	1.276844	0.141193	0.0404019	0.0259343	0.199102	0.166616	0.00634767	0.0985421	0.0394128	0.123129	0.0906667	0.0146931	0.0451016	0.0181943	0.0300966	0.0288118	0.0135255	0.0262087	0.0602288	0.129997	0.00352385	0.642343	0.119549	0.0625026	0.0212663	0.0112272	0.00577369	0.0257773	0.241551	0.0425924	0.092121	0.00550667	0.0164727	0.191026	0.036809	0.0634965	0.0577356	0.0251848	0.0998078	0.0325905	0.119408	0.182701	0.0428673	0.00487809	0.178341	0.46022	0.0338138	0.0304652	0.200895	0.0776676	0.0850615	0.378331	0.188703	0.546642	1.0341	2.23055	5	4.889711
1408000	-708.5541	-723.7706	15.21652	10	1.941691	0.0482168	0.0202208	0.0147239	0.296834	0.0482677	0.203618	0.182731	0.214328	0.0597095	0.0171451	0.00339246	0.0768436	0.0130083	0.123667	0.00206223	0.00315459	0.0164202	0.00296961	0.12386	0.004225	0.0222152	0.103808	0.0182236	0.0836884	0.154803	0.0507581	0.056257	0.109908	0.0372786	0.0900712	0.148267	0.182045	0.344432	0.0643976	0.284696	0.118334	0.00150584	0.102812	0.0156934	0.171521	0.242644	0.201369	0.0860871	0.25777	0.00560083	0.00932589	0.0166496	0.0584634	0.368444	0.0336514	0.31079	0.286213	0.648666	1.06846	1.99666	5	5.226907
1409000	-715.6719	-731.0781	15.40617	10	2.13316	0.036278	0.014198	0.0701565	0.0911828	0.450607	0.0587897	0.0330662	0.117412	0.301213	0.0291113	0.0444933	0.0104093	0.0624003	0.0213509	0.0182201	0.0577093	0.0373257	0.206133	0.0286315	0.0811425	0.0472276	0.193324	0.0330803	0.0246158	0.0500307	0.00849731	0.0387972	0.353389	0.11267	0.0232515	0.221019	0.344092	0.0674197	0.118436	0.056621	0.0417979	0.06839	0.0112019	0.149056	0.218439	0.0812645	0.175452	0.488994	0.022962	0.119462	0.119156	0.091763	0.291546	0.058481	0.0791344	0.0160263	0.308668	0.668466	1.07299	1.94988	5	5.495428
1410000	-704.4853	-725.0853	20.6	10	2.018397	0.0765142	0.0641169	0.0344923	0.136846	0.108287	0.0184955	0.0471781	0.0561052	0.249367	0.0362217	0.0316187	0.00596813	0.0571369	0.0124572	0.0267397	0.30476	0.0075944	0.0259413	0.0558535	0.00238666	0.00874831	0.0776062	0.0225397	0.0416788	0.0633987	0.000423537	0.023219	0.364462	0.0827627	0.0203464	0.159161	0.0754404	0.0422613	0.0515559	0.0143995	0.00884796	0.321957	0.026244	0.0270748	0.349319	0.0437124	0.0202065	0.11506	0.0778278	0.106829	0.245618	0.0716977	0.196275	0.20542	0.0265254	0.0651275	0.295461	0.656956	1.07044	1.97714	5	4.313827
1411000	-720.3204	-737.6426	17.32215	10	1.125699	0.0116298	0.114684	0.0492497	0.114212	0.291097	4.78115e-05	0.16219	0.0336951	0.132934	0.104925	0.099232	0.0244097	0.0677403	0.0112093	0.0482583	0.00759299	0.0392065	0.037571	0.0039068	0.00962915	0.101877	0.129764	0.00324264	0.00574627	0.0303491	0.0217652	0.0499938	0.150008	0.219268	0.032119	0.139563	0.113859	0.0718694	0.0972542	0.0240562	0.279138	0.0763086	0.0611659	0.142213	0.795459	0.0600227	0.106745	0.115959	0.00726781	0.137871	0.242963	0.0915242	0.142545	0.18765	0.123851	0.0773062	0.16133	0.511527	1.01806	2.30908	5	5.202144
1412000	-704.2051	-716.4241	12.21902	10	3.358726	0.00432795	0.0169539	0.106373	0.248571	0.14716	0.0205345	0.294178	0.279259	0.0799278	0.131561	0.0605318	0.0171305	0.00766319	0.0999394	0.0393932	0.0242788	0.0150428	0.0660719	0.0691272	0.00158759	0.0943702	0.0906474	0.0310169	0.0281737	0.0275328	0.00245148	0.00461139	0.138845	0.132741	0.0637396	0.0837821	0.0363908	0.0384816	0.0931095	0.0484256	0.0197359	0.0520948	0.105095	0.546813	0.111832	0.0338484	0.0910743	0.0109021	0.0169021	0.174454	0.352533	0.266898	0.346946	0.0981998	0.00570896	0.49262	0.415241	0.749636	1.08379	1.75133	5	5.369587
1413000	-707.2432	-726.004	18.76077	10	1.603349	0.0208385	0.0352693	0.0405339	0.491057	0.0703673	0.0176456	0.0147842	0.128863	0.0799699	0.300328	0.00587131	0.00960503	0.0292791	0.0845344	0.0024726	0.0573952	0.0145166	0.0247694	0.0481319	0.0295525	0.0699659	0.14798	0.0133417	0.010729	0.036165	0.0266115	0.00319194	0.233375	0.289144	0.179626	0.000540918	0.112259	0.00724136	0.0269988	0.0531464	0.0469519	0.297352	0.423338	0.102724	0.113055	0.0762272	0.324725	0.0600343	0.0770839	0.0552742	0.0576599	0.046144	0.0599044	0.268906	0.0787982	0.0252809	0.240855	0.604901	1.05596	2.09829	5	4.829559
1414000	-707.4772	-729.192	21.71479	10	1.168141	0.100301	0.0200457	0.0121156	0.435406	0.0225356	0.1253	0.0390709	0.0154027	0.0167523	0.00849929	0.0731587	0.0111383	0.0379376	0.06977	0.00447924	0.0688025	0.00209056	0.113742	0.0858689	0.04734	0.0680797	0.02433	0.0186557	0.032233	0.0268857	0.0173228	0.114496	0.0772469	0.157817	0.0101866	0.12915	0.117569	0.0337041	0.409291	0.0487224	0.0155838	0.00167431	0.15264	0.0854524	0.0204385	0.522685	0.0243317	0.257454	0.172393	0.177519	0.0040498	0.0173004	0.0465261	0.103144	0.00669814	0.0582155	0.169232	0.52205	1.0231	2.28562	5	4.261553
