Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1099000	-1566.07	-1642.37	76.29991	10	1.512924	0.103668	0.0168544	0.00755002	0.0468629	0.0175691	0.0342745	0.0181872	0.0415852	0.0315584	0.0823618	0.0510676	0.0663489	0.0881258	0.0255588	0.0428769	0.0723525	0.0559176	0.0883392	0.0196543	0.0044944	0.0641591	0.0232594	0.0279583	0.0143013	0.0266293	0.0278597	0.00961266	0.0373206	0.131872	0.0930928	0.0268247	0.291729	0.151386	0.917729	0.0257109	0.0628634	0.135115	0.137788	0.025528	0.13302	0.139466	0.114896	0.0360752	0.15016	0.107206	0.169366	0.0558896	0.00582014	0.140363	0.0307392	0.0416726	0.0560745	0.0928838	0.00401612	0.0698939	0.0185953	0.0121091	0.0943046	0.320467	0.227312	0.590694	1.05117	2.13082	5	4.938964
1100000	-1577.052	-1654.419	77.36777	10	2.266108	0.0657498	0.103457	0.00993535	0.0750579	0.0296201	0.0442388	0.00559557	0.0308579	0.0194258	0.0609697	0.0302372	0.0335921	0.131272	0.0211629	0.0757887	0.0196514	0.0203279	0.0808469	0.0204397	0.0389139	0.0190695	0.0479977	0.0394414	0.015317	0.0577016	0.0495069	0.0262845	0.0225812	0.11787	0.0467348	0.085808	0.0205349	0.0914894	0.839153	0.00994043	0.12948	0.113591	0.141255	0.0604477	0.224978	0.0998665	0.0476061	0.220854	0.127629	0.0487396	0.0468247	0.0608654	0.130161	0.0960756	0.0129358	0.068473	0.147025	0.119818	0.0325872	0.139196	0.0183513	0.0221613	0.0130903	0.190552	0.323097	0.680624	1.07542	1.92086	5	4.719133
1101000	-1556.595	-1633.909	77.31397	10	0.8893298	0.0994625	0.0635999	0.00549563	0.00194889	0.00806985	0.00398325	0.0161521	0.0435111	0.0234932	0.0413087	0.0343173	0.117692	0.0782835	0.0245699	0.0130805	0.1157	0.0682352	0.103113	0.0831313	0.032095	0.0032574	0.0299088	0.00867876	0.00143674	0.0035118	0.0347482	0.019293	0.00672095	0.0917868	0.0828356	0.0543831	0.0292653	0.0112734	0.999184	0.0977368	0.190138	0.175295	0.0261191	0.0307817	0.164004	0.120246	0.0455131	0.095823	0.148483	0.053956	0.0467583	0.0204466	0.123015	0.197064	0.0619479	0.0523984	0.298359	0.201798	0.0261471	0.0690595	0.00632209	0.126711	0.0415026	0.466192	0.114378	0.440759	0.978935	2.46593	5	5.239344
1102000	-1553.27	-1641.704	88.4336	10	0.9028881	0.136182	0.00786734	0.0580164	0.041404	0.0918857	0.00426308	0.0217852	0.0695676	0.0161574	0.0897309	0.0197954	0.0523477	0.0756829	0.0647694	0.0556436	0.126199	0.0299202	0.0551405	0.00289039	0.00394335	0.0244313	0.0234603	0.0284367	0.031027	0.0401907	0.0224197	0.0080402	0.0155736	0.0425176	0.0273829	0.0308205	0.179891	0.0523086	0.65208	0.118303	0.118639	0.109456	0.0949955	0.0248552	0.05498	0.103452	0.0342	0.178427	0.153778	0.0168122	0.0804845	0.0876888	0.128621	0.0706829	0.0253529	0.054992	0.0253985	0.126303	0.00420835	0.0521253	0.0159908	0.0281172	0.0240856	0.235149	0.117193	0.445482	0.981841	2.45548	5	4.168871
1103000	-1577.529	-1646.141	68.61196	10	1.717192	0.127434	0.0227927	0.0586024	0.0624761	0.0125284	0.00383705	0.0157152	0.0301845	0.0210601	0.10563	0.0838767	0.0586621	0.126495	0.0122627	0.0946946	0.130611	0.136325	0.0181344	0.026349	0.0373366	0.018305	0.0215821	0.0673017	0.0137479	0.0129363	0.0557546	0.0187165	0.00448838	0.253215	0.12881	0.0988935	0.130067	0.0395549	0.836902	0.195579	0.246857	0.162067	0.177881	0.00332154	0.0401733	0.172108	0.144478	0.330637	0.151135	0.0630702	0.226362	0.0126899	0.105655	0.0698445	0.0864549	0.110696	0.0187565	0.0516571	0.0232874	0.228972	0.0116293	0.0610294	0.0965513	0.345491	0.25701	0.621123	1.06099	2.06088	5	6.021664
1104000	-1553.05	-1646.807	93.75698	10	1.361296	0.146127	0.0386756	0.016984	0.0413692	0.0379073	0.0388265	0.0080752	0.0634708	0.0318336	0.0664785	0.0476325	0.0653195	0.0770686	0.0124822	0.0436291	0.0559876	0.0650094	0.0763258	0.0123735	0.0129242	0.00805126	0.0763216	0.0364509	0.00842255	0.0235996	0.0200267	0.0190321	0.00935431	0.102707	0.0695972	0.0606112	0.076943	0.0920146	0.541612	0.162758	0.0382378	0.109066	0.0767261	0.0567689	0.182367	0.0321386	0.0488365	0.0280822	0.0671369	0.0138749	0.0442771	0.0224697	0.0560241	0.157623	0.0131884	0.0620787	0.107063	0.101937	0.021618	0.0423076	0.0209758	0.0199827	0.0326086	0.246469	0.203079	0.563714	1.04112	2.19209	5	3.86786
1105000	-1565.829	-1639.048	73.21871	10	2.109808	0.196769	0.0240782	0.0817551	0.00999091	0.0508602	0.00700806	0.00656038	0.0594157	0.0583425	0.0376392	0.0336217	0.0356451	0.112498	0.0715039	0.0657235	0.0537764	0.17058	0.129752	0.0361161	0.00722638	0.0350775	0.053238	0.00533148	0.00229984	0.0493923	0.0102608	0.0175992	0.00569509	0.117851	0.0020361	0.0391483	0.065843	0.147647	0.658381	0.200756	0.129446	0.144839	0.133171	0.0162416	0.382705	0.0463175	0.0660667	0.152681	0.222784	0.0391659	0.0667137	0.0785234	0.00517065	0.118737	0.00929129	0.0102183	0.0578057	0.0605385	0.0267085	0.120617	0.0163376	0.0815733	0.0462942	0.300877	0.306039	0.666205	1.07251	1.95525	5	4.992241
1106000	-1553.488	-1638.525	85.03688	10	1.534487	0.118203	0.0246188	0.0126599	0.051797	0.0606089	0.0426522	0.0133162	0.0609644	0.013654	0.0625767	0.0450223	0.0773671	0.0310368	0.0615432	0.0510903	0.095779	0.109354	0.0564689	0.0404868	0.0638827	0.0319062	0.0433738	0.0677293	0.00921102	0.0169379	0.0210639	0.0325126	0.00645068	0.0195638	0.00743639	0.0757165	0.0521254	0.0966391	0.452201	0.0989113	0.146244	0.096009	0.0390169	0.0353754	0.164349	0.212075	0.072698	0.071685	0.130417	0.108125	0.0842373	0.0389131	0.0313172	0.0748991	0.0156752	0.0356192	0.0864543	0.225534	0.00478706	0.0961842	0.00321661	0.0575732	0.0434936	0.333543	0.230601	0.594198	1.05238	2.12282	5	4.332303
1107000	-1568.124	-1646.196	78.07129	10	1.455359	0.0986877	0.0276652	0.0311485	0.0120107	0.0968175	0.0425154	0.0141376	0.0635596	0.0273609	0.0819077	0.0187738	0.0173273	0.0585497	0.0220323	0.0845342	0.00653982	0.0467172	0.171871	0.0493737	0.0244473	0.0163792	0.0184543	0.0251293	0.0208559	0.0381943	0.059375	0.0165331	0.00444139	0.0830428	0.0160363	0.144592	0.294281	0.0243765	0.401635	0.115836	0.189266	0.0762379	0.142245	0.00646211	0.180992	0.163033	0.0730655	0.0378682	0.167039	0.0292688	0.16348	0.0673583	0.11542	0.193492	0.0384117	0.0507034	0.136007	0.00532313	0.0192743	0.0522543	0.00667058	0.0642281	0.0703236	0.360808	0.218343	0.580953	1.04769	2.15301	5	4.68437
1108000	-1550.838	-1634.104	83.26601	10	1.207733	0.133469	0.0474028	0.0732357	0.0274203	0.00506916	0.0148846	0.0310817	0.015376	0.0155513	0.0431484	0.0809045	0.0684843	0.085674	0.0122351	0.0246801	0.0763138	0.0223183	0.0508573	0.00724216	0.00196583	0.00505048	0.0418763	0.010051	0.00411406	0.0182223	0.0222234	0.0132678	0.00919392	0.0648234	0.0738873	0.0626878	0.162794	0.267973	0.663503	0.0246391	0.0839754	0.127221	0.0843048	0.0139123	0.0582647	0.191757	0.0461086	0.054384	0.0884498	0.037018	0.127447	0.0502055	0.048165	0.0400434	0.0338249	0.0662674	0.131504	0.309604	0.0351872	0.167941	0.00878503	0.0698408	0.037608	0.154135	0.176451	0.53138	1.0274	2.26477	5	4.347576
1109000	-1561.989	-1636.168	74.17884	10	2.273164	0.122029	0.0284965	0.025348	0.0352301	0.0688636	0.0448954	0.0235372	0.120163	0.023337	0.144221	0.0424385	0.0989453	0.128355	0.0111001	0.132322	0.0530686	0.0519517	0.10538	0.0183001	0.0100811	0.00549239	0.00997178	0.0267458	0.00631681	0.017749	0.0487981	0.0110968	0.00185984	0.165435	0.0450263	0.109993	0.165621	0.344945	0.802405	0.267555	0.175312	0.0656247	0.117432	0.0211602	0.0953346	0.170839	0.0540665	0.0751733	0.177971	0.00957957	0.0973411	0.05031	0.0619432	0.055845	0.0306445	0.0529734	0.0762363	0.0533666	0.0047962	0.115202	0.0185319	0.0623724	0.0676857	0.299491	0.323839	0.681237	1.07553	1.91939	5	5.326306
1110000	-1556.378	-1637	80.62251	10	2.93412	0.0925446	0.0381405	0.0120554	0.0725758	0.0678528	0.012087	0.0224294	0.0386682	0.0127844	0.0902379	0.0366217	0.0707691	0.0462335	0.026842	0.0653224	0.0134254	0.0468719	0.154776	0.0668633	0.0690594	0.013418	0.0099554	0.0153272	0.0202311	0.00465665	0.0286978	0.00920713	0.00612499	0.0200637	0.102819	0.0397134	0.0606149	0.291564	0.529513	0.085048	0.0888668	0.0617622	0.260539	0.0331362	0.0954145	0.168321	0.0838266	0.118186	0.124357	0.0364112	0.0435409	0.0225822	0.0361199	0.0746116	0.0669525	0.0669826	0.0281753	0.0623546	0.0173763	0.148278	0.010603	0.0468259	0.035038	0.269434	0.3841	0.727814	1.08217	1.80592	5	4.292811
1111000	-1565.427	-1647.852	82.42487	10	1.744172	0.0619948	0.163249	0.0075481	0.0212643	0.0126253	0.0218953	0.0137769	0.16829	0.0022362	0.0828751	0.0179267	0.050193	0.0678264	0.00401764	0.0607978	0.0900707	0.114235	0.0845844	0.0160799	0.0143973	0.0172718	0.0195897	0.0560519	0.00807946	0.0259878	0.0352516	0.00289773	0.00277793	0.0963913	0.0203763	0.127362	0.0873114	0.281265	0.649562	0.111039	0.115015	0.139639	0.161984	0.0340924	0.0116824	0.0689254	0.0586383	0.00999326	0.187197	0.0581728	0.128448	0.0205246	0.100088	0.146921	0.00693393	0.0408438	0.0565419	0.0255287	0.0438148	0.154029	0.0245614	0.0987406	0.0342279	0.312135	0.260699	0.624725	1.06204	2.05254	5	4.655777
1112000	-1563.126	-1640.687	77.56112	10	1.977334	0.201988	0.0758763	0.107135	0.0188953	0.0490223	0.0360806	0.0104336	0.041908	0.00693089	0.165537	0.0482042	0.106997	0.0843727	0.0131722	0.0494283	0.0551015	0.174381	0.0472539	0.00980293	0.0124892	0.00757473	0.0280157	0.0360758	0.0141303	0.0345422	0.0242272	0.0082474	0.00551161	0.105849	0.0257333	0.115248	0.216334	0.28732	0.617623	0.0258959	0.111093	0.13701	0.172095	0.0544064	0.0528422	0.258093	0.0224289	0.158528	0.202609	0.0364516	0.15358	0.100284	0.0290794	0.151296	0.0118613	0.0887444	0.0230725	0.222658	0.00207418	0.0109828	0.0181895	0.00429953	0.0871821	0.345913	0.290554	0.652582	1.06941	1.98745	5	5.322113
1113000	-1559.741	-1640.132	80.39088	10	1.955177	0.0777319	0.027514	0.0202952	0.0502487	0.0311942	0.06464	0.0289529	0.0363507	0.0136528	0.0771916	0.0563765	0.0342221	0.169086	0.00637282	0.077176	0.119841	0.0933906	0.0790402	0.000473212	0.00923866	0.0148405	0.0169644	0.0132127	0.00996394	0.014958	0.0401607	0.0128137	0.00928672	0.0985122	0.00964002	0.047799	0.0575463	0.152442	0.620916	0.153082	0.240026	0.0705971	0.191126	0.115084	0.0468989	0.0849685	0.0177556	0.0547475	0.034891	0.00384487	0.033681	0.0548976	0.0473833	0.183147	0.00978863	0.104768	0.0735993	0.0834686	0.0104538	0.0391957	0.0397945	0.0446874	0.0204308	0.320568	0.287865	0.650161	1.06883	1.99315	5	4.270929
1114000	-1568.866	-1641.021	72.15425	10	2.151075	0.213205	0.0092746	0.00955054	0.0756352	0.0120905	0.0269316	0.0191755	0.0632624	0.0331935	0.0733653	0.101399	0.0913603	0.0757191	0.0325066	0.0630892	0.0591557	0.0483868	0.0851991	0.0120204	0.00853604	0.0540463	0.00783019	0.0624334	0.0281465	0.00688942	0.00763966	0.0205004	0.0127456	0.117345	0.0682059	0.0762633	0.0559551	0.278434	0.768052	0.0907445	0.0848547	0.0996312	0.0651739	0.0336691	0.282867	0.0753219	0.0363358	0.0605269	0.0819901	0.0326765	0.0754098	0.0178967	0.0923227	0.317895	0.0354289	0.22292	0.11775	0.153319	0.029925	0.103854	0.0362204	0.0269272	0.14563	0.408687	0.310665	0.670174	1.07335	1.94581	5	5.40552
1115000	-1564.953	-1642.316	77.36314	10	2.067373	0.155186	0.0340144	0.00358664	0.0429333	0.012757	0.0421498	0.013744	0.0463767	0.024345	0.0166262	0.0540636	0.0781357	0.0429078	0.0294393	0.0694619	0.024321	0.187021	0.0356689	0.099873	0.129199	0.00107251	0.0524904	0.0492953	0.032576	0.0112197	0.0183496	0.0100005	0.0112573	0.0812849	0.0437735	0.0452639	0.130338	0.16884	0.705496	0.0575148	0.0814023	0.0919984	0.0804503	0.035486	0.0319855	0.162679	0.147128	0.0670866	0.028853	0.0373865	0.121566	0.03144	0.0298862	0.0140759	0.0517151	0.135107	0.318514	0.0586783	0.0136927	0.103448	0.0104728	0.0373197	0.0466247	0.443102	0.301187	0.661992	1.07159	1.96523	5	4.74068
1116000	-1567.7	-1642.487	74.78732	10	1.202976	0.266464	7.42015e-05	0.0282618	0.070021	0.0463015	0.0118547	0.0468905	0.0863905	0.00244828	0.0955825	0.0208556	0.0612894	0.108838	0.00626998	0.0273415	0.0469415	0.0158355	0.0345483	0.00661605	0.013397	0.0375217	0.0144039	0.0531471	0.00755633	0.0291176	0.0452728	0.00846893	0.00784322	0.248941	0.024822	0.0554942	0.0245836	0.198727	0.605556	0.199489	0.181062	0.129403	0.139382	0.0951873	0.0290843	0.116265	0.0641875	0.11545	0.0346102	0.0988193	0.0956867	0.0319153	0.0938007	0.245829	0.121967	0.0654381	0.0430621	0.0816491	1.50776e-05	0.18809	0.00596636	0.0638409	0.0369048	0.397877	0.175592	0.530282	1.0269	2.26722	5	5.032659
1117000	-1554.782	-1633.302	78.51972	10	1.768002	0.174095	0.0163203	0.0808884	0.0140145	0.0355554	0.0233861	0.0246076	0.059587	0.00879938	0.11339	0.061092	0.00507991	0.11184	0.081336	0.0455265	0.0445771	0.111364	0.0860186	0.00485998	0.012709	0.0715575	0.0291947	0.0227333	0.00261064	0.036651	0.0471724	0.00889831	0.0143415	0.0870354	0.111321	0.0446535	0.0406893	0.211931	0.61203	0.164599	0.0699615	0.0576145	0.191638	0.0419712	0.13166	0.0415744	0.0579538	0.0226031	0.0767201	0.066322	0.119712	0.0598435	0.0116992	0.15934	0.011497	0.136016	0.188562	0.0698813	0.00161348	0.0919722	0.00600427	0.0489572	0.0645854	0.255019	0.263916	0.627835	1.06293	2.04532	5	4.603187
1118000	-1559.884	-1644.355	84.47148	10	1.505952	0.195284	0.00239929	0.0114793	0.0173035	0.101292	0.0308327	0.0289194	0.0327376	0.0617196	0.0613257	0.00240738	0.0993658	0.0817442	0.0205508	0.0115647	0.133081	0.0324017	0.0400885	0.0279833	0.00530281	0.00894381	0.0254607	0.0290786	0.022901	0.0356405	0.0237486	0.0183557	0.0300976	0.26531	0.0328546	0.053497	0.037528	0.361804	0.525249	0.115934	0.143239	0.13118	0.217924	0.0732579	0.0641788	0.10824	0.0874527	0.138807	0.0984385	0.0394787	0.114371	0.0911152	0.0520028	0.0863854	0.014062	0.1569	0.0594758	0.0766734	0.0248847	0.131836	0.0145288	0.0375689	0.0928301	0.293724	0.226241	0.589544	1.05077	2.13345	5	4.932741
1119000	-1562.035	-1640.782	78.74718	10	1.882592	0.101448	0.0800957	0.00991897	0.0441379	0.0207621	0.0225564	0.0347447	0.0824479	0.0248849	0.0476403	0.0408563	0.0828726	0.141944	0.0227981	0.0245926	0.0941075	0.0678147	0.0488174	0.0394572	0.00460256	0.110203	0.0236721	0.0409973	0.0169995	0.00868261	0.0558798	0.00758708	0.00740296	0.0301447	0.0780831	0.0669406	0.0310006	0.0802608	0.700352	0.0427237	0.0536356	0.113144	0.0776212	0.00368113	0.248116	0.141439	0.0470198	0.228835	0.0716219	0.0407892	0.0523863	0.103108	0.0439744	0.13345	0.117496	0.0795008	0.125544	0.0238208	0.00649694	0.158598	0.0381247	0.123643	0.0922594	0.238399	0.278845	0.641918	1.06675	2.01248	5	4.700134
1120000	-1573.508	-1645.399	71.89123	10	1.802857	0.082737	0.0440388	0.00897775	0.0233795	0.122677	0.0289134	0.0322993	0.0598152	0.00316638	0.0769484	0.0772521	0.0674475	0.0342113	0.0285955	0.0619163	0.0538037	0.00409944	0.185854	0.0708641	0.149	0.0195298	0.00333209	0.0349392	0.00180169	0.044042	0.0302334	0.0102918	0.00736531	0.118083	0.00487921	0.026673	0.098395	0.165934	0.900128	0.121555	0.0880487	0.148304	0.21604	0.0346117	0.0336526	0.0369603	0.0611991	0.0660845	0.040966	0.0398572	0.036476	0.0105225	0.0466644	0.10031	0.0263981	0.243451	0.201448	0.11139	0.00288175	0.148431	0.0441026	0.104207	0.0769013	0.704799	0.268549	0.632267	1.06417	2.03501	5	5.426884
1121000	-1564.879	-1644.572	79.69316	10	0.8197745	0.127538	0.00796608	0.0421657	0.0231186	0.0637246	0.0412737	0.0689104	0.077281	0.00757014	0.0990801	0.0730621	0.102359	0.047166	0.0572738	0.00811778	0.0451829	0.12522	0.0429377	0.0936536	0.183438	0.00164882	0.00106657	0.0204291	0.0445792	0.00322739	0.0276236	0.0028691	0.0014251	0.0387677	0.00229311	0.0834301	0.0542486	0.12931	0.791726	0.0423867	0.153992	0.1385	0.0231381	0.0772278	0.0478837	0.0750122	0.0291833	0.14548	0.0403347	0.103697	0.129966	0.0420968	0.0736917	0.158879	0.0286043	0.106447	0.191587	0.028819	0.017225	0.0771655	0.0269239	0.0696211	0.0634234	0.371435	0.0997591	0.414975	0.962287	2.52298	5	4.802403
1122000	-1559.725	-1639.395	79.67021	10	1.543	0.148532	0.00382372	0.0354535	0.043683	0.0301249	0.0267267	0.04866	0.164241	0.0192506	0.0981943	0.0939111	0.114754	0.112606	0.00589294	0.0311462	0.0228402	0.102131	0.0612229	0.052275	0.0345326	0.06552	0.00318584	0.0340198	0.0269772	0.0228952	0.00756542	0.00531772	0.00440332	0.0934126	0.0200618	0.0921826	0.0177499	0.084363	0.561171	0.0834848	0.0636242	0.0845082	0.0629666	0.0128248	0.123082	0.0882245	0.0351215	0.0777977	0.037554	0.0553799	0.149668	0.0599733	0.00371363	0.0719507	0.0650547	0.168339	0.317342	0.0990003	0.0461217	0.196695	0.0244775	0.0854213	0.0483631	0.36237	0.231889	0.595561	1.05285	2.1197	5	4.711885
1123000	-1544.61	-1633.374	88.7638	10	1.027754	0.16412	0.0166393	0.017802	0.01891	0.0761331	0.00736518	0.0235044	0.0477984	0.00708907	0.0605477	0.045497	0.0722981	0.0885732	0.0369541	0.0210691	0.014414	0.0477104	0.180677	0.0215818	0.071966	0.0423879	0.00513047	0.0171316	0.00342613	0.0389277	0.000718499	0.00452865	0.0180834	0.0821346	0.0511704	0.0964693	0.0593742	0.129977	0.722749	0.122958	0.265449	0.0464787	0.0852494	0.0334531	0.017953	0.0354827	0.0229762	0.193159	0.0417359	0.0456981	0.166614	0.0377422	0.0361184	0.100001	0.0806882	0.153481	0.0993416	0.126486	0.00326891	0.0518486	0.040025	0.091282	0.101968	0.247015	0.142458	0.484938	1.00445	2.36815	5	4.559331
1124000	-1561.247	-1647.786	86.53914	10	1.201536	0.109109	0.0254185	0.011604	0.0994404	0.0668892	0.0652107	0.00576757	0.083111	0.00756725	0.143423	0.0467735	0.0651567	0.0617431	0.00750671	0.0085614	0.00860769	0.0613284	0.170187	0.028137	0.0415456	0.0167321	0.00756573	0.00200918	0.00450567	0.00550386	0.0242425	0.0154527	0.0164451	0.0138742	0.038197	0.0493889	0.0471736	0.137023	0.797145	0.017631	0.226473	0.056903	0.0823964	0.0207476	0.224195	0.0818028	0.0432446	0.0481008	0.0493493	0.0574028	0.0983936	0.0296685	0.0455588	0.129628	0.0260443	0.0521083	0.177307	0.118417	0.0102464	0.0342819	0.0117031	0.0290453	0.00958734	0.438411	0.175331	0.529949	1.02675	2.26797	5	4.410993
1125000	-1561.74	-1643.981	82.24088	10	2.930754	0.0562056	0.0175007	0.00701159	0.0541501	0.0496221	0.0142384	0.00548149	0.0821923	0.00810899	0.0726428	0.0490651	0.0248117	0.107834	0.0455207	0.0989949	0.0659777	0.0739404	0.0869205	0.0524938	0.00218309	0.0522497	0.00183242	0.0513862	0.0163344	0.0314316	0.0156684	0.0214574	0.0213285	0.178733	0.112815	0.108292	0.236969	0.0175779	0.596591	0.148275	0.0527937	0.0756473	0.123221	0.0483384	0.0765018	0.115751	0.0167325	0.035742	0.0757789	0.0300081	0.0618695	0.110138	0.0138894	0.134017	0.115176	0.131043	0.130887	0.162418	0.00156577	0.0807805	0.0276007	0.0835179	0.0870726	0.322842	0.383833	0.72762	1.08215	1.80639	5	4.699169
1126000	-1550.104	-1640.886	90.78196	10	1.237097	0.0816977	0.0202182	0.00539593	0.00827546	0.0227972	0.0357376	0.0422538	0.0531081	0.00172027	0.0221617	0.0513354	0.0973891	0.0620411	0.0439234	0.0441117	0.054153	0.140114	0.0123788	0.0843356	0.0209362	0.0192225	0.0105144	0.0193614	0.0429887	0.0153426	0.039252	0.0112436	0.0029167	0.00512658	0.043062	0.0310094	0.145012	0.0319297	0.638418	0.121937	0.166825	0.107525	0.034647	0.0226042	0.026091	0.179767	0.06658	0.20443	0.0558994	0.0304265	0.127509	0.0104235	0.0145477	0.105763	0.0194932	0.131894	0.0961248	0.0933772	0.0159406	0.0845864	0.0113465	0.0671181	0.0187098	0.505758	0.181711	0.538017	1.03037	2.24991	5	4.278807
1127000	-1558.498	-1643.917	85.41945	10	1.325938	0.138912	0.0357861	0.0169831	0.123146	0.0533861	0.00868292	0.00719708	0.0598833	0.0291969	0.0775415	0.0580552	0.0571937	0.101444	0.00935294	0.118935	0.0638581	0.0945215	0.0202825	0.0412817	0.130618	0.0116851	0.00151317	0.00615578	0.00193132	0.0297132	0.0160143	0.0161256	0.00660199	0.11327	0.05942	0.08791	0.249992	0.0962276	0.582662	0.055519	0.0216057	0.0595369	0.105006	0.0259287	0.18988	0.120058	0.0576002	0.049304	0.00888604	0.0400253	0.0209529	0.0610716	0.0439454	0.116405	0.0568967	0.103515	0.144497	0.0528564	0.0326465	0.213135	0.025461	0.0721461	0.010311	0.514259	0.197139	0.556763	1.03832	2.20777	5	4.726926
1128000	-1565.9	-1643.157	77.25718	10	1.933574	0.136772	0.0135126	0.0369624	0.0438724	0.0409255	0.0782713	0.0201873	0.0679964	0.0457173	0.110094	0.026324	0.0917745	0.118273	0.0632029	0.103586	0.0500069	0.0706232	0.105203	0.0128368	0.0131554	0.0196945	0.0283762	0.0224835	0.0185331	0.0172425	0.0279738	0.00184473	0.000354508	0.0880243	0.048037	0.0745098	0.329189	0.0370345	0.5925	0.0673282	0.116168	0.0358245	0.0020481	0.0548334	0.0759675	0.0726847	0.0453808	0.139418	0.0243337	0.0175135	0.153961	0.0120487	0.103574	0.151114	0.0315957	0.172954	0.105571	0.252938	0.0112834	0.10279	0.0137176	0.074823	0.0242412	0.552201	0.285214	0.647759	1.06823	1.99879	5	4.969407
1129000	-1562.428	-1638.134	75.70671	10	1.126914	0.105165	0.0110712	0.0403294	0.0745345	0.0183401	0.0604338	0.0208	0.0603013	0.0286359	0.0702383	0.0395009	0.0662842	0.0881942	0.00605867	0.0850607	0.0799383	0.0174461	0.125027	0.0131104	0.0516703	0.0120724	0.0297479	0.0181315	0.0235901	0.0227938	0.0196445	0.0111015	0.000664957	0.104587	0.0035331	0.0911739	0.25511	0.186143	0.699536	0.0323015	0.061439	0.0857455	0.195363	0.0418387	0.0895075	0.0704062	0.00181591	0.270189	0.110503	0.013197	0.159543	0.0146402	0.0114906	0.117434	0.0229839	0.164013	0.0471571	0.0562636	0.00556457	0.138048	0.0109143	0.0543607	0.0371906	0.217189	0.161559	0.511836	1.01821	2.30839	5	4.569069
1130000	-1560.016	-1640.834	80.81771	10	1.793465	0.112857	0.0136795	0.0459308	0.000251221	0.0202031	0.0329576	0.0199398	0.0540133	0.0223938	0.0858291	0.12168	0.0376561	0.151729	0.0853639	0.0578588	0.19376	0.0220814	0.137996	0.0895374	0.10135	0.00327061	0.0034438	0.0280849	0.00235882	0.0339039	0.0127363	0.0180565	0.00882361	0.109476	0.0381579	0.0358604	0.125819	0.129071	0.542642	0.0966813	0.116241	0.0899887	0.11002	0.0465352	0.215289	0.0324751	0.0658057	0.221921	0.0248138	0.0863247	0.0298124	0.0343002	0.0353969	0.167355	0.00503963	0.221881	0.0513252	0.191065	0.0107597	0.208473	0.00637232	0.0448564	0.0739999	0.478783	0.267309	0.631086	1.06384	2.03776	5	5.164288
1131000	-1552.509	-1636.589	84.07973	10	1.696186	0.17687	0.0408495	0.00577644	0.0170815	0.024612	0.0554991	0.0134586	0.0423767	0.0188136	0.03026	0.0922805	0.0491969	0.130637	0.0297894	0.0521773	0.0782561	0.0807004	0.00586508	0.0940797	0.0162873	0.107809	0.0113607	0.0467264	0.0046702	0.0347171	0.0488858	0.013702	0.00637931	0.0603729	0.0852718	0.0943337	0.211179	0.0101539	0.565537	0.164999	0.0222113	0.0971161	0.0132748	0.0397056	0.0562928	0.222465	0.0334678	0.177212	0.085679	0.0697599	0.0751123	0.101957	0.0519841	0.164225	0.0114935	0.164529	0.133026	0.120822	0.00766264	0.160178	0.0059718	0.0883677	0.0592726	0.232424	0.254101	0.618258	1.06013	2.06751	5	4.715174
1132000	-1564.509	-1645.126	80.61721	10	2.045147	0.121796	0.00950987	0.0263055	0.0584511	0.0653034	0.0316578	0.00981764	0.0658044	0.0320237	0.0643443	0.0690594	0.0133394	0.147718	0.00643024	0.0431481	0.131033	0.0835502	0.0268024	0.0237597	0.0531786	0.00615556	0.0407354	0.0826576	0.00692174	0.0288319	0.0785559	0.01784	0.00597083	0.0551897	0.063252	0.0318457	0.126005	0.0188069	0.750153	0.0762838	0.121884	0.0402219	0.0806257	0.0727337	0.113168	0.0693082	0.022841	0.185808	0.0405937	0.0024581	0.0974652	0.101655	0.0203874	0.105046	0.0687498	0.145362	0.249039	0.0824557	0.00499685	0.0172263	0.0286953	0.0519856	0.0261082	0.546523	0.298605	0.65973	1.07108	1.97059	5	4.767575
