Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
42000	-334.6871	-376.9635	42.27637	10	0.2614497	0.213734	0.0721142	0.0113575	0.0334976	0.0700248	0.0193475	0.0796708	0.108197	0.051466	0.0239948	0.0535145	0.514101	0.0903647	0.17142	0.073398	0.109572	0.324408	0.362674	0.0629524	0.172349	0.155694	0.149872	0.165798	0.0598527	0.32083	0.00268888	0.0750744	0.525017	3.39722	5	3.470201
43000	-338.4036	-382.6318	44.2282	10	3.183472	0.129487	0.0234696	0.102489	0.0821064	0.0364916	0.0910585	0.164147	0.0354647	0.0300212	0.0584017	0.324039	0.0156642	0.0023331	0.225914	0.1232	0.145198	0.298046	0.0247656	0.228868	0.163358	0.294235	0.159904	0.175435	0.00508294	0.167193	0.402976	0.741206	1.08328	1.77254	5	3.106372
44000	-340.4431	-385.6312	45.18815	10	0.3328539	0.0195485	0.0558458	0.310059	0.105977	0.0596966	0.00633729	0.0442635	0.0106591	0.0275496	0.0505415	0.0711104	0.0395295	0.0575603	0.138112	0.0613889	0.16266	0.267627	0.104523	0.495177	0.035962	0.0784613	0.0620707	0.0787478	0.213599	0.254922	0.00833489	0.130178	0.647068	3.21442	5	2.811928
45000	-322.2423	-371.6707	49.4284	10	0.6975529	0.0756147	0.0787513	0.118223	0.0770396	0.0243134	0.0460031	0.144959	0.131531	0.0290935	0.0191554	0.207244	0.011746	0.000322681	0.13201	0.0386114	0.354177	0.10729	0.170202	0.0971849	0.0794058	0.357116	0.133564	0.394351	0.0398511	0.139817	0.0736656	0.362373	0.923958	2.64	5	3.007576
46000	-339.7634	-383.1729	43.40947	10	0.4756975	0.128634	0.0308398	0.178439	0.161692	0.0373328	0.0153468	0.18762	0.0204344	0.001696	0.0100112	0.134976	0.370098	0.0239685	0.132614	0.159163	0.0051127	0.109513	0.143696	0.107067	0.634263	0.101102	0.150198	0.237623	0.0369575	0.0261292	0.0289767	0.235755	0.801747	2.93352	5	3.144528
47000	-343.4739	-379.9182	36.4443	10	0.4719175	0.0854646	0.0304016	0.050527	0.0560961	0.0625808	0.0695212	0.197149	0.152109	0.0389678	0.104355	0.349107	0.051728	0.0294687	0.125567	0.0564579	0.207319	0.406199	0.451511	0.107508	0.275924	0.206787	0.0701967	0.0768392	0.172926	0.107724	0.0283084	0.233188	0.798708	2.9398	5	3.542433
48000	-325.8946	-374.8738	48.97916	10	0.6644092	0.113274	0.0482402	0.0172173	0.0621499	0.0651856	0.00574441	0.116598	0.0423241	0.044566	0.170476	0.0806254	0.157919	0.141754	0.0171402	0.268692	0.288861	0.248998	0.023461	0.0113283	0.345369	0.142577	0.0169083	0.194175	0.0965192	0.0985057	0.0666084	0.346242	0.91093	2.67622	5	2.818608
49000	-331.0395	-381.9661	50.92661	10	0.3884316	0.0989475	0.137974	0.0721809	0.0419098	0.0628315	0.0125508	0.132569	0.0223457	0.0255316	0.133557	0.169936	0.259782	0.0242741	0.150651	0.161204	0.14454	0.0478421	0.0165461	0.0893002	0.101564	0.152402	0.173052	0.241936	0.0167185	0.0437415	0.0150815	0.173063	0.718452	3.0934	5	2.533886
50000	-323.6242	-373.3481	49.72393	10	0.3740425	0.0965981	0.0393008	0.143837	0.00641089	0.0481976	0.0198905	0.0471124	0.0429089	0.032501	0.161025	0.273734	0.00619947	0.0460913	0.0661567	0.180021	0.205335	0.0575616	0.157085	0.0102659	0.161965	0.409775	0.325589	0.0482694	0.0134304	0.183596	0.0131546	0.162116	0.701591	3.12314	5	2.782858
51000	-327.1078	-374.3968	47.28897	10	0.2895966	0.0109147	0.0832287	0.0267261	0.0185349	0.0019684	0.047436	0.0729754	0.0298633	0.0619543	0.0113654	0.086568	0.00570391	0.0257359	0.114706	0.0364014	0.00543855	0.139762	0.523917	0.0815789	0.251722	0.778359	0.153583	0.289377	0.202503	0.304086	0.00448943	0.0964303	0.577911	3.32117	5	3.364409
