Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1869000	-1379.327	-1364.819	-14.50871	10	1.09107	0.0264302	0.0790317	0.0692559	0.0574169	0.0395778	0.0318644	0.031118	0.0120171	0.00718503	0.00260257	0.0295626	0.00811467	0.0682633	0.0731935	0.0330747	0.0496928	0.0337253	0.032814	0.0109593	0.00813832	0.0483573	0.00876766	0.131834	0.015717	0.225468	0.0521271	0.022673	0.00475531	0.0248072	0.0391982	0.00891982	0.108694	0.0117152	0.00838185	0.000642781	0.0714711	0.0711023	0.0195017	0.00223819	0.00548222	0.163054	0.0278344	0.02268	0.00141099	0.0222361	0.0493105	0.0238151	0.0497463	0.0663015	0.034052	0.0937358	0.00433084	0.0102672	0.00689732	0.0140173	0.0282976	0.0042864	0.0324327	0.0420315	0.00605975	0.0206454	0.00399346	0.0409744	0.141495	0.0833277	0.0130781	0.246133	0.0260221	0.00676524	0.0159169	0.0161286	0.0733775	0.139837	0.0209182	0.633094	0.0292289	0.00413561	0.172398	0.0388381	0.0116562	0.0349066	0.168937	0.264308	0.306552	0.0315464	0.264122	0.0122173	0.022942	0.454415	0.445121	0.0605055	0.0445556	0.0521887	0.0539056	0.040209	0.0847292	0.0455559	0.00546527	0.0882431	0.0861064	0.0242857	0.01271	0.154212	0.0247581	0.0261189	0.287076	0.39613	0.211069	0.0981986	0.276988	0.085119	0.0369712	0.0713669	0.102905	0.0185319	0.00116407	0.064005	0.154758	0.502512	1.01359	2.32914	5	8.484793
1870000	-1377.727	-1363.453	-14.27433	10	2.272502	0.0897921	0.0583818	0.0298674	0.0293889	0.0141818	0.012195	0.0147155	0.000991957	0.00812803	0.0127913	0.0458201	0.00949768	0.102724	0.00883165	0.0613075	0.0660909	0.0216022	0.0242199	0.0192291	0.0316374	0.0680028	0.132823	0.22162	0.021877	0.0697444	0.0357625	0.00104309	0.0117817	0.168701	0.0856157	0.054532	0.108007	0.000914607	0.00914164	0.00466168	0.180107	0.182661	0.0361971	0.00747721	0.00663115	0.123912	0.0934136	0.00988612	0.00694705	0.137276	0.00772052	0.0101316	0.0307523	0.117421	0.00210605	0.00550683	0.0220229	0.0908275	0.0410814	0.00101956	0.0902763	0.0430409	0.0106496	0.125364	0.0490935	0.0884488	0.0597655	0.00539196	0.0158651	0.107388	0.177077	0.0616378	0.0707063	0.0556717	0.0924109	0.0183111	0.00455616	0.0595447	0.0243496	0.527323	0.0108718	0.1792	0.0376206	0.0908498	0.000114276	0.0675116	0.0405729	0.0722838	0.3231	0.126542	0.0477225	0.119273	0.107913	0.472567	0.216179	0.0290444	0.00806764	0.167811	0.014726	0.0825925	0.0707292	0.103637	0.0621554	0.0559713	0.0618773	0.0361863	0.0762559	0.0660912	0.0320082	0.0190796	0.283619	0.788666	0.0711747	0.0910573	0.000819681	0.067729	0.0475913	0.15923	0.0165456	0.0252426	0.0682915	0.0381361	0.323769	0.68118	1.07552	1.91953	5	8.912251
1871000	-1395.685	-1394.911	-0.7737358	2	3.662514	0.0322045	0.171666	0.0363867	0.0335818	0.0476038	0.0128975	0.0140391	0.102711	0.0118468	0.022687	0.0122825	9.18073e-05	0.0317709	0.045678	0.00700178	0.0168656	0.126424	0.0214189	0.00199495	0.0299132	0.0191919	0.0628902	0.105146	0.0618492	0.0881619	0.0402012	0.00203968	0.00829001	0.162563	0.0676418	0.0263506	0.0703579	0.00736072	0.00423698	0.0211244	0.141759	0.039701	0.0581745	0.0259386	0.00540655	0.0605073	0.0692921	0.0170417	0.0548597	0.173593	0.0614404	0.0438658	0.00594721	0.101811	0.00328655	0.0335965	0.00584824	0.0965146	0.0200798	0.0383165	0.0870693	0.00429023	0.0184616	0.0271	0.0660149	0.0309396	0.05571	0.0257494	0.0125335	0.0831236	0.0129327	0.129436	0.0121583	0.0749397	0.00726871	0.0444759	0.0801477	0.156999	0.0141322	0.418583	0.0137573	0.0377952	0.0282582	0.0404632	0.130523	0.00822013	0.00371411	0.0571094	0.199922	0.106127	0.0250545	0.0168787	0.0835201	0.107185	0.0140525	0.0840054	0.0397797	0.00496684	0.0588763	0.00542049	0.0133127	0.0150387	0.0148354	0.0737603	0.12522	0.0363252	0.0336096	0.00433194	0.00749874	0.00224192	0.220541	0.355325	0.0412795	0.131178	0.0127428	0.0493253	0.096666	0.0449376	0.0456172	0.0733533	0.0159299	0.048965	0.434804	0.762666	1.08428	1.71825	4	6.473181
1872000	-1388.563	-1371.398	-17.16515	2	1.821759	0.0612758	0.0441512	0.0400419	0.0196235	0.0473894	0.0344131	0.0758532	0.0726917	0.0119385	0.00860134	0.0443897	0.00265135	0.0461462	0.105767	0.00200291	0.129057	0.0139691	0.0244709	0.013588	0.0101084	0.056877	0.0827932	0.18722	0.057082	0.0870254	0.0429614	0.048759	0.0219163	0.276101	0.0110084	0.0749367	0.0471527	0.0189853	0.00143488	0.0078808	0.0735541	0.0209555	0.0390605	0.00539844	0.0132642	0.0204934	0.0624582	0.0228524	0.0398496	0.0801538	0.0196001	0.0149995	0.00177234	0.0710048	0.00850683	0.0324905	0.00185927	0.00421671	0.0366228	0.00192593	0.257202	0.0421177	0.0621522	0.0806409	0.0181616	0.0998041	0.0610709	0.00613763	0.0598985	0.1363	0.103672	0.012227	0.0648009	0.0930452	0.0777109	0.021209	0.0297225	0.0314405	0.0319507	0.782558	0.0125134	0.0569877	0.0328379	0.0199517	0.186062	0.105823	0.0677731	0.0429548	0.0213637	0.122898	0.027251	0.000236614	0.194685	0.015505	0.00750669	0.0358298	0.00749943	0.123393	0.103282	0.00412255	0.000924245	0.00157041	0.0889118	0.00530469	0.201187	0.0098376	0.186831	0.156259	0.00830682	0.00764166	0.0282672	0.45598	0.00706614	0.130357	0.0426352	0.139644	0.272035	0.0838856	0.0414329	0.249356	0.175876	0.0603354	0.271028	0.634615	1.06482	2.02954	4	8.015244
1873000	-1392.864	-1375.159	-17.70559	2	1.566578	0.103085	0.0446066	0.034677	0.096471	0.011603	0.00768505	0.0205946	0.02915	0.0267952	0.00550952	0.0160222	0.0016857	0.0754701	0.0750995	0.0151932	0.0746502	0.0145422	0.0165111	0.00443917	0.0787397	0.176859	0.00767945	0.262175	0.0132669	0.0427975	0.156913	0.0189072	0.0169297	0.388895	0.0743896	0.105003	0.0614576	0.00626403	0.034281	0.0659596	0.124903	0.0119481	0.0304378	0.0127517	0.02788	0.162825	0.0418315	0.0147379	0.00454724	0.432124	0.00558593	0.00172781	0.0137862	0.0471291	0.0181727	0.0102191	0.0639876	0.0194155	0.0185415	0.000361021	0.114592	0.0399734	0.025194	0.277459	0.0528806	0.317848	0.0349161	0.0103223	0.0595585	0.019426	0.0632046	0.0849162	0.0534103	0.0760064	0.0689938	0.0288651	0.0256832	0.0270933	0.00965766	0.460126	0.012803	0.0627133	0.034419	0.0637324	0.21245	0.005246	0.10535	0.0198814	0.0272816	0.0591225	0.00508666	0.0452495	0.0361737	0.0098664	0.103256	0.0351471	0.0411789	0.101307	0.0142174	0.0145023	0.067148	0.0929256	0.000520757	0.0831542	0.0358601	0.106791	0.00797661	0.140107	0.0662759	0.022762	0.145478	0.604234	0.106193	0.0299845	0.0392293	0.00286247	0.0515336	0.0650774	0.142324	0.172556	0.00288983	0.103977	0.235427	0.599276	1.0541	2.11119	4	8.196191
1874000	-1367.322	-1353.513	-13.80935	2	1.338069	0.0656846	0.0475232	0.0339035	0.0212157	0.00114424	0.0114469	0.00430215	0.00717418	0.0491683	0.00588741	0.00626628	0.00159342	0.0569209	0.122897	0.0274564	0.0458197	0.00539003	0.0468487	0.0032282	0.0084951	0.149351	0.00522079	0.0461045	0.0702691	0.204871	0.0265938	0.00044879	0.0513087	0.0813496	0.0680121	0.106856	0.100627	0.0328056	0.000947861	0.00982756	0.104618	0.0234038	0.0975327	0.00969887	0.0051946	0.0391994	0.0421444	0.0203179	0.0171524	0.0255508	0.0397626	0.00134073	0.00491024	0.0660582	0.00949258	0.0128163	0.00543393	0.0286472	0.0200635	0.00769062	0.0114678	0.0123374	0.0160194	0.0706368	0.0381938	0.0242077	0.0514957	0.015731	0.060548	0.154973	0.0162346	0.0744831	0.0333749	0.108765	0.0855221	0.0104681	0.037149	0.0630232	0.00150252	1.04079	0.00668102	0.00207196	0.000719565	0.00207805	0.0552132	0.103892	0.0507396	0.13567	0.170113	0.0574974	0.0285317	0.0606289	0.00949751	0.0424693	0.22205	0.00669739	0.0272392	0.0855275	0.0552528	0.0982696	0.0575326	0.0734293	0.0586191	0.0587941	0.0385624	0.040945	0.0426988	0.195507	0.0410732	0.00330154	0.147453	0.877027	0.0207544	0.196838	0.212792	0.0627865	0.0551895	0.0545085	0.193706	0.0400779	0.0997806	0.0806441	0.199189	0.559179	1.03931	2.20233	4	7.907772
1875000	-1375.114	-1365.393	-9.720788	2	1.491182	0.0734081	0.10061	0.0178732	0.0703774	0.0176411	0.0181016	0.00792084	0.00755159	0.031092	0.0243144	0.0841284	0.0464377	0.0557818	0.0894627	0.00908005	0.0289505	0.000879733	0.0727015	0.0306621	0.0320329	0.0797582	0.0418871	0.102889	0.0590623	0.0727395	0.0245894	0.00540737	0.000789476	0.0754641	0.047281	0.0430133	0.0181893	0.00384187	0.00394985	0.00234618	0.139913	0.0264855	0.0197068	0.0236548	0.00149576	0.00866451	0.0250457	0.0355993	0.0154629	0.0918669	0.0309809	0.00254399	0.0309611	0.138524	0.000533868	0.0145139	0.0738792	0.0215675	0.0283771	0.00711683	0.0062409	0.0022475	0.0696453	0.095001	0.0925052	0.00654631	0.201544	0.00640562	0.0308659	0.00223694	0.0934949	0.0860675	0.0322175	0.015832	0.0171448	0.00245996	0.0109094	0.229071	0.0296319	0.476476	0.0470467	0.0272798	0.019152	0.0154756	0.0831601	0.169545	0.0872024	0.172998	0.0422277	0.0688528	0.151271	0.18019	0.00912944	0.0444549	0.0911985	0.0300824	0.0276319	0.0861697	0.0218656	0.0032404	0.127279	0.0430963	0.0234369	0.0598196	0.012359	0.289641	0.0196778	0.0258398	0.0825893	0.163027	0.0936251	0.428677	0.106193	0.00464468	0.116194	0.172215	0.0624453	0.00823496	0.179493	0.105011	0.0453423	0.0241228	0.223957	0.587082	1.0499	2.13906	4	7.214794
1876000	-1391.293	-1376.47	-14.82286	2	2.769363	0.0479773	0.0305338	0.0531799	0.0513135	0.0226149	0.0670119	0.0796301	0.0229793	0.0728023	0.0271053	0.00251441	0.013348	0.0163078	0.0609825	0.0115705	0.161754	0.00843019	0.0405793	0.0379235	0.0232795	0.246349	0.0102088	0.00168867	0.0277908	0.256975	0.0427351	0.00292073	0.0288728	0.0375724	0.0462065	0.0106907	0.0579642	0.00527941	0.00651409	0.00864576	0.0629967	0.120397	0.0486672	0.00388715	0.0257318	0.0772229	0.0190751	0.0267131	0.00472836	0.0512007	0.0392629	0.011327	0.021265	0.0910034	0.034844	0.0502786	0.120728	0.147941	0.0166868	0.0108162	0.0822615	0.0051084	0.0116504	0.0714831	0.0982887	0.128633	0.157348	0.0601558	0.00253324	0.012479	0.0294362	0.0133189	0.0160428	0.00790074	0.256928	0.0129078	0.0570001	0.077133	0.0113982	0.393698	0.0456936	0.00379563	0.0331777	0.329408	0.185498	0.00935218	0.0587283	0.345294	0.0243499	0.051978	0.00856463	0.169027	0.0469569	0.0848851	0.346393	0.0358955	0.019275	0.0602196	0.0227895	0.00182374	0.0360365	0.122314	0.144578	0.0210422	0.120348	0.046365	0.13386	0.00799772	0.0113296	0.104588	0.0481723	0.533813	0.0281378	0.00617793	0.0398136	0.064826	0.0629355	0.0672472	0.0642843	0.0121031	0.09021	0.113274	0.370593	0.717902	1.08111	1.83039	4	7.895289
1877000	-1399.214	-1383.064	-16.15082	1	1.76634	0.278684	0.0330859	0.0155531	0.00429898	0.00784667	0.0693298	0.0392614	0.0258039	0.00869184	0.000440558	0.0188003	0.0163462	0.02532	0.0925458	0.0214418	0.0541781	0.0826005	0.00998102	0.0253325	0.0880009	0.0657897	0.0887646	0.0878336	0.0779505	0.137563	0.0318206	0.0172462	0.171675	0.0286048	0.0569012	0.0318454	0.107124	0.0277226	0.00278293	0.0437129	0.179294	0.0444474	0.130168	0.0199679	0.0299018	0.00636784	0.0626583	0.108701	0.0381355	0.0884217	0.0199853	0.0199536	0.0169061	0.0383632	0.0110323	0.0145937	0.0678488	0.0860175	0.0246777	0.0121941	0.1696	0.0330115	0.00221123	0.122772	0.000631963	0.0204508	0.0178898	0.0870053	0.0119755	0.0264497	0.052749	0.108771	0.045229	0.188373	0.0305945	0.0144567	0.0584727	0.163713	0.0274231	0.602925	0.0547362	0.0983166	0.0171159	0.027779	0.106241	0.122675	0.00718131	0.00310558	0.178154	0.0314116	0.018998	0.221943	0.00818802	0.0158554	0.00215142	0.0256455	0.0450248	0.0915463	0.02158	0.0377457	0.0831598	0.074077	0.002861	0.0437085	0.00952354	0.0127972	0.0247732	0.0176669	0.0623748	0.0648131	0.204666	0.387569	0.109516	0.0612127	0.0314369	0.077155	0.00161795	0.0520236	0.169656	0.133891	0.319774	0.0718975	0.263693	0.62762	1.06287	2.04582	3	7.850786
1878000	-1415.041	-1388.667	-26.37374	2	2.228844	0.293403	0.0930193	0.0134449	0.04599	0.00322019	0.0114546	0.0124675	0.0704108	0.0340554	0.0411832	0.0187415	0.00124468	0.0716899	0.0966225	0.0174085	0.0265887	0.0297141	0.043648	0.00110329	0.0825559	0.153531	8.39613e-05	0.117249	0.0282833	0.194105	0.0541095	0.012567	0.00935309	0.273155	0.0627765	0.0218942	0.187307	0.0174623	0.049642	0.00775163	0.11329	0.115954	0.0731097	0.0676599	0.022949	0.0924637	0.0317974	0.0209007	0.0370773	0.186228	0.00311239	0.000156727	0.0156437	0.102962	0.014888	0.000240731	0.00559561	0.0531952	0.036465	0.0161288	0.11148	0.0281542	0.0738739	0.0545272	0.00503333	0.0393582	0.0461578	0.118153	0.0658186	0.00433896	0.0332647	0.00181869	0.161868	0.0562959	0.0682873	0.0602685	0.0194377	0.0136253	0.612739	0.34599	0.0311665	0.0505204	0.42952	0.160452	0.299385	0.0118701	0.0300205	0.588834	0.0155833	0.022895	0.0364119	0.0328857	0.00889973	0.0471666	0.021131	0.00744035	0.0201335	0.0330401	0.000166392	0.0198208	0.123369	0.0418298	0.0318402	0.257456	0.0713716	0.011385	0.0717474	0.0811896	0.225694	0.0341359	0.0580638	0.00726562	0.185983	0.0741946	0.0392804	0.0350573	0.0302358	0.0853311	0.110093	0.0712231	0.322002	0.0341783	0.319143	0.677333	1.07479	1.92874	4	8.997813
1879000	-1396.302	-1378.72	-17.58225	1	1.031424	0.0764987	0.0435422	0.00861834	0.0900063	0.00517629	0.0047824	0.0251092	0.072254	0.02603	0.0448656	0.018085	0.0058249	0.150765	0.0362233	0.0245447	0.0459939	0.0276582	0.0518748	0.00237563	0.0225069	0.0909525	0.0389395	0.0460524	0.101073	0.212799	0.0710561	0.0017317	0.121293	0.420767	0.00836098	0.0258199	0.0433127	0.0236693	0.0187787	0.0145844	0.0809782	0.0600984	0.0157546	0.00312888	0.0275081	0.0187842	0.0354944	0.0171433	0.0177983	0.0765941	0.0116152	0.00822182	0.0020615	0.0377881	0.00138737	0.00514459	0.021449	0.00148428	0.0666461	0.00145888	0.321331	0.0123993	0.00175244	0.0606669	0.00315549	0.0819942	0.197713	0.00110677	0.0221262	0.00372845	0.0256128	0.0387363	0.0125053	0.0263643	0.0869937	0.0058134	0.00584228	0.0523336	0.24499	0.889979	0.00243964	0.0203649	0.0839315	0.0392141	0.0792584	0.24564	0.0273074	0.112276	0.00618533	0.00345586	0.0147094	0.00346543	0.0602635	0.126202	0.0148327	0.11898	0.0322357	0.0453764	0.163721	0.116083	0.0212143	0.0697438	0.128274	0.00354172	0.103222	0.00424985	0.0504064	0.0394623	0.0214045	0.159945	0.127987	0.0333736	0.327238	0.0771031	0.267566	0.256908	0.104512	0.0326911	0.0855472	0.0605146	0.0344631	0.114502	0.143181	0.485997	1.00502	2.3658	3	8.067421
1880000	-1365.035	-1350.111	-14.92422	2	1.618326	0.0425192	0.0495106	0.0285445	0.0274985	0.00149861	0.00362853	0.0825626	0.012886	0.0359857	0.0096399	0.000378903	0.003168	0.045477	0.0692452	0.00753447	0.04839	0.0499058	0.00571078	0.00800726	0.0272436	0.153646	0.135665	0.12714	0.0806054	0.0294255	0.0161645	0.0165475	0.0349351	0.183188	0.0449478	0.105	0.0496793	0.0291694	0.000738902	0.0119138	0.175329	0.070177	0.0694831	0.00587701	0.00392612	0.0636481	0.0676259	0.0163814	0.00489094	0.0701302	0.0186262	0.000765046	0.00269302	0.0125354	0.0256312	0.0116415	0.0586066	0.110517	0.0276207	0.00459762	0.119424	0.0617373	0.00713735	0.0192406	0.00283452	0.0473579	0.087313	0.0220265	0.0656894	0.0402953	0.0384653	0.0820303	0.0250664	0.0275486	0.0928904	0.0150738	0.0146194	0.00216029	0.434988	0.914422	0.0541539	0.029184	0.210459	0.0449861	0.0600646	0.0662448	0.343736	0.10495	0.113029	0.00299413	0.0413956	0.0737834	0.0242136	0.0511178	0.193568	0.0238112	0.0283399	0.0876595	0.0449886	0.200842	0.110081	0.122784	0.104583	0.0502736	0.109432	0.0422857	0.0127195	0.0197373	0.034015	0.0249903	0.0772167	0.00319258	0.324679	0.0549772	0.0536704	0.0311767	0.0592269	0.315705	0.0119744	0.0595579	0.0146488	0.054555	0.243036	0.607136	1.05668	2.09315	4	8.010127
1881000	-1348.242	-1345.276	-2.966875	2	1.315172	0.0494331	0.0456921	0.00470382	0.0335697	0.00328332	0.0432523	0.00880799	0.0568733	0.0195482	0.00521353	0.00300039	0.00163179	0.0455587	0.197837	0.00131349	0.0307162	0.000779796	0.0579772	0.0121352	0.00244422	0.0775263	0.032581	0.169098	0.0222667	0.262679	0.029092	0.00532521	0.0117763	0.194737	0.0264342	0.073565	0.0847709	0.0157916	0.00498902	0.00865974	0.0408461	0.0792654	0.0151253	0.00835	0.00304956	0.100631	0.00500394	0.0602847	0.0119935	0.0638682	0.0213737	0.0020908	0.00840269	0.00813843	0.0258952	0.0190594	0.0210281	0.027716	0.00280326	0.00713985	0.166507	0.0230037	0.00755298	0.000719988	0.00546984	0.0151494	0.0515736	0.0334403	0.160258	0.018606	0.000700413	0.0625731	0.0541806	0.0354714	0.137372	0.00544087	0.0678834	0.0232531	0.257024	0.648252	0.0219213	0.350364	0.0232956	0.0838067	0.0674949	0.0111504	0.0989798	0.0404335	0.0280383	0.00516195	0.00881692	0.0920015	0.0580314	0.0421113	0.0222436	0.0801996	0.0282417	0.0745974	0.0242487	0.0323227	0.0843794	0.00553497	0.198636	0.0387697	0.0534962	0.0221483	0.00304585	0.132163	0.0551484	0.0301163	0.0874706	0.0517363	0.0132357	0.509564	0.10872	0.0486718	0.00389615	0.104161	0.0255595	0.0156742	0.0293902	0.175384	0.195308	0.554592	1.03743	2.21267	4	6.939924
1882000	-1377.891	-1374.845	-3.045889	2	1.539249	0.0758415	0.103811	0.0648857	0.00975546	0.0591906	0.00549348	0.0283199	0.050679	0.00870789	0.0252712	0.0303724	0.00541116	0.0201002	0.118114	0.0192349	0.0712206	0.0663409	0.00714856	0.00251029	0.0284852	0.109262	0.0740545	0.172076	0.0061681	0.0433521	0.0305562	0.00514865	0.0239054	0.0956774	0.0334257	0.0437683	0.0480673	0.0127183	0.00407805	0.000562556	0.0526468	0.113441	0.0226139	0.00120868	0.0068267	0.0167636	0.0231699	0.00546187	0.00201184	0.0896159	0.0462804	0.0202866	0.0067521	0.0174872	0.0205218	0.0078254	0.0377819	0.00903443	0.0140961	0.0045228	0.195953	0.0514447	0.0124375	0.0121344	0.0745966	0.0290606	0.0105645	0.00309112	0.0763512	0.0045824	0.0106413	0.00542641	0.0940541	0.0631658	0.0107614	0.00841118	0.00158941	0.0869018	0.441845	0.482121	0.0279834	0.0709267	0.0291367	0.156485	0.0523613	0.017939	0.0373123	0.108342	0.165999	0.0845714	0.0498477	0.0222681	0.00236375	0.0184695	0.0204597	0.0810313	0.0304801	0.0133459	0.0559807	0.0174098	0.0908834	0.00122495	0.241496	0.0658678	0.0225462	0.043359	0.0189897	0.154622	0.0444237	0.128725	0.173764	0.0272525	0.25649	0.0403464	0.0753958	0.0474845	0.136841	0.0628818	0.0580825	0.0188851	0.0306585	0.0697471	0.231322	0.594962	1.05265	2.12107	4	6.569877
1883000	-1384.994	-1373.056	-11.93744	1	1.002685	0.0577298	0.0709486	0.0135791	0.0559775	0.011906	0.00581592	0.0188586	0.0278994	0.0211026	0.00344369	0.00718371	0.0055255	0.100344	0.0570819	0.009385	0.0996543	0.00352344	0.0232427	0.017208	0.0119301	0.0217879	0.0823381	0.108605	0.105433	0.00373725	0.10017	0.0108945	0.00338324	0.073129	0.0322288	0.0119392	0.060707	0.00762684	0.00206966	0.0350006	0.16775	0.0755857	0.0172805	0.0385523	0.0202685	0.019374	0.0211952	0.00823583	0.00330402	0.222605	0.033969	0.00741846	0.0178286	0.185762	0.055874	0.109193	0.0216225	0.0232227	0.0424037	0.01084	0.106101	0.0226315	0.0177153	0.146016	0.0867355	0.0335567	0.104743	0.0180503	0.0743053	0.114464	0.0582604	0.0744547	0.113826	0.0120307	0.0284034	0.424478	0.023415	0.00864024	0.0121927	0.646811	0.0309208	0.357194	0.0325261	0.473929	0.0105334	0.0539532	0.209899	0.0675591	0.169948	0.0124756	0.0105389	0.0627505	0.00135989	0.12124	0.00737513	0.0233556	0.0336295	0.043029	0.0107027	0.00561946	0.0261979	0.0427217	0.00928595	0.023596	0.0537895	0.0192278	0.00205931	0.0269037	0.0397917	0.0185359	0.0913641	0.0646769	0.0347203	0.161484	0.161879	0.085553	0.0204709	0.128977	0.0652085	0.0567748	0.00535006	0.118199	0.137489	0.477558	1.00044	2.38451	3	7.505814
1884000	-1393.941	-1384.224	-9.716683	10	0.8790239	0.0596722	0.0576644	0.0218625	0.0413334	0.0144125	0.0117104	0.0350648	0.0203057	0.00296739	0.0345242	0.000748701	0.0535914	0.0711504	0.0572335	0.00900358	0.129451	0.0747702	0.111459	0.0148689	0.0705005	0.00093229	0.0867693	0.0675319	0.00898725	0.0618461	0.0721906	0.0158997	0.056176	0.0867535	0.0627172	0.12225	0.0562909	0.00440086	0.0259958	0.0340354	0.211561	0.117819	0.00563841	0.0224505	0.00111002	0.0162061	0.0529147	0.0067438	0.00120593	0.187125	0.0195905	0.0749413	0.0257051	0.158775	0.0209711	0.0126739	0.0105175	0.0202045	0.012131	0.0107128	0.0940827	0.00768072	0.0207943	0.0722779	0.0147572	0.0814692	0.101919	0.0063544	0.107455	0.0428568	0.151919	0.120903	0.00555913	0.0323448	0.108064	0.672464	0.0985254	0.0629215	0.155932	0.441765	0.0952419	0.0176907	0.0442229	0.0412219	0.0931925	0.0169594	0.000577546	0.0642844	0.094791	0.028335	0.00521782	0.0575213	0.156496	0.141121	0.00479794	0.201683	0.0168677	0.0249636	0.038036	0.0244701	0.0626374	0.0099676	0.0166384	0.0619424	0.116031	0.239905	0.0266904	0.171649	0.0193334	0.0216253	0.0509733	0.0449475	0.0141529	0.193033	0.0807008	0.0565864	0.0089774	0.105412	0.117551	0.112859	0.431661	0.0090403	0.11223	0.437106	0.976657	2.47401	5	8.184119
1885000	-1390.978	-1374.575	-16.40362	2	1.311012	0.041038	0.102494	0.0273484	0.0350844	0.0173712	0.00568069	0.0472006	0.0377841	0.00748891	0.0119492	0.0180023	0.00931466	0.0707049	0.0519889	0.0178575	0.0470064	0.00683851	0.000308779	0.111497	0.065011	0.141636	0.0849316	0.10141	0.0195478	0.141633	0.0163977	0.0154739	0.0643844	0.102697	0.126237	0.0880843	0.0641778	0.00238268	0.0351405	0.00597737	0.0945813	0.118306	0.158741	0.0160005	0.000292839	0.222457	0.0581982	0.0835153	0.0127865	0.0435915	0.0304144	0.0174046	0.0210205	0.088584	0.000211137	0.0961099	0.0582849	0.0538733	0.0283325	0.00291497	0.0346327	0.0319175	0.00763545	0.023065	0.032961	0.0323801	0.151023	0.0787775	0.0230406	0.0964787	0.0930252	0.0252151	0.0280052	0.0119312	0.0249022	0.0338939	0.0110919	0.0414409	0.00132491	0.623455	0.103704	0.0132729	0.0212209	0.215673	0.0177632	0.0452316	0.065118	0.0966506	0.0718839	0.0848284	0.00660624	0.0225908	0.0184752	0.0516794	0.284982	0.404966	0.0277764	0.0480699	0.0475189	0.00115139	0.146242	0.174193	0.0958484	0.0774074	0.00129186	0.0280977	0.0383235	0.12705	0.0057256	0.2415	0.0613265	0.451157	0.0138016	0.0770569	0.031357	0.0363861	0.10534	0.172049	0.03285	0.0697775	0.00423952	0.00473396	0.194597	0.553746	1.03708	2.21457	4	7.998815
