Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
10000	-1392.009	-1383.213	-8.796032	10	3.557079	0.184763	0.060593	0.0214359	0.0425808	0.0400702	0.000979738	0.0104008	0.0395991	0.0209627	0.0189039	0.104128	0.00876639	0.0771887	0.0572527	0.00344647	0.0123436	0.0408951	0.0525935	0.0447766	0.0317757	0.0925029	0.00998355	0.128494	0.0121203	0.148453	0.0364816	0.0105791	0.00967172	0.100804	0.0621268	0.0396122	0.0242346	0.00834802	0.00415642	0.0137634	0.242143	0.0487195	0.0299838	0.011488	0.0185885	0.094653	0.0492203	0.0464197	0.00419951	0.0628415	0.0285883	0.0106344	0.0100931	0.127653	0.00348259	0.0169291	0.0583619	0.0126215	0.0331375	0.00456133	0.0149993	0.0196617	0.0397714	0.074382	0.182123	0.0216369	0.057989	0.00224154	0.196137	0.0108189	0.0792108	0.130834	0.0652996	0.0247313	0.0412123	0.0750962	0.18468	0.00476771	0.0141609	0.100187	0.0560776	0.153505	0.0165349	0.0209602	0.1825	0.0204802	0.000875092	0.0280372	0.0430057	0.0462584	0.0498922	0.381725	0.133975	0.148522	0.0131923	0.139729	0.104823	0.127534	0.0499218	0.042806	0.0799534	0.161934	0.14259	0.0232942	0.0254331	0.464375	0.0246845	0.216111	0.017271	0.0182922	0.163591	0.23664	0.154496	0.14028	0.0244208	0.15179	0.0348009	0.00141255	0.192606	0.0665558	0.0285845	0.0357825	0.428241	0.75835	1.08416	1.72925	5	7.994301
11000	-1392.347	-1369.527	-22.81987	1	0.8144024	0.22144	0.0292872	0.0432942	0.0217463	0.0244974	0.00873636	0.0135677	0.0247155	0.0284135	0.0051148	0.0497226	0.00137029	0.0780842	0.0707171	0.0209649	0.0513012	0.0209621	0.0317555	0.0153721	0.0454071	0.195741	0.0380341	0.243501	0.0513418	0.133247	0.107764	0.0125966	0.0126346	0.0932747	0.048013	0.0247023	0.0415784	0.00630758	0.0115824	0.0334061	0.150464	0.00800171	0.0407552	0.00622726	0.0501746	0.0589688	0.0458593	0.00464587	0.0246662	0.164084	0.0225782	0.0161767	0.00911403	0.0409674	0.00835562	0.00646281	0.08374	0.0694105	0.0752388	0.0055526	0.213189	0.00117945	0.0307492	0.0573337	0.0666599	0.154063	0.140798	0.00844254	0.0337886	0.0208752	0.0338955	0.340826	0.0160199	0.360913	0.185514	0.0352537	0.13365	0.077469	0.0445081	0.148425	0.00992163	0.00510317	0.332881	0.00381912	0.00976962	0.201983	0.0745592	0.134424	0.049241	0.0323879	0.0682374	0.311914	0.0988718	0.00242528	0.0118395	0.243517	0.0399503	0.0151373	0.0172627	0.0077484	0.0412152	0.126564	0.0863191	0.0470059	0.0108609	0.571632	0.00626247	0.00151321	0.000735794	0.0931869	0.0167336	0.11522	0.241082	0.00743741	0.435468	0.0644688	0.025518	0.0380816	0.0393838	0.0154303	0.0761317	0.0264489	0.0986196	0.412869	0.960867	2.52764	3	8.612886
12000	-1392.319	-1374.477	-17.84169	2	1.909358	0.058137	0.0108592	0.0355951	0.0194517	0.0052615	0.00176025	0.00792652	0.015998	0.0328206	0.040804	0.0915471	0.0218805	0.0742963	0.040074	0.000140327	0.077739	0.0273997	0.0335298	0.0121298	0.00909475	0.0541999	0.140412	0.141718	0.0325009	0.326099	0.0298607	0.00918863	0.0661088	0.03279	0.0817365	0.0740791	0.085667	0.00652032	0.0216429	0.0486184	0.150645	0.0962503	0.14486	0.00860628	0.0183417	0.0483585	0.0268207	0.00537377	0.0048449	0.190229	0.0813654	0.0223627	0.0378936	0.0924751	0.0056274	0.0755974	0.0572972	0.140637	0.0107208	0.00308908	0.116408	0.0140523	0.0799205	0.0384843	0.039351	0.184616	0.166075	0.0851136	0.00367452	0.033469	0.0323578	0.110586	0.0990858	0.271185	0.0303496	0.153432	0.0106865	0.0120105	0.0410366	0.0205358	0.0114795	0.0583982	0.0866025	0.0158253	0.0154037	0.0782858	0.197803	0.025497	0.0174271	0.0310004	0.0485449	0.26022	0.104335	0.0571267	0.00335391	0.0953749	0.116142	0.0509468	0.0185154	0.0287498	0.00111029	0.0271543	0.22053	0.0316922	0.229493	0.056167	0.164709	0.117452	0.039009	0.0105128	0.0568798	0.199736	0.19553	0.0494311	0.00225978	0.0133866	0.0155597	0.576423	0.00990992	0.0461278	0.157401	0.176425	0.282209	0.645015	1.06755	2.00523	4	8.249343
13000	-1395.772	-1385.043	-10.72969	2	1.728492	0.0335335	0.0519951	0.0339541	0.00919925	0.0254642	0.0565077	0.0374459	0.0783015	0.0312895	0.0373413	0.0150987	0.0174575	0.0791942	0.0679043	0.00903094	0.0572482	0.0403069	0.0293629	0.0481687	0.00351734	0.280566	0.0517001	0.0907332	0.00386523	0.0657501	0.060293	0.00628764	0.00919971	0.0282196	0.0496392	0.0216671	0.0372056	0.0200828	0.00390305	0.0170357	0.0302141	0.0137546	0.0137905	0.0238325	0.0104382	0.0383999	0.0268219	0.0509248	0.0365669	0.25036	0.0161644	0.00705554	0.018628	0.0562153	0.0399661	0.0131967	0.0168431	0.067737	0.0240267	0.0454984	0.156886	0.00898122	0.0245666	0.0223224	0.0523833	0.0322142	0.001284	0.0441806	0.106111	0.0266952	0.157431	0.128329	0.0208111	0.040971	0.00019091	0.158078	0.110925	0.50838	0.0276225	0.142319	0.018431	0.315914	0.215805	0.0884455	0.0568082	0.0281496	0.054087	0.05039	0.118509	0.0524708	0.0724421	0.0374696	0.00886546	0.0730676	0.042073	0.0383808	0.0549012	0.074239	0.0626133	0.0259456	0.0683529	0.0356153	0.248664	0.0148746	0.0247845	0.00811101	0.00609804	0.060107	0.00958838	0.00707703	0.123942	0.136282	0.0185248	0.157091	0.0864025	0.243933	0.0265262	0.487796	0.0554289	0.0423734	0.0429947	0.0620963	0.258561	0.622642	1.06143	2.05736	4	7.535257
14000	-1374.447	-1358.786	-15.66107	2	1.774971	0.0985601	0.0785513	0.0168058	0.0293786	0.00783022	0.00503379	0.00415604	0.0611405	0.0279862	0.00591559	0.038049	0.00292464	0.0415029	0.00515437	0.000971034	0.100102	0.0062705	0.0212343	0.00648209	0.0267771	0.242429	0.0836001	0.0864518	0.0343828	0.256459	0.0184699	0.00324591	0.0276918	0.104408	0.0426056	0.0146747	0.0628129	0.0239611	0.0106422	0.000149754	0.0157095	0.00150597	0.0623623	0.00976489	0.0115888	0.0640813	0.0414907	0.000131923	0.00218804	0.180352	0.0222962	0.000955382	0.00484413	0.0426167	0.0475562	0.0166852	0.0413382	0.00272585	0.00757413	0.0293924	0.169284	0.152625	0.0556215	0.137144	0.022268	0.00592084	0.0480886	0.192584	0.00653922	0.0298006	0.0108437	0.0117399	0.0121865	0.000257787	0.033432	0.112512	0.0623776	0.817838	0.0616485	0.0178471	0.00765337	0.0582341	0.048995	0.0700478	0.0683024	0.175796	0.186618	0.0465826	0.0471957	0.0301761	0.0411563	0.0304238	0.0300674	0.104048	0.0141629	0.115069	0.103892	0.101039	0.0867769	0.0155498	0.0769466	0.0423572	0.149358	0.00691297	0.00675208	0.250968	0.0129854	0.072304	0.0888331	0.0423041	0.227763	0.0847254	0.0811076	0.0387137	0.0298985	0.0812684	0.0724415	0.661426	0.0418528	0.0133611	0.165393	0.101751	0.264849	0.628732	1.06318	2.04323	4	7.893739
15000	-1368.146	-1360.328	-7.818192	10	1.077256	0.177724	0.0380812	0.021275	0.0164892	0.0080319	0.0062498	0.0292267	0.0503988	0.0113542	0.0352201	0.0283065	0.0027635	0.0583332	0.0323665	0.00052477	0.0306158	0.0431318	0.0480865	0.0113433	0.0225322	0.0386603	0.104728	0.133319	0.0982882	0.0933468	0.0851052	0.00717378	0.0177883	0.0356307	0.0813485	0.0785472	0.125311	0.0225458	0.0288889	0.005017	0.0231306	0.0984248	0.00648316	0.0542485	0.00869046	0.0502265	0.0158291	0.0238247	0.0169328	0.0988177	0.0278673	0.0250318	0.0029466	0.090278	0.0292322	0.00887371	0.0163728	0.0836396	0.0101719	0.0125351	0.147914	0.0164225	0.0132051	0.346443	0.0126619	0.0126791	0.02549	0.116843	0.0504871	0.00630312	0.0141165	0.0248739	0.0622938	0.0254903	0.0749967	0.0161866	0.102546	0.466684	0.0394608	0.0112928	0.0717398	0.0288341	0.0397002	0.111325	0.00670419	0.246176	0.206966	0.0690387	0.0857035	0.360417	0.127667	0.0430018	0.0307598	0.148997	0.0534405	0.261046	0.0687243	0.0171486	0.134463	0.0188896	0.0504419	0.0648852	0.0232097	0.349372	0.00286153	0.113873	0.0718194	0.206395	0.0359384	0.0115049	0.0569253	0.0481511	0.0504749	0.0864193	0.322507	0.107282	0.000483569	0.0636531	0.138983	0.0275446	0.0711252	0.136103	0.152106	0.498802	1.01171	2.33738	5	8.088395
16000	-1393.019	-1378.546	-14.47379	2	1.492845	0.0642172	0.0378782	0.0270986	0.0627452	0.0557299	0.0255471	0.0199265	0.00867489	0.027876	0.0206379	0.0105129	0.0114235	0.0285826	0.0700945	0.000884971	0.0195531	0.0189026	0.0346534	0.0388634	0.00882922	0.0251255	0.0614465	0.142449	0.0307939	0.0968702	0.0310304	0.0441293	0.00913823	0.043191	0.129507	0.0977178	0.0885012	0.00143016	0.0198132	0.00301151	0.110074	0.0330442	0.0731979	0.117453	0.0251324	0.114064	0.0296622	0.00245767	0.00470403	0.149598	0.02337	0.0646457	0.00588322	0.0738583	0.0411333	0.0455861	0.0695759	0.266102	0.0455774	0.00479159	0.109162	0.0116486	0.0315926	0.0942404	0.045397	0.05323	0.0565533	0.103617	0.0451602	0.0210823	0.148651	0.0239189	0.0279269	7.72921e-05	0.0506872	0.151165	0.0186553	0.620808	0.0304108	0.43425	0.0147672	0.163376	0.083709	0.0614996	0.0938901	0.118895	0.0195359	0.250519	0.0430372	0.408779	0.0718041	0.0344026	0.0378183	0.0518777	0.0791997	0.0295396	0.0349722	0.00649508	0.0494257	0.0312251	0.0516771	0.161989	0.00168502	0.0262652	0.0517299	0.0285013	0.0689768	0.0214898	0.0828171	0.0152181	0.0251979	0.0718398	0.0149502	0.238783	0.227053	0.0886309	0.00222442	0.00557725	0.146468	0.0528022	0.0323671	0.0958779	0.224215	0.587361	1.05	2.13843	4	7.991821
17000	-1378.868	-1364.6	-14.26723	2	1.224998	0.0836236	0.109118	0.0364069	0.0217336	0.0245577	0.0282332	0.0115674	0.0208833	0.0220876	0.0199403	0.00783607	0.00238758	0.18974	0.170314	0.0106809	0.0572166	0.0584991	0.0490938	0.012238	0.00473567	0.0788392	0.0129121	0.265312	0.0510526	0.101899	0.0330631	0.00154592	0.0250963	0.0949875	0.0224217	0.0858775	0.10148	0.0067787	0.0111594	0.00465377	0.0281078	0.0905426	0.0265001	0.0102166	0.0027746	0.17346	0.00790188	0.0159828	0.00535996	0.246909	0.0430181	0.0025486	0.0249231	0.075502	0.0160346	0.0165886	0.0292712	0.288274	0.077458	0.0212411	0.154267	0.00640795	0.0095112	0.0913654	0.0458481	0.0911771	0.0385429	0.0296561	0.111399	0.0404834	0.0569833	0.0653578	0.00566525	0.050096	0.0866491	0.166629	0.076364	0.603841	0.0119843	0.0164227	0.0792732	0.0258254	0.115302	0.145834	0.208813	0.120747	0.00146889	0.0427435	0.0416999	0.313756	0.0413269	0.0194004	0.107879	0.00568913	0.26648	0.234308	0.0237946	0.0191587	0.0397055	0.00399442	0.0997779	0.017539	0.0897207	0.0281319	0.0137493	0.0293352	0.0186398	0.00440262	0.00362512	0.0511396	0.27941	0.018648	0.0267311	0.000909083	0.283399	0.00630349	0.0390563	0.0201978	0.147475	0.0366841	0.00336822	0.253498	0.179554	0.535311	1.02916	2.25597	4	8.128176
18000	-1400.287	-1386.658	-13.62832	2	1.689027	0.0725579	0.0665968	0.0295922	0.059826	0.0153133	0.017628	0.0295581	0.0127396	0.0425781	0.00099458	0.00463421	0.0336722	0.0184405	0.046997	0.0219025	0.0934979	0.14208	0.00142949	0.0202548	0.0194036	0.177209	0.102481	0.0523999	0.0213265	0.0653836	0.0658417	0.0183707	0.0343349	0.0428255	0.071406	0.076443	0.0437871	0.0145157	0.0210116	0.0328385	0.103742	0.0297125	0.0896328	0.0187634	0.00408953	0.0521545	0.0117162	0.0141234	0.0245981	0.256688	0.00605878	0.00900313	0.00799765	0.012505	0.0302582	0.00844512	0.122005	0.0505756	0.0129332	0.0530659	0.152986	0.000143534	0.143807	0.0345477	0.132476	0.28663	0.00360939	0.00662374	0.00361249	0.149416	0.135983	0.0571773	0.0503831	0.037071	0.0150383	0.0740596	0.062206	0.638579	0.00648127	0.0539925	0.000616717	0.000956693	0.0238435	0.00380994	0.00385753	0.0681916	0.263757	0.021146	0.0396525	0.843506	0.00756468	0.0367255	0.142046	0.0685778	0.048967	0.172916	0.0745134	0.186843	0.0107892	7.96876e-05	0.0598784	0.0868039	0.0808403	0.0908436	0.0168813	0.00957673	0.0293792	0.0876098	0.0175892	0.0275207	0.0364151	0.131125	0.00368662	0.0982338	0.0471069	0.0039196	0.00419115	0.0202238	0.00241681	0.0290306	0.0297296	0.384559	0.253102	0.617268	1.05983	2.0698	4	7.868683
19000	-1388.27	-1366.919	-21.35133	2	1.813271	0.207991	0.0231706	0.0515465	0.0807941	0.0099443	0.0418106	0.0375945	0.0801993	0.0081441	0.00934168	0.0430486	0.0101719	0.00735461	0.0746518	0.00627431	0.0716009	0.0218947	0.0719736	0.00496299	0.0281303	0.00482642	0.041522	0.0127447	0.0336472	0.163701	0.0508297	0.0108314	0.0206573	0.0723898	0.038457	0.0451548	0.0479004	0.00327865	0.0168589	0.0421254	0.0135788	0.0546983	0.0214287	0.0137326	0.00226901	0.0466686	0.030065	0.0172117	0.00951497	0.342877	0.110186	0.0098427	0.0143892	0.042089	0.000759862	0.045612	0.0901926	0.121361	0.131249	0.00941691	0.115518	0.0349898	0.0362887	0.0460294	0.0440208	0.00145702	0.0309261	0.163898	0.0279533	0.0616254	0.179607	0.272889	0.0252213	0.0337011	0.0268677	0.0211171	0.211301	0.709824	0.00967245	0.109625	0.0460062	0.170147	0.0123232	0.0290151	0.0610615	0.125749	0.0585354	0.0495488	0.016862	0.465842	0.205456	0.011227	0.136256	0.359791	0.0120881	0.0231993	0.165167	0.0966656	0.0224114	0.0277107	0.0356446	0.229835	0.14584	0.0207267	0.00744527	0.0142569	0.0275453	0.0215944	0.0959554	0.0254963	0.0819145	0.0518241	0.0143951	0.0222099	0.00691832	0.397159	0.00877893	0.121056	0.0832734	0.0501335	0.0450938	0.182601	0.269918	0.633565	1.06453	2.03199	4	8.569959
20000	-1375.272	-1371.713	-3.559236	2	2.29169	0.0522865	0.0951486	0.0829434	0.02804	0.0759669	0.0328647	0.00721144	0.00501629	0.0200878	0.00331211	0.000847068	0.00652309	0.158737	0.0720472	0.0183828	0.0429073	0.00343938	0.0488644	0.0158675	0.00780429	0.172312	0.0786494	0.19758	0.0723789	0.0956285	0.0435173	0.00423039	0.00536168	0.11449	0.0356548	0.045832	0.121111	0.0308841	0.0197147	0.0126413	0.110574	0.00463874	0.0119958	0.00136842	0.00924974	0.0542825	0.0286024	0.00720035	0.0543163	0.083506	0.0801919	0.01626	0.0191611	0.0918924	0.00688997	0.0156317	0.0476366	0.0874532	0.0422869	0.00230172	0.0704436	0.014764	0.0927948	0.00736869	0.0531208	0.122653	0.0871798	0.00578603	0.0157796	0.034962	0.0389799	0.00187705	0.00838028	0.167983	0.00386684	0.0411629	0.00489045	0.488675	0.0112068	0.137624	0.0628029	0.0378405	0.018971	0.00613136	0.0724487	0.330781	0.0245194	0.0125824	0.0855884	0.267219	0.00992197	0.00277538	0.0579082	0.226499	0.00366374	0.0102317	0.0599984	0.0470944	0.264469	0.0188147	0.0100278	0.0448489	0.109597	0.0113922	0.0257069	0.245495	0.00206968	0.0506463	0.0243311	0.0721021	0.0518458	0.0847309	0.205947	0.0121363	0.0861358	0.0445696	0.00966753	0.0342693	0.0845558	0.00379917	0.000575832	0.134143	0.325773	0.682833	1.07583	1.91557	4	6.982075
21000	-1397.817	-1379.24	-18.57626	2	1.177989	0.0029439	0.064514	0.0947397	0.0244875	0.00295895	0.0225751	0.0435395	0.00793564	0.0348476	0.0230609	0.00818143	0.00550247	0.119096	0.0253248	0.000275417	0.25493	0.0245341	0.0794777	0.0248847	0.0431961	0.0217637	0.0488055	0.136	0.0582528	0.306631	0.0625111	0.030223	0.00125863	0.00869692	0.0765446	0.093664	0.024367	0.0134261	0.0433532	0.0104923	0.133067	0.0896964	0.0947142	0.0679674	0.00150801	0.0909955	0.0374504	0.0318852	0.000329363	0.190451	0.0270587	0.0188252	0.0212135	0.0551445	0.0194118	0.0285863	0.038046	0.045619	0.0481672	0.0153583	0.0341449	0.0160553	0.0482243	0.0360633	0.0472691	0.133381	0.0604967	0.121586	0.137653	0.054135	0.160603	0.000739973	0.0519558	0.0135784	0.0595596	0.0336387	0.0251495	0.900476	0.00794428	0.0959615	0.0102913	0.131305	0.0340729	0.00704099	0.0816999	0.0920486	0.0501573	0.0312604	0.000325722	0.709825	0.0457769	0.0548042	0.106645	0.00325092	0.167779	0.0189389	0.0697712	0.0104427	0.113154	0.010989	0.134251	0.0653469	0.0541285	0.0251087	0.026276	0.0648153	0.0138077	0.031006	0.00952165	0.0229651	0.0136465	0.120162	0.0147702	0.291308	0.0565232	0.0312099	0.00270922	0.0896231	0.0865215	0.0279743	0.103207	0.179683	0.171042	0.524413	1.0242	2.28034	4	8.151248
22000	-1368.407	-1354.881	-13.52656	2	1.298564	0.0208415	0.00736798	0.0256312	0.0225367	0.00169835	0.00801432	0.00842179	0.0275344	0.0533348	0.0136525	0.00400807	0.00149932	0.0386198	0.0843	0.0816445	0.0404056	0.0173482	0.0254219	0.00915628	0.0510821	0.0596279	0.0494934	0.10459	0.0355593	0.224474	0.0743466	0.0135905	0.196097	0.154921	0.0633623	0.0390067	0.150562	0.0175758	0.00372601	0.00523528	0.101602	0.0730958	0.027125	0.00718684	0.031007	0.013594	0.0140269	0.0220291	0.0099409	0.234765	0.0880615	0.0035547	0.0044911	0.0527518	0.0021481	0.00747068	0.00483952	0.0175967	0.0238801	0.00276595	0.101631	0.0372251	0.0157463	0.185909	0.0164073	0.104535	0.0377134	0.0564436	0.268909	0.000630571	0.0800829	0.042046	0.0863704	0.0578	0.0127417	0.0602768	0.146732	0.748478	0.0196803	0.0902569	0.0560914	0.268825	0.114105	0.021769	0.0449644	0.11346	0.177009	0.016845	0.106212	0.476013	0.120095	0.0409804	0.0682653	0.0327075	0.00359816	0.0173039	0.0211177	0.0488358	0.0560933	0.0341286	0.0895454	0.097888	0.188176	0.017751	0.0232964	0.0418151	0.133319	0.0326791	0.040166	0.0078625	0.00360679	0.00656165	0.00686033	0.0192615	0.137786	0.00170864	0.0898461	0.215776	0.0397748	0.0285107	0.00323642	0.163251	0.192462	0.55119	1.03602	2.22033	4	7.873332
23000	-1391.192	-1376.069	-15.12269	2	1.911339	0.0740523	0.0992604	0.0457513	0.0148404	0.00226975	0.011829	0.0635172	0.0513045	0.0186867	0.00598343	0.0151217	0.0376479	0.0769019	0.112678	0.0115537	0.048121	0.0247795	0.0284723	0.0142485	0.0916441	0.0773125	0.0395416	0.0507219	0.0594803	0.0629032	0.0810594	0.0034087	0.00580868	0.082564	0.0499414	0.0598274	0.0647348	0.0252132	0.00921098	0.00542402	0.0234272	0.0643223	0.010765	0.000261007	0.00568571	0.131528	0.106631	0.0277848	0.0441278	0.294513	0.03702	0.0032893	0.0452633	0.112481	0.0242871	0.00444732	0.0383928	0.0442658	0.064876	0.0139147	0.212517	0.0255494	0.0146874	0.073567	0.0265068	0.145145	0.0889703	0.0136591	0.159133	0.00265249	0.0131098	0.022618	0.120514	0.0131041	0.0138158	0.0146597	0.0979126	0.776716	0.119581	0.0195493	0.00517912	0.00762959	0.140437	0.0550049	0.0428107	0.0335871	0.166415	0.0532409	0.22413	0.205389	0.00640638	0.025015	0.031513	0.01628	0.220446	0.33808	0.0847971	0.018003	0.340398	0.060134	0.0255735	0.0666775	0.0120931	0.0655785	0.00352363	0.169783	0.0824332	0.0891104	0.134503	0.0489686	0.0311435	0.0672075	0.000987638	0.0430773	0.174949	0.00842979	0.0428371	0.147735	0.00872045	0.0612121	0.071554	0.127267	0.282456	0.645242	1.0676	2.0047	4	8.155328
24000	-1404.805	-1388.035	-16.77074	10	1.619406	0.0577005	0.0426689	0.0156468	0.0430269	0.0138096	0.00848738	0.0281035	0.143479	0.00949309	0.00843478	0.00951027	0.0583261	0.0143417	0.0950352	0.0140424	0.0902511	0.100446	0.0390345	0.0249732	0.00948466	0.0372447	0.0104069	0.201906	0.087836	0.182961	0.0638885	0.0356912	0.00152728	0.265334	0.117859	0.0694632	0.0882423	0.0262348	0.0203828	0.051931	0.157501	0.0192164	0.00990251	0.0185534	0.00231964	0.155544	0.0120884	0.0790767	0.0243934	0.134256	0.00348888	0.0350192	0.0276737	0.0697937	0.0522632	0.00863248	0.0736727	0.061241	0.160194	0.00266474	0.0944008	0.047192	0.0340918	0.0764706	0.102583	0.0298286	0.0355174	0.0382334	0.0587353	0.000581033	0.00684405	0.00141346	0.202315	0.0296073	0.0452044	0.007817	0.250573	0.391418	0.126171	0.0283218	0.0347256	0.0412617	0.0412444	0.145078	0.0378329	0.101931	0.0416979	0.0884943	0.00512035	0.556378	0.074679	0.0601076	0.0345641	0.0440693	0.0467157	0.0021943	0.131851	0.0633243	0.329419	0.00118094	0.0319104	0.0849111	0.0526488	0.0273901	0.0159286	0.138143	0.0319656	0.0760119	0.0891044	0.000446542	0.22187	0.12673	0.0669969	0.00733517	0.348711	0.0503873	0.0672974	0.0222653	0.166078	0.0272171	0.0449689	0.169847	0.243193	0.607296	1.05673	2.09278	5	8.552053
25000	-1389.398	-1367.371	-22.02686	2	1.627755	0.158963	0.0521508	0.0345955	0.0112692	0.00933058	0.0767978	0.0355857	0.0264372	0.0340644	0.0196287	0.01292	0.00985815	0.0404242	0.0834733	0.00637476	0.0745188	0.0780059	0.0181782	0.0402947	0.0115423	0.20736	0.0647557	0.126168	0.0336985	0.0584306	0.0287888	0.0129736	0.134132	0.059734	0.0344347	0.0342452	0.109895	0.00658277	0.00269539	0.000730028	0.150696	0.0976867	0.106952	0.00686755	0.0117764	0.0221255	0.022301	0.0794325	0.00813183	0.213315	0.0535772	0.00582966	0.00027712	0.0146612	0.0330721	0.000735215	0.0109253	0.0601497	0.00767263	0.0379787	0.0940589	0.0181193	0.0233221	0.123818	0.115232	0.114378	0.273689	0.0150778	0.0803606	0.0124748	0.10961	0.0214456	0.0653557	0.0600329	0.031448	0.00582246	0.218634	0.582041	0.0427491	0.201357	0.128597	0.00521407	0.0290138	0.0210483	0.0100607	0.0452728	0.0839124	0.0166472	0.270701	0.366423	0.0339736	0.0267602	0.123174	0.0940833	0.351454	0.289491	0.0404787	0.105675	0.180107	0.0241867	0.0487089	0.0943869	0.188165	0.000407287	0.0723027	0.00865782	0.0924448	0.0555215	0.0392319	0.0731455	0.122473	0.0565967	0.0216476	0.0855081	0.137212	0.192079	0.0379544	0.0639932	0.0114963	0.0534915	0.0337106	0.0329837	0.2444	0.608527	1.05712	2.08995	4	8.670619
26000	-1412.97	-1387.171	-25.79945	2	1.050649	0.072115	0.0727662	0.0434484	0.0396108	0.00544434	0.0271292	0.0343656	0.0566481	0.0100277	0.00346204	0.00665667	0.0254231	0.0263353	0.0514606	0.0160133	0.0921575	0.0263259	0.0438864	0.0110537	0.00368948	0.438781	0.0186978	0.165285	0.0385345	0.261546	0.0593372	0.00613087	0.00801695	0.0444599	0.104005	0.184505	0.0211443	0.0914415	0.0189518	0.0241087	0.0744425	0.00715063	0.0225397	0.00460076	0.00863396	0.103108	0.0813024	0.0623141	0.0255943	0.0403513	0.0166697	0.0423178	0.0299061	0.0530475	0.0417411	0.00334462	0.0146476	0.011919	0.018989	0.0868073	0.0391635	0.00100549	0.0629757	0.0962204	0.00350732	0.224193	0.334784	0.0211791	0.0213185	0.0321025	0.178096	0.0348088	0.0671167	0.028619	0.00253232	0.0215638	0.0341824	0.0828386	0.104055	0.1481	0.0670977	0.0302831	0.0840798	0.0935011	0.156777	0.0327427	0.193662	0.220896	0.762994	0.183012	0.0548117	0.00138379	0.0100493	0.218105	0.0473435	0.216199	0.0280704	0.022019	0.0997067	0.0626262	0.0384009	0.111538	0.0378373	0.35089	0.020534	0.14865	0.0316672	0.0793714	0.180762	0.227845	0.196021	0.0120723	0.0395357	0.0175637	0.157962	0.0396885	0.0255535	0.181183	0.164709	0.0825959	0.0250735	0.0614081	0.146948	0.491463	1.00791	2.35368	4	9.256979
27000	-1373.882	-1360.083	-13.79844	2	1.011026	0.0881445	0.119373	0.0542428	0.0393422	0.0130239	0.0201946	0.0444564	0.0723702	0.0319199	0.0135181	0.00514981	0.0077113	0.0435924	0.0394546	0.0190525	0.0533923	0.0288689	0.0124353	0.0103283	0.00521964	0.13534	0.135837	0.14533	0.0336281	0.283855	0.0421203	0.00458962	0.0091135	0.0729871	0.0761625	0.148402	0.121966	0.0283145	0.0660961	0.0267192	0.0365346	0.0554064	0.0756501	0.00490982	0.00187949	0.213882	0.00308493	0.0355349	0.0114928	0.124932	0.153742	0.046942	0.00292284	0.056033	0.00252047	0.0151169	0.00370179	0.00389516	0.0418422	0.00770283	0.0257503	0.0254053	0.0272557	0.0371289	0.00477088	0.106748	0.0279311	0.21423	0.0279181	0.060627	0.0339925	0.0107046	0.0474475	0.0113152	0.122384	0.00973295	0.0586347	0.0390014	0.138949	0.101396	0.0113394	0.0165042	0.0183935	0.0173972	0.0235659	0.226539	0.281276	0.0639839	0.00296565	0.0136506	0.0919924	0.00388878	0.000209597	0.122602	0.282064	0.0567321	0.0679748	0.0089348	0.160642	0.0820916	0.00931578	0.212367	0.112526	0.147468	0.772523	0.0213011	0.000831108	0.0495309	0.00386604	0.311049	0.153202	0.0440242	0.00108263	0.161288	0.029828	0.00491779	0.0429058	0.105543	0.128764	0.0121716	0.016258	0.0719156	0.139149	0.480041	1.0018	2.37901	4	8.046726
