Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1181000	-390.3316	-405.4802	15.14859	10	0.9567768	0.0741261	0.0121296	0.00714214	0.0573374	0.0726637	0.0443387	0.0677061	0.0134164	0.00840426	0.0150886	0.0925487	0.016924	0.0721587	0.0229344	0.00708439	0.0280464	0.0422897	0.0313828	0.0523341	0.067813	0.183066	0.0958038	0.0871693	0.0544722	0.00588191	0.136848	0.522968	0.189651	0.0310283	0.764795	0.0167761	0.00859839	0.663703	0.000258047	0.00512638	0.299775	0.112329	0.06244	0.00155739	0.0534693	0.00727633	0.00196225	0.00795902	0.0508405	0.145132	0.00800484	0.0653954	0.128251	0.463363	0.992452	2.41593	5	4.388155
1182000	-383.9944	-410.1796	26.18525	10	1.673477	0.151333	0.0356103	0.0426219	0.0091467	0.0296618	0.172519	0.0378214	0.00275678	0.388765	0.0109355	0.0764481	0.112822	0.0628225	0.000741784	0.0485531	0.0756443	0.185275	0.0127716	0.0735398	0.0296601	0.065184	0.0378636	0.0163379	0.00483189	0.0184994	0.220334	0.119358	0.248901	0.0176235	0.0145919	0.122776	0.061554	0.102679	0.155549	0.0448366	0.092792	0.00576455	0.336712	0.0118936	0.0509358	0.0169197	0.0761875	0.0234611	0.0741512	0.002462	0.0824379	0.165212	0.25092	0.615097	1.05917	2.07481	5	3.749302
1183000	-385.5299	-405.5558	20.02582	10	0.7587278	0.309688	0.0343183	0.131747	0.10741	0.103285	0.126668	0.0342202	0.0158815	0.274445	0.00714775	0.0925176	0.210239	0.0568747	0.0398376	0.00252608	0.0219386	0.0957297	0.0219511	0.0491894	0.0415821	0.0179478	0.13941	0.0790536	0.0336524	0.0072713	0.135584	0.0270166	0.0352895	0.0455129	0.092503	0.0524372	0.141604	0.319212	0.0718146	0.223561	0.00721992	0.16923	0.431287	0.195989	0.0387325	0.0552584	0.0637002	0.100178	0.0210024	0.0469442	0.0490783	0.544575	0.0867515	0.389971	0.944828	2.57845	5	4.922262
1184000	-389.5702	-407.2256	17.65543	10	0.7384481	0.396197	0.0229657	0.0076165	0.0442218	0.0547178	0.140928	0.0297699	0.00387179	0.113692	0.0161128	0.0507484	0.0158061	0.0337572	0.0119933	0.0588694	0.0493957	0.0194853	0.0374032	0.01554	0.0308511	0.0168914	0.136453	0.0268346	0.0675638	0.0726569	0.194634	0.0360215	0.317275	0.665782	0.361102	0.0289335	0.0438185	0.28922	0.0764656	0.316179	0.054582	0.0239001	0.0724053	0.00143577	0.144358	0.032387	0.0226329	0.00750779	0.0178528	0.128308	0.123478	0.103776	0.0824124	0.38112	0.938323	2.59814	5	4.536398
1185000	-373.7432	-406.3292	32.58606	10	1.914072	0.0213626	0.0101804	0.0297862	0.0944099	0.0344132	0.0976858	0.100601	0.0313247	0.360592	0.0161571	0.0504321	0.147569	0.0119969	0.0467136	0.0129803	0.0313198	0.0108912	0.0713759	0.0326528	0.00676794	0.0705937	0.0636405	0.0645195	0.0231331	0.0386549	0.0346477	0.0868565	0.344492	0.0596297	0.0104323	0.226086	0.00414806	0.0356338	0.02494	0.0777856	0.0794608	0.368705	0.0270834	0.0388485	0.0262132	0.042747	0.30061	0.0647638	0.133063	0.0267383	0.00183805	0.0371879	0.282797	0.645554	1.06768	2.00397	5	3.531665
1186000	-383.2525	-408.0488	24.7963	10	2.706398	0.15021	0.0177728	0.018655	0.0428634	0.0423425	0.024676	0.024289	0.0318746	0.175354	0.003581	0.164875	0.0682451	0.0523815	0.0146539	0.0168797	0.0579029	0.0831225	0.0370487	0.0241275	0.0432708	0.0276738	0.0434039	0.0475915	0.00290723	0.0672316	0.284202	0.0443607	0.271136	0.0767355	0.0855103	0.220422	0.0926839	0.120689	0.253549	0.0134204	0.00273115	0.136155	0.140332	0.00305783	0.00560522	0.157476	0.00914351	0.177765	0.0277436	0.1177	0.436183	0.00964835	0.365191	0.713857	1.08062	1.84033	5	3.969183
1187000	-363.4016	-393.0522	29.65062	10	0.893046	0.0990215	0.0128091	0.0571907	0.0230723	0.011897	0.0173145	0.0138311	0.0216201	0.230278	0.0231728	0.0951646	0.131781	0.0400168	0.0873639	0.024456	0.0174128	0.0584659	0.0443706	0.0225441	0.0226444	0.00848858	0.00478066	0.0530193	0.0144525	0.0070863	0.0334032	0.0566304	0.00301761	0.355781	0.000243237	0.06723	0.0443923	0.0945537	0.0954734	0.113117	0.0843741	0.00237567	0.0262201	0.0125075	0.0979847	0.203862	0.0203792	0.00609081	0.106857	0.636278	0.482508	0.130372	0.115151	0.442063	0.979741	2.46304	5	3.815906
1188000	-388.3936	-413.8533	25.45976	10	1.231477	0.205068	0.0222081	0.0106204	0.0234586	0.0336632	0.0230328	0.0139868	0.00710904	0.148324	0.00523984	0.191636	0.0940122	0.0448806	0.0576486	0.0244357	0.0665023	0.106289	0.0628912	0.0515234	0.162285	0.0670081	0.0739071	0.0216923	4.70521e-05	0.0115739	0.0165752	0.00102118	0.0193887	0.452881	0.000739315	0.173768	0.112362	0.0292666	0.00117194	0.0422437	0.180654	0.00636791	0.289786	0.163706	0.0295082	0.045384	0.0348727	0.319525	0.0240575	0.228044	0.162634	0.0773998	0.180711	0.536765	1.02981	2.25271	5	3.940399
1189000	-374.7201	-399.8813	25.16118	10	0.6456592	0.22959	0.0165531	0.07668	0.0109116	0.0123726	0.0056466	0.0226956	0.0179993	0.0881955	0.0563567	0.142877	0.00298216	0.0910149	0.0382591	0.0016148	0.0885784	0.0965818	0.0117706	0.0728174	0.0471401	0.00703876	0.0637377	0.0101789	0.0533922	0.0126092	0.0412288	0.0127185	0.28261	0.051671	0.00755301	0.0930735	0.28454	0.247594	0.131936	0.0279337	0.0215031	0.549469	0.224841	0.00155163	0.0592148	0.0967733	0.00057358	0.0452805	0.00819547	0.0321014	0.0507681	0.0388563	0.0626414	0.336721	0.902938	2.6977	5	3.587581
1190000	-366.7647	-402.1844	35.41975	10	2.327131	0.0651244	0.00502059	0.0384207	0.0323676	0.0162998	0.0571821	0.0295161	0.0048821	0.147768	0.0487032	0.272855	0.0590679	0.0216088	0.023206	0.00929011	0.00715052	0.0638202	0.0946039	0.00722455	0.00126389	0.0917993	0.0401385	0.0196461	0.0109601	0.00389208	0.143868	0.035014	0.0150499	0.0180819	0.0272993	0.0635683	0.0468176	0.0201809	0.131671	0.0205137	0.0904576	0.271187	0.0485578	0.026687	0.392329	0.0302674	0.183436	0.0430145	0.0329146	0.0032471	0.0219622	0.241988	0.32943	0.685829	1.07637	1.90837	5	3.079925
1191000	-376.9112	-402.6492	25.73804	10	1.762771	0.0542462	0.00368935	0.0310528	0.0451584	0.0202728	0.0691564	0.00505902	0.00108074	0.0659481	0.0653597	0.214272	0.617616	0.0399801	0.00741757	0.00441946	0.0286567	0.00352649	0.0589713	0.000900668	0.0681968	5.12159e-05	0.048689	0.0168642	0.0294765	0.0378152	0.113431	0.0117055	0.0210048	0.0272005	0.0382112	0.0118178	0.457954	0.401224	0.104792	0.0233681	0.025244	0.0338794	0.169843	0.0176996	0.00532157	0.0207413	0.353723	0.0269447	0.0692324	0.0228235	0.170373	0.055178	0.263213	0.627158	1.06274	2.04689	5	3.719587
1192000	-373.2686	-402.0473	28.77871	10	3.63005	0.130319	0.0414207	0.0205674	0.028941	0.0840722	0.0919287	0.029917	0.0111214	0.24401	0.0573847	0.214549	0.0407913	0.0119525	0.0363188	0.049402	0.0612813	0.15632	0.00437464	0.00281939	0.0104322	0.0149139	0.0136579	0.0151588	0.052157	0.0881479	0.135525	0.151232	0.0948545	0.0290428	0.0664283	0.135339	0.027484	0.323947	0.188785	0.0238062	0.0101176	0.0586184	0.189172	0.150114	0.00331492	0.0287343	0.289628	0.011326	0.116062	0.013219	0.0743169	0.0316285	0.432807	0.761359	1.08425	1.72158	5	3.664655
1193000	-364.764	-401.4678	36.70379	10	0.5441482	0.029161	0.00717163	0.0150594	0.0314188	0.0118852	0.0803094	0.1747	0.0120465	0.289143	0.0181365	0.145865	0.0518473	0.0429503	0.0287351	0.010568	0.0392412	0.0184726	0.0241685	0.0134634	0.00545662	0.0152091	0.0178979	0.0120783	0.0187052	0.0107632	0.249073	0.0236874	0.0168259	0.144155	0.167128	0.0786267	0.0744463	0.278794	0.00576962	0.0581282	0.0546242	0.014335	0.0135331	0.0589808	0.00326255	0.0278574	0.0147514	0.030165	0.143866	0.103154	0.0341174	0.0632057	0.0418339	0.279763	0.849912	2.82849	5	2.782941
1194000	-383.3207	-407.4964	24.17574	10	1.049592	0.429002	0.00534189	0.0210222	0.073308	0.000884395	0.110198	0.0394928	0.0292245	0.0528941	0.0600508	0.221745	0.00383966	0.0156606	0.0580824	0.0121345	0.065033	0.0479955	0.049623	0.00897811	0.0632174	0.00646479	0.0454693	0.0532255	0.0401226	0.0435265	0.324126	0.243762	0.016287	0.00827955	0.334174	0.0773612	0.205376	0.0989267	0.014068	0.0924547	0.000632887	0.20628	0.178485	0.0218678	0.0102193	0.0376855	0.0167284	0.21949	0.0936966	0.088553	0.000985329	0.0321218	0.146741	0.491167	1.00775	2.35434	5	3.878096
1195000	-377.846	-407.1598	29.31384	10	2.266692	0.119718	0.000299691	0.107612	0.0452774	0.0773995	0.0648129	0.0356521	6.4686e-05	0.13833	0.0327806	0.0613528	0.00214134	0.0198467	0.0681878	0.0262802	0.0449712	0.0666049	0.0951234	0.00884111	0.0311509	0.0578486	0.00529605	0.0421701	0.0410135	0.0207155	0.049032	0.0134407	0.00995815	0.0947302	0.0212415	0.264253	0.05831	0.0314537	0.205044	0.188584	0.0773015	0.0273565	0.0565569	0.421461	0.0222495	0.163204	0.00158231	0.119679	0.0584574	0.472828	0.0154144	0.0421755	0.323159	0.680675	1.07543	1.92074	5	3.627804
1196000	-377.3875	-406.9508	29.56333	10	1.29953	0.200803	0.00474888	0.136457	0.000298772	0.0739825	0.127959	0.049043	0.0295859	0.33846	0.0162086	0.223507	0.02598	0.0512364	0.0326989	0.0177185	0.11941	0.00204957	0.0607436	0.0309626	0.0712156	0.00193793	0.0164865	0.00494402	0.0437181	0.00136035	0.0589763	0.0184039	0.0182561	0.0146877	0.0165938	0.320212	0.123411	0.0500812	0.0369457	0.0275601	0.344369	0.0884508	0.137138	0.176698	0.0198487	0.0365711	0.0215269	0.0235795	0.059268	0.00439631	0.088551	0.0547817	0.192628	0.55139	1.03611	2.21988	5	3.421822
1197000	-372.1625	-401.7363	29.57378	10	0.7795796	0.105062	0.0156329	0.000992632	0.103663	0.00783836	0.103605	0.0287185	0.000999239	0.137329	0.054831	0.0875292	0.271578	0.0118779	0.0710338	0.0170655	0.0349274	0.0802437	0.0051236	0.0169807	0.00073214	0.0417358	0.0718517	0.0069803	0.0342825	0.0347253	0.0327551	0.104335	0.0289398	0.0856684	0.456012	0.247338	0.0146435	0.102445	0.314025	0.185943	0.0164683	0.050124	0.0472111	0.0515212	0.00563436	0.0367907	0.0636432	0.0225679	0.0340998	0.0315447	0.0389855	0.252409	0.0912066	0.398781	0.951132	2.55888	5	3.568443
1198000	-390.0768	-410.6694	20.5926	10	1.085841	0.175075	0.0050721	0.052292	0.0321274	0.0617542	0.0406201	0.233503	0.0195874	0.0674956	0.0278001	0.100933	0.0439397	0.0580461	0.093501	0.0491424	0.0601205	0.0440387	0.0817928	0.0233293	0.0462117	0.104198	0.0230946	0.0730409	0.0446626	0.0189823	0.0851067	0.606427	0.176453	0.0390897	0.0154511	0.00292494	0.0197148	0.000285368	0.0266704	0.261227	0.0596797	0.0321689	0.403359	0.0328787	0.0116246	0.0557129	0.0177046	0.240921	0.0505849	0.141231	0.0860439	0.362357	0.153756	0.501115	1.01288	2.33224	5	4.307977
1199000	-379.6829	-406.8778	27.19486	10	1.39044	0.0222179	0.0258827	0.0919659	0.0354458	0.170318	0.337347	0.067619	0.0112038	0.157872	0.0261708	0.0375982	0.0654244	0.0753201	0.0921729	0.0363019	0.0573607	0.0318573	0.0383304	0.0247619	0.0263123	0.0198685	0.0132571	0.0770053	0.00697086	0.0194579	0.0111345	0.0803913	0.204511	0.0386979	0.0364731	0.565058	0.0598263	0.00684692	0.00509814	0.0115782	0.0785118	0.174583	0.00645211	0.0243789	0.0283044	0.168889	0.125744	0.0228651	0.177492	0.262621	0.230664	0.0135768	0.207891	0.569243	1.04328	2.17958	5	3.90174
1200000	-383.5669	-406.4795	22.91256	10	1.309925	0.218238	0.0136318	0.0450506	0.00440392	0.0602443	0.0979342	0.0477577	0.000480401	0.0573643	0.0383949	0.208809	0.0506062	0.0583515	0.0446897	0.00101999	0.0537171	0.00920254	0.0773668	0.0394137	0.0210696	0.03077	0.130228	0.0229076	0.127931	0.0512224	0.0312199	0.104259	0.00764888	0.208892	0.150542	0.0258524	0.0117195	0.0187991	0.534975	0.0980453	0.626645	0.0608126	0.00120776	0.0719981	0.00663816	0.0222448	0.024046	0.226874	0.0208751	0.0365648	0.0356687	0.59046	0.194411	0.553524	1.03699	2.21507	5	4.426791
1201000	-371.2822	-403.0721	31.78998	10	0.9501221	0.150501	0.00565961	0.0148311	0.0360801	0.03396	0.0222645	0.0426009	0.0217661	0.186256	0.0306473	0.170843	0.00203365	0.117341	0.00985712	0.0743885	0.0412442	0.032283	0.0567593	0.0300487	0.0232487	0.00906849	0.0243307	0.0106058	0.0408463	0.0307033	0.362767	0.402002	0.135484	0.0919962	0.186019	0.436812	0.0618669	0.0664342	0.00838416	0.022945	0.0763185	0.0144614	0.135099	0.136363	0.135746	0.0119207	0.158588	0.0570619	0.0106004	0.0397446	0.0620393	0.0340253	0.126898	0.461229	0.991217	2.42066	5	3.864845
1202000	-365.9504	-399.4229	33.47256	10	1.064704	0.118811	0.00933512	0.0275356	0.00339144	0.0143214	0.0453319	0.0119104	0.0176996	0.172472	0.00498472	0.0753941	0.0204887	0.167024	0.0292633	0.0387942	0.0109514	0.0124085	0.118673	0.0282668	0.00595473	0.0267975	0.00772911	0.0246526	0.0290373	0.0669045	0.271248	0.318253	0.0150604	0.0203259	0.0503663	0.0139555	0.113988	0.336038	0.121168	0.00608353	0.00912882	0.0761531	1.47744e-05	0.0204499	0.0484552	0.159755	0.244438	0.0221145	0.00502699	0.032726	0.135917	0.082302	0.14968	0.495372	1.00995	2.345	5	3.1911
1203000	-391.0845	-409.765	18.68054	10	1.556445	0.119498	0.0227899	0.000728016	0.00767019	0.0691549	0.0615903	0.153118	0.044755	0.203537	0.0426742	0.14168	0.141594	0.319511	0.0437533	0.0100324	0.0750798	0.220996	0.0234647	0.0485952	0.124755	0.00301816	0.16951	0.133665	0.0696749	0.0166787	0.00440951	0.187964	0.00593406	0.181981	0.0756194	0.269575	0.00288975	0.0451825	0.0269538	0.369345	0.141773	0.0277023	0.0122591	0.129392	0.189787	0.262566	0.0719893	0.0396772	0.00454226	0.0222921	0.00583379	0.323679	0.233912	0.59769	1.05357	2.11483	5	4.668871
1204000	-378.0124	-402.6903	24.67788	10	1.128294	0.0116955	0.0291319	0.0031869	0.0454054	0.0112585	0.00557031	0.0499596	0.0317377	0.0794655	0.0106414	0.192677	0.129169	0.0093069	0.0391386	0.0422397	0.0128919	0.136425	0.00527712	0.0226754	0.0672146	0.0276079	0.12732	0.0223729	0.0113733	0.0152993	0.113868	0.0405079	0.232441	0.306562	0.00148184	0.00574342	0.457265	0.0137479	0.0260799	0.00207015	0.0712706	0.0607106	0.0221132	0.452648	0.17271	0.152588	0.0728081	0.00994064	0.0549074	0.37456	0.0839767	0.271318	0.161818	0.512186	1.01838	2.30761	5	4.13836
1205000	-386.0544	-404.1105	18.0561	2	1.95543	0.188197	0.000631362	0.0271171	0.00902254	0.0538265	0.0524368	0.0192992	0.000633569	0.0348973	0.0333839	0.125123	0.0278979	0.0433898	0.0187618	0.0395666	0.216307	0.122432	0.0285897	0.0164038	0.0726771	0.00986948	0.0524489	0.0526664	0.0427022	0.0672109	0.0535364	0.0131701	0.0302684	0.0407794	0.331229	0.0517639	0.293261	0.144602	0.0342554	0.0845725	0.0510515	0.193765	0.0316842	0.125271	0.00456717	0.0209239	0.0765334	0.758458	0.00408021	0.0735537	0.0107837	0.024176	0.287896	0.650189	1.06883	1.99308	4	3.807778
1206000	-365.8456	-396.5586	30.71297	10	1.538178	0.113703	0.00106674	0.00199126	0.0159114	0.0544586	0.027157	0.312652	0.0105332	0.194916	0.00947613	0.0448589	0.0794366	0.00619432	0.0408847	0.00337891	0.0584358	0.0357072	0.00436523	0.0148572	0.01457	0.0119138	0.0266576	0.010182	0.0913173	0.0501224	0.0596437	0.0736569	0.0874047	0.0704726	0.0320482	0.349408	0.317744	0.0199114	0.0484557	0.15428	0.00498175	0.164935	0.0954366	0.00472113	0.0298372	0.0325	0.146222	0.0621036	0.0200496	0.116455	0.149197	0.101058	0.23116	0.59479	1.05259	2.12146	5	3.375268
1207000	-394.107	-407.1216	13.0146	10	0.7723605	0.101225	0.051958	0.082361	0.0288549	0.0843761	0.0804277	0.00382002	0.0229273	0.108112	0.00917622	0.235608	0.0282029	0.0806922	0.035582	0.0308313	0.0354858	0.165031	0.0023585	0.0537496	0.0536367	0.0307215	0.0415506	0.0538637	0.0177019	0.0901052	0.107256	0.101034	0.796072	0.0175586	0.166238	0.0163542	0.0505952	0.173303	0.0346233	0.126486	0.406957	0.0298568	0.0233673	0.00702055	0.0498554	0.120076	0.324995	0.146569	0.346337	0.693397	0.0107083	0.0481707	0.0896653	0.395763	0.948992	2.56558	5	5.32519
1208000	-367.2128	-400.5403	33.32753	10	2.703774	0.156948	0.0198762	0.0564492	0.0347674	0.0859215	0.0665896	0.0534229	0.00251886	0.0816611	0.0230247	0.0476396	0.00959983	0.038663	0.0406015	0.0159641	0.0586981	0.00961939	0.00283858	0.0164892	0.0485624	0.000419059	0.0147831	0.0145194	0.00553002	0.0242184	0.0288528	0.00901469	0.267308	0.288532	0.00615812	0.00436762	0.0416224	0.0298956	0.2933	0.0475599	0.11903	0.0864993	0.0768422	0.0605268	0.23761	0.0715724	0.0791351	0.361283	0.0234995	0.196394	0.0184557	0.139041	0.364963	0.713685	1.0806	1.84075	5	3.415825
1209000	-380.7707	-413.8897	33.11898	10	0.9280054	0.195182	0.00585262	0.061976	0.0702409	0.0182739	0.0952222	0.0661587	0.00241658	0.0439339	0.0318433	0.126482	0.0812892	0.0255732	0.0166373	0.0310188	0.0217694	0.0348503	0.0564438	0.0515178	0.0290224	0.058174	0.0646946	0.00137769	0.0939967	0.00528688	0.0479255	0.109246	0.00787761	0.0053092	0.0238684	0.0194261	0.278084	0.0748533	0.0131137	0.0431605	0.128394	0.0335275	0.0401592	0.0110181	0.0223836	0.00978371	0.00988814	0.615421	0.0734956	0.21725	0.00976415	0.210165	0.122375	0.453988	0.986965	2.43667	5	3.293348
1210000	-377.7452	-400.3021	22.5569	10	2.944043	0.241952	0.0353976	0.0301612	0.0567792	0.068506	0.0697786	0.16126	0.00362949	0.164266	0.0184107	0.206963	0.0469303	0.106709	0.0595125	0.00359846	0.0543204	0.0832339	0.00769847	0.0158666	0.0529079	0.0214713	0.00443059	0.00709439	0.0542105	0.00837062	0.0834914	0.00717553	0.165224	0.356011	0.00390582	0.0408771	0.0567212	0.0269298	0.0137853	0.279127	0.0114632	0.0698868	0.222005	0.188115	0.0355311	0.143674	0.136761	0.0968843	0.101007	0.0977347	0.30907	0.060162	0.384886	0.728382	1.08223	1.80451	5	4.089001
1211000	-384.0337	-407.5584	23.5247	10	0.985357	0.132884	0.01691	0.0931319	0.0731734	0.00888614	0.0891399	0.178396	0.0182812	0.341352	0.0213326	0.228384	0.056008	0.0896248	0.0249974	0.0196293	0.0920477	0.0174055	0.11568	0.0221568	0.0988821	0.0945409	0.0268224	0.0592518	0.0185526	0.050303	0.0598279	0.397912	0.00592269	0.0313089	0.0160865	0.0308641	0.111067	0.0608961	0.141635	0.598843	0.193084	0.0243022	0.00948213	0.0285909	0.0321294	0.0177892	0.0388302	0.0200342	0.296867	0.0596117	0.188833	0.00245784	0.134023	0.472306	0.997531	2.39614	5	4.354147
1212000	-384.2003	-402.7912	18.59091	10	2.662189	0.157603	0.00533807	0.107478	0.0169476	0.0343513	0.0511116	0.0148987	0.0268552	0.16284	0.0564691	0.288832	0.0788071	0.0160133	0.0987259	0.0259717	0.0474653	0.014967	0.00600147	0.00450673	0.040578	0.00404119	0.0383571	0.0112916	0.0530042	0.0303937	0.140269	0.00361144	0.0368438	0.096175	0.0662098	0.026153	0.00813762	0.0148972	0.0354238	0.415722	0.792441	0.343529	0.18348	0.0197378	0.0179331	0.0458119	0.0262441	0.0106073	0.0887114	0.0132498	0.111242	0.0190532	0.361313	0.710925	1.08025	1.84751	5	3.908333
1213000	-375.5679	-408.0827	32.51477	10	1.365286	0.0844221	0.0150684	0.0462713	0.0431758	0.0304946	0.11781	0.0116838	0.00165177	0.00676668	0.0278468	0.0690508	0.183329	0.0559797	0.0524855	0.00672856	0.0157858	0.0606837	0.130775	0.0356527	0.0347901	0.00961521	0.0528457	0.0269695	0.036431	0.0407989	0.224608	0.0376155	0.0664209	0.00540212	0.0479401	0.0748665	0.0957717	0.132979	0.0169421	0.124772	0.000823804	0.0898819	0.0042938	0.112952	0.0201772	0.275697	0.064009	0.0984534	0.00914146	0.0797956	0.157456	0.303249	0.203742	0.564481	1.04142	2.19035	5	3.240361
1214000	-381.4961	-411.0018	29.50567	10	1.55906	0.170087	0.00237398	0.0753033	0.0694161	0.0431285	0.11276	0.0865584	0.0371346	0.0644603	0.00186195	0.140727	0.0401136	0.279291	0.0269957	0.00507372	0.0452528	0.180549	0.0138753	0.0297766	0.0155974	0.0175229	0.145164	0.0517845	0.0411379	0.0288538	0.0287516	0.0994436	0.226462	0.117552	0.0134031	0.0223431	0.229287	0.272711	0.030175	0.0152119	0.124643	0.0333102	0.207412	0.0429728	0.023086	0.0088454	0.0554496	0.0283235	0.0170155	0.0527415	0.0135963	0.254619	0.234303	0.598101	1.05371	2.11389	5	3.642154
1215000	-376.9461	-404.0722	27.12612	10	1.024601	0.176608	0.0141775	0.0418693	0.0228364	0.0191446	0.0672647	3.74458e-05	0.0289053	0.0799408	0.0327393	0.0786463	0.0123406	0.046737	0.0216537	0.0238982	0.09194	0.023825	0.0323284	0.0305147	0.0792505	0.0995897	0.0254941	0.0374942	0.0369977	0.0172345	0.0275945	0.0267761	0.021388	0.193456	0.016869	0.462862	0.101517	0.329063	0.154535	0.00752018	0.29487	0.0448752	9.54867e-05	0.0234452	0.183052	0.226064	0.0328404	0.0465252	0.0119227	0.139901	0.0265905	0.475625	0.141836	0.484023	1.00396	2.37018	5	3.988855
1216000	-372.7946	-400.6485	27.85381	10	1.760504	0.227506	0.00526255	0.106975	0.00231419	5.0774e-05	0.016202	0.0393207	0.0306917	0.00684614	0.0565746	0.0234688	0.117996	0.10109	0.00509803	0.0198287	0.0311664	0.125575	0.0602555	0.0654463	0.00406078	0.00742862	0.0102636	0.026392	0.0375873	0.00723112	0.0824081	0.0193689	0.188094	0.0759698	0.0932932	0.00196031	0.253562	0.0505439	0.0062488	0.0997602	0.294133	0.00941444	0.0908607	0.108495	0.170601	0.00902775	0.0618593	0.513477	0.0160699	0.0483885	0.0286033	0.0652255	0.262908	0.626863	1.06265	2.04757	5	3.421997
1217000	-377.1934	-405.4106	28.21711	10	1.43585	0.11556	0.0308759	0.103714	0.00187303	0.0183816	0.0177547	0.0280851	0.0235267	0.0321316	0.011401	0.0770523	0.0910248	0.0635208	0.0643681	0.0421381	0.0865541	0.0599341	0.0462957	0.0930558	0.034694	0.0226843	0.0870737	0.0204472	0.0723875	0.0380833	0.0596199	0.103255	0.0208902	0.284927	0.0106063	0.188959	0.0316502	0.0210351	0.015379	0.473819	0.159733	0.374615	0.00523301	0.0323633	0.0432763	0.0317566	0.137478	0.0255062	0.0252093	0.0155418	0.0133586	0.348301	0.21524	0.577518	1.04642	2.16082	5	3.705129
1218000	-365.1511	-392.9903	27.83924	10	2.13938	0.179436	0.00302388	0.00372301	0.0803704	0.0704557	0.04968	0.13038	0.0129138	0.486304	0.00294684	0.147043	0.100692	0.0243985	0.0703519	0.0103977	0.00429951	0.117504	0.0204038	0.0362936	0.0245328	0.0190971	0.0210224	0.0227198	0.0517564	0.0475218	0.268953	0.011282	0.00334197	0.214289	0.0852783	0.160936	0.0589352	0.0449187	0.0103808	0.0832065	0.436517	0.003709	0.0323934	0.0734148	0.0654903	0.0396995	0.00860152	0.324894	0.00178563	0.0859984	0.114805	0.0213125	0.309364	0.669061	1.07312	1.94846	5	3.887411
1219000	-381.177	-408.1726	26.99556	10	3.525461	0.094759	0.0170125	0.0213086	0.051533	0.00239988	0.0178456	0.0381011	0.0464124	0.0232069	0.0164368	0.0983369	0.02606	0.0572438	0.0976846	0.0218287	0.003806	0.00839804	0.0547433	0.0466335	0.0379083	0.0379659	0.0430996	0.0312272	0.0343962	0.000718064	0.0820396	0.0144239	0.434766	0.139923	0.0238774	0.0405168	0.016622	0.381551	0.047879	0.029866	0.407926	0.0173918	0.0108591	0.00547697	0.130989	0.152202	0.251711	0.170249	0.00238404	0.00521401	0.113232	0.00210575	0.426228	0.757015	1.08412	1.73264	5	3.410273
1220000	-386.6338	-410.8213	24.1875	10	2.391643	0.0372397	0.0236561	0.0969093	0.0161678	0.0205381	0.102196	0.04482	0.0178511	0.0570507	0.00381197	0.119266	0.0201781	0.0188074	0.0101252	0.0262183	0.0105546	0.0812383	0.0561371	0.00327145	0.048953	0.0150246	0.0276635	0.0222127	0.037802	0.0293529	0.0559553	0.00374335	0.235548	0.0419785	0.0251628	0.0216702	0.171925	0.11645	0.0489931	0.087791	0.127523	0.0773642	0.0126356	0.466635	0.0247147	0.0830626	0.290877	0.432957	0.140996	0.00169258	0.405406	0.100459	0.335937	0.691099	1.07729	1.89568	5	3.920586
1221000	-365.5064	-396.8365	31.33007	10	1.964797	0.14763	0.00829291	0.0770639	0.00813304	0.0151695	0.0398048	0.0103891	0.00582501	0.207044	0.0200883	0.125885	0.109255	0.0806122	0.0189808	0.00240142	0.0375506	0.061244	0.0278065	0.00461683	0.00881015	0.00960955	0.0102508	0.0222723	0.0174275	0.0137801	0.256313	0.0227437	0.00999046	0.0264823	0.0116333	0.0114584	0.66491	0.0281372	0.0662515	0.141491	0.173362	0.0398041	0.0685059	0.0159322	0.174596	0.0682248	0.129218	0.00212861	0.0289575	0.0196782	0.0493608	0.0220761	0.289036	0.651217	1.06908	1.99066	5	3.121199
1222000	-369.6116	-397.7986	28.18702	10	0.7609322	0.057808	0.0054326	0.00269877	0.000620983	0.0185	0.229642	0.0807109	0.00112517	0.0408555	0.0204362	0.185935	0.191818	0.0167446	0.0671686	0.0290162	0.0420362	0.0544859	0.0507575	0.0274442	0.00260514	0.00216634	0.00975635	0.0146806	0.0440581	0.0232135	0.0110159	0.114172	0.16	0.131079	0.0542905	0.015135	0.0264262	0.0399756	0.03568	0.0150499	0.0510165	0.0358115	0.0241012	0.677341	0.127951	0.0923167	0.0648811	0.169369	0.0139499	0.367504	0.0588485	0.2994	0.0872229	0.390916	0.945513	2.57635	5	3.805032
