Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
34000	-381.0882	-407.0366	25.94835	10	1.02772	0.181216	0.0134032	0.00654868	0.0718704	0.0439329	0.0921411	0.0201794	0.0272507	0.152181	0.0617452	0.269706	0.0261856	0.129294	0.0345927	0.0598298	0.0316358	0.128913	0.00798157	0.0987956	0.000362221	0.0376299	0.0031303	0.0580742	8.70951e-05	0.00759889	0.557177	0.0474928	0.10571	0.0617338	0.194416	0.00471201	0.00808981	0.0291289	0.0225583	0.514108	0.0422463	0.369392	0.0779218	0.0416752	0.0117598	0.0719891	0.0105674	0.0201728	0.0189755	0.195493	0.00176079	0.149339	0.142452	0.484928	1.00445	2.36817	5	4.120703
35000	-375.6856	-402.6188	26.93324	10	0.8609029	0.191857	0.0302909	0.0442904	0.000792744	0.0933613	0.0958053	0.0215347	0.0188051	0.2025	0.00644254	0.128167	0.00179421	0.0663493	0.0758294	0.065575	0.0161145	0.00847807	0.0648352	0.0425824	0.0868786	0.00268018	0.112081	0.0700501	0.0374019	0.00181907	0.0463486	0.08273	0.0327077	0.0797525	0.0249317	0.0306773	0.0623364	0.0629996	0.146574	0.150956	0.0098369	0.0397191	0.0433136	0.0928676	0.00255576	0.0172248	0.275798	0.248197	0.00916526	0.00210261	0.465359	0.0462092	0.108437	0.430545	0.9725	2.48852	5	3.458679
36000	-383.4224	-403.912	20.48968	10	2.291752	0.163874	0.000717654	0.0928207	0.0188434	0.0283382	0.0798311	0.14508	0.00998903	0.253687	0.082454	0.0221048	0.0775557	0.175871	0.00448324	0.0220426	0.0547621	0.116163	0.0582376	0.0338581	0.0355341	0.0215366	0.0103666	0.0547121	0.0559215	0.0315747	0.00645321	0.0896245	0.107959	0.0698189	0.136231	0.106301	0.123429	0.347238	0.0058632	0.029408	0.0188687	0.0112322	0.00560792	0.00604031	0.0491489	0.630156	0.108803	0.0541143	0.185763	0.0849012	0.136727	0.0156215	0.32578	0.682838	1.07583	1.91555	5	3.979669
37000	-379.5399	-405.8501	26.31022	10	0.7867099	0.111414	0.00321023	0.0506371	0.0576125	0.0073046	0.123581	0.1278	0.0252046	0.0793332	0.0275524	0.178277	0.18241	0.0509348	0.0143236	0.00528121	0.0396568	0.0142747	0.050486	0.0378113	0.0392105	0.0314875	0.0736399	0.109077	0.0711328	0.0093302	0.195731	0.0921208	0.0133005	0.0334439	0.0299551	0.00762447	0.035449	0.601065	0.0349424	0.044235	0.0382506	0.0464598	0.020511	0.298811	0.0590612	0.143797	0.0146917	0.0589539	0.124731	0.00218443	0.261833	0.182605	0.0927277	0.401728	0.953203	2.55234	5	3.860742
38000	-379.5537	-405.2758	25.72208	10	1.427056	0.294869	0.0378736	0.0786486	0.00682254	0.0689993	0.0247884	0.0155904	0.0030495	0.110701	0.0304432	0.115145	0.0410443	0.0143346	0.0333381	0.040262	0.0345184	0.0244503	0.00332495	0.0370492	0.0293996	0.0890856	0.0398603	0.0583499	0.026919	0.063474	0.0146405	0.0935636	0.297022	0.382139	0.000387629	0.122221	0.0747968	0.0514934	0.136138	0.0175691	0.0391419	0.462579	0.133151	0.104576	0.0544297	0.0101987	0.012906	0.011993	0.0101683	0.0659228	0.563034	0.0266733	0.213831	0.575947	1.04583	2.16439	5	4.007086
39000	-405.5056	-412.7859	7.280251	10	1.232597	0.172877	0.0613761	0.0360514	0.164344	0.173711	0.151759	0.00878243	0.0295099	0.0455303	0.0734379	0.0790477	0.224095	0.199814	0.0283551	0.00553836	0.0339818	0.00356426	0.042047	0.0321392	0.0361749	0.0180874	0.0838397	0.041098	0.0280763	0.0528773	0.249662	0.112131	0.840233	0.0505659	0.126771	0.08303	0.0160456	0.080079	0.0755791	0.165217	0.062109	0.216498	0.0486094	0.121305	0.546338	0.045537	0.0108788	0.0332882	0.0866218	0.0432633	0.395797	0.0152212	0.18091	0.537015	1.02992	2.25215	5	5.250895
40000	-365.3643	-398.8532	33.48893	10	1.376758	0.189868	0.00321343	0.0781115	0.0247546	0.0198981	0.0791559	0.0540197	0.0152233	0.0523591	0.00941344	0.144772	0.0127298	0.0141477	0.042215	0.00186665	0.0227827	0.0608257	0.0107485	0.0468401	0.0439532	0.0169939	0.0441086	0.0455613	0.0507764	0.0147045	0.0235995	0.144651	0.255338	0.000835474	0.0575582	0.0773228	0.501391	0.0206321	0.0832995	0.0268103	0.0324711	0.00519464	0.156622	0.0156841	0.215453	0.0660727	0.0227748	0.0455012	0.0264007	0.00345788	0.362363	0.0115597	0.205641	0.566669	1.04228	2.18541	5	3.254035
41000	-374.7102	-406.0021	31.29191	10	1.465948	0.0956319	0.000270398	0.0232508	0.00100333	0.0483738	0.119705	0.00796379	0.0525463	0.0933779	0.0441662	0.0959576	0.0276065	0.0118436	0.0241796	0.0409526	0.0162678	0.0675199	0.0228017	0.0257622	0.00107016	0.0296496	0.0477777	0.0117788	0.0702902	0.0257854	0.0337873	0.0392015	0.0574483	0.0283235	0.097721	0.03702	0.0329068	0.0822881	0.372754	0.00261614	0.120547	0.245197	0.00118192	0.0786	0.379679	0.0482966	0.0685317	0.11374	0.0661676	0.17052	0.0139534	0.322264	0.220014	0.582789	1.04836	2.14884	5	3.418277
42000	-377.5797	-407.6091	30.02938	10	0.6833348	0.294717	0.00674808	0.0291106	0.031689	0.0115715	0.0306454	0.0555714	0.000262191	0.0303228	0.0254612	0.184166	0.0341319	0.0492601	0.0231091	0.0267535	0.0399102	0.016906	0.0106268	0.0970748	0.0399127	0.0322078	0.0373409	0.0485846	0.0209193	0.0189671	0.2899	0.0316063	0.00528469	0.0327162	0.047503	0.00805398	0.226106	0.118283	0.013824	0.333469	0.0610446	0.208109	0.00391239	0.433036	0.0405002	0.0167308	0.0402144	0.0188578	0.191199	0.00309818	0.0254892	0.201148	0.0706327	0.35556	0.918533	2.65527	5	3.546056
43000	-368.7115	-402.2958	33.58424	10	0.8138852	0.178919	0.00813831	0.0402344	0.00290861	0.00972664	0.119305	0.181677	0.0253515	0.107666	0.135078	0.0960393	0.00110707	0.0473791	0.0395875	0.0203417	0.0221156	0.0491205	0.0547433	0.0182463	0.0379153	0.0124603	0.0680682	0.0237292	0.0369012	0.0166904	0.12245	0.0147172	0.0251421	0.0930658	0.0378392	0.0163129	0.00265602	0.103207	0.0481396	0.0195527	0.0108157	0.209175	0.00098623	0.184929	0.040113	0.0499472	0.200477	0.160585	0.0189846	0.0422264	0.0505157	0.212006	0.0985098	0.412665	0.960729	2.5281	5	3.017292
44000	-375.3392	-402.3346	26.99538	2	0.9676033	0.0670218	0.0034648	0.0226342	0.0266375	0.0178802	0.0325196	0.00246161	0.0162608	0.194647	0.0359427	0.130436	0.00777225	0.0403045	0.0423166	0.0173085	0.0421914	0.239379	0.0124302	0.0321484	0.00658138	0.0287115	0.0297058	0.00170426	0.0270436	0.014597	0.122526	0.00423874	0.0733909	0.030065	0.352382	0.029304	0.0240565	0.117095	0.116282	0.00802014	0.0156762	0.0104152	0.00281786	0.0650336	0.0152661	0.112532	0.0519635	0.0514835	0.0737451	0.0730778	0.231862	0.376327	0.130445	0.466793	0.994417	2.40834	4	3.049661
45000	-370.7537	-401.6526	30.89891	10	1.607472	0.167723	0.00893695	0.0526563	0.042086	0.0576952	0.0220802	0.0330935	0.00173491	0.182374	0.104236	0.191616	0.0458445	0.0774707	0.0404971	0.0113559	0.0045611	0.0562659	0.0269305	0.00882768	0.0354533	0.0697769	0.0298543	0.0376142	0.0447625	0.0204768	0.180684	0.0569531	0.0315375	0.0404344	0.482217	0.409	0.149921	0.0953996	0.0217281	0.0381349	0.00572385	0.0253892	0.0401042	0.0265452	0.0243483	0.00889353	0.0608136	0.0873776	0.0738325	0.0657228	0.394915	0.00283336	0.241457	0.60552	1.05616	2.09687	5	3.696432
46000	-374.5695	-406.1209	31.55143	10	1.441272	0.0880099	0.0335809	0.00429641	0.011749	0.100406	0.0667691	0.0338452	0.0214912	0.0273622	0.043701	0.0357928	0.0757201	0.0137029	0.0484841	0.0424244	0.070798	0.0607176	0.0280356	0.010093	0.0322602	0.057441	0.00803466	0.135685	0.0238918	0.0204837	0.0413851	0.21287	0.0988624	0.0128347	0.00132298	0.00916192	0.0958489	0.0662009	0.294262	0.065438	0.029444	0.132355	0.182307	0.229429	0.0156565	0.0255391	0.0347802	0.0712813	0.00333438	0.0118767	0.465392	0.0355052	0.216106	0.57848	1.04678	2.15864	5	3.229864
47000	-398.6988	-418.6024	19.90361	2	1.007456	0.0363377	0.0140174	0.0476433	0.0139686	0.0448848	0.289458	0.00126153	0.0122574	0.391494	0.0711532	0.0368109	0.0300119	0.102765	0.0591797	0.0148302	0.0261254	0.0607869	0.0447752	0.0109784	0.0459367	0.0398328	0.00887414	0.02598	0.0201691	0.0152051	0.0161263	0.0289804	0.283146	0.00210139	0.0165214	0.15576	0.0884333	0.13876	0.00567466	0.0747528	0.025131	0.00160946	0.287116	0.0110035	0.266987	0.0502804	0.0827642	0.0297762	0.385433	0.0622273	0.0478357	0.143656	0.138439	0.478982	1.00122	2.38135	4	3.668813
48000	-389.4153	-408.4891	19.07373	10	1.347101	0.283768	0.0287558	0.0133718	0.021473	0.0107624	0.0752433	0.0253105	0.0280705	0.161344	0.0204652	0.378977	0.164264	0.141372	0.0151043	0.0470493	5.01053e-05	0.0219043	0.0346011	0.0299581	0.0383552	0.0828208	0.0130569	0.00896659	0.0545388	0.04895	0.310937	0.121861	0.0891176	0.176231	0.0252448	0.0236253	0.222182	0.0595272	0.058753	0.156695	0.00335545	0.075802	0.50559	0.0128967	0.00176414	0.0230964	0.126709	0.29672	0.0650112	0.0288863	0.0442916	0.036878	0.200707	0.560956	1.04002	2.19832	5	4.213708
49000	-383.0947	-407.623	24.52833	10	1.380941	0.0906133	0.0263528	0.0795653	0.0316102	0.0100573	0.0377551	0.0332071	0.0252206	0.0811118	0.00589597	0.12596	0.076177	0.0744271	0.0623245	0.041372	0.0195868	0.0486221	0.00994304	0.0363867	0.131673	0.0194686	0.161005	0.049721	0.0394919	0.05575	0.0105197	0.398526	0.101005	0.219268	0.0331433	0.00750426	0.074951	0.0084442	0.00721368	0.681819	0.246577	0.0308608	0.00770489	0.0309923	0.0397688	0.339502	0.0952316	0.0697524	0.27604	0.0200673	0.0176734	0.107628	0.206331	0.56746	1.04259	2.18362	5	4.197491
50000	-372.4034	-401.7826	29.37912	10	1.073335	0.0895423	0.0040809	0.0132784	0.0197416	0.0499211	0.0556479	0.0323778	0.0173101	0.133753	0.0467643	0.291191	0.414052	0.0482172	0.0207256	0.0259351	0.100874	0.025636	0.0147116	0.0172834	0.0446415	0.0184693	0.0867257	0.0223792	0.0130473	0.042177	0.192509	0.0036587	0.027648	0.00323838	0.359125	0.00440772	0.0465281	0.0727394	0.133239	0.0208645	0.0129306	0.0248148	0.183232	0.0941306	0.0736136	0.0015593	0.0335166	0.231255	0.0094479	0.250754	0.17683	0.18923	0.15135	0.497736	1.01116	2.33975	5	3.793755
51000	-378.4558	-409.8767	31.42095	10	1.497525	0.268669	0.00594878	0.0197519	0.0175231	0.0144059	0.0420176	0.181255	0.0222733	0.07714	0.0153885	0.0706403	0.118671	0.0821471	0.0210456	0.0219975	0.00150904	0.121402	0.0223341	0.0353117	0.0362206	0.0248604	0.128289	0.0444326	0.0225617	0.00279468	0.176723	0.16682	0.00309207	0.378374	0.0931041	0.0799676	0.187711	0.0143803	0.00249218	0.0431873	0.0593712	0.00478016	0.0865149	0.0939398	0.0984762	0.163365	0.162641	0.10801	0.119718	0.00936773	0.100931	0.00967637	0.22494	0.588144	1.05028	2.13664	5	3.581232
52000	-389.9335	-403.9694	14.03591	2	1.088943	0.140005	0.00174735	0.00335774	0.0334822	0.0500289	0.137217	0.0412672	0.0124328	0.0689318	0.0311266	0.23895	0.00666898	0.11692	0.0567103	0.0168049	0.0939779	0.0206083	0.0264803	0.00500734	0.0395171	0.0103147	0.0733068	0.0328024	0.200419	0.012736	0.0274989	0.0461284	0.0421108	0.0174654	0.078709	0.179624	0.473023	0.329097	0.0175227	0.0340648	0.333735	0.265365	0.0835598	0.107185	0.212945	0.0958731	0.0504784	0.347647	0.103657	0.0337349	0.0148801	0.0253413	0.154351	0.501945	1.0133	2.3304	4	4.390466
53000	-366.328	-404.8319	38.50388	10	1.543673	0.113786	0.0216329	0.0357484	0.00072709	0.0773244	0.0354856	0.0424498	0.00886774	0.174288	0.0442837	0.0907193	0.00776608	0.0393693	0.0658097	0.0132522	0.0245434	0.0354491	0.00456545	0.00513217	0.0553953	0.0617052	0.0409231	0.0179449	0.00807668	0.0311822	0.0212361	0.00540753	0.115131	0.246954	0.0401518	0.0847269	0.0144946	0.140988	0.0818788	0.020653	0.0620843	0.267095	0.0388217	0.14094	0.0566315	0.0051994	0.00260922	0.00345297	0.0182062	0.180861	0.0900256	0.0553517	0.231991	0.595668	1.05289	2.11945	5	2.749327
54000	-375.4495	-400.4732	25.02368	10	1.367234	0.201715	0.00292803	0.0188349	0.0124706	0.107609	0.130109	0.0213969	0.00301404	0.0334652	0.049902	0.0409986	0.000743003	0.0986917	0.0276592	0.0129162	0.0683181	0.170101	0.0573726	0.00381137	0.0337209	0.0354211	0.107567	0.0620666	0.13146	0.00853229	0.503931	0.166695	0.0543798	0.0904854	0.0261206	0.0403098	0.026606	0.0335371	0.0159898	0.178121	0.448356	0.0991008	0.00945088	0.0363176	0.110145	0.00983945	0.294426	0.0392401	0.0425263	0.336169	0.10227	0.0181854	0.204065	0.564855	1.04157	2.18951	5	4.123028
55000	-394.8575	-421.3376	26.48011	10	2.090874	0.0374992	0.0115835	0.0640769	0.0137809	0.010048	0.103915	0.0579	0.0115999	0.409271	0.131271	0.129792	0.0575289	0.0857254	0.158038	0.0292552	0.0621985	0.0840464	0.0120181	0.0177632	0.143979	0.0700275	0.0264485	0.0474014	0.0644238	0.0244766	0.153134	0.0589937	0.0473411	0.0200948	0.00667223	0.0382977	0.229217	0.332556	0.0439516	0.110341	0.0287905	0.0153932	0.0191397	0.0324352	0.0868315	0.144051	0.038828	0.0132294	0.0962248	0.0716658	0.248128	0.112885	0.303886	0.664342	1.07211	1.95967	5	3.812267
56000	-372.6604	-400.4217	27.76129	10	2.130546	0.252398	0.0466654	0.0152802	0.0106009	0.0411301	0.098229	0.0233095	0.0681121	0.132318	0.0698978	0.112191	0.0204018	0.0358998	0.0095947	0.0335189	0.0874033	0.0219074	0.0143501	0.0145283	0.018796	0.0309331	0.0778125	0.0243866	0.0354627	0.0164309	0.266452	0.00198713	0.0287695	0.11021	0.0600143	0.0115384	0.560153	0.0295203	0.0171374	0.102361	0.0300952	0.0987317	0.0265053	0.134363	0.0593777	0.4694	0.0154942	0.0611701	0.00672756	0.116074	0.33967	0.0221013	0.308375	0.668215	1.07294	1.95047	5	3.879411
57000	-377.6476	-411.3735	33.72592	10	0.569847	0.0573971	0.0408825	0.000636639	0.00215324	0.0528403	0.0467012	0.129435	0.0232112	0.194881	0.0472718	0.149404	0.0642879	0.117481	0.0129074	0.0418826	0.0270945	0.0214362	0.136232	0.041117	0.0152512	0.016994	0.00642686	0.0320512	0.0675326	0.00468779	0.00388035	0.0649757	0.0235998	0.0182565	0.00815273	0.462399	0.426427	0.0949106	0.0901727	0.0157111	0.0518046	0.00709858	0.259545	0.00982568	0.106493	0.210478	0.00194871	0.0630913	0.00774662	0.00488536	0.00488882	0.0355342	0.0469547	0.29509	0.86512	2.79284	5	3.322021
58000	-388.1531	-406.5112	18.35812	10	1.160052	0.170649	0.0241684	0.0227108	0.0607393	0.00707078	0.125326	0.0169301	0.0464569	0.0739629	0.0381308	0.0826542	0.13645	0.1158	0.0750579	0.0728086	0.0212279	0.0344529	0.00982916	0.0461751	0.0173092	0.00652035	0.105673	0.0236573	0.110023	0.0303059	0.0314254	0.059359	0.117078	0.0341353	0.0743903	0.146485	0.0212261	0.634687	0.11341	0.278195	0.0759301	0.490099	0.105778	0.0216761	0.0221379	0.0305611	0.0921369	0.526948	0.0323337	0.0270428	0.0889182	0.0234992	0.167739	0.520087	1.02217	2.29	5	4.521541
59000	-390.6611	-405.1284	14.46735	10	0.8579791	0.277942	0.0189269	0.00382506	0.00847067	0.0270481	0.0803217	0.109487	0.00119086	0.101791	0.0569033	0.20004	0.0748116	0.0809994	0.0628769	0.000212279	0.0684855	0.0129566	0.0397195	0.0410443	0.0920277	0.00716296	0.0424217	0.0107725	0.0295295	0.0863124	0.243742	0.0141184	0.0243376	0.0861618	0.00711181	0.00167516	0.447586	0.246681	0.0667528	0.111534	0.0569733	0.0246392	0.130108	0.122009	0.217738	0.248586	0.0998156	1.19693	0.0240551	0.073281	0.116552	0.0493951	0.107823	0.42947	0.97181	2.4909	5	5.145063
60000	-381.6646	-404.2534	22.58878	10	3.341146	0.167661	0.0141207	0.0100282	0.0381481	0.0473574	0.179399	0.0495139	0.000965729	0.147772	0.0291153	0.122575	0.130663	0.0954671	0.0119544	0.103694	0.0178035	0.153491	0.0320051	0.0804368	0.00352764	0.0453527	0.0590443	0.0282797	0.0885797	0.0257999	0.148888	0.106354	0.00347251	0.0216404	0.0300368	0.0302103	0.510874	0.0512475	0.020139	0.0715966	0.0774172	0.0263772	0.112048	0.0195541	0.20579	0.0395746	0.594513	0.177947	0.0141765	0.165513	0.195966	0.0590304	0.414045	0.748823	1.08375	1.75338	5	4.365119
61000	-368.8388	-399.3804	30.54163	10	2.717983	0.157872	0.029614	0.00706141	0.0240955	0.0677432	0.038402	0.0720494	0.013331	0.105533	0.120064	0.0934526	0.136596	0.0148129	0.0424801	0.000778922	0.100932	0.00290871	0.0419602	0.0507665	0.00155496	0.0202097	0.0187534	0.0166644	0.0127801	0.00252951	0.0361411	0.464044	0.105339	0.0330628	0.0492201	0.0377773	0.175101	0.0393416	0.00824769	0.1076	0.0939455	0.173917	0.319731	0.124447	0.0483686	0.103273	0.0169302	0.0379228	0.0241253	0.0189758	0.226098	0.0316835	0.366195	0.714613	1.08072	1.83847	5	3.468237
62000	-382.6622	-403.6022	20.94008	10	3.517358	0.197558	0.025781	0.0452952	0.062624	0.0808883	0.134687	0.0475351	0.0123101	0.273745	0.0404777	0.138535	0.20429	0.0683393	0.0468981	0.00298609	0.0524315	0.0454712	0.110367	0.0388369	0.0149798	0.0157624	0.0237753	0.0703113	0.0184865	0.0400782	0.219129	0.0616753	0.0974296	0.0419945	0.0117279	0.0124366	0.0539171	0.0490816	0.0202434	0.161203	0.588683	0.0291803	0.00064201	0.0665932	0.0877443	0.169701	0.011469	0.0939384	0.0145056	0.413033	0.0329892	0.0172026	0.425708	0.75667	1.0841	1.73352	5	4.06697
63000	-380.3124	-404.7143	24.40195	10	1.430812	0.0637179	0.0390871	0.0402812	0.0063716	0.0129009	0.156163	0.0354004	0.0135256	0.0518665	0.117696	0.156734	0.0190844	0.084475	0.0365115	0.059942	0.0807929	0.0962127	0.0712007	0.0337328	0.123512	0.0829319	0.0177122	0.0494535	0.0184874	0.00705338	0.426452	0.00245435	0.240106	0.138213	0.32169	0.0125703	0.703151	0.0434919	0.00885152	0.0858682	0.0495733	0.217088	0.0295253	0.125598	0.105181	0.0971621	0.0149313	0.0123018	0.0621126	0.0182441	0.0861298	0.0512072	0.214434	0.57662	1.04609	2.16286	5	4.326749
64000	-368.9933	-397.8494	28.85602	10	1.462374	0.155462	0.0216687	0.177736	0.00423879	0.0230252	0.093723	0.104218	0.0243212	0.212141	0.0194241	0.115772	0.114885	0.0121311	0.0393677	0.0178699	0.0176592	0.0482801	0.0749499	0.0569214	0.0424614	0.00126304	0.0277646	0.010493	0.0494545	0.0540304	0.0395943	0.0133792	0.347881	0.00851626	0.685413	0.403112	0.0222186	0.00601224	0.112844	0.00807121	0.028762	0.00600272	0.0875786	0.0570755	0.0788654	0.169674	0.00814503	0.0728598	0.0305355	0.00729469	0.135193	0.0172864	0.219451	0.582171	1.04813	2.15024	5	3.865578
65000	-367.4135	-397.7185	30.30502	10	2.282726	0.0139752	0.000722554	0.00117403	0.000313036	0.0102899	0.163864	0.129193	0.000460118	0.0467595	0.0431334	0.0435499	0.00189817	0.0281445	0.0106208	0.028793	0.0290801	0.0807691	0.00313042	0.0350739	0.0689832	0.0107172	0.0765594	0.0348531	0.0490481	0.0130691	0.0165898	0.378553	0.0256176	0.0500115	0.0874959	0.1397	0.0387205	0.00327809	0.225881	0.0282025	0.159914	0.304091	0.0829814	0.246577	0.0385307	0.182959	0.097178	0.0231509	0.144562	0.00440801	0.149864	0.0016217	0.324839	0.682063	1.07569	1.91741	5	3.354063
66000	-386.2905	-408.3792	22.08871	2	2.022196	0.183123	0.00432801	0.00310569	0.00869973	0.0143986	0.0721088	0.0517934	0.0411987	0.403289	0.000694311	0.11895	0.022351	0.055253	0.0165275	0.00205534	0.0945301	0.0850576	0.132231	0.00207004	0.00348155	0.000624054	0.17814	0.0163029	0.0128587	0.0428893	0.0464249	0.00557191	0.327745	0.0277615	0.00554803	0.0379838	0.0559385	0.0394555	0.0093022	0.0239584	0.117429	0.135257	0.0129355	0.0366398	0.07779	0.203962	0.0284232	0.155448	0.269831	0.0363698	0.00424481	0.164987	0.29591	0.657353	1.07054	1.9762	4	3.389069
67000	-379.2475	-406.6729	27.42545	10	2.919092	0.161124	0.0126571	0.0207617	0.00406036	0.0494221	0.117315	0.0699621	0.0191112	0.155613	0.0345337	0.136763	0.0432556	0.19417	0.0461203	0.00673112	0.114613	0.140316	0.0169431	0.054854	0.0153823	0.0109719	0.0258542	0.0843325	0.0350041	0.0251288	0.0176782	0.0284135	0.138526	0.0343208	0.305309	0.0359794	0.0240433	0.0649582	0.0966634	0.0294489	0.000395909	0.551369	0.0107754	0.0634757	0.0446581	0.114668	0.0940429	0.132698	0.333033	0.0451113	0.0354605	0.0790108	0.382904	0.726948	1.08209	1.80806	5	3.875039
68000	-363.1749	-402.6919	39.51696	10	1.750942	0.063433	0.018334	0.0328449	0.0172521	0.004211	0.035719	0.0890321	0.0071162	0.00686503	0.0219128	0.170623	0.0205547	0.0276287	0.0445329	0.00545884	0.0101353	0.045814	0.126408	0.025138	0.0193279	0.00323856	0.109216	0.00916975	0.00917579	0.00202554	0.0476705	0.0101921	0.0441789	0.00720314	0.0856092	0.0117788	0.268352	0.0605399	0.0851688	0.0460313	0.103243	0.0687718	0.0909447	0.00581957	0.0393264	0.0162234	0.016014	0.355928	0.176057	0.0414081	0.0126303	0.315625	0.261617	0.625615	1.0623	2.05047	5	2.833883
69000	-371.5651	-396.5342	24.96914	10	3.104044	0.344747	0.00142341	0.00307954	0.0308255	0.0416328	0.0752614	0.0585548	0.0177077	0.287056	0.11757	0.118608	0.0711993	0.0708487	0.0382279	0.0093655	0.0380932	0.0517328	0.101924	0.0836807	0.0355435	0.0281904	0.0197323	0.0433633	0.0225665	0.000832504	0.0178326	0.510348	0.231896	0.0604775	0.133626	0.05553	0.0229092	0.376082	0.0791153	0.157811	0.0292663	0.0130086	0.0428574	0.0530794	0.0685671	0.104022	0.0519598	0.0706941	0.0626146	0.00573659	0.0511471	0.0172999	0.397154	0.737131	1.08298	1.78273	5	3.927648
70000	-372.1861	-399.9376	27.7515	10	1.645493	0.169023	0.0180857	0.0293333	0.0553802	0.0300793	0.113129	0.0261322	0.00662878	0.126347	0.0125284	0.0198228	0.161772	0.0766879	0.0295144	0.0177499	0.0715039	0.0718517	0.0182753	0.0063013	0.0592954	0.00687241	0.130687	0.0326718	0.0312117	0.0533399	0.0199677	0.131445	0.0320085	0.0761149	0.497838	0.0452842	0.152474	0.0427659	0.00863514	0.0588748	0.139813	0.198665	0.399427	0.441564	0.0125981	0.0133104	0.145743	0.0246814	0.0069239	0.0366954	0.0269092	0.0533771	0.246949	0.611109	1.05793	2.08401	5	3.939339
71000	-378.308	-401.0323	22.72435	10	1.778439	0.348308	0.0248871	0.160593	0.00547687	0.0270037	0.0800775	0.100133	0.00409292	0.0547831	0.00364622	0.0738162	0.0592863	0.0326531	0.0625994	0.0268092	0.0592437	0.0442271	0.0601055	0.0571386	0.0605266	0.016798	0.146856	0.0755936	0.030008	0.0219926	0.143796	0.08463	0.194007	0.025265	0.0278046	0.0431147	0.222109	0.235531	0.0370858	0.058859	0.303477	0.702382	0.014941	0.00594032	0.205994	0.225406	0.0278792	0.111255	0.112822	0.0690632	0.0235429	0.0775164	0.265312	0.629176	1.06331	2.0422	5	4.589077
72000	-383.6498	-409.7805	26.13074	10	2.292235	0.146454	0.00183134	0.0581229	0.040446	0.0646655	0.0637445	0.0461752	0.0205157	0.363623	0.0450802	0.0799225	0.204251	0.0122914	0.0555156	0.0397814	0.0394826	0.0522775	0.110879	0.00277501	0.0556925	0.0296229	0.018357	0.00515384	0.100094	0.0121574	0.0955101	0.0654082	0.0142028	0.16293	0.00215739	0.0301869	0.44942	0.0428063	0.240719	0.0362365	0.0093353	0.0383445	0.0305177	0.168638	0.210265	0.0923848	0.0306281	0.161819	0.0504845	0.0195027	0.201609	0.0124193	0.32583	0.68288	1.07584	1.91545	5	3.834438
73000	-390.2649	-412.215	21.95011	10	2.074062	0.165946	0.0195316	0.0737713	0.0433744	0.0639826	0.153395	0.0825836	0.0878758	0.382522	0.00916639	0.0780719	0.050745	0.0142018	0.046336	0.00895155	0.11097	0.062204	0.0533935	0.07268	0.0281263	0.0141172	0.0125685	0.0686163	0.0352354	0.0254547	0.0124674	0.0706402	0.431232	0.029803	0.120907	0.0432503	0.0536584	0.0600566	0.2873	0.00983881	0.000611375	0.0048466	0.0124113	0.0887885	0.0798801	0.11665	0.0063991	0.229781	0.10217	0.0119458	0.156071	0.0053876	0.301958	0.662665	1.07174	1.96364	5	3.697917
74000	-385.3978	-407.5989	22.20108	10	1.88515	0.209686	0.00593831	0.0102329	0.0840182	0.0410934	0.0818502	0.0890816	0.06191	0.0171901	0.0737546	0.0551537	0.103272	0.108766	0.0296069	0.0040961	0.0716021	0.0410627	0.0520977	0.00541774	0.0466323	0.0362081	0.030692	0.0975867	0.0360222	0.0687695	0.124349	0.0447772	0.0918023	0.0454617	0.0338988	0.105298	0.105251	0.189312	0.0174128	0.0538647	0.020148	0.173367	0.20395	0.0571059	0.157089	0.0554463	0.042795	0.363369	0.36449	0.113047	0.0952516	0.0235839	0.279168	0.642217	1.06683	2.01178	5	3.942811
75000	-386.4557	-409.7024	23.24666	10	2.376334	0.212668	0.00498153	0.104044	0.0216158	0.0561914	0.0463668	0.128289	0.0153517	0.456893	0.0155184	0.268075	0.0482225	0.0679662	0.0766323	0.0280121	0.044143	0.0124199	0.0335288	0.0087603	0.0683606	0.00263114	0.0232288	0.0182919	0.0253651	0.0131772	0.0379494	0.111773	0.0534871	0.175151	0.0182872	0.0004311	0.0549092	0.00755947	0.370672	0.098769	0.0636111	0.574434	0.0897588	0.0527319	0.0757862	0.0200463	0.0280258	0.165178	0.0582472	0.0640617	0.00803946	0.0372632	0.33441	0.689869	1.07708	1.89864	5	3.966908
