Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1416000	-2784.287	-2771.362	-12.92497	2	1.657456	0.0250664	0.00352589	0.0240228	0.12686	0.162963	0.135074	0.0468111	0.066772	0.152641	0.0534261	0.230241	0.0507123	0.052759	0.0351521	0.0881046	0.276949	0.219783	0.122166	0.0161966	0.0308138	0.0404109	0.00927496	0.0024138	0.0110086	0.0457175	0.0851318	0.0200018	0.0413825	0.0686534	0.0844662	0.0646609	0.0193392	0.00273545	0.108634	0.139129	0.0111814	0.0474816	0.00502099	0.0202861	0.165242	0.0225271	0.0416444	0.00422691	0.109375	0.0146969	0.000400806	0.112812	0.0684001	0.10352	0.0230046	0.258527	0.0843489	0.2062	0.187851	0.0149242	0.0337246	0.0315218	0.0911849	0.149196	0.0815521	0.0417167	0.0288525	0.0460951	0.0612407	0.0475097	0.140405	0.0565868	0.0745731	0.0676826	0.00657736	0.0130717	0.0895923	0.144605	0.121962	0.0175004	0.032899	0.064527	0.0759594	0.0141436	0.0348458	0.0920802	0.00430813	0.00483309	0.105994	0.00526012	0.0174168	0.274142	0.00694664	0.0870992	0.0661263	0.0794183	0.0426506	0.209224	0.0838921	0.0197126	0.0412885	0.0274204	0.444756	0.000621012	0.0441647	0.0300595	0.0618489	0.11534	0.0658185	0.111198	0.0336119	0.0834029	0.248654	0.612826	1.05847	2.08005	4	7.890832
1417000	-2805.392	-2781.615	-23.77764	2	1.599587	0.0247827	0.001455	0.0538889	0.0831714	0.148671	0.239905	0.0951123	0.00220983	0.0299719	0.0194658	0.287419	0.117179	0.0178341	0.0213957	0.171258	0.33427	0.0894845	0.014858	0.0383215	0.0930114	0.00793398	0.0453491	0.0847808	0.0388561	0.0584498	0.120592	0.000202361	0.0125357	0.0299107	0.0582765	0.0232567	0.041809	0.0525315	0.0921806	0.00734994	0.0617287	0.0303111	0.00424723	0.0529841	0.197729	0.0146296	0.0593875	0.00934614	0.10845	0.000797892	0.00299216	0.140507	0.0507022	0.0300467	0.0969887	0.031051	0.240697	0.264539	0.145951	0.0118345	0.00520669	0.0247873	0.0723744	0.0112249	0.0143001	0.012341	0.0297982	0.0500234	0.0256971	0.0719007	0.362212	0.048361	0.0329835	0.0983696	0.0418493	0.0688571	0.0229754	0.0929351	0.1045	0.0293551	0.11309	0.000510338	0.0472523	0.0200714	0.0548388	0.0392573	0.0602056	0.0213625	0.157521	0.00444229	0.107356	0.61934	0.0670997	0.145031	0.075553	0.0317428	0.102469	0.050651	0.172411	0.026439	0.0926779	0.0358261	0.504915	0.0127931	0.0722751	0.0684873	0.0601134	0.0678568	0.0128054	0.0714484	0.0606398	0.295959	0.240305	0.604335	1.05577	2.09959	4	8.605095
1418000	-2789.52	-2767.031	-22.48904	2	1.140493	0.058292	0.00317364	0.0570784	0.104047	0.178104	0.273681	0.131892	0.00595069	0.0495606	0.0580092	0.334392	0.419099	0.0187271	0.0204468	0.0807287	0.463141	0.0228862	0.0234211	0.0619255	0.0742408	0.0100612	0.0203952	0.0710415	0.033126	0.0714854	0.0553201	0.00109724	0.00665389	0.0242663	0.0393558	0.0107359	0.0205603	0.00731965	0.0288272	0.0586276	0.0395024	0.0348144	0.00275457	0.0211255	0.220326	0.0051783	0.0708416	0.00553778	0.1168	0.00115662	0.000736051	0.130884	0.0625755	0.00884199	0.123692	0.0554755	0.141054	0.159492	0.284741	0.065883	0.00356767	0.0239441	0.0518611	0.0157318	0.0208344	0.0150004	0.0583866	0.0536626	0.00870614	0.144471	0.226149	0.0392522	0.0101284	0.077893	0.0377648	0.0695899	0.0199985	0.0667215	0.108373	0.0339064	0.113105	0.00109532	0.0520071	0.0678273	0.022697	0.0553833	0.0586946	0.0450757	0.597827	0.00171192	0.103545	0.412687	0.0312735	0.135984	0.0138466	0.020691	0.141713	0.0402267	0.086485	0.114389	0.0577321	0.0569532	0.461525	0.0264836	0.0403597	0.206224	0.0877394	0.0299581	0.00431296	0.0369272	0.00697928	0.25481	0.164104	0.515258	1.01987	2.30077	4	8.921294
1419000	-2776.392	-2758.455	-17.93708	2	1.635189	0.000649925	0.0139812	0.0649589	0.0661934	0.254101	0.104646	0.01108	0.0331099	0.0690333	0.0563787	0.279918	0.00177985	0.00912289	0.0275474	0.226963	0.314916	0.181399	0.0496334	0.0168979	0.143625	0.0126419	0.00563725	0.00126101	0.00429372	0.0994197	0.0832108	0.0752199	0.0253702	0.0275432	0.0727154	0.00465882	0.0119951	0.00525248	0.11138	0.0367002	0.0244308	0.0188051	0.00354435	0.0294647	0.00494234	0.0238924	0.0446966	0.0221804	0.144442	0.0265515	0.00318493	0.133521	0.0577685	0.114991	0.179331	0.123782	0.0756171	0.274515	0.164096	0.116899	0.037278	0.00453264	0.132925	0.11479	0.0462388	0.027834	0.0479859	0.0280317	0.028334	0.0612227	0.06999	0.0522494	0.165005	0.0999401	0.0744044	0.0303247	0.00840912	0.0712893	0.0232686	0.071184	0.108927	0.0306725	0.0291438	0.018449	0.0353405	0.0630861	0.0163673	0.270208	0.0143028	0.00720571	0.0532087	0.0450271	0.0412525	0.0643017	0.1062	0.0258649	0.0701699	0.0710482	0.143242	0.00538649	0.347837	0.073962	0.443302	0.0188647	0.0268263	0.0563728	0.514883	0.0563486	0.0278572	0.0586718	0.0132202	0.182388	0.245471	0.609614	1.05746	2.08745	4	8.325066
1420000	-2780.63	-2767.184	-13.44587	2	1.41983	0.0714854	0.000547582	0.0152336	0.241459	0.158354	0.266703	0.0472939	0.0666335	0.0234043	0.0706132	0.224013	0.0670681	0.0516807	0.0749852	0.0871785	0.18456	0.0142562	0.0841808	0.0098424	0.0302448	0.0751488	0.00549912	0.00135727	0.0142866	0.147129	0.00752711	0.000147765	0.00376733	0.0395688	0.0841453	0.00732119	0.0382063	0.00137161	0.0596993	0.0333809	0.0862052	0.0365167	0.000257705	0.0245605	0.115401	0.00382759	0.0080622	0.0200509	0.0600578	0.0172345	0.00544415	0.131826	0.0651698	0.0291939	0.00328406	0.0300778	0.125453	0.104006	0.00775845	0.0759104	0.040623	0.0443347	0.0458453	0.0980301	0.061418	0.0677247	0.131007	0.0160421	0.233984	0.161212	0.0117653	0.0542224	0.048768	0.0514263	0.368951	0.0481516	0.0229443	0.07289	0.00836179	0.0536914	0.169858	0.155947	0.0700755	0.123049	0.0429249	0.118621	0.241021	0.00606426	0.205328	0.0141952	0.0920794	0.0582477	0.0136924	0.0150286	0.0551776	0.0978394	0.126349	0.0939404	0.111191	0.00163499	0.0534002	0.00989756	0.573174	0.083881	0.0882022	0.00796155	0.114194	0.0730488	0.0432802	0.0730061	0.116885	0.0158887	0.212668	0.574644	1.04534	2.16734	4	7.965067
1421000	-2789.133	-2767.672	-21.46103	1	1.23922	0.00300957	0.00245326	0.0625694	0.134501	0.0358795	0.381973	0.0336059	0.112688	0.00291214	0.0305362	0.252556	0.141409	0.0257948	0.0575055	0.0956084	0.390134	0.0514727	0.111877	0.0698758	0.0313228	0.0913963	0.0246712	0.0302995	0.0148648	0.0456148	0.00945657	0.00636809	0.0292882	0.00747332	0.0532911	0.040487	0.0602607	0.035573	0.0863415	0.059297	0.0254696	0.0211011	0.0117792	0.0661938	0.209782	0.00101209	0.0728004	0.0235206	0.091307	0.0126875	0.0184757	0.135277	0.0485339	0.0641073	0.0263375	0.00833167	0.251154	0.48036	0.185026	0.0554586	0.150235	0.0554914	0.0352871	0.072666	0.0720939	0.0800009	0.0200833	0.0624469	0.0165192	0.0432243	0.0629456	0.0372435	0.0337682	0.088177	0.0622944	0.00141046	0.00452062	0.0639036	0.0306868	0.00863	0.21094	0.101268	0.0408738	0.095716	0.050566	0.0430256	0.0114763	0.0359206	0.012191	0.0707351	0.0108377	0.0109488	0.00418131	0.0438809	0.0144119	0.218542	0.082346	0.0578026	0.21688	0.019618	0.177783	0.071273	0.339092	0.241525	0.115977	0.0147968	0.420433	0.0157312	0.174344	0.0052467	0.044086	0.0722819	0.182088	0.538488	1.03057	2.24885	3	8.47744
1422000	-2791.902	-2772.879	-19.02317	1	1.670589	0.0739528	0.000616557	0.0934633	0.128476	0.0527086	0.147763	0.0644275	0.0636066	0.0105027	0.0439468	0.280002	0.0467335	0.0207727	0.016849	0.0651816	0.355965	0.0800355	0.0422417	0.060883	0.140991	0.0453106	0.0652951	0.0705043	0.0018216	0.0993024	0.0660939	0.0194176	0.012049	0.0240847	0.077583	0.0158162	0.0788305	0.107878	0.0223399	0.0371445	0.0265553	0.00478988	0.000710546	0.0128893	0.0684676	0.00761245	0.00466824	0.0316743	0.0703225	0.0340726	0.00356399	0.101442	0.0615464	0.116121	0.0383346	0.0656875	0.0655313	0.184997	0.011241	0.0068269	0.137028	0.0217723	0.0586174	0.105179	0.0391684	0.044494	0.033408	0.098367	0.0109544	0.0840542	0.0381601	0.02645	0.00721732	0.0591042	0.0560343	0.00163354	0.0616903	0.200874	0.0196954	0.0111003	0.319549	0.0344273	0.0205151	0.0249911	0.0110008	0.0112185	0.0591115	0.370285	0.162224	0.0344061	0.0127216	0.0416554	0.0221406	0.0174899	0.00894832	0.104778	0.123661	0.58039	0.0288053	0.0618118	0.0154926	0.0723932	0.438203	0.0756259	0.173815	0.0883624	0.102613	0.0962111	0.0599061	0.0298038	0.0762356	0.347078	0.250513	0.61469	1.05905	2.07575	3	8.190517
1423000	-2784.354	-2767.508	-16.84607	1	1.381594	0.0237335	0.00145566	0.0590514	0.118388	0.342148	0.0600053	0.135572	0.0918984	0.0436378	0.0216055	0.239618	0.0207755	0.00778344	0.0317404	0.0804914	0.197281	0.0652068	0.228525	0.0256806	0.0272681	0.00565332	0.0903798	0.0263147	0.00171397	0.116161	0.0803703	0.0301606	0.0505046	0.018586	0.0322534	0.0261123	0.0410648	0.0788773	0.0754547	0.0345726	0.0486234	0.00739243	0.00294232	0.0144204	0.0415833	0.00815102	0.0049517	0.0146043	0.0673195	0.00167098	0.000878116	0.0903473	0.107882	0.0368353	0.175297	0.030309	0.146811	0.143894	0.287501	0.000701514	0.09938	0.030535	0.236427	0.00258588	0.02121	0.074192	0.036806	0.0605115	0.112523	0.00190223	0.04519	0.0747945	0.137725	0.0381891	0.032767	0.00776045	0.0147006	0.04717	0.102321	0.123445	0.10748	0.0400281	0.116134	0.108941	0.0577095	0.0313981	0.153042	0.566355	0.114107	0.00329874	0.00014676	0.0105655	0.0151966	0.0124347	0.0175	0.0507254	0.0657806	0.00833731	0.249025	0.217094	0.107472	0.0165854	0.239213	0.0302932	0.0226566	0.0801278	0.0546875	0.043573	0.077647	0.0220017	0.136147	0.163704	0.206438	0.567583	1.04264	2.18334	3	8.001706
1424000	-2786.408	-2752.38	-34.02811	2	2.127488	0.0301201	0.0014106	0.0807932	0.0593303	0.334399	0.0409809	0.0460199	0.0386556	0.0456059	0.00732908	0.317194	0.0979451	0.0422801	0.0194677	0.17181	0.357662	0.121838	0.186206	0.0481886	0.00724936	0.221146	0.0657236	0.0410366	0.0102941	0.0495775	0.0102864	0.0392372	0.0424557	0.027638	0.0590952	0.140666	0.026473	0.0267079	0.114476	0.0469212	0.0388145	0.00984598	0.00150836	0.0408104	0.012992	0.0128254	0.00417811	0.00342012	0.0584269	0.0225439	0.00547821	0.139365	0.0426699	0.0262039	0.205946	0.122543	0.161133	0.555333	0.416713	0.00129817	0.114538	0.0967964	0.201611	0.0247416	0.0753078	0.0640984	0.055069	0.0364539	0.0942294	0.0146629	0.057841	0.035785	0.0441268	0.0521639	0.0205797	0.0762744	0.0140044	0.0651804	0.0466962	0.014579	0.0237209	0.00184527	0.238005	0.10697	0.0271419	0.00719985	0.00834364	1.03853	0.236116	0.0293618	0.046208	0.061625	0.00276811	0.01624	0.315325	0.088991	0.158391	0.0643948	0.0932845	0.0991562	0.0148859	0.0473732	0.178156	0.109875	0.0424406	0.0837976	0.000227354	0.0172472	0.111461	0.154523	0.101529	0.36487	0.308032	0.66792	1.07288	1.95117	4	9.953009
1425000	-2800.685	-2777.41	-23.27534	1	1.285514	0.00773558	0.000685992	0.105209	0.202764	0.226991	0.122659	0.0864754	0.0572628	0.101933	0.0174431	0.307733	0.11219	0.00398611	0.0693111	0.138509	0.463318	0.101845	0.241706	0.0333684	0.00719233	0.104883	0.0247113	0.00704952	0.00974736	0.125774	0.0218165	0.00820675	0.00192688	0.0406034	0.0411697	0.027347	0.0492065	0.0363845	0.106037	0.165537	0.0164599	0.00838761	0.0361462	0.0515956	0.142061	0.00881473	0.0199212	0.028609	0.0419982	0.0291992	0.000117176	0.0908933	0.073558	0.0229481	0.352683	0.0038533	0.216321	0.343654	0.0342028	0.103565	0.0132546	0.017428	0.0332935	0.0239122	0.0284713	0.0427374	0.0678131	0.0251609	0.00254591	0.0524217	0.0151293	0.0422672	0.0576884	0.0138629	0.0873906	0.0797618	0.0313342	0.0717441	0.0264079	0.00812175	0.0856382	0.0129186	0.0179696	0.167689	0.0282568	0.0027656	0.0335036	0.479042	0.0981225	0.0406908	0.0866438	0.0922627	0.0193924	0.00800966	0.317566	0.222104	0.124805	0.0192812	0.112859	0.503244	0.0114607	0.0654238	0.0530985	0.00456105	0.126779	0.158156	0.0173584	0.0206503	0.0418264	0.0241169	0.0927693	0.0208236	0.190209	0.548471	1.03488	2.22644	3	8.654241
1426000	-2770.673	-2760.295	-10.37755	1	1.44202	0.0128792	0.00578085	0.0753336	0.0578871	0.213408	0.0443756	0.0282597	0.0861599	0.0718136	0.0426077	0.356026	0.0324703	0.0185957	0.0449533	0.106665	0.263828	0.0195342	0.0588592	0.0402092	0.11177	0.152102	0.00245674	0.0525832	0.0520398	0.0996588	0.00600918	0.0303054	0.0110471	0.0614448	0.09088	0.00103153	0.0044116	0.0354421	0.0796751	0.118893	0.0335674	0.0235333	0.00270716	0.0191662	0.195832	0.00299293	0.00774624	0.0230515	0.0759818	0.00774393	0.000766833	0.112158	0.0787654	0.0313246	0.0293406	0.0742609	0.0701378	0.116169	0.0229743	0.118846	0.253409	0.0264456	0.0678852	0.0374995	0.0299174	0.0365714	0.0679002	0.0246054	0.072412	0.107042	0.000736804	0.0436575	0.143994	0.10153	0.0423679	0.0350825	0.0200802	0.10014	0.0166289	0.0100833	0.0795648	0.0157843	0.253723	0.0700589	0.0112221	0.158059	0.017351	0.432703	0.0674769	0.00587137	0.0211093	0.150594	0.0456671	0.034754	0.178263	0.00254051	0.0428926	0.0032728	0.0695163	0.261768	0.0164287	0.0652168	0.0860903	0.0163554	0.0233215	0.0268785	0.0097465	0.0352967	0.130822	0.034079	0.0123043	0.195629	0.216225	0.578612	1.04683	2.15834	3	7.348812
1427000	-2790.647	-2768.343	-22.30462	1	1.393532	0.025418	0.027026	0.0291346	0.12138	0.113733	0.235604	0.107043	0.0595963	0.0464537	0.0202148	0.263368	0.0107967	0.0515322	0.0205052	0.0842893	0.211806	0.0412134	0.196187	0.0709426	0.0966605	0.110565	0.0022187	0.0371166	0.0171485	0.0808244	0.000332171	0.00326584	0.0552012	0.0361199	0.0320913	0.0409909	0.0682888	0.0143026	0.0842338	0.0494384	0.0408148	0.0283414	0.00732923	0.0285149	0.053589	0.0329993	0.0251956	0.0148958	0.0220993	0.0159767	0.00730757	0.0949755	0.0826958	0.0298963	0.0410422	0.0346985	0.114544	0.196907	0.511448	0.0202485	0.0516075	0.0687633	0.0755213	0.0630311	0.0318107	0.0743176	0.127713	0.139503	0.0251714	0.0566062	0.0389936	0.0196796	0.0274353	0.0785996	0.122302	0.0495733	0.0429969	0.05798	0.0157953	0.161787	0.00460868	0.162439	0.0979659	0.0415314	0.10545	0.296996	0.064785	0.789485	0.0525519	0.0527757	0.0793535	0.293414	0.0158734	0.143958	0.126326	0.090176	0.0436824	0.0921884	0.0795755	0.00542568	0.0899607	0.0378258	0.143762	0.0302981	0.165242	0.0048695	0.0648498	0.0415287	0.0345069	0.00557048	0.0428272	0.0488161	0.208397	0.569819	1.04351	2.17828	3	8.546367
1428000	-2807.871	-2775.748	-32.12366	1	0.9327351	0.00392769	0.0117383	0.000902275	0.233819	0.314494	0.0802886	0.0127327	0.0799253	0.157601	0.11672	0.508668	0.0441778	0.0381776	0.0158815	0.280058	0.313998	0.127579	0.295486	0.0791333	0.0132322	0.0854488	0.0651086	0.0419759	0.009085	0.0213528	0.0212771	0.033943	0.0150215	0.0391923	0.0641802	0.0403917	0.0581567	0.0101537	0.0575517	0.0290763	0.00108065	0.00660565	0.00527862	0.0427932	0.054377	0.00393975	0.0303878	0.0456534	0.103146	0.0301671	0.00403302	0.11857	0.0428704	0.0830662	0.0273842	0.00691399	0.0286271	0.282593	0.281927	0.0101708	0.0382896	0.0293516	0.175352	0.276477	0.0115138	0.124128	0.0700288	0.062687	0.0196688	0.0724454	0.38947	0.0689248	0.0375012	0.347086	0.0185926	0.0409679	0.0434866	0.143274	0.0146625	0.118877	0.170457	0.0209478	0.00191219	0.0779892	0.0129906	0.0231384	0.0407412	0.0430364	0.00655203	0.0237895	0.0165344	0.561606	0.0588542	0.0396042	0.0896262	0.0887991	0.000984005	0.0938215	0.0238716	0.171594	0.058924	0.0257805	0.717382	0.104236	0.0803792	0.0435524	0.0593786	0.0213924	0.0798247	0.00890935	0.142828	0.0320894	0.123345	0.455556	0.987894	2.4332	3	9.574352
1429000	-2788.877	-2765.282	-23.59506	1	1.732818	0.0473167	0.00320795	0.0117098	0.123054	0.255877	0.231944	0.0209333	0.0547005	0.0233163	0.0141877	0.233442	0.0897586	0.0285759	0.0675875	0.179845	0.140413	0.0640144	0.167283	0.0111954	0.00527312	0.0564457	0.0470093	0.0196943	0.00953364	0.0392248	0.0325502	0.0138172	0.0562063	0.0148013	0.0649027	0.0822257	0.0491396	0.0020331	0.00822421	0.0372123	0.0042612	0.00678027	0.0127529	0.151189	0.18863	0.00336852	0.0175143	0.020326	0.0359554	0.0131428	0.0172688	0.126133	0.108952	0.104778	0.0120548	0.0665862	0.00457376	0.308179	0.301486	0.0500271	0.0316706	0.065309	0.0416148	0.266644	0.0335036	0.223436	0.117484	0.0635327	0.0870583	0.146762	0.234953	0.120657	0.059486	0.0402882	0.0228362	0.00902167	0.0201808	0.235858	0.0393285	0.0776636	0.227073	0.00882435	0.0164291	0.0259481	0.0157253	0.0214879	0.0410267	0.0391845	0.0352183	0.0555326	0.158722	0.447621	0.0363446	0.0698964	0.146037	0.0892248	0.00279797	0.0517741	0.0894063	0.145101	0.0335934	0.0490618	0.502742	0.0579257	0.0558869	0.0521852	0.0361166	0.146799	0.0679095	0.0115491	0.08172	0.024718	0.259153	0.62322	1.0616	2.05603	3	8.641483
1430000	-2787.196	-2767.976	-19.22007	1	1.192413	0.00870704	0.000849751	0.07305	0.108982	0.106118	0.0638462	0.0387155	0.112943	0.0377193	0.0181565	0.37959	0.0723226	0.0243404	0.0491252	0.157216	0.338197	0.0329847	0.284923	0.0278633	0.0565146	0.22371	0.0168799	0.0393767	0.00790528	0.141273	0.00309729	0.0121656	0.0105574	0.0303653	0.0066142	0.0368382	0.260795	0.0109314	0.0391687	0.0720968	0.0292608	0.000589657	0.00863876	0.0540778	0.0192223	0.00464243	0.0501765	0.0358056	0.0945494	0.0227166	0.0124714	0.130657	0.0390814	0.0445004	0.0255293	0.049059	0.165242	0.192392	0.155783	0.0202655	0.103606	0.0426408	0.0771007	0.131555	0.00431163	0.0402487	0.0867043	0.249252	0.277471	0.0124819	0.332601	0.056161	0.0264551	0.158819	0.151713	0.0171437	0.0248011	0.119333	0.0130612	0.0376799	0.0209515	0.10994	0.00280414	0.0845305	0.0289846	0.0962393	0.0577117	0.00819902	0.0204576	0.0476346	0.00771369	0.385393	0.0145447	0.0244942	0.0189622	0.00105636	0.130081	0.0579064	0.0197055	0.0210845	0.151478	0.103839	0.352632	0.0390271	0.00243447	0.0810119	0.123018	0.0485821	0.00045202	0.0352151	0.0472875	0.0929119	0.173675	0.527823	1.02578	2.27272	3	8.258025
1431000	-2788.423	-2763.864	-24.55939	2	1.212983	0.031587	0.000336183	0.0847027	0.0871274	0.0165883	0.417104	0.0642906	0.146515	0.0982187	0.237584	0.358888	0.0570698	0.00648417	0.096816	0.119449	0.255614	0.0838965	0.267261	0.0872374	0.213801	0.0504128	0.0143713	0.0121776	0.0198565	0.0142313	0.0103873	0.00569205	0.0109003	0.0403209	0.0254981	0.0194625	0.0273797	0.0437441	0.02552	0.0560056	0.045106	5.14203e-05	0.00367206	0.06993	0.0363862	0.00381263	0.0347581	0.00930453	0.0730386	0.0150355	0.00551708	0.13205	0.0256182	0.0906751	0.127529	0.00562016	0.230321	0.353876	0.158837	0.018916	0.0259895	0.047367	0.0156583	0.110625	0.048851	0.0501092	0.0116571	0.123925	0.0833787	0.00859858	0.112794	0.0405527	0.00834432	0.00603045	0.268074	0.0462855	0.0120822	0.0304071	0.053645	0.166123	0.00249764	0.0294787	0.112853	0.245122	0.0252435	0.00813275	0.348631	0.107812	0.0508606	0.0462691	0.00554397	0.370061	0.0338157	0.0278882	0.0646447	0.0579725	0.0303856	0.0269614	0.200716	0.0393618	0.075662	0.0224262	0.109974	0.142884	0.122496	0.0817068	0.492591	0.00541178	0.0758564	0.0894201	0.0953176	0.0246183	0.177398	0.532584	1.02794	2.26208	4	8.9897
1432000	-2782.538	-2760.59	-21.94775	2	1.305198	0.0369331	0.00550095	0.0562958	0.204416	0.250363	0.228437	0.0425932	0.0282682	0.0787759	0.0386836	0.272665	0.0394705	0.0712616	0.0386397	0.131658	0.146596	0.0969884	0.169791	0.0154699	0.105862	0.0349153	0.0307642	0.012219	0.0607717	0.0572149	0.0921054	0.0161716	0.0114995	0.0428723	0.0494987	0.0612063	0.0600699	0.0709432	0.070926	0.0747619	0.0254757	0.00251485	0.000613964	0.165921	0.138193	0.00677925	0.0132669	0.0226667	0.097745	0.024542	0.00485135	0.101774	0.0616616	0.0724084	0.08452	0.0309763	0.317211	0.358782	0.262324	0.0761795	0.025698	0.0356812	0.068048	0.05744	0.0321948	0.00368316	0.0843871	0.0426482	0.0208458	0.0697696	0.0856292	0.0221968	0.0797771	0.000362851	0.0554857	0.0921093	0.0316816	0.139925	0.128941	0.481435	0.1777	0.0249551	0.0247067	0.00875401	0.0351065	0.0289722	0.153957	0.0758473	0.0847553	0.00660616	0.146022	0.204175	0.0036468	0.0952143	0.0287451	0.00356289	0.0544733	0.069124	0.107342	0.0315075	0.0144799	0.102177	0.059304	0.0126216	0.0509789	0.0219289	0.463378	0.118638	0.0468686	0.0423044	0.012054	0.0476398	0.193602	0.552557	1.03659	2.21725	4	8.5885
1433000	-2786.088	-2773.984	-12.1037	2	1.463844	0.0625315	0.00493717	0.0901189	0.20239	0.118907	0.178232	0.00705967	0.0566274	0.123076	0.00121321	0.210652	0.00558716	0.0475425	0.0388763	0.08689	0.124672	0.0354667	0.223557	0.0685697	0.355459	0.0646914	0.0169867	0.0337273	0.0127085	0.0630582	0.085601	0.0285018	0.0189399	0.0304384	0.0191779	0.0691282	0.0297372	0.0720901	0.024279	0.0344252	0.0261818	0.0447219	0.00322314	0.0161639	0.305128	0.019805	0.00868163	0.0257129	0.0987766	0.0285872	0.0060975	0.120651	0.0746751	0.187123	0.0345727	0.0204982	0.27161	0.197062	0.0278403	0.0830345	0.138178	0.151477	0.00621878	0.0902179	0.0658185	0.0267228	0.0464689	0.0896606	0.0245416	0.0776664	0.0271728	0.052998	0.0294138	0.00837925	0.00647002	0.102202	0.0176665	0.115372	0.155561	0.381918	0.0863168	0.00372596	0.0538814	0.0936603	0.0507998	0.0177022	0.0247808	0.0650389	0.102114	0.0672959	0.0240093	0.098963	0.00287174	0.0276191	0.0829303	0.0945151	0.0775566	0.014202	0.0284815	0.0778412	0.0360037	0.0102258	0.0067881	0.154591	0.113107	0.0141656	0.185869	0.0194372	0.0744469	0.138498	0.0447055	0.0479289	0.219683	0.582425	1.04823	2.14967	4	7.800201
1434000	-2763.504	-2751.894	-11.61001	2	1.442358	0.0636278	0.00263964	0.0850537	0.0626572	0.00351242	0.241621	0.0506001	0.00300168	0.118848	0.0267387	0.467962	0.0397022	0.0419333	0.0576996	0.0914813	0.201249	0.112686	0.140481	0.0185707	0.0179368	0.0364958	0.0201162	0.019386	0.000229442	0.0791577	0.0496869	0.0175819	0.0171047	0.0269427	0.0330585	0.0417592	0.00883181	0.101934	0.0282809	0.100139	0.0530779	0.00106567	0.00113236	0.00947873	0.12468	0.0135148	0.00572866	0.0338059	0.0869009	0.0167537	0.00351595	0.146071	0.0837972	0.0647598	0.016653	0.0474248	0.0660314	0.277075	0.23027	0.200282	0.0533242	0.0380189	0.105627	0.0819267	0.008178	0.0242775	0.0723896	0.145508	0.00255146	0.042162	0.0532755	0.0565737	0.0523566	0.0222392	0.0426003	0.0553695	0.0750223	0.0790816	0.111902	0.247448	0.0864758	0.00858133	0.0725017	0.0266112	0.0340985	0.0189879	0.0291662	0.0648027	0.036513	0.0969161	0.185134	0.104664	0.0756648	0.114868	0.0290256	0.0740794	0.0368569	0.0806901	0.0940582	0.0147818	0.0596916	0.0310598	0.0275506	0.0616333	0.19092	0.0763863	0.367488	0.000994713	0.100804	0.0500468	0.102677	0.0666489	0.216279	0.578672	1.04685	2.1582	4	7.700939
